footfall_id,store_id,footfall_date,footfall_month,day_of_week,visitor_count,transaction_count,conversion_rate,avg_dwell_time_mins,peak_hour,weather
1059,6,2025-01-14,2025-01,Tuesday,198,54,0.275,13,17:00,Cloudy
1060,6,2025-01-15,2025-01,Wednesday,157,28,0.184,11,17:00,Cloudy
1061,6,2025-01-16,2025-01,Thursday,179,41,0.231,14,12:00,Cloudy
1062,6,2025-01-17,2025-01,Friday,199,33,0.167,18,14:00,Cloudy
1063,6,2025-01-19,2025-01,Sunday,208,55,0.269,11,14:00,Cloudy
1064,6,2025-01-20,2025-01,Monday,157,48,0.309,8,12:00,Cloudy
1065,6,2025-01-21,2025-01,Tuesday,213,58,0.276,23,16:00,Cloudy
1066,6,2025-01-24,2025-01,Friday,171,59,0.348,19,16:00,Cloudy
1067,6,2025-01-27,2025-01,Monday,181,60,0.333,16,16:00,Rainy
1068,6,2025-01-29,2025-01,Wednesday,188,36,0.196,14,12:00,Cloudy
1069,6,2025-01-30,2025-01,Thursday,159,29,0.183,20,15:00,Rainy
1070,6,2025-01-31,2025-01,Friday,217,67,0.311,18,12:00,Cloudy
1071,6,2025-02-03,2025-02,Monday,141,31,0.221,9,16:00,Cloudy
1072,6,2025-02-06,2025-02,Thursday,176,49,0.279,13,13:00,Cold
1073,6,2025-02-07,2025-02,Friday,223,40,0.183,17,17:00,Rainy
1074,6,2025-02-10,2025-02,Monday,170,32,0.194,25,13:00,Rainy
1075,6,2025-02-13,2025-02,Thursday,193,38,0.198,19,14:00,Rainy
1076,6,2025-02-16,2025-02,Sunday,178,41,0.232,19,15:00,Rainy
1077,6,2025-02-17,2025-02,Monday,188,42,0.226,12,16:00,Cloudy
1078,6,2025-02-20,2025-02,Thursday,221,60,0.273,12,17:00,Cloudy
1079,6,2025-02-22,2025-02,Saturday,229,78,0.342,15,15:00,Rainy
1080,6,2025-02-25,2025-02,Tuesday,197,55,0.284,14,12:00,Cloudy
1081,6,2025-02-27,2025-02,Thursday,187,39,0.212,18,13:00,Cloudy
1082,6,2025-03-02,2025-03,Sunday,203,69,0.341,17,16:00,Sunny
1083,6,2025-03-03,2025-03,Monday,157,32,0.206,14,17:00,Sunny
1084,6,2025-03-04,2025-03,Tuesday,240,47,0.196,20,15:00,Sunny
1085,6,2025-03-07,2025-03,Friday,186,62,0.336,11,16:00,Rainy
1086,6,2025-03-08,2025-03,Saturday,285,91,0.322,10,15:00,Rainy
1087,6,2025-03-09,2025-03,Sunday,221,73,0.333,12,12:00,Cloudy
1088,6,2025-03-11,2025-03,Tuesday,182,28,0.159,23,13:00,Rainy
1089,6,2025-03-13,2025-03,Thursday,255,49,0.196,11,16:00,Sunny
1090,6,2025-03-14,2025-03,Friday,266,46,0.176,12,12:00,Sunny
1091,6,2025-03-17,2025-03,Monday,161,52,0.325,16,14:00,Cloudy
1092,6,2025-03-18,2025-03,Tuesday,254,77,0.304,19,14:00,Cloudy
1093,6,2025-03-20,2025-03,Thursday,256,40,0.16,22,12:00,Cloudy
1094,6,2025-03-21,2025-03,Friday,244,59,0.245,16,17:00,Sunny
1095,6,2025-03-22,2025-03,Saturday,353,56,0.161,15,14:00,Rainy
1096,6,2025-03-23,2025-03,Sunday,261,46,0.177,9,12:00,Cloudy
1097,6,2025-03-24,2025-03,Monday,181,28,0.157,17,13:00,Sunny
1098,6,2025-03-27,2025-03,Thursday,216,59,0.274,14,16:00,Sunny
1099,6,2025-03-29,2025-03,Saturday,363,64,0.179,15,13:00,Cloudy
1100,6,2025-04-01,2025-04,Tuesday,195,37,0.192,8,16:00,Cloudy
1101,6,2025-04-02,2025-04,Wednesday,197,42,0.216,20,16:00,Sunny
1102,6,2025-04-04,2025-04,Friday,206,40,0.198,18,16:00,Cloudy
1103,6,2025-04-05,2025-04,Saturday,367,87,0.239,22,14:00,Cloudy
1104,6,2025-04-08,2025-04,Tuesday,187,40,0.219,16,15:00,Rainy
1105,6,2025-04-10,2025-04,Thursday,208,40,0.194,19,17:00,Cloudy
1106,6,2025-04-12,2025-04,Saturday,261,51,0.198,21,15:00,Rainy
1107,6,2025-04-14,2025-04,Monday,210,41,0.196,22,15:00,Cloudy
1108,6,2025-04-16,2025-04,Wednesday,197,50,0.257,17,12:00,Cloudy
1109,6,2025-04-19,2025-04,Saturday,347,64,0.185,20,12:00,Rainy
1110,6,2025-04-22,2025-04,Tuesday,217,52,0.243,18,13:00,Rainy
1111,6,2025-04-23,2025-04,Wednesday,207,37,0.18,24,17:00,Rainy
1112,6,2025-04-26,2025-04,Saturday,264,55,0.212,21,12:00,Cloudy
1113,6,2025-04-29,2025-04,Tuesday,257,52,0.206,22,16:00,Rainy
1114,6,2025-05-01,2025-05,Thursday,214,34,0.161,15,15:00,Rainy
1115,6,2025-05-02,2025-05,Friday,249,57,0.229,23,12:00,Cloudy
1116,6,2025-05-03,2025-05,Saturday,256,76,0.297,24,14:00,Sunny
1117,6,2025-05-06,2025-05,Tuesday,203,46,0.23,15,15:00,Sunny
1118,6,2025-05-07,2025-05,Wednesday,238,51,0.217,16,14:00,Sunny
1119,6,2025-05-09,2025-05,Friday,233,58,0.252,9,13:00,Rainy
1120,6,2025-05-11,2025-05,Sunday,287,92,0.323,23,16:00,Sunny
1121,6,2025-05-14,2025-05,Wednesday,270,49,0.182,21,17:00,Cloudy
1122,6,2025-05-17,2025-05,Saturday,341,57,0.168,13,14:00,Cloudy
1123,6,2025-05-18,2025-05,Sunday,216,52,0.241,23,16:00,Rainy
1124,6,2025-05-20,2025-05,Tuesday,235,40,0.172,20,17:00,Cloudy
1125,6,2025-05-22,2025-05,Thursday,230,42,0.186,21,12:00,Cloudy
1126,6,2025-05-24,2025-05,Saturday,360,121,0.338,13,13:00,Sunny
1127,6,2025-05-26,2025-05,Monday,222,55,0.25,22,12:00,Cloudy
1128,6,2025-05-27,2025-05,Tuesday,272,47,0.175,15,13:00,Sunny
1129,6,2025-05-29,2025-05,Thursday,204,67,0.33,24,15:00,Sunny
1130,6,2025-05-31,2025-05,Saturday,258,44,0.173,8,14:00,Sunny
1131,6,2025-06-01,2025-06,Sunday,268,46,0.175,15,12:00,Cloudy
1132,6,2025-06-04,2025-06,Wednesday,267,76,0.288,16,13:00,Cloudy
1133,6,2025-06-05,2025-06,Thursday,270,53,0.197,17,17:00,Sunny
1134,6,2025-06-07,2025-06,Saturday,320,75,0.236,10,12:00,Cloudy
1135,6,2025-06-08,2025-06,Sunday,300,90,0.301,23,17:00,Cloudy
1136,6,2025-06-10,2025-06,Tuesday,247,81,0.33,15,12:00,Cloudy
1137,6,2025-06-11,2025-06,Wednesday,265,44,0.168,11,17:00,Rainy
1138,6,2025-06-13,2025-06,Friday,226,77,0.343,19,14:00,Rainy
1139,6,2025-06-14,2025-06,Saturday,289,84,0.292,13,15:00,Rainy
1140,6,2025-06-15,2025-06,Sunday,230,48,0.212,19,16:00,Sunny
1141,6,2025-06-16,2025-06,Monday,180,37,0.208,11,17:00,Cold
1142,6,2025-06-19,2025-06,Thursday,233,53,0.23,8,12:00,Cloudy
1143,6,2025-06-20,2025-06,Friday,267,65,0.246,24,13:00,Cloudy
1144,6,2025-06-23,2025-06,Monday,158,40,0.256,24,16:00,Sunny
1145,6,2025-06-24,2025-06,Tuesday,270,76,0.284,17,14:00,Sunny
1146,6,2025-06-27,2025-06,Friday,205,70,0.346,18,16:00,Rainy
1147,6,2025-06-29,2025-06,Sunday,266,88,0.333,20,12:00,Cloudy
1148,6,2025-07-02,2025-07,Wednesday,229,60,0.263,22,13:00,Cloudy
1149,6,2025-07-05,2025-07,Saturday,276,50,0.184,24,17:00,Cloudy
1150,6,2025-07-06,2025-07,Sunday,253,84,0.335,24,15:00,Cloudy
1151,6,2025-07-08,2025-07,Tuesday,186,34,0.187,15,17:00,Sunny
1152,6,2025-07-10,2025-07,Thursday,246,38,0.157,16,15:00,Sunny
1153,6,2025-07-13,2025-07,Sunday,250,38,0.153,16,16:00,Rainy
1154,6,2025-07-15,2025-07,Tuesday,227,69,0.307,9,15:00,Rainy
1155,6,2025-07-18,2025-07,Friday,249,74,0.3,21,14:00,Cloudy
1156,6,2025-07-19,2025-07,Saturday,378,66,0.175,22,16:00,Rainy
1157,6,2025-07-20,2025-07,Sunday,217,60,0.281,14,15:00,Rainy
1158,6,2025-07-21,2025-07,Monday,208,58,0.281,14,15:00,Cloudy
1159,6,2025-07-23,2025-07,Wednesday,196,56,0.289,24,17:00,Rainy
1160,6,2025-07-25,2025-07,Friday,204,48,0.24,9,13:00,Rainy
1161,6,2025-07-28,2025-07,Monday,159,42,0.266,16,17:00,Sunny
1162,6,2025-07-31,2025-07,Thursday,229,66,0.291,17,15:00,Cloudy
1163,6,2025-08-03,2025-08,Sunday,259,89,0.347,19,12:00,Cloudy
1164,6,2025-08-04,2025-08,Monday,222,40,0.182,24,16:00,Cloudy
1165,6,2025-08-05,2025-08,Tuesday,235,49,0.211,22,12:00,Sunny
1166,6,2025-08-07,2025-08,Thursday,249,73,0.297,8,12:00,Rainy
1167,6,2025-08-08,2025-08,Friday,199,42,0.214,20,13:00,Sunny
1168,6,2025-08-09,2025-08,Saturday,258,55,0.216,8,13:00,Cloudy
1169,6,2025-08-10,2025-08,Sunday,240,40,0.17,14,16:00,Cloudy
1170,6,2025-08-13,2025-08,Wednesday,250,42,0.171,13,17:00,Cloudy
1171,6,2025-08-16,2025-08,Saturday,355,90,0.254,21,17:00,Rainy
1172,6,2025-08-18,2025-08,Monday,174,54,0.315,19,16:00,Cloudy
1173,6,2025-08-19,2025-08,Tuesday,194,47,0.247,16,14:00,Rainy
1174,6,2025-08-22,2025-08,Friday,268,41,0.153,9,14:00,Rainy
1175,6,2025-08-23,2025-08,Saturday,360,125,0.349,16,17:00,Cloudy
1176,6,2025-08-26,2025-08,Tuesday,266,60,0.227,10,16:00,Cloudy
1177,6,2025-08-27,2025-08,Wednesday,231,36,0.159,15,13:00,Sunny
1178,6,2025-08-30,2025-08,Saturday,364,93,0.258,9,17:00,Cold
1179,6,2025-08-31,2025-08,Sunday,248,46,0.189,13,14:00,Cloudy
1180,6,2025-09-01,2025-09,Monday,201,33,0.169,23,15:00,Sunny
1181,6,2025-09-03,2025-09,Wednesday,251,67,0.27,10,13:00,Cloudy
1182,6,2025-09-06,2025-09,Saturday,377,87,0.232,25,16:00,Cloudy
1183,6,2025-09-07,2025-09,Sunday,292,89,0.306,10,13:00,Cloudy
1184,6,2025-09-10,2025-09,Wednesday,242,49,0.205,24,13:00,Sunny
1185,6,2025-09-11,2025-09,Thursday,206,38,0.186,9,13:00,Rainy
1186,6,2025-09-14,2025-09,Sunday,219,59,0.27,11,16:00,Rainy
1187,6,2025-09-16,2025-09,Tuesday,270,87,0.325,16,13:00,Cloudy
1188,6,2025-09-17,2025-09,Wednesday,183,47,0.258,14,14:00,Sunny
1189,6,2025-09-19,2025-09,Friday,262,40,0.153,16,13:00,Rainy
1190,6,2025-09-20,2025-09,Saturday,309,59,0.193,12,17:00,Cloudy
1191,6,2025-09-23,2025-09,Tuesday,193,40,0.212,19,13:00,Cloudy
1192,6,2025-09-25,2025-09,Thursday,249,73,0.296,16,16:00,Cloudy
1193,6,2025-09-26,2025-09,Friday,237,44,0.187,19,15:00,Cloudy
1194,6,2025-09-27,2025-09,Saturday,266,43,0.165,23,12:00,Rainy
1195,6,2025-09-29,2025-09,Monday,212,41,0.196,24,15:00,Sunny
1196,6,2025-10-01,2025-10,Wednesday,242,37,0.155,8,13:00,Rainy
1197,6,2025-10-03,2025-10,Friday,256,57,0.225,22,12:00,Cloudy
1198,6,2025-10-06,2025-10,Monday,200,63,0.319,12,16:00,Rainy
1199,6,2025-10-07,2025-10,Tuesday,204,45,0.224,9,17:00,Rainy
1200,6,2025-10-08,2025-10,Wednesday,239,38,0.162,12,16:00,Rainy
1201,6,2025-10-09,2025-10,Thursday,245,79,0.326,17,14:00,Cloudy
1202,6,2025-10-10,2025-10,Friday,190,40,0.213,19,15:00,Cold
1203,6,2025-10-12,2025-10,Sunday,256,58,0.227,16,15:00,Cloudy
1204,6,2025-10-14,2025-10,Tuesday,212,62,0.293,23,15:00,Cold
1205,6,2025-10-15,2025-10,Wednesday,189,50,0.269,8,15:00,Rainy
1206,6,2025-10-16,2025-10,Thursday,231,68,0.298,22,13:00,Sunny
1207,6,2025-10-17,2025-10,Friday,225,76,0.34,15,12:00,Cold
1208,6,2025-10-20,2025-10,Monday,175,35,0.2,16,14:00,Sunny
1209,6,2025-10-23,2025-10,Thursday,253,86,0.34,10,12:00,Rainy
1210,6,2025-10-24,2025-10,Friday,200,50,0.251,19,13:00,Cloudy
1211,6,2025-10-27,2025-10,Monday,214,38,0.18,11,14:00,Cloudy
1212,6,2025-10-29,2025-10,Wednesday,234,50,0.215,17,14:00,Rainy
1213,6,2025-10-31,2025-10,Friday,238,69,0.294,19,16:00,Rainy
1214,6,2025-11-02,2025-11,Sunday,309,62,0.203,14,16:00,Rainy
1215,6,2025-11-04,2025-11,Tuesday,265,85,0.323,16,15:00,Sunny
1216,6,2025-11-05,2025-11,Wednesday,260,73,0.283,14,15:00,Rainy
1217,6,2025-11-06,2025-11,Thursday,250,55,0.223,22,15:00,Sunny
1218,6,2025-11-08,2025-11,Saturday,390,104,0.268,15,16:00,Cold
1219,6,2025-11-11,2025-11,Tuesday,279,92,0.333,24,12:00,Rainy
1220,6,2025-11-13,2025-11,Thursday,333,73,0.222,21,17:00,Cold
1221,6,2025-11-15,2025-11,Saturday,374,98,0.264,14,13:00,Cloudy
1222,6,2025-11-18,2025-11,Tuesday,261,51,0.198,20,16:00,Rainy
1223,6,2025-11-20,2025-11,Thursday,352,60,0.172,16,14:00,Sunny
1224,6,2025-11-21,2025-11,Friday,256,55,0.216,10,13:00,Rainy
1225,6,2025-11-23,2025-11,Sunday,299,100,0.336,17,14:00,Cloudy
1226,6,2025-11-25,2025-11,Tuesday,296,76,0.258,14,13:00,Sunny
1227,6,2025-11-27,2025-11,Thursday,288,78,0.272,25,12:00,Rainy
1228,6,2025-11-30,2025-11,Sunday,322,62,0.194,12,12:00,Cold
1229,6,2025-12-01,2025-12,Monday,222,58,0.262,24,17:00,Sunny
1230,6,2025-12-02,2025-12,Tuesday,249,83,0.334,9,15:00,Rainy
1231,6,2025-12-05,2025-12,Friday,322,58,0.181,20,16:00,Rainy
1232,6,2025-12-07,2025-12,Sunday,358,96,0.269,22,17:00,Cloudy
1233,6,2025-12-09,2025-12,Tuesday,321,102,0.318,17,17:00,Sunny
1234,6,2025-12-11,2025-12,Thursday,254,51,0.204,14,16:00,Sunny
1235,6,2025-12-12,2025-12,Friday,329,73,0.224,21,15:00,Sunny
1236,6,2025-12-13,2025-12,Saturday,412,138,0.336,16,13:00,Cloudy
1237,6,2025-12-14,2025-12,Sunday,283,72,0.256,10,17:00,Rainy
1238,6,2025-12-16,2025-12,Tuesday,271,79,0.292,19,13:00,Cloudy
1239,6,2025-12-18,2025-12,Thursday,330,97,0.296,10,12:00,Cloudy
1240,6,2025-12-20,2025-12,Saturday,439,111,0.254,12,14:00,Cloudy
1241,6,2025-12-22,2025-12,Monday,213,38,0.18,13,14:00,Cloudy
1242,6,2025-12-25,2025-12,Thursday,261,47,0.182,14,13:00,Cloudy
1243,6,2025-12-26,2025-12,Friday,256,42,0.166,18,16:00,Cloudy
1244,6,2025-12-29,2025-12,Monday,202,41,0.206,16,16:00,Sunny
1245,6,2025-12-31,2025-12,Wednesday,254,42,0.166,8,15:00,Cloudy
1246,6,2026-01-01,2026-01,Thursday,172,34,0.2,13,14:00,Sunny
1247,6,2026-01-02,2026-01,Friday,201,61,0.304,25,17:00,Sunny
1248,6,2026-01-04,2026-01,Sunday,175,47,0.271,16,16:00,Cloudy
1249,6,2026-01-05,2026-01,Monday,148,30,0.208,25,16:00,Cold
1250,6,2026-01-06,2026-01,Tuesday,165,38,0.234,18,15:00,Sunny
1251,6,2026-01-07,2026-01,Wednesday,190,46,0.246,11,12:00,Sunny
1252,6,2026-01-09,2026-01,Friday,220,72,0.33,22,17:00,Sunny
1253,6,2026-01-10,2026-01,Saturday,264,44,0.167,22,17:00,Sunny
1254,6,2026-01-12,2026-01,Monday,161,26,0.162,10,15:00,Sunny
1255,6,2026-01-14,2026-01,Wednesday,198,35,0.18,8,16:00,Cloudy
1256,6,2026-01-15,2026-01,Thursday,173,53,0.311,13,15:00,Rainy
1257,6,2026-01-18,2026-01,Sunday,182,50,0.278,20,16:00,Sunny
1258,6,2026-01-21,2026-01,Wednesday,157,34,0.219,24,12:00,Sunny
1259,6,2026-01-24,2026-01,Saturday,323,57,0.179,20,12:00,Cloudy
1260,6,2026-01-27,2026-01,Tuesday,187,42,0.227,10,16:00,Cloudy
1261,6,2026-01-28,2026-01,Wednesday,182,35,0.193,10,14:00,Sunny
1262,6,2026-01-31,2026-01,Saturday,240,64,0.267,21,17:00,Cloudy
1263,6,2026-02-01,2026-02,Sunday,187,50,0.272,15,12:00,Rainy
1264,6,2026-02-03,2026-02,Tuesday,202,59,0.296,9,14:00,Cloudy
1265,6,2026-02-04,2026-02,Wednesday,212,57,0.272,17,12:00,Cloudy
1266,6,2026-02-07,2026-02,Saturday,307,104,0.341,16,12:00,Sunny
1267,6,2026-02-09,2026-02,Monday,183,54,0.299,14,14:00,Sunny
1268,6,2026-02-12,2026-02,Thursday,214,52,0.247,17,12:00,Sunny
1269,6,2026-02-14,2026-02,Saturday,278,75,0.27,24,15:00,Cloudy
1270,6,2026-02-15,2026-02,Sunday,231,71,0.311,23,16:00,Rainy
1271,6,2026-02-17,2026-02,Tuesday,208,62,0.301,13,15:00,Cold
1272,6,2026-02-19,2026-02,Thursday,192,62,0.323,25,12:00,Cloudy
1273,6,2026-02-20,2026-02,Friday,155,44,0.284,25,13:00,Sunny
1274,6,2026-02-23,2026-02,Monday,176,55,0.316,18,17:00,Cloudy
1275,6,2026-02-25,2026-02,Wednesday,199,62,0.313,19,12:00,Rainy
1276,6,2026-02-27,2026-02,Friday,232,56,0.245,22,17:00,Rainy
1277,7,2025-01-01,2025-01,Wednesday,215,40,0.189,20,14:00,Cloudy
1278,7,2025-01-04,2025-01,Saturday,299,54,0.183,23,14:00,Cloudy
1279,7,2025-01-05,2025-01,Sunday,271,93,0.344,10,13:00,Rainy
1280,7,2025-01-06,2025-01,Monday,249,47,0.192,23,14:00,Sunny
1281,7,2025-01-07,2025-01,Tuesday,278,80,0.291,24,16:00,Cloudy
1282,7,2025-01-10,2025-01,Friday,221,35,0.161,24,15:00,Cloudy
1283,7,2025-01-13,2025-01,Monday,173,26,0.153,15,14:00,Rainy
1284,7,2025-01-14,2025-01,Tuesday,290,81,0.281,14,16:00,Cloudy
1285,7,2025-01-16,2025-01,Thursday,229,70,0.307,12,15:00,Cloudy
1286,7,2025-01-17,2025-01,Friday,297,85,0.289,18,13:00,Cloudy
1287,7,2025-01-19,2025-01,Sunday,280,50,0.182,20,17:00,Sunny
1288,7,2025-01-22,2025-01,Wednesday,206,55,0.267,20,14:00,Rainy
1289,7,2025-01-24,2025-01,Friday,270,93,0.347,9,12:00,Cloudy
1290,7,2025-01-25,2025-01,Saturday,419,86,0.207,12,12:00,Sunny
1291,7,2025-01-28,2025-01,Tuesday,263,91,0.349,21,13:00,Cloudy
1292,7,2025-01-31,2025-01,Friday,296,102,0.345,25,16:00,Rainy
1293,7,2025-02-02,2025-02,Sunday,241,50,0.209,22,14:00,Rainy
1294,7,2025-02-03,2025-02,Monday,236,60,0.257,8,14:00,Cloudy
1295,7,2025-02-05,2025-02,Wednesday,281,68,0.244,19,14:00,Cloudy
1296,7,2025-02-06,2025-02,Thursday,233,73,0.314,12,14:00,Rainy
1297,7,2025-02-08,2025-02,Saturday,351,53,0.152,14,13:00,Sunny
1298,7,2025-02-10,2025-02,Monday,253,52,0.207,12,14:00,Cloudy
1299,7,2025-02-12,2025-02,Wednesday,266,41,0.157,11,13:00,Cloudy
1300,7,2025-02-14,2025-02,Friday,300,68,0.227,9,12:00,Cloudy
1301,7,2025-02-16,2025-02,Sunday,318,93,0.294,23,16:00,Rainy
1302,7,2025-02-19,2025-02,Wednesday,215,53,0.25,20,16:00,Cloudy
1303,7,2025-02-20,2025-02,Thursday,270,65,0.241,15,14:00,Cloudy
1304,7,2025-02-23,2025-02,Sunday,310,102,0.33,24,12:00,Sunny
1305,7,2025-02-26,2025-02,Wednesday,214,60,0.281,16,14:00,Cold
1306,7,2025-02-27,2025-02,Thursday,282,67,0.238,18,16:00,Cloudy
1307,7,2025-03-01,2025-03,Saturday,488,75,0.154,20,17:00,Cold
1308,7,2025-03-03,2025-03,Monday,225,61,0.275,8,12:00,Rainy
1309,7,2025-03-06,2025-03,Thursday,247,77,0.315,9,12:00,Sunny
1310,7,2025-03-07,2025-03,Friday,248,58,0.235,23,14:00,Sunny
1311,7,2025-03-10,2025-03,Monday,204,55,0.273,19,15:00,Cloudy
1312,7,2025-03-11,2025-03,Tuesday,288,97,0.337,23,17:00,Sunny
1313,7,2025-03-14,2025-03,Friday,345,69,0.201,13,13:00,Rainy
1314,7,2025-03-16,2025-03,Sunday,324,78,0.243,13,16:00,Rainy
1315,7,2025-03-19,2025-03,Wednesday,351,80,0.228,8,17:00,Cloudy
1316,7,2025-03-21,2025-03,Friday,265,68,0.257,9,16:00,Sunny
1317,7,2025-03-23,2025-03,Sunday,283,82,0.291,17,12:00,Cloudy
1318,7,2025-03-25,2025-03,Tuesday,334,86,0.259,23,14:00,Rainy
1319,7,2025-03-27,2025-03,Thursday,294,61,0.208,24,16:00,Rainy
1320,7,2025-03-29,2025-03,Saturday,481,103,0.216,10,12:00,Rainy
1321,7,2025-03-30,2025-03,Sunday,297,68,0.23,8,12:00,Cloudy
1322,7,2025-03-31,2025-03,Monday,220,35,0.163,23,12:00,Sunny
1323,7,2025-04-03,2025-04,Thursday,326,93,0.287,25,12:00,Rainy
1324,7,2025-04-04,2025-04,Friday,332,108,0.327,8,16:00,Sunny
1325,7,2025-04-05,2025-04,Saturday,353,68,0.195,16,13:00,Rainy
1326,7,2025-04-06,2025-04,Sunday,297,103,0.347,18,12:00,Rainy
1327,7,2025-04-09,2025-04,Wednesday,276,72,0.263,24,12:00,Rainy
1328,7,2025-04-10,2025-04,Thursday,304,65,0.217,23,15:00,Cold
1329,7,2025-04-12,2025-04,Saturday,477,145,0.304,8,16:00,Rainy
1330,7,2025-04-15,2025-04,Tuesday,313,80,0.256,14,15:00,Cloudy
1331,7,2025-04-17,2025-04,Thursday,291,93,0.321,9,12:00,Cloudy
1332,7,2025-04-18,2025-04,Friday,304,87,0.288,15,16:00,Rainy
1333,7,2025-04-20,2025-04,Sunday,370,99,0.269,14,15:00,Rainy
1334,7,2025-04-22,2025-04,Tuesday,310,67,0.219,20,14:00,Cloudy
1335,7,2025-04-24,2025-04,Thursday,270,78,0.29,9,13:00,Sunny
1336,7,2025-04-26,2025-04,Saturday,350,90,0.258,10,12:00,Rainy
1337,7,2025-04-29,2025-04,Tuesday,270,70,0.26,8,15:00,Sunny
1338,7,2025-04-30,2025-04,Wednesday,267,45,0.169,13,14:00,Sunny
1339,7,2025-05-01,2025-05,Thursday,348,73,0.212,19,16:00,Sunny
1340,7,2025-05-02,2025-05,Friday,334,90,0.271,23,15:00,Rainy
1341,7,2025-05-03,2025-05,Saturday,357,67,0.188,23,15:00,Sunny
1342,7,2025-05-06,2025-05,Tuesday,300,102,0.341,11,12:00,Sunny
1343,7,2025-05-09,2025-05,Friday,338,108,0.321,23,17:00,Rainy
1344,7,2025-05-11,2025-05,Sunday,321,112,0.35,15,17:00,Cloudy
1345,7,2025-05-12,2025-05,Monday,227,56,0.248,10,14:00,Cloudy
1346,7,2025-05-13,2025-05,Tuesday,297,67,0.228,11,12:00,Sunny
1347,7,2025-05-16,2025-05,Friday,333,104,0.315,11,13:00,Rainy
1348,7,2025-05-19,2025-05,Monday,254,85,0.336,22,12:00,Cloudy
1349,7,2025-05-22,2025-05,Thursday,352,95,0.272,8,16:00,Cloudy
1350,7,2025-05-23,2025-05,Friday,272,76,0.28,16,12:00,Cloudy
1351,7,2025-05-24,2025-05,Saturday,364,84,0.233,10,16:00,Cold
1352,7,2025-05-25,2025-05,Sunday,363,65,0.181,15,14:00,Cloudy
1353,7,2025-05-28,2025-05,Wednesday,312,69,0.224,22,12:00,Cold
1354,7,2025-05-30,2025-05,Friday,333,59,0.178,22,14:00,Cloudy
1355,7,2025-06-02,2025-06,Monday,297,87,0.295,16,16:00,Sunny
1356,7,2025-06-04,2025-06,Wednesday,278,41,0.15,15,15:00,Sunny
1357,7,2025-06-06,2025-06,Friday,263,72,0.276,13,13:00,Cloudy
1358,7,2025-06-07,2025-06,Saturday,431,95,0.222,19,17:00,Cloudy
1359,7,2025-06-09,2025-06,Monday,269,74,0.278,9,12:00,Rainy
1360,7,2025-06-12,2025-06,Thursday,340,102,0.3,9,16:00,Cold
1361,7,2025-06-15,2025-06,Sunday,382,59,0.156,20,17:00,Cloudy
1362,7,2025-06-16,2025-06,Monday,267,54,0.203,17,16:00,Cloudy
1363,7,2025-06-18,2025-06,Wednesday,297,55,0.188,9,16:00,Sunny
1364,7,2025-06-20,2025-06,Friday,258,67,0.262,13,13:00,Rainy
1365,7,2025-06-21,2025-06,Saturday,423,142,0.337,16,16:00,Cloudy
1366,7,2025-06-23,2025-06,Monday,246,75,0.306,17,17:00,Rainy
1367,7,2025-06-24,2025-06,Tuesday,332,87,0.265,14,17:00,Cold
1368,7,2025-06-25,2025-06,Wednesday,248,39,0.159,24,14:00,Cloudy
1369,7,2025-06-26,2025-06,Thursday,254,73,0.289,9,16:00,Sunny
1370,7,2025-06-29,2025-06,Sunday,282,82,0.293,17,16:00,Rainy
1371,7,2025-07-02,2025-07,Wednesday,277,79,0.287,13,13:00,Cloudy
1372,7,2025-07-03,2025-07,Thursday,280,59,0.211,12,17:00,Cloudy
1373,7,2025-07-04,2025-07,Friday,332,69,0.209,13,14:00,Rainy
1374,7,2025-07-07,2025-07,Monday,203,45,0.223,10,17:00,Sunny
1375,7,2025-07-08,2025-07,Tuesday,309,53,0.173,20,14:00,Sunny
1376,7,2025-07-10,2025-07,Thursday,286,62,0.219,21,16:00,Cloudy
1377,7,2025-07-12,2025-07,Saturday,399,123,0.31,24,16:00,Rainy
1378,7,2025-07-14,2025-07,Monday,274,71,0.26,8,14:00,Rainy
1379,7,2025-07-16,2025-07,Wednesday,318,101,0.318,25,15:00,Sunny
1380,7,2025-07-19,2025-07,Saturday,384,81,0.212,12,17:00,Cloudy
1381,7,2025-07-20,2025-07,Sunday,265,81,0.309,16,17:00,Cloudy
1382,7,2025-07-22,2025-07,Tuesday,290,85,0.295,14,12:00,Rainy
1383,7,2025-07-23,2025-07,Wednesday,351,80,0.23,14,16:00,Rainy
1384,7,2025-07-25,2025-07,Friday,292,53,0.183,25,16:00,Cold
1385,7,2025-07-28,2025-07,Monday,242,75,0.311,9,15:00,Cold
1386,7,2025-07-30,2025-07,Wednesday,316,99,0.316,10,15:00,Rainy
1387,7,2025-08-01,2025-08,Friday,334,97,0.292,22,12:00,Cloudy
1388,7,2025-08-03,2025-08,Sunday,278,55,0.201,24,12:00,Cloudy
1389,7,2025-08-04,2025-08,Monday,204,40,0.198,19,17:00,Sunny
1390,7,2025-08-05,2025-08,Tuesday,335,98,0.293,25,15:00,Cloudy
1391,7,2025-08-08,2025-08,Friday,340,81,0.241,11,13:00,Cloudy
1392,7,2025-08-10,2025-08,Sunday,263,49,0.19,15,15:00,Sunny
1393,7,2025-08-11,2025-08,Monday,278,45,0.163,15,16:00,Cold
1394,7,2025-08-13,2025-08,Wednesday,276,81,0.297,21,15:00,Cloudy
1395,7,2025-08-16,2025-08,Saturday,421,127,0.302,17,13:00,Cloudy
