churn_id,subscriber_key,churn_date,churn_reason,churn_reason_detail,competitor_name,tenure_months,lifetime_value,retention_attempts,retention_offer_made,retention_offer_accepted,final_bill_status,port_out,win_back_eligible
497,4960,2020-07-20,Bundle Deal,Switched to competitor bundle offer,Virgin Mobile,3,112.55,1,True,False,Paid,True,False
498,4962,2022-04-07,Competitor Promotion,Attracted by competitor offer,Vodafone,27,1180.59,1,True,False,Paid,True,True
499,4966,2023-03-01,Network Quality,Slow speeds or poor performance,,35,1453.68,2,True,False,Paid,False,True
500,4974,2024-01-06,Bundle Deal,Switched to competitor bundle offer,O2,23,994.3,1,True,False,Paid,True,True
501,5009,2026-02-20,Billing Issues,Disputes over charges,,15,316.04,1,True,False,Paid,False,True
502,5017,2023-01-26,Network Coverage,Poor signal in home/work area,,22,399.89,2,True,False,Paid,True,True
503,5042,2025-06-10,Billing Issues,Disputes over charges,,44,689.09,0,False,False,Paid,False,True
504,5043,2025-11-24,Network Coverage,Poor signal in home/work area,,49,1795.28,0,False,False,Paid,True,True
505,5056,2025-12-09,Competitor Promotion,Attracted by competitor offer,Vodafone,28,964.69,2,True,False,Paid,True,True
506,5078,2021-06-28,Network Quality,Slow speeds or poor performance,,6,95.87,0,False,False,Paid,False,True
507,5094,2022-10-16,Price,Found cheaper alternative with competitor,Sky Mobile,19,834.1,2,True,False,Paid,True,True
508,5111,2025-09-08,Customer Service,Dissatisfied with support experience,,49,1726.62,2,True,False,Paid,False,True
509,5124,2022-11-07,Competitor Promotion,Attracted by competitor offer,O2,24,608.4,2,True,False,Paid,True,True
510,5127,2022-01-15,Price,Found cheaper alternative with competitor,giffgaff,24,692.46,1,True,False,Paid,True,True
511,5154,2024-10-07,Device Issues,Device not supported on network,,33,942.53,1,True,False,Paid,False,True
512,5166,2022-07-09,No Longer Needed,No longer requires mobile service,,14,575.01,1,True,False,Paid,False,True
513,5176,2024-03-02,Competitor Promotion,Attracted by competitor offer,Sky Mobile,24,679.3,1,True,False,Paid,True,True
514,5179,2023-08-30,Bundle Deal,Switched to competitor bundle offer,giffgaff,32,1001.22,1,True,False,Paid,True,True
515,5227,2025-10-10,Customer Service,Dissatisfied with support experience,,33,732.16,0,False,False,Paid,False,True
516,5251,2024-10-17,Price,Found cheaper alternative with competitor,Virgin Mobile,25,1047.01,1,True,False,Paid,True,True
517,5258,2023-09-20,Contract End,"Contract ended, chose not to renew",,32,1150.03,0,False,False,Paid,False,True
518,5261,2024-07-04,Price,Found cheaper alternative with competitor,VOXI,38,843.07,0,False,False,Paid,True,True
519,5271,2023-12-09,Bundle Deal,Switched to competitor bundle offer,Sky Mobile,26,840.92,0,False,False,Paid,True,True
520,5281,2025-09-11,Price,Found cheaper alternative with competitor,Vodafone,10,346.79,1,True,False,Paid,True,True
521,5289,2024-09-02,Customer Service,Dissatisfied with support experience,,27,630.36,2,True,False,Paid,False,True
522,5301,2024-06-02,Network Coverage,Poor signal in home/work area,,21,874.44,2,True,False,Paid,True,True
523,5305,2025-06-28,Price,Found cheaper alternative with competitor,EE,43,1277.15,1,True,False,Paid,True,True
524,5315,2023-06-04,Customer Service,Dissatisfied with support experience,,36,726.7,0,False,False,Paid,False,True
525,5321,2025-05-12,Price,Found cheaper alternative with competitor,VOXI,9,161.11,0,False,False,Paid,True,True
526,5325,2025-02-24,Contract End,"Contract ended, chose not to renew",,46,1456.86,2,True,False,Paid,False,True
527,5331,2022-12-31,Relocation,Moving abroad or to area without coverage,,10,230.48,0,False,False,Paid,False,True
528,5334,2026-01-03,Price,Found cheaper alternative with competitor,O2,33,1474.56,2,True,False,Paid,True,True
529,5336,2025-04-15,Relocation,Moving abroad or to area without coverage,,6,138.54,0,False,False,Paid,False,True
530,5343,2022-11-15,Competitor Promotion,Attracted by competitor offer,Three,6,215.79,2,True,False,Paid,True,True
531,5356,2021-07-26,Network Coverage,Poor signal in home/work area,,7,156.94,0,False,False,Paid,True,True
532,5359,2026-01-15,Network Coverage,Poor signal in home/work area,,9,398.17,1,True,False,Paid,True,True
533,5382,2022-12-20,Network Quality,Slow speeds or poor performance,,29,783.71,0,False,False,Paid,False,True
534,5385,2024-11-10,Price,Found cheaper alternative with competitor,Virgin Mobile,25,1042.88,3,True,False,Paid,True,True
535,5393,2025-08-26,Price,Found cheaper alternative with competitor,Virgin Mobile,43,1712.92,0,False,False,Paid,True,True
536,5400,2021-04-18,Network Quality,Slow speeds or poor performance,,4,69.46,1,True,False,Paid,False,False
537,5405,2024-02-04,Price,Found cheaper alternative with competitor,VOXI,39,1080.08,1,True,False,Paid,True,True
538,5411,2021-10-17,Price,Found cheaper alternative with competitor,VOXI,12,254.3,0,False,False,Paid,True,True
539,5414,2021-06-04,Price,Found cheaper alternative with competitor,EE,16,546.21,0,False,False,Paid,True,True
540,5418,2024-12-02,Contract End,"Contract ended, chose not to renew",,14,297.96,1,True,False,Paid,False,True
541,5423,2026-02-25,Price,Found cheaper alternative with competitor,Sky Mobile,37,1409.1,3,True,False,Paid,True,True
542,5432,2025-05-07,Billing Issues,Disputes over charges,,28,780.32,1,True,False,Paid,False,True
543,5437,2022-07-12,Price,Found cheaper alternative with competitor,Vodafone,14,297.02,1,True,False,Paid,True,True
544,5444,2021-02-15,Network Coverage,Poor signal in home/work area,,4,161.22,2,True,False,Paid,True,False
545,5449,2026-02-07,Network Quality,Slow speeds or poor performance,,18,574.54,1,True,False,Paid,False,True
546,5476,2025-02-15,Bundle Deal,Switched to competitor bundle offer,EE,10,335.5,0,False,False,Paid,True,True
547,5478,2024-02-27,Price,Found cheaper alternative with competitor,Three,23,691.47,3,True,False,Paid,True,True
548,5487,2021-06-09,Customer Service,Dissatisfied with support experience,,8,307.85,1,True,False,Paid,False,True
549,5493,2026-01-08,Network Coverage,Poor signal in home/work area,,10,410.99,1,True,False,Paid,True,True
550,5498,2026-01-23,Billing Issues,Disputes over charges,,34,1337.66,0,False,False,Paid,False,True
551,5507,2021-08-11,Network Coverage,Poor signal in home/work area,,9,200.61,2,True,False,Paid,True,True
552,5515,2023-01-18,Customer Service,Dissatisfied with support experience,,28,762.62,0,False,False,Paid,False,True
553,5516,2024-05-13,Price,Found cheaper alternative with competitor,Sky Mobile,16,255.28,0,False,False,Paid,True,True
554,5527,2023-01-19,Price,Found cheaper alternative with competitor,Tesco Mobile,16,351.76,1,True,False,Paid,True,True
555,5528,2023-01-22,Network Coverage,Poor signal in home/work area,,10,361.88,0,False,False,Paid,True,True
556,5533,2021-01-23,Price,Found cheaper alternative with competitor,Virgin Mobile,4,178.02,2,True,False,Paid,True,False
557,5538,2022-11-05,Contract End,"Contract ended, chose not to renew",,27,1202.66,1,True,False,Paid,False,True
558,5542,2021-11-21,Price,Found cheaper alternative with competitor,Vodafone,7,184.46,1,True,False,Paid,True,True
559,5550,2024-08-15,Bundle Deal,Switched to competitor bundle offer,Tesco Mobile,14,328.7,1,True,False,Paid,True,True
560,5561,2025-08-18,Price,Found cheaper alternative with competitor,Tesco Mobile,11,438.98,2,True,False,Paid,True,True
561,5562,2023-10-18,Competitor Promotion,Attracted by competitor offer,giffgaff,27,833.76,3,True,False,Paid,True,True
562,5581,2023-03-25,Billing Issues,Disputes over charges,,29,704.14,2,True,False,Paid,False,True
563,5583,2023-12-07,Network Coverage,Poor signal in home/work area,,47,733.12,0,False,False,Paid,True,True
564,5595,2020-11-25,Competitor Promotion,Attracted by competitor offer,EE,3,64.32,1,True,False,Paid,True,False
565,5647,2020-12-26,Price,Found cheaper alternative with competitor,Three,3,111.07,2,True,False,Paid,True,False
566,5670,2023-02-20,No Longer Needed,No longer requires mobile service,,38,838.79,0,False,False,Paid,False,True
567,5673,2021-03-01,Customer Service,Dissatisfied with support experience,,8,121.23,0,False,False,Paid,False,True
568,5693,2025-03-12,Network Quality,Slow speeds or poor performance,,18,491.51,1,True,False,Paid,False,True
569,5695,2023-04-10,Billing Issues,Disputes over charges,,29,519.86,3,True,False,Written Off,False,False
570,5724,2023-06-05,Price,Found cheaper alternative with competitor,O2,38,1455.95,2,True,False,Paid,True,True
571,5727,2024-05-16,Network Coverage,Poor signal in home/work area,,18,744.83,2,True,False,Paid,True,True
572,5740,2025-10-04,Billing Issues,Disputes over charges,,12,527.8,3,True,False,Paid,False,True
573,5745,2021-11-18,Price,Found cheaper alternative with competitor,Vodafone,22,904.19,1,True,False,Paid,True,True
574,5770,2024-09-06,Bundle Deal,Switched to competitor bundle offer,Sky Mobile,44,1876.85,1,True,False,Paid,True,True
575,5775,2025-11-30,Customer Service,Dissatisfied with support experience,,10,203.88,0,False,False,Paid,False,True
576,5783,2021-12-10,Bundle Deal,Switched to competitor bundle offer,EE,9,205.94,1,True,False,Paid,True,True
577,5786,2023-12-02,Bundle Deal,Switched to competitor bundle offer,VOXI,10,417.29,2,True,False,Paid,True,True
578,5829,2022-10-06,Contract End,"Contract ended, chose not to renew",,7,271.54,1,True,False,Paid,False,True
579,5835,2023-10-31,Contract End,"Contract ended, chose not to renew",,28,976.73,1,True,False,Paid,False,True
580,5839,2023-10-21,Price,Found cheaper alternative with competitor,Virgin Mobile,20,345.83,3,True,False,Paid,True,True
581,5847,2024-05-28,Bundle Deal,Switched to competitor bundle offer,Virgin Mobile,6,123.93,1,True,False,Paid,True,True
582,5849,2022-07-03,Network Quality,Slow speeds or poor performance,,13,443.82,1,True,False,Paid,False,True
583,5886,2022-04-01,Price,Found cheaper alternative with competitor,EE,11,217.66,2,True,False,Written Off,True,False
584,5887,2023-05-10,Network Coverage,Poor signal in home/work area,,25,945.82,1,True,False,Paid,True,True
585,5904,2026-02-21,Price,Found cheaper alternative with competitor,VOXI,36,1502.07,2,True,False,Paid,True,True
586,5931,2022-03-21,Contract End,"Contract ended, chose not to renew",,25,777.89,2,True,False,Paid,False,True
587,5947,2024-09-02,Network Coverage,Poor signal in home/work area,,28,1220.25,1,True,False,Paid,True,True
588,5954,2024-07-30,Customer Service,Dissatisfied with support experience,,41,682.09,0,False,False,Paid,False,True
589,5974,2025-04-14,Network Coverage,Poor signal in home/work area,,27,947.89,1,True,False,Paid,True,True
590,5985,2023-07-20,Customer Service,Dissatisfied with support experience,,16,357.38,2,True,False,Paid,False,True
591,5987,2023-05-24,Network Quality,Slow speeds or poor performance,,5,217.36,0,False,False,Paid,False,False
592,6009,2023-11-12,Price,Found cheaper alternative with competitor,VOXI,23,890.33,1,True,False,Written Off,True,False
593,6014,2025-12-10,Price,Found cheaper alternative with competitor,Vodafone,23,361.8,2,True,False,Paid,True,True
594,6016,2024-11-26,Bundle Deal,Switched to competitor bundle offer,O2,43,646.7,1,True,False,Paid,True,True
595,6023,2026-01-22,Competitor Promotion,Attracted by competitor offer,Three,30,800.74,1,True,False,Paid,True,True
596,6048,2024-02-22,Bundle Deal,Switched to competitor bundle offer,Three,13,388.69,3,True,False,Paid,True,True
597,6051,2023-01-08,Relocation,Moving abroad or to area without coverage,,24,688.58,1,True,False,Paid,False,True
598,6074,2024-07-30,Customer Service,Dissatisfied with support experience,,44,1295.82,2,True,False,Paid,False,True
599,6115,2025-12-17,Network Coverage,Poor signal in home/work area,,35,1530.16,0,False,False,Paid,True,True
600,6142,2023-06-11,Bundle Deal,Switched to competitor bundle offer,giffgaff,28,778.08,0,False,False,Paid,True,True
601,6173,2025-09-01,Bundle Deal,Switched to competitor bundle offer,giffgaff,34,834.36,0,False,False,Paid,True,True
602,6183,2022-05-29,Contract End,"Contract ended, chose not to renew",,21,941.11,1,True,False,Paid,False,True
603,6193,2025-01-02,Customer Service,Dissatisfied with support experience,,13,262.88,2,True,False,Paid,False,True
604,6202,2024-07-25,Network Quality,Slow speeds or poor performance,,43,1351.05,3,True,False,Paid,False,True
605,6228,2021-01-08,Price,Found cheaper alternative with competitor,Sky Mobile,6,180.52,1,True,False,Paid,True,True
606,6234,2024-12-27,Network Coverage,Poor signal in home/work area,,30,1168.8,1,True,False,Outstanding,True,False
607,6237,2026-01-09,Bundle Deal,Switched to competitor bundle offer,Three,24,967.57,1,True,False,Paid,True,True
608,6258,2025-06-23,Price,Found cheaper alternative with competitor,VOXI,39,1594.32,1,True,False,Paid,True,True
609,6286,2025-06-03,Price,Found cheaper alternative with competitor,Virgin Mobile,39,889.52,1,True,False,Paid,True,True
610,6290,2021-08-21,No Longer Needed,No longer requires mobile service,,8,126.13,1,True,False,Paid,False,True
611,6291,2023-12-13,Device Issues,Device not supported on network,,14,218.86,0,False,False,Paid,False,True
612,6301,2021-09-27,Price,Found cheaper alternative with competitor,VOXI,13,489.97,2,True,False,Paid,True,True
613,6307,2024-08-25,Price,Found cheaper alternative with competitor,Sky Mobile,41,808.96,2,True,False,Paid,True,True
614,6315,2025-10-30,Bundle Deal,Switched to competitor bundle offer,Three,20,569.24,0,False,False,Paid,True,True
615,6320,2020-11-27,Bundle Deal,Switched to competitor bundle offer,giffgaff,9,241.33,1,True,False,Outstanding,True,False
616,6324,2024-12-07,Price,Found cheaper alternative with competitor,VOXI,42,1129.51,1,True,False,Paid,True,True
617,6334,2024-04-26,Competitor Promotion,Attracted by competitor offer,Vodafone,30,1106.85,1,True,False,Paid,True,True
618,6347,2023-06-18,Billing Issues,Disputes over charges,,24,468.98,3,True,False,Paid,False,True
619,6349,2020-12-31,Customer Service,Dissatisfied with support experience,,6,160.39,0,False,False,Paid,False,True
620,6369,2023-06-11,Contract End,"Contract ended, chose not to renew",,6,108.73,1,True,False,Paid,False,True
621,6374,2025-11-20,Contract End,"Contract ended, chose not to renew",,49,1501.17,3,True,False,Paid,False,True
622,6375,2022-12-13,Network Coverage,Poor signal in home/work area,,9,213.18,3,True,False,Paid,True,True
623,6385,2024-10-19,Price,Found cheaper alternative with competitor,giffgaff,27,1099.12,2,True,False,Paid,True,True
624,6391,2023-05-30,Competitor Promotion,Attracted by competitor offer,O2,25,690.85,1,True,False,Paid,True,True
625,6403,2025-09-28,Price,Found cheaper alternative with competitor,giffgaff,27,748.13,1,True,False,Paid,True,True
626,6409,2025-04-13,Billing Issues,Disputes over charges,,22,811.02,2,True,False,Paid,False,True
627,6411,2023-09-14,Price,Found cheaper alternative with competitor,Sky Mobile,30,757.64,1,True,False,Paid,True,True
628,6415,2023-10-31,Competitor Promotion,Attracted by competitor offer,Vodafone,44,1064.56,0,False,False,Paid,True,True
629,6454,2023-10-15,Relocation,Moving abroad or to area without coverage,,35,1202.83,0,False,False,Paid,False,True
630,6457,2025-03-11,Network Coverage,Poor signal in home/work area,,21,516.23,0,False,False,Paid,True,True
631,6463,2020-07-15,Competitor Promotion,Attracted by competitor offer,Three,5,203.85,2,True,False,Paid,True,False
632,6477,2021-07-22,Price,Found cheaper alternative with competitor,giffgaff,10,424.94,1,True,False,Paid,True,True
633,6489,2025-04-05,Customer Service,Dissatisfied with support experience,,5,178.16,0,False,False,Paid,False,False
634,6492,2021-06-17,Price,Found cheaper alternative with competitor,Vodafone,17,437.71,1,True,False,Paid,True,True
635,6493,2022-07-20,Relocation,Moving abroad or to area without coverage,,25,974.44,0,False,False,Paid,False,True
636,6502,2026-02-17,Price,Found cheaper alternative with competitor,Vodafone,27,788.91,1,True,False,Paid,True,True
637,6515,2025-11-28,Billing Issues,Disputes over charges,,6,254.01,0,False,False,Paid,False,True
638,6519,2022-06-13,Network Quality,Slow speeds or poor performance,,15,243.59,2,True,False,Paid,False,True
639,6522,2024-11-19,Bundle Deal,Switched to competitor bundle offer,Virgin Mobile,44,915.07,2,True,False,Paid,True,True
640,6524,2022-07-20,Price,Found cheaper alternative with competitor,VOXI,9,226.62,1,True,False,Paid,True,True
641,6526,2024-04-23,Network Coverage,Poor signal in home/work area,,22,910.12,0,False,False,Paid,True,True
642,6550,2025-06-08,Contract End,"Contract ended, chose not to renew",,31,1133.0,1,True,False,Paid,False,True
643,6554,2020-10-12,Billing Issues,Disputes over charges,,4,162.18,2,True,False,Paid,False,False
644,6568,2026-01-27,Billing Issues,Disputes over charges,,21,486.14,2,True,False,Paid,False,True
645,6571,2020-12-25,Network Coverage,Poor signal in home/work area,,7,140.82,3,True,False,Paid,True,True
646,6573,2024-08-23,Price,Found cheaper alternative with competitor,Sky Mobile,16,441.99,1,True,False,Paid,True,True
647,6588,2021-11-19,Bundle Deal,Switched to competitor bundle offer,EE,21,811.3,1,True,False,Paid,True,True
648,6590,2021-12-21,Network Coverage,Poor signal in home/work area,,6,204.18,1,True,False,Paid,True,True
649,6591,2025-06-14,Customer Service,Dissatisfied with support experience,,45,693.32,0,False,False,Outstanding,False,False
650,6600,2023-05-24,Network Coverage,Poor signal in home/work area,,11,166.32,0,False,False,Paid,True,True
651,6602,2025-01-26,Customer Service,Dissatisfied with support experience,,45,1487.79,1,True,False,Paid,False,True
652,6639,2024-09-08,Network Quality,Slow speeds or poor performance,,29,713.83,2,True,False,Paid,False,True
653,6645,2022-01-06,Bundle Deal,Switched to competitor bundle offer,VOXI,6,205.74,1,True,False,Paid,True,True
654,6650,2023-01-15,Contract End,"Contract ended, chose not to renew",,12,217.64,1,True,False,Paid,False,True
655,6664,2025-03-28,Customer Service,Dissatisfied with support experience,,37,1398.28,3,True,False,Paid,False,True
656,6694,2026-02-04,Bundle Deal,Switched to competitor bundle offer,O2,38,1530.75,1,True,False,Paid,True,True
657,6696,2025-12-17,Competitor Promotion,Attracted by competitor offer,O2,13,372.06,0,False,False,Paid,True,True
658,6705,2023-08-18,Competitor Promotion,Attracted by competitor offer,Vodafone,18,441.05,1,True,False,Paid,True,True
659,6706,2025-10-26,Bundle Deal,Switched to competitor bundle offer,VOXI,36,1510.36,1,True,False,Paid,True,True
660,6721,2024-09-06,Price,Found cheaper alternative with competitor,O2,41,1519.96,1,True,False,Paid,True,True
661,6768,2023-01-08,No Longer Needed,No longer requires mobile service,,9,360.21,3,True,False,Paid,False,True
662,6792,2022-09-25,Contract End,"Contract ended, chose not to renew",,10,186.44,0,False,False,Paid,False,True
663,6797,2022-11-22,Price,Found cheaper alternative with competitor,Sky Mobile,27,942.51,2,True,False,Paid,True,True
664,6813,2025-05-18,Relocation,Moving abroad or to area without coverage,,15,398.67,0,False,False,Paid,False,True
665,6814,2023-06-16,Bundle Deal,Switched to competitor bundle offer,Vodafone,10,288.45,1,True,False,Paid,True,True
666,6818,2025-09-04,Competitor Promotion,Attracted by competitor offer,Three,27,550.3,0,False,False,Paid,True,True
667,6819,2025-11-23,Customer Service,Dissatisfied with support experience,,6,248.33,1,True,False,Paid,False,True
668,6821,2023-07-27,Price,Found cheaper alternative with competitor,Virgin Mobile,37,935.14,0,False,False,Paid,True,True
669,6841,2024-02-03,Customer Service,Dissatisfied with support experience,,5,79.13,2,True,False,Paid,False,False
670,6846,2026-01-05,Price,Found cheaper alternative with competitor,Virgin Mobile,5,160.09,0,False,False,Paid,True,False
671,6863,2021-07-21,Price,Found cheaper alternative with competitor,O2,3,60.38,2,True,False,Paid,True,False
672,6895,2022-09-15,Price,Found cheaper alternative with competitor,Sky Mobile,17,519.02,0,False,False,Paid,True,True
673,6907,2022-05-16,No Longer Needed,No longer requires mobile service,,18,572.89,3,True,False,Paid,False,True
674,6908,2025-02-19,Contract End,"Contract ended, chose not to renew",,30,964.04,2,True,False,Paid,False,True
675,6912,2025-02-13,Customer Service,Dissatisfied with support experience,,17,332.75,2,True,False,Paid,False,True
676,6927,2024-11-03,Customer Service,Dissatisfied with support experience,,23,953.07,3,True,False,Paid,False,True
677,6933,2023-01-29,Price,Found cheaper alternative with competitor,Sky Mobile,7,291.42,0,False,False,Paid,True,True
678,6935,2022-12-08,Contract End,"Contract ended, chose not to renew",,11,461.58,1,True,False,Paid,False,True
679,6974,2021-02-12,Contract End,"Contract ended, chose not to renew",,4,83.33,1,True,False,Paid,False,False
680,6983,2023-05-11,Price,Found cheaper alternative with competitor,EE,16,675.85,1,True,False,Paid,True,True
681,6989,2022-02-16,Contract End,"Contract ended, chose not to renew",,20,310.02,2,True,False,Paid,False,True
682,7007,2023-06-26,Price,Found cheaper alternative with competitor,Virgin Mobile,41,949.97,2,True,False,Paid,True,True
683,7014,2022-11-24,Customer Service,Dissatisfied with support experience,,7,129.29,1,True,False,Paid,False,True
684,7023,2024-12-02,Price,Found cheaper alternative with competitor,Vodafone,25,801.54,0,False,False,Paid,True,True
685,7035,2023-09-01,Price,Found cheaper alternative with competitor,O2,20,686.94,0,False,False,Paid,True,True
686,7050,2023-05-30,Network Coverage,Poor signal in home/work area,,27,1183.58,3,True,False,Paid,True,True
687,7064,2024-10-02,Contract End,"Contract ended, chose not to renew",,27,687.27,2,True,False,Paid,False,True
688,7072,2025-02-20,Contract End,"Contract ended, chose not to renew",,42,647.22,1,True,False,Paid,False,True
689,7076,2024-11-09,Network Coverage,Poor signal in home/work area,,37,780.78,2,True,False,Paid,True,True
690,7094,2023-02-26,Network Coverage,Poor signal in home/work area,,16,371.71,1,True,False,Paid,True,True
691,7100,2024-06-23,Billing Issues,Disputes over charges,,44,1642.1,2,True,False,Paid,False,True
692,7117,2024-11-23,No Longer Needed,No longer requires mobile service,,32,1330.55,1,True,False,Paid,False,True
693,7118,2024-10-14,Price,Found cheaper alternative with competitor,Vodafone,5,97.21,0,False,False,Paid,True,False
694,7120,2025-05-08,Price,Found cheaper alternative with competitor,O2,39,591.87,1,True,False,Paid,True,True
695,7142,2023-09-20,Network Quality,Slow speeds or poor performance,,36,1294.59,0,False,False,Paid,False,True
696,7167,2024-09-09,Device Issues,Device not supported on network,,23,936.5,1,True,False,Paid,False,True
697,7172,2021-01-20,Device Issues,Device not supported on network,,12,502.64,0,False,False,Paid,False,True
698,7202,2024-10-25,Device Issues,Device not supported on network,,22,675.94,0,False,False,Outstanding,False,False
699,7203,2024-10-24,Bundle Deal,Switched to competitor bundle offer,Virgin Mobile,29,791.88,0,False,False,Paid,True,True
700,7208,2026-01-07,Network Quality,Slow speeds or poor performance,,26,695.58,0,False,False,Paid,False,True
701,7236,2026-02-16,Customer Service,Dissatisfied with support experience,,31,1315.45,1,True,False,Paid,False,True
702,7242,2024-05-21,Network Coverage,Poor signal in home/work area,,10,283.29,1,True,False,Paid,True,True
703,7246,2024-06-05,Contract End,"Contract ended, chose not to renew",,49,1795.63,0,False,False,Paid,False,True
704,7254,2021-02-01,Network Coverage,Poor signal in home/work area,,11,172.0,1,True,False,Paid,True,True
705,7302,2022-06-17,Competitor Promotion,Attracted by competitor offer,O2,16,655.3,1,True,False,Paid,True,True
706,7303,2023-06-05,Competitor Promotion,Attracted by competitor offer,VOXI,37,1211.02,0,False,False,Paid,True,True
707,7322,2024-10-02,Network Coverage,Poor signal in home/work area,,29,978.08,1,True,False,Paid,True,True
708,7346,2023-08-12,Price,Found cheaper alternative with competitor,EE,37,1327.35,0,False,False,Paid,True,True
709,7349,2025-01-02,Billing Issues,Disputes over charges,,14,607.87,2,True,False,Paid,False,True
710,7372,2021-03-05,Price,Found cheaper alternative with competitor,EE,5,130.69,0,False,False,Paid,True,False
711,7407,2025-08-13,Contract End,"Contract ended, chose not to renew",,16,600.44,0,False,False,Paid,False,True
712,7426,2024-01-01,Network Coverage,Poor signal in home/work area,,46,2046.76,1,True,False,Paid,True,True
713,7446,2025-08-28,Contract End,"Contract ended, chose not to renew",,40,896.62,1,True,False,Paid,False,True
714,7448,2023-09-03,Network Coverage,Poor signal in home/work area,,14,210.73,0,False,False,Paid,True,True
715,7450,2026-01-03,Customer Service,Dissatisfied with support experience,,7,221.39,1,True,False,Paid,False,True
716,7474,2022-06-01,Network Coverage,Poor signal in home/work area,,21,670.4,0,False,False,Paid,True,True
717,7486,2022-11-27,Bundle Deal,Switched to competitor bundle offer,Tesco Mobile,11,229.27,1,True,False,Paid,True,True
718,7493,2021-05-15,Bundle Deal,Switched to competitor bundle offer,Virgin Mobile,13,353.81,1,True,False,Paid,True,True
719,7508,2023-10-06,Customer Service,Dissatisfied with support experience,,5,99.11,2,True,False,Paid,False,False
720,7516,2024-04-21,Network Coverage,Poor signal in home/work area,,36,1441.41,0,False,False,Paid,True,True
721,7521,2023-11-06,Customer Service,Dissatisfied with support experience,,40,1485.54,1,True,False,Paid,False,True
722,7528,2025-12-05,Price,Found cheaper alternative with competitor,Virgin Mobile,15,552.66,2,True,False,Paid,True,True
723,7537,2025-07-14,Network Coverage,Poor signal in home/work area,,48,1944.09,3,True,False,Paid,True,True
724,7541,2022-04-04,Network Coverage,Poor signal in home/work area,,20,381.98,0,False,False,Paid,True,True
725,7548,2023-09-24,Billing Issues,Disputes over charges,,7,114.35,1,True,False,Paid,False,True
726,7554,2021-03-25,Price,Found cheaper alternative with competitor,VOXI,7,226.61,0,False,False,Paid,True,True
727,7558,2024-10-22,Customer Service,Dissatisfied with support experience,,32,666.12,0,False,False,Paid,False,True
728,7559,2023-03-06,Price,Found cheaper alternative with competitor,EE,16,297.82,0,False,False,Paid,True,True
729,7566,2022-06-17,Network Coverage,Poor signal in home/work area,,27,1142.17,2,True,False,Paid,True,True
730,7574,2023-07-26,Price,Found cheaper alternative with competitor,Vodafone,37,910.78,0,False,False,Paid,True,True
731,7586,2025-08-17,Price,Found cheaper alternative with competitor,Three,45,2000.48,1,True,False,Paid,True,True
732,7603,2023-09-14,Price,Found cheaper alternative with competitor,EE,35,610.55,3,True,False,Outstanding,True,False
733,7610,2024-09-09,Network Coverage,Poor signal in home/work area,,37,1374.04,2,True,False,Paid,True,True
734,7621,2024-07-10,Bundle Deal,Switched to competitor bundle offer,Three,45,1557.4,1,True,False,Paid,True,True
735,7625,2025-10-27,Network Coverage,Poor signal in home/work area,,24,1000.69,3,True,False,Paid,True,True
736,7672,2025-03-08,Customer Service,Dissatisfied with support experience,,3,67.86,0,False,False,Paid,False,False
737,7682,2025-09-24,Price,Found cheaper alternative with competitor,Tesco Mobile,49,1676.59,1,True,False,Paid,True,True
738,7690,2023-05-08,Network Quality,Slow speeds or poor performance,,6,110.42,0,False,False,Paid,False,True
739,7699,2025-04-03,Customer Service,Dissatisfied with support experience,,30,630.93,2,True,False,Paid,False,True
740,7702,2022-01-14,Network Quality,Slow speeds or poor performance,,13,574.43,0,False,False,Paid,False,True
741,7713,2024-06-03,Network Quality,Slow speeds or poor performance,,3,59.92,0,False,False,Written Off,False,False
742,7719,2022-06-20,Device Issues,Device not supported on network,,20,435.44,1,True,False,Paid,False,True
743,7720,2022-02-02,Network Coverage,Poor signal in home/work area,,7,250.75,0,False,False,Paid,True,True
744,7734,2024-04-21,Price,Found cheaper alternative with competitor,Tesco Mobile,31,958.29,0,False,False,Paid,True,True
745,7735,2023-07-28,Device Issues,Device not supported on network,,17,556.87,3,True,False,Paid,False,True
746,7741,2023-03-30,Network Coverage,Poor signal in home/work area,,14,498.33,0,False,False,Paid,True,True
747,7742,2021-02-04,Network Quality,Slow speeds or poor performance,,4,162.94,1,True,False,Paid,False,False
748,7756,2024-04-30,Billing Issues,Disputes over charges,,32,1349.47,1,True,False,Paid,False,True
749,7843,2024-06-09,Contract End,"Contract ended, chose not to renew",,47,1110.29,1,True,False,Paid,False,True
750,7848,2022-11-22,Network Coverage,Poor signal in home/work area,,33,1177.75,2,True,False,Paid,True,True
751,7850,2024-06-21,Bundle Deal,Switched to competitor bundle offer,EE,47,1369.85,0,False,False,Outstanding,True,False
752,7851,2021-02-25,Price,Found cheaper alternative with competitor,Virgin Mobile,11,356.84,0,False,False,Paid,True,True
753,7855,2022-09-11,Contract End,"Contract ended, chose not to renew",,16,308.91,0,False,False,Paid,False,True
754,7860,2023-04-21,Price,Found cheaper alternative with competitor,EE,29,991.58,2,True,False,Paid,True,True
755,7898,2024-12-04,Price,Found cheaper alternative with competitor,Virgin Mobile,20,562.05,1,True,False,Paid,True,True
756,7907,2024-07-29,Network Coverage,Poor signal in home/work area,,19,524.43,1,True,False,Outstanding,True,False
