element_id,element_name,element_type,category,site_key,vendor,model,serial_number,ip_address,city,county,status,install_date,last_maintenance,capacity_gbps,criticality
4207,SWI-GLA-04207,Switch,Access,5,Nokia,Nokia-SR-Linux,SN901518835,10.211.182.216,Glasgow,Scotland,Active,2015-08-10,2024-01-28,13.1,Low
4208,SWI-BEL-04208,Switch,Access,46,Cisco,Cisco-Catalyst-9500,SN502727040,10.221.125.145,Belfast,Northern Ireland,Offline,2020-12-06,2023-10-16,5.3,Medium
4209,SWI-BRI-04209,Switch,Access,22,Cisco,Cisco-NCS-5500,SN554055291,10.202.94.239,Bristol,Avon,Offline,2016-11-19,2021-09-04,18.3,Critical
4210,SWI-CAR-04210,Switch,Access,23,Cisco,Cisco-Catalyst-9500,SN440543993,10.231.186.169,Cardiff,Wales,Maintenance,2022-04-10,2024-12-23,12.0,High
4211,SWI-BRI-04211,Switch,Access,38,Cisco,Cisco-NCS-5500,SN553792911,10.227.55.21,Brighton,East Sussex,Maintenance,2017-12-28,2018-10-30,32.3,Critical
4212,SWI-SHE-04212,Switch,Access,1,Juniper,Juniper-EX-Series,SN114082382,10.16.105.115,Sheffield,South Yorkshire,Active,2017-08-14,2021-06-26,10.5,Low
4213,SWI-LEI-04213,Switch,Access,44,Huawei,Huawei-CloudEngine,SN190412444,10.100.75.8,Leicester,Leicestershire,Degraded,2018-10-13,2024-02-14,31.8,Low
4214,SWI-REA-04214,Switch,Access,21,Nokia,Nokia-7220-IXR,SN912967552,10.206.146.42,Reading,Berkshire,Degraded,2015-04-06,2022-09-13,9.5,Medium
4215,SWI-NEW-04215,Switch,Access,25,Cisco,Cisco-NCS-5500,SN979854825,10.78.137.51,Newcastle,Tyne and Wear,Degraded,2018-11-09,2022-04-16,2.9,Critical
4216,SWI-BIR-04216,Switch,Access,3,Arista,Arista-7500R,SN826309861,10.158.170.13,Birmingham,West Midlands,Offline,2025-04-21,2025-09-11,23.0,Critical
4217,SWI-BRI-04217,Switch,Access,22,Cisco,Cisco-Nexus-9000,SN521632844,10.172.179.244,Bristol,Avon,Offline,2015-08-31,2023-06-12,12.8,Low
4218,SWI-BRI-04218,Switch,Access,25,Nokia,Nokia-SR-Linux,SN293450363,10.251.231.181,Brighton,East Sussex,Active,2022-09-04,2024-05-04,38.2,Critical
4219,SWI-REA-04219,Switch,Access,20,Arista,Arista-7500R,SN817610736,10.143.177.192,Reading,Berkshire,Active,2018-06-14,2019-08-18,22.0,High
4220,SWI-OXF-04220,Switch,Access,3,Huawei,Huawei-CloudEngine,SN703223646,10.23.254.85,Oxford,Oxfordshire,Active,2025-01-06,2025-02-27,12.5,Critical
4221,SWI-NOT-04221,Switch,Access,2,Arista,Arista-7050X,SN335329460,10.170.154.146,Nottingham,Nottinghamshire,Offline,2018-04-29,2023-04-07,10.3,Critical
4222,SWI-COV-04222,Switch,Access,18,Cisco,Cisco-Catalyst-9500,SN340076491,10.52.47.131,Coventry,West Midlands,Active,2024-01-18,2025-12-10,26.1,Critical
4223,SWI-REA-04223,Switch,Access,39,Nokia,Nokia-7220-IXR,SN907661569,10.52.240.78,Reading,Berkshire,Offline,2023-02-21,2025-06-30,21.5,Critical
4224,SWI-LON-04224,Switch,Access,19,Nokia,Nokia-SR-Linux,SN926685028,10.128.74.217,London,Greater London,Degraded,2015-10-24,2024-11-01,31.3,Medium
4225,SWI-LEI-04225,Switch,Access,45,Cisco,Cisco-Nexus-9000,SN747634423,10.241.220.68,Leicester,Leicestershire,Degraded,2018-10-14,2024-12-19,32.7,Critical
4226,SWI-SOU-04226,Switch,Access,50,Cisco,Cisco-NCS-5500,SN101209159,10.14.52.245,Southampton,Hampshire,Active,2019-08-09,2020-10-27,9.6,Critical
4227,SWI-COV-04227,Switch,Access,33,Nokia,Nokia-SR-Linux,SN422311990,10.108.237.149,Coventry,West Midlands,Active,2016-01-04,2025-07-19,33.4,Low
4228,SWI-LIV-04228,Switch,Access,11,Nokia,Nokia-7220-IXR,SN446895277,10.163.73.175,Liverpool,Merseyside,Degraded,2021-10-28,2025-06-25,27.5,High
4229,SWI-LEE-04229,Switch,Access,1,Huawei,Huawei-S12700E,SN223446798,10.117.166.18,Leeds,West Yorkshire,Active,2015-10-21,2019-09-12,34.7,Critical
4230,SWI-CAR-04230,Switch,Access,39,Cisco,Cisco-Nexus-9000,SN318278218,10.7.226.188,Cardiff,Wales,Active,2016-07-06,2019-10-07,15.4,High
4231,SWI-OXF-04231,Switch,Access,42,Huawei,Huawei-CloudEngine,SN559069924,10.182.39.205,Oxford,Oxfordshire,Active,2015-01-20,2024-03-25,23.1,Low
4232,SWI-LON-04232,Switch,Access,34,Cisco,Cisco-Catalyst-9500,SN265685503,10.80.132.249,London,Greater London,Active,2016-12-06,2019-12-29,31.9,Low
4233,SWI-MAN-04233,Switch,Access,41,Juniper,Juniper-EX-Series,SN565690362,10.215.16.68,Manchester,Greater Manchester,Offline,2020-05-29,2025-03-28,29.1,Medium
4234,SWI-OXF-04234,Switch,Access,23,Juniper,Juniper-QFX-Series,SN441770978,10.165.253.121,Oxford,Oxfordshire,Active,2022-11-13,2025-01-24,13.9,High
4235,SWI-SHE-04235,Switch,Access,36,Juniper,Juniper-QFX-Series,SN621060417,10.239.5.76,Sheffield,South Yorkshire,Offline,2019-01-07,2024-07-06,18.9,High
4236,SWI-COV-04236,Switch,Access,42,Huawei,Huawei-S12700E,SN175937720,10.96.70.201,Coventry,West Midlands,Offline,2018-06-21,2024-04-15,33.8,Medium
4237,SWI-EDI-04237,Switch,Access,4,Nokia,Nokia-SR-Linux,SN160337428,10.55.116.208,Edinburgh,Scotland,Maintenance,2020-05-09,2020-08-26,9.9,Low
4238,SWI-LON-04238,Switch,Access,8,Nokia,Nokia-7220-IXR,SN482343502,10.21.76.203,London,Greater London,Active,2022-06-12,2023-03-02,18.9,Low
4239,SWI-NEW-04239,Switch,Access,40,Huawei,Huawei-S12700E,SN339461144,10.249.140.132,Newcastle,Tyne and Wear,Maintenance,2021-06-21,2022-10-23,30.4,High
4240,SWI-CAM-04240,Switch,Access,7,Juniper,Juniper-QFX-Series,SN899704343,10.115.3.3,Cambridge,Cambridgeshire,Degraded,2015-03-12,2015-12-14,30.5,Critical
4241,SWI-LIV-04241,Switch,Access,38,Huawei,Huawei-CloudEngine,SN422280764,10.163.75.246,Liverpool,Merseyside,Active,2018-06-26,2023-10-14,12.8,Low
4242,SWI-LEI-04242,Switch,Access,26,Juniper,Juniper-QFX-Series,SN135785255,10.111.248.175,Leicester,Leicestershire,Active,2019-12-17,2025-03-18,3.1,Low
4243,SWI-LEE-04243,Switch,Access,43,Huawei,Huawei-S12700E,SN588414902,10.208.88.3,Leeds,West Yorkshire,Active,2022-12-25,2024-04-05,9.6,Critical
4244,SWI-REA-04244,Switch,Access,49,Juniper,Juniper-QFX-Series,SN115033482,10.137.244.34,Reading,Berkshire,Active,2025-04-30,2025-12-09,37.1,High
4245,SWI-CAM-04245,Switch,Access,9,Arista,Arista-7050X,SN911634059,10.196.14.17,Cambridge,Cambridgeshire,Maintenance,2017-01-12,2017-03-27,13.2,Critical
4246,SWI-SHE-04246,Switch,Access,28,Nokia,Nokia-SR-Linux,SN279248263,10.10.196.27,Sheffield,South Yorkshire,Active,2017-02-20,2017-08-27,24.9,Critical
4247,SWI-OXF-04247,Switch,Access,18,Huawei,Huawei-S12700E,SN192997790,10.147.233.182,Oxford,Oxfordshire,Active,2021-10-08,2025-07-15,15.5,High
4248,SWI-LON-04248,Switch,Access,12,Juniper,Juniper-QFX-Series,SN436754914,10.240.10.184,London,Greater London,Degraded,2019-11-18,2020-08-09,33.3,Medium
4249,SWI-SOU-04249,Switch,Access,13,Juniper,Juniper-QFX-Series,SN411027992,10.226.249.114,Southampton,Hampshire,Active,2023-03-02,2024-01-17,3.1,Critical
4250,SWI-GLA-04250,Switch,Access,7,Nokia,Nokia-7220-IXR,SN743651981,10.28.61.14,Glasgow,Scotland,Degraded,2016-12-03,2023-02-10,28.9,Low
4251,SWI-COV-04251,Switch,Access,48,Juniper,Juniper-EX-Series,SN603640098,10.77.51.246,Coventry,West Midlands,Degraded,2015-07-15,2022-01-14,39.2,Critical
4252,SWI-OXF-04252,Switch,Access,8,Huawei,Huawei-CloudEngine,SN227514461,10.95.101.75,Oxford,Oxfordshire,Active,2022-11-07,2024-11-10,25.5,Low
4253,SWI-COV-04253,Switch,Access,36,Cisco,Cisco-Catalyst-9500,SN131265940,10.169.37.72,Coventry,West Midlands,Offline,2023-09-09,2024-05-24,30.7,Critical
4254,SWI-NEW-04254,Switch,Access,41,Huawei,Huawei-S12700E,SN823852225,10.12.163.153,Newcastle,Tyne and Wear,Active,2017-11-13,2022-08-13,6.4,Low
4255,SWI-BIR-04255,Switch,Access,39,Nokia,Nokia-7220-IXR,SN632700723,10.157.63.20,Birmingham,West Midlands,Maintenance,2019-07-17,2021-08-14,10.5,Critical
4256,SWI-LEE-04256,Switch,Access,39,Juniper,Juniper-QFX-Series,SN466145000,10.126.240.58,Leeds,West Yorkshire,Maintenance,2015-03-03,2015-11-22,22.0,Low
4257,SWI-BRI-04257,Switch,Access,33,Huawei,Huawei-CloudEngine,SN526799610,10.223.105.126,Brighton,East Sussex,Active,2017-09-30,2023-08-20,7.5,Medium
4258,SWI-GLA-04258,Switch,Access,9,Nokia,Nokia-SR-Linux,SN443376386,10.35.149.62,Glasgow,Scotland,Active,2017-06-14,2025-11-14,4.8,High
4259,SWI-BRI-04259,Switch,Access,19,Huawei,Huawei-CloudEngine,SN454213826,10.95.158.236,Bristol,Avon,Offline,2022-04-05,2023-01-26,15.5,High
4260,SWI-BIR-04260,Switch,Access,27,Nokia,Nokia-7220-IXR,SN359448655,10.30.255.33,Birmingham,West Midlands,Active,2022-12-06,2024-02-10,20.1,Medium
4261,SWI-COV-04261,Switch,Access,43,Huawei,Huawei-S12700E,SN574778571,10.174.157.157,Coventry,West Midlands,Active,2025-01-27,2025-02-25,30.9,Low
4262,SWI-CAR-04262,Switch,Access,17,Cisco,Cisco-Nexus-9000,SN447965298,10.54.250.223,Cardiff,Wales,Active,2024-06-20,2025-10-14,14.2,Low
4263,SWI-BRI-04263,Switch,Access,50,Nokia,Nokia-SR-Linux,SN914781155,10.17.221.178,Bristol,Avon,Degraded,2018-02-24,2020-05-14,34.5,Critical
4264,SWI-NOT-04264,Switch,Access,39,Nokia,Nokia-SR-Linux,SN677052837,10.12.138.138,Nottingham,Nottinghamshire,Degraded,2025-05-22,2025-06-14,32.2,Critical
4265,SWI-CAR-04265,Switch,Access,5,Huawei,Huawei-CloudEngine,SN155958270,10.156.60.101,Cardiff,Wales,Offline,2021-03-15,2023-01-02,22.9,Medium
4266,SWI-BIR-04266,Switch,Access,35,Arista,Arista-7500R,SN336460710,10.160.3.191,Birmingham,West Midlands,Degraded,2020-08-08,2021-07-11,34.7,High
4267,SWI-LON-04267,Switch,Access,7,Nokia,Nokia-SR-Linux,SN845516398,10.165.98.33,London,Greater London,Active,2023-12-13,2025-03-12,26.3,Low
4268,SWI-BIR-04268,Switch,Access,40,Juniper,Juniper-QFX-Series,SN299578815,10.167.120.181,Birmingham,West Midlands,Degraded,2020-09-01,2023-08-14,27.1,High
4269,SWI-CAR-04269,Switch,Access,29,Huawei,Huawei-CloudEngine,SN326688240,10.103.155.28,Cardiff,Wales,Active,2020-06-10,2021-12-27,29.9,Low
4270,SWI-CAM-04270,Switch,Access,45,Arista,Arista-7500R,SN184583306,10.75.20.209,Cambridge,Cambridgeshire,Active,2019-01-21,2021-07-25,7.9,Low
4271,SWI-BIR-04271,Switch,Access,16,Juniper,Juniper-EX-Series,SN578048961,10.230.172.81,Birmingham,West Midlands,Active,2016-10-08,2022-06-24,6.6,Low
4272,SWI-BRI-04272,Switch,Access,40,Huawei,Huawei-S12700E,SN319399623,10.53.49.8,Bristol,Avon,Active,2020-11-04,2025-09-15,38.8,Medium
4273,SWI-CAR-04273,Switch,Access,40,Cisco,Cisco-NCS-5500,SN119330357,10.77.79.17,Cardiff,Wales,Active,2018-06-01,2024-07-03,31.9,Low
4274,SWI-LIV-04274,Switch,Access,3,Juniper,Juniper-QFX-Series,SN902053252,10.74.167.48,Liverpool,Merseyside,Active,2025-03-14,2025-07-05,27.9,Medium
4275,SWI-BEL-04275,Switch,Access,6,Arista,Arista-7050X,SN920365133,10.208.115.25,Belfast,Northern Ireland,Active,2021-02-01,2022-01-13,10.3,Low
4276,SWI-MAN-04276,Switch,Access,45,Huawei,Huawei-CloudEngine,SN753452498,10.244.145.109,Manchester,Greater Manchester,Maintenance,2024-03-02,2024-03-30,2.7,Critical
4277,SWI-MAN-04277,Switch,Access,46,Huawei,Huawei-S12700E,SN237206160,10.236.94.141,Manchester,Greater Manchester,Active,2016-06-27,2018-05-20,11.0,High
4278,SWI-LIV-04278,Switch,Access,8,Juniper,Juniper-QFX-Series,SN432551641,10.7.241.52,Liverpool,Merseyside,Active,2023-11-28,2024-06-13,11.0,Low
4279,SWI-BEL-04279,Switch,Access,47,Arista,Arista-7280R,SN188498096,10.42.200.177,Belfast,Northern Ireland,Offline,2025-05-01,2025-11-28,15.8,High
4280,SWI-CAM-04280,Switch,Access,18,Nokia,Nokia-SR-Linux,SN758010722,10.40.223.215,Cambridge,Cambridgeshire,Active,2016-07-23,2023-02-10,22.5,Low
4281,SWI-BEL-04281,Switch,Access,41,Arista,Arista-7280R,SN530172832,10.53.225.162,Belfast,Northern Ireland,Active,2023-08-25,2024-12-16,2.5,Critical
4282,SWI-COV-04282,Switch,Access,20,Nokia,Nokia-7220-IXR,SN882512511,10.221.50.128,Coventry,West Midlands,Offline,2015-09-08,2018-08-11,37.5,Low
4283,SWI-LIV-04283,Switch,Access,45,Juniper,Juniper-EX-Series,SN248429117,10.140.245.231,Liverpool,Merseyside,Active,2025-06-08,2025-08-20,9.9,Low
4284,SWI-LON-04284,Switch,Access,35,Arista,Arista-7050X,SN271389796,10.231.214.85,London,Greater London,Degraded,2022-11-06,2024-08-11,25.7,Critical
4285,SWI-REA-04285,Switch,Access,33,Cisco,Cisco-NCS-5500,SN189607352,10.77.74.204,Reading,Berkshire,Maintenance,2015-08-06,2020-05-23,10.8,Critical
4286,SWI-COV-04286,Switch,Access,28,Huawei,Huawei-CloudEngine,SN284975564,10.49.48.79,Coventry,West Midlands,Active,2016-05-06,2021-05-05,13.9,Critical
4287,SWI-BRI-04287,Switch,Access,4,Juniper,Juniper-EX-Series,SN317024704,10.179.79.116,Bristol,Avon,Active,2015-03-08,2025-03-06,8.8,Low
4288,SWI-GLA-04288,Switch,Access,10,Juniper,Juniper-QFX-Series,SN900422708,10.148.96.218,Glasgow,Scotland,Active,2017-12-28,2025-12-19,17.1,High
4289,SWI-SOU-04289,Switch,Access,9,Cisco,Cisco-NCS-5500,SN323152533,10.156.160.45,Southampton,Hampshire,Active,2024-05-23,2025-10-19,7.2,Medium
4290,SWI-BEL-04290,Switch,Access,15,Arista,Arista-7280R,SN231772199,10.165.27.176,Belfast,Northern Ireland,Active,2020-07-15,2023-08-13,27.8,High
4291,SWI-BIR-04291,Switch,Access,3,Juniper,Juniper-EX-Series,SN343487180,10.195.202.210,Birmingham,West Midlands,Active,2019-05-26,2023-11-05,19.6,High
4292,SWI-GLA-04292,Switch,Access,27,Huawei,Huawei-S12700E,SN766744843,10.178.214.197,Glasgow,Scotland,Active,2021-03-02,2022-04-11,33.6,High
4293,SWI-EDI-04293,Switch,Access,28,Cisco,Cisco-NCS-5500,SN783569641,10.174.35.159,Edinburgh,Scotland,Active,2016-12-06,2018-02-21,28.2,Low
4294,SWI-LEE-04294,Switch,Access,11,Arista,Arista-7280R,SN873044954,10.143.64.127,Leeds,West Yorkshire,Maintenance,2015-03-16,2022-09-16,23.8,High
4295,SWI-REA-04295,Switch,Access,27,Nokia,Nokia-7220-IXR,SN126164221,10.66.66.193,Reading,Berkshire,Active,2015-10-08,2017-07-06,7.4,High
4296,SWI-NOT-04296,Switch,Access,36,Cisco,Cisco-Nexus-9000,SN730466875,10.185.248.248,Nottingham,Nottinghamshire,Active,2015-03-28,2025-01-24,32.6,High
4297,SWI-BIR-04297,Switch,Access,8,Cisco,Cisco-Nexus-9000,SN164736212,10.155.170.112,Birmingham,West Midlands,Degraded,2016-06-29,2018-04-24,15.3,Critical
4298,SWI-BRI-04298,Switch,Access,38,Juniper,Juniper-EX-Series,SN225903021,10.178.137.84,Brighton,East Sussex,Active,2022-02-11,2024-02-19,37.7,Low
4299,SWI-NOT-04299,Switch,Access,1,Juniper,Juniper-QFX-Series,SN920530952,10.244.113.50,Nottingham,Nottinghamshire,Active,2024-05-29,2024-12-10,25.0,Medium
4300,SWI-MAN-04300,Switch,Access,18,Juniper,Juniper-QFX-Series,SN844093297,10.9.193.16,Manchester,Greater Manchester,Active,2023-02-20,2023-06-28,3.5,Medium
4301,SWI-BEL-04301,Switch,Access,20,Nokia,Nokia-7220-IXR,SN263386119,10.27.34.105,Belfast,Northern Ireland,Active,2023-12-20,2024-09-09,39.5,Critical
4302,SWI-NEW-04302,Switch,Access,18,Nokia,Nokia-SR-Linux,SN814266138,10.179.71.245,Newcastle,Tyne and Wear,Active,2018-11-16,2024-03-27,17.0,Medium
4303,SWI-COV-04303,Switch,Access,6,Juniper,Juniper-QFX-Series,SN759133911,10.206.202.204,Coventry,West Midlands,Active,2022-08-27,2022-11-07,18.3,Critical
4304,SWI-BRI-04304,Switch,Access,29,Juniper,Juniper-EX-Series,SN162148571,10.183.10.135,Brighton,East Sussex,Degraded,2018-02-22,2020-10-21,10.3,High
4305,SWI-CAM-04305,Switch,Access,2,Juniper,Juniper-EX-Series,SN191529394,10.120.180.164,Cambridge,Cambridgeshire,Offline,2016-06-10,2017-05-26,12.1,High
4306,SWI-BRI-04306,Switch,Access,7,Nokia,Nokia-SR-Linux,SN999478988,10.20.149.34,Bristol,Avon,Offline,2019-10-04,2025-11-29,31.0,Low
4307,SWI-LEE-04307,Switch,Access,29,Huawei,Huawei-S12700E,SN834889444,10.230.214.72,Leeds,West Yorkshire,Degraded,2017-01-08,2021-07-01,19.3,High
4308,SWI-NEW-04308,Switch,Access,9,Cisco,Cisco-Nexus-9000,SN438238178,10.188.240.166,Newcastle,Tyne and Wear,Active,2018-04-01,2025-12-31,12.6,Critical
4309,SWI-LEI-04309,Switch,Access,4,Huawei,Huawei-S12700E,SN569253156,10.201.137.147,Leicester,Leicestershire,Active,2015-06-12,2021-12-06,16.8,Low
4310,SWI-NEW-04310,Switch,Access,36,Juniper,Juniper-QFX-Series,SN235423154,10.43.187.27,Newcastle,Tyne and Wear,Degraded,2018-10-29,2024-10-02,36.4,High
4311,SWI-REA-04311,Switch,Access,26,Cisco,Cisco-Catalyst-9500,SN677473308,10.70.239.237,Reading,Berkshire,Offline,2022-06-07,2023-07-09,2.1,Critical
4312,SWI-NEW-04312,Switch,Access,32,Nokia,Nokia-SR-Linux,SN346070620,10.66.158.40,Newcastle,Tyne and Wear,Degraded,2019-01-29,2023-11-15,1.2,High
4313,SWI-LEE-04313,Switch,Access,48,Arista,Arista-7500R,SN803811914,10.3.141.150,Leeds,West Yorkshire,Active,2016-07-13,2022-03-21,34.1,Medium
4314,SWI-MAN-04314,Switch,Access,15,Arista,Arista-7050X,SN530179245,10.90.66.90,Manchester,Greater Manchester,Maintenance,2022-12-30,2023-06-24,26.8,Critical
4315,SWI-BRI-04315,Switch,Access,11,Juniper,Juniper-QFX-Series,SN511422443,10.183.108.39,Brighton,East Sussex,Degraded,2023-09-09,2025-08-24,19.1,Medium
4316,SWI-MAN-04316,Switch,Access,31,Nokia,Nokia-7220-IXR,SN506224499,10.61.187.243,Manchester,Greater Manchester,Active,2019-10-09,2020-10-04,39.3,Critical
4317,SWI-GLA-04317,Switch,Access,41,Cisco,Cisco-NCS-5500,SN345248145,10.52.165.10,Glasgow,Scotland,Active,2021-10-04,2023-02-05,25.5,Medium
4318,SWI-LIV-04318,Switch,Access,23,Nokia,Nokia-SR-Linux,SN281581372,10.101.76.102,Liverpool,Merseyside,Active,2025-03-10,2025-05-27,7.0,High
4319,SWI-EDI-04319,Switch,Access,7,Juniper,Juniper-QFX-Series,SN337134417,10.253.19.176,Edinburgh,Scotland,Active,2020-11-07,2024-10-22,3.2,Low
4320,SWI-GLA-04320,Switch,Access,14,Arista,Arista-7050X,SN560806355,10.61.206.100,Glasgow,Scotland,Offline,2015-07-22,2016-10-23,10.8,High
4321,SWI-CAM-04321,Switch,Access,14,Arista,Arista-7500R,SN996995619,10.205.76.174,Cambridge,Cambridgeshire,Offline,2021-07-22,2023-07-08,20.8,Low
4322,SWI-BEL-04322,Switch,Access,45,Juniper,Juniper-QFX-Series,SN220152439,10.143.47.207,Belfast,Northern Ireland,Active,2024-12-01,2025-10-24,23.9,Low
4323,SWI-REA-04323,Switch,Access,1,Cisco,Cisco-Catalyst-9500,SN328979961,10.45.123.178,Reading,Berkshire,Maintenance,2019-12-22,2020-08-02,22.1,High
4324,SWI-LEI-04324,Switch,Access,34,Huawei,Huawei-S12700E,SN661105477,10.143.25.252,Leicester,Leicestershire,Active,2015-12-30,2025-12-14,15.2,Low
4325,SWI-EDI-04325,Switch,Access,13,Arista,Arista-7280R,SN743507283,10.199.35.159,Edinburgh,Scotland,Active,2015-11-14,2022-03-06,25.1,Critical
4326,SWI-BEL-04326,Switch,Access,10,Huawei,Huawei-S12700E,SN512794089,10.79.144.59,Belfast,Northern Ireland,Active,2016-08-19,2016-09-12,15.8,Medium
4327,SWI-LIV-04327,Switch,Access,16,Cisco,Cisco-Nexus-9000,SN240385629,10.176.5.189,Liverpool,Merseyside,Active,2020-03-10,2021-11-05,34.6,Medium
4328,SWI-SOU-04328,Switch,Access,2,Nokia,Nokia-7220-IXR,SN389950636,10.223.17.72,Southampton,Hampshire,Maintenance,2021-12-28,2024-10-22,24.6,High
4329,SWI-LON-04329,Switch,Access,3,Cisco,Cisco-NCS-5500,SN799351756,10.6.249.124,London,Greater London,Offline,2022-10-26,2023-05-28,15.0,High
4330,SWI-BIR-04330,Switch,Access,26,Arista,Arista-7050X,SN651639199,10.175.167.78,Birmingham,West Midlands,Degraded,2023-06-03,2025-03-20,10.6,Medium
4331,SWI-SHE-04331,Switch,Access,6,Huawei,Huawei-CloudEngine,SN148062135,10.142.41.73,Sheffield,South Yorkshire,Maintenance,2018-10-20,2020-10-20,22.3,Critical
4332,SWI-LEI-04332,Switch,Access,12,Nokia,Nokia-7220-IXR,SN928047195,10.161.70.229,Leicester,Leicestershire,Active,2024-05-09,2025-10-30,23.2,Low
4333,SWI-LON-04333,Switch,Access,37,Huawei,Huawei-S12700E,SN472999034,10.4.141.164,London,Greater London,Maintenance,2023-11-03,2024-09-03,23.6,Medium
4334,SWI-SHE-04334,Switch,Access,32,Arista,Arista-7280R,SN920127329,10.104.174.192,Sheffield,South Yorkshire,Maintenance,2024-07-13,2025-05-15,11.0,Critical
4335,SWI-CAR-04335,Switch,Access,37,Huawei,Huawei-S12700E,SN914509177,10.59.116.153,Cardiff,Wales,Active,2017-01-01,2019-08-08,27.5,High
4336,SWI-MAN-04336,Switch,Access,19,Arista,Arista-7050X,SN184556672,10.46.117.196,Manchester,Greater Manchester,Degraded,2019-01-07,2024-01-08,1.6,Low
4337,SWI-SHE-04337,Switch,Access,50,Arista,Arista-7280R,SN208967769,10.190.101.4,Sheffield,South Yorkshire,Active,2015-02-24,2023-01-01,21.6,Medium
4338,SWI-NOT-04338,Switch,Access,10,Nokia,Nokia-SR-Linux,SN262690726,10.139.138.197,Nottingham,Nottinghamshire,Maintenance,2016-11-20,2020-03-22,24.0,Low
4339,SWI-MAN-04339,Switch,Access,46,Huawei,Huawei-S12700E,SN524303963,10.60.239.129,Manchester,Greater Manchester,Offline,2018-09-15,2020-05-30,31.0,Medium
4340,SWI-BRI-04340,Switch,Access,38,Huawei,Huawei-S12700E,SN698612523,10.251.7.13,Bristol,Avon,Degraded,2020-10-08,2025-04-21,11.7,Medium
4341,SWI-NEW-04341,Switch,Access,8,Cisco,Cisco-Catalyst-9500,SN167343767,10.50.227.113,Newcastle,Tyne and Wear,Active,2015-10-07,2020-03-12,11.5,Critical
4342,SWI-OXF-04342,Switch,Access,2,Juniper,Juniper-EX-Series,SN913653016,10.183.169.99,Oxford,Oxfordshire,Active,2024-09-08,2025-09-09,16.8,High
4343,SWI-EDI-04343,Switch,Access,12,Juniper,Juniper-EX-Series,SN223081559,10.245.50.45,Edinburgh,Scotland,Offline,2024-03-04,2024-06-30,34.0,Critical
4344,SWI-SHE-04344,Switch,Access,40,Huawei,Huawei-S12700E,SN990532206,10.192.255.139,Sheffield,South Yorkshire,Active,2019-12-12,2025-03-15,27.5,Low
4345,SWI-LON-04345,Switch,Access,48,Huawei,Huawei-CloudEngine,SN312672276,10.234.44.190,London,Greater London,Active,2021-02-07,2021-07-30,7.3,High
4346,SWI-LEE-04346,Switch,Access,20,Cisco,Cisco-NCS-5500,SN557276950,10.16.173.102,Leeds,West Yorkshire,Active,2016-12-17,2022-02-12,34.9,Low
4347,SWI-SHE-04347,Switch,Access,9,Cisco,Cisco-Catalyst-9500,SN402166751,10.203.232.22,Sheffield,South Yorkshire,Active,2022-05-18,2025-04-08,24.7,Low
4348,SWI-BEL-04348,Switch,Access,8,Juniper,Juniper-EX-Series,SN573315791,10.25.229.34,Belfast,Northern Ireland,Degraded,2018-07-01,2022-04-29,13.1,Low
4349,SWI-LEI-04349,Switch,Access,28,Arista,Arista-7050X,SN276173621,10.203.167.69,Leicester,Leicestershire,Degraded,2021-11-04,2024-04-04,35.5,Critical
4350,SWI-COV-04350,Switch,Access,31,Huawei,Huawei-CloudEngine,SN617749572,10.113.45.197,Coventry,West Midlands,Active,2019-04-14,2024-05-10,25.9,Low
4351,SWI-SOU-04351,Switch,Access,47,Nokia,Nokia-SR-Linux,SN113066516,10.220.148.115,Southampton,Hampshire,Maintenance,2017-03-26,2019-09-24,26.9,High
4352,SWI-SHE-04352,Switch,Access,11,Cisco,Cisco-Nexus-9000,SN993822736,10.188.253.76,Sheffield,South Yorkshire,Maintenance,2017-03-05,2022-10-05,34.8,High
4353,SWI-GLA-04353,Switch,Access,15,Huawei,Huawei-CloudEngine,SN119575985,10.172.155.143,Glasgow,Scotland,Degraded,2017-01-01,2025-09-20,30.1,Low
4354,SWI-NOT-04354,Switch,Access,17,Huawei,Huawei-S12700E,SN471864674,10.82.65.215,Nottingham,Nottinghamshire,Active,2024-03-24,2025-06-10,34.4,High
4355,SWI-NOT-04355,Switch,Access,20,Nokia,Nokia-SR-Linux,SN223213487,10.5.10.2,Nottingham,Nottinghamshire,Maintenance,2024-12-23,2025-02-20,15.5,High
4356,SWI-BRI-04356,Switch,Access,4,Huawei,Huawei-S12700E,SN344085773,10.176.56.232,Brighton,East Sussex,Active,2023-06-20,2025-08-08,35.9,Low
4357,SWI-BRI-04357,Switch,Access,37,Cisco,Cisco-Nexus-9000,SN842278282,10.75.130.83,Brighton,East Sussex,Active,2024-09-07,2025-03-09,28.0,Critical
4358,SWI-SHE-04358,Switch,Access,1,Juniper,Juniper-QFX-Series,SN986666388,10.15.155.181,Sheffield,South Yorkshire,Maintenance,2023-02-18,2025-08-02,31.2,Medium
4359,SWI-BEL-04359,Switch,Access,7,Huawei,Huawei-S12700E,SN579590874,10.68.171.218,Belfast,Northern Ireland,Maintenance,2023-03-31,2025-07-27,29.3,High
4360,SWI-BIR-04360,Switch,Access,19,Nokia,Nokia-7220-IXR,SN949372361,10.87.203.139,Birmingham,West Midlands,Offline,2017-10-31,2020-09-21,11.9,Low
