po_line_id,po_id,product_key,description,quantity_ordered,quantity_received,unit_cost,line_total
19254,3511,49,Item for PO PO003511,340,273,301.99,102676.6
19255,3511,17,Item for PO PO003511,549,68,166.43,91370.07
19256,3511,20,Item for PO PO003511,939,122,137.6,129206.4
19257,3511,45,Item for PO PO003511,791,441,250.15,197868.65
19258,3511,35,Item for PO PO003511,506,19,398.66,201721.96
19259,3511,29,Item for PO PO003511,963,150,40.78,39271.14
19260,3512,40,Item for PO PO003512,514,51,87.52,44985.28
19261,3512,52,Item for PO PO003512,743,513,360.31,267710.33
19262,3512,28,Item for PO PO003512,245,50,292.13,71571.85
19263,3512,49,Item for PO PO003512,275,154,204.05,56113.75
19264,3512,43,Item for PO PO003512,838,442,476.47,399281.86
19265,3512,7,Item for PO PO003512,846,242,21.8,18442.8
19266,3512,8,Item for PO PO003512,174,85,257.78,44853.72
19267,3513,38,Item for PO PO003513,485,485,439.52,213167.2
19268,3514,55,Item for PO PO003514,558,419,35.47,19792.26
19269,3514,40,Item for PO PO003514,371,141,43.55,16157.05
19270,3514,60,Item for PO PO003514,302,219,101.94,30785.88
19271,3514,37,Item for PO PO003514,867,161,32.09,27822.03
19272,3514,64,Item for PO PO003514,263,153,139.03,36564.89
19273,3514,49,Item for PO PO003514,835,661,301.26,251552.1
19274,3514,58,Item for PO PO003514,283,31,51.77,14650.91
19275,3515,45,Item for PO PO003515,604,251,334.89,202273.56
19276,3515,50,Item for PO PO003515,847,194,162.95,138018.65
19277,3515,16,Item for PO PO003515,341,264,298.46,101774.86
19278,3515,20,Item for PO PO003515,375,175,448.64,168240.0
19279,3516,24,Item for PO PO003516,616,474,62.55,38530.8
19280,3516,20,Item for PO PO003516,402,324,100.9,40561.8
19281,3517,23,Item for PO PO003517,250,194,173.34,43335.0
19282,3517,14,Item for PO PO003517,768,637,493.28,378839.04
19283,3517,19,Item for PO PO003517,810,770,76.11,61649.1
19284,3517,9,Item for PO PO003517,132,15,58.63,7739.16
19285,3517,31,Item for PO PO003517,314,45,492.49,154641.86
19286,3517,62,Item for PO PO003517,962,498,416.68,400846.16
19287,3517,25,Item for PO PO003517,967,896,416.96,403200.32
19288,3517,22,Item for PO PO003517,562,372,13.99,7862.38
19289,3518,13,Item for PO PO003518,442,442,179.71,79431.82
19290,3518,50,Item for PO PO003518,628,628,224.62,141061.36
19291,3518,63,Item for PO PO003518,652,652,53.23,34705.96
19292,3518,30,Item for PO PO003518,347,347,381.78,132477.66
19293,3518,15,Item for PO PO003518,481,481,88.2,42424.2
19294,3518,42,Item for PO PO003518,905,905,94.08,85142.4
19295,3518,32,Item for PO PO003518,228,228,405.2,92385.6
19296,3518,22,Item for PO PO003518,838,838,99.65,83506.7
19297,3518,38,Item for PO PO003518,865,865,22.75,19678.75
19298,3519,24,Item for PO PO003519,515,70,469.63,241859.45
19299,3519,20,Item for PO PO003519,752,455,213.06,160221.12
19300,3519,10,Item for PO PO003519,933,873,146.04,136255.32
19301,3519,50,Item for PO PO003519,42,38,414.96,17428.32
19302,3519,39,Item for PO PO003519,230,209,474.5,109135.0
19303,3519,11,Item for PO PO003519,439,8,189.77,83309.03
19304,3519,43,Item for PO PO003519,352,27,406.95,143246.4
19305,3519,37,Item for PO PO003519,47,8,286.18,13450.46
19306,3519,59,Item for PO PO003519,184,35,118.95,21886.8
19307,3519,41,Item for PO PO003519,992,504,188.08,186575.36
19308,3520,16,Item for PO PO003520,305,256,118.87,36255.35
19309,3520,24,Item for PO PO003520,728,317,469.86,342058.08
19310,3520,45,Item for PO PO003520,761,161,455.1,346331.1
19311,3520,35,Item for PO PO003520,220,61,123.25,27115.0
19312,3520,19,Item for PO PO003520,10,8,339.88,3398.8
19313,3520,58,Item for PO PO003520,397,89,300.45,119278.65
19314,3520,53,Item for PO PO003520,777,132,481.89,374428.53
19315,3520,50,Item for PO PO003520,526,242,346.44,182227.44
19316,3520,49,Item for PO PO003520,350,77,305.42,106897.0
19317,3521,44,Item for PO PO003521,79,33,307.53,24294.87
19318,3521,4,Item for PO PO003521,589,499,461.11,271593.79
19319,3521,26,Item for PO PO003521,850,593,111.59,94851.5
19320,3521,3,Item for PO PO003521,53,21,102.65,5440.45
19321,3521,22,Item for PO PO003521,983,434,444.1,436550.3
19322,3521,45,Item for PO PO003521,375,23,287.09,107658.75
19323,3521,50,Item for PO PO003521,648,506,310.16,200983.68
19324,3521,45,Item for PO PO003521,117,2,344.93,40356.81
19325,3522,26,Item for PO PO003522,693,549,69.17,47934.81
19326,3522,10,Item for PO PO003522,732,52,217.39,159129.48
19327,3522,11,Item for PO PO003522,15,0,350.78,5261.7
19328,3522,5,Item for PO PO003522,932,642,439.45,409567.4
19329,3522,4,Item for PO PO003522,723,2,376.55,272245.65
19330,3522,21,Item for PO PO003522,389,91,173.22,67382.58
19331,3522,37,Item for PO PO003522,739,164,274.63,202951.57
19332,3523,57,Item for PO PO003523,377,377,318.06,119908.62
19333,3523,23,Item for PO PO003523,586,586,238.99,140048.14
19334,3523,13,Item for PO PO003523,427,427,482.33,205954.91
19335,3523,31,Item for PO PO003523,504,504,323.34,162963.36
19336,3523,12,Item for PO PO003523,698,698,24.16,16863.68
19337,3523,34,Item for PO PO003523,680,680,184.94,125759.2
19338,3523,12,Item for PO PO003523,563,563,337.76,190158.88
19339,3523,11,Item for PO PO003523,259,259,432.12,111919.08
19340,3523,13,Item for PO PO003523,435,435,108.45,47175.75
19341,3524,50,Item for PO PO003524,290,15,473.77,137393.3
19342,3524,54,Item for PO PO003524,200,73,384.62,76924.0
19343,3524,39,Item for PO PO003524,772,339,50.27,38808.44
19344,3524,5,Item for PO PO003524,752,212,397.28,298754.56
19345,3524,12,Item for PO PO003524,567,68,51.87,29410.29
19346,3524,42,Item for PO PO003524,257,0,350.98,90201.86
19347,3525,54,Item for PO PO003525,753,693,498.96,375716.88
19348,3525,33,Item for PO PO003525,312,15,297.04,92676.48
19349,3525,53,Item for PO PO003525,833,631,434.62,362038.46
19350,3525,58,Item for PO PO003525,433,178,463.72,200790.76
19351,3525,27,Item for PO PO003525,612,445,425.6,260467.2
19352,3526,5,Item for PO PO003526,747,73,341.28,254936.16
19353,3526,61,Item for PO PO003526,829,762,440.67,365315.43
19354,3526,32,Item for PO PO003526,566,90,363.2,205571.2
19355,3527,41,Item for PO PO003527,240,175,144.06,34574.4
19356,3527,34,Item for PO PO003527,227,97,409.24,92897.48
19357,3527,34,Item for PO PO003527,50,22,424.82,21241.0
19358,3528,42,Item for PO PO003528,182,182,410.05,74629.1
19359,3528,8,Item for PO PO003528,898,898,59.22,53179.56
19360,3528,59,Item for PO PO003528,65,65,46.76,3039.4
19361,3528,15,Item for PO PO003528,851,851,252.13,214562.63
19362,3528,14,Item for PO PO003528,331,331,455.74,150849.94
19363,3528,5,Item for PO PO003528,934,934,129.37,120831.58
19364,3529,34,Item for PO PO003529,759,759,43.9,33320.1
19365,3529,34,Item for PO PO003529,521,521,214.06,111525.26
19366,3529,22,Item for PO PO003529,287,287,344.96,99003.52
19367,3529,40,Item for PO PO003529,335,335,266.39,89240.65
19368,3529,55,Item for PO PO003529,65,65,149.86,9740.9
19369,3529,23,Item for PO PO003529,594,594,231.55,137540.7
19370,3529,50,Item for PO PO003529,143,143,82.97,11864.71
19371,3530,5,Item for PO PO003530,393,369,388.52,152688.36
19372,3530,15,Item for PO PO003530,249,1,400.82,99804.18
19373,3530,39,Item for PO PO003530,349,102,16.77,5852.73
19374,3530,57,Item for PO PO003530,948,47,497.86,471971.28
19375,3530,31,Item for PO PO003530,32,17,437.32,13994.24
19376,3530,45,Item for PO PO003530,538,103,293.94,158139.72
19377,3530,5,Item for PO PO003530,696,172,303.05,210922.8
19378,3531,2,Item for PO PO003531,62,37,39.76,2465.12
19379,3531,54,Item for PO PO003531,548,235,265.16,145307.68
19380,3531,8,Item for PO PO003531,520,428,460.98,239709.6
19381,3531,28,Item for PO PO003531,258,89,392.66,101306.28
19382,3531,31,Item for PO PO003531,527,443,284.48,149920.96
19383,3531,53,Item for PO PO003531,392,196,440.13,172530.96
19384,3532,3,Item for PO PO003532,873,421,401.15,350203.95
19385,3532,33,Item for PO PO003532,65,0,187.11,12162.15
19386,3532,6,Item for PO PO003532,723,385,349.51,252695.73
19387,3532,16,Item for PO PO003532,324,93,403.04,130584.96
19388,3532,23,Item for PO PO003532,45,7,283.25,12746.25
19389,3532,26,Item for PO PO003532,547,489,235.54,128840.38
19390,3532,34,Item for PO PO003532,825,195,469.93,387692.25
19391,3532,57,Item for PO PO003532,894,783,236.04,211019.76
19392,3532,61,Item for PO PO003532,790,65,327.88,259025.2
19393,3532,20,Item for PO PO003532,874,820,51.32,44853.68
19394,3533,54,Item for PO PO003533,296,296,46.3,13704.8
19395,3533,55,Item for PO PO003533,666,666,134.14,89337.24
19396,3533,14,Item for PO PO003533,242,242,146.18,35375.56
19397,3533,26,Item for PO PO003533,488,488,23.53,11482.64
19398,3533,27,Item for PO PO003533,598,598,341.59,204270.82
19399,3533,42,Item for PO PO003533,375,375,357.75,134156.25
19400,3533,18,Item for PO PO003533,489,489,250.21,122352.69
19401,3533,16,Item for PO PO003533,423,423,305.68,129302.64
19402,3534,31,Item for PO PO003534,191,191,293.03,55968.73
19403,3534,23,Item for PO PO003534,112,112,349.98,39197.76
19404,3534,2,Item for PO PO003534,350,350,462.02,161707.0
19405,3534,52,Item for PO PO003534,210,210,388.79,81645.9
19406,3534,39,Item for PO PO003534,362,362,123.58,44735.96
19407,3534,44,Item for PO PO003534,809,809,291.54,235855.86
19408,3534,20,Item for PO PO003534,927,927,51.41,47657.07
19409,3534,40,Item for PO PO003534,24,24,382.87,9188.88
19410,3534,54,Item for PO PO003534,698,698,255.54,178366.92
19411,3535,11,Item for PO PO003535,50,30,410.13,20506.5
19412,3535,12,Item for PO PO003535,427,322,358.09,152904.43
19413,3535,42,Item for PO PO003535,215,78,308.72,66374.8
19414,3535,38,Item for PO PO003535,788,434,496.82,391494.16
19415,3535,24,Item for PO PO003535,572,114,278.81,159479.32
19416,3535,16,Item for PO PO003535,823,22,237.66,195594.18
19417,3535,31,Item for PO PO003535,241,190,192.35,46356.35
19418,3535,56,Item for PO PO003535,554,403,160.17,88734.18
19419,3535,63,Item for PO PO003535,130,7,288.61,37519.3
19420,3536,21,Item for PO PO003536,894,517,452.44,404481.36
19421,3536,23,Item for PO PO003536,227,34,428.17,97194.59
19422,3536,59,Item for PO PO003536,47,33,116.92,5495.24
19423,3536,16,Item for PO PO003536,532,318,411.35,218838.2
19424,3536,3,Item for PO PO003536,463,317,199.2,92229.6
19425,3536,15,Item for PO PO003536,679,562,73.68,50028.72
19426,3536,25,Item for PO PO003536,834,187,445.1,371213.4
19427,3536,34,Item for PO PO003536,50,12,499.52,24976.0
19428,3536,53,Item for PO PO003536,827,534,445.24,368213.48
19429,3536,63,Item for PO PO003536,465,6,117.93,54837.45
19430,3537,2,Item for PO PO003537,172,172,218.05,37504.6
19431,3537,54,Item for PO PO003537,76,76,478.19,36342.44
19432,3537,28,Item for PO PO003537,96,96,55.85,5361.6
19433,3538,59,Item for PO PO003538,311,253,438.19,136277.09
19434,3538,2,Item for PO PO003538,811,157,237.98,193001.78
19435,3538,44,Item for PO PO003538,876,362,460.28,403205.28
19436,3538,61,Item for PO PO003538,902,462,340.57,307194.14
19437,3538,40,Item for PO PO003538,763,276,304.56,232379.28
19438,3538,29,Item for PO PO003538,641,259,28.52,18281.32
19439,3539,59,Item for PO PO003539,293,152,380.41,111460.13
19440,3539,47,Item for PO PO003539,796,105,360.03,286583.88
19441,3539,47,Item for PO PO003539,611,123,168.13,102727.43
19442,3539,4,Item for PO PO003539,246,212,450.13,110731.98
19443,3539,38,Item for PO PO003539,254,173,76.39,19403.06
19444,3539,60,Item for PO PO003539,673,587,443.12,298219.76
19445,3540,37,Item for PO PO003540,334,244,288.36,96312.24
19446,3541,30,Item for PO PO003541,170,170,318.72,54182.4
19447,3541,20,Item for PO PO003541,944,944,308.29,291025.76
19448,3541,53,Item for PO PO003541,204,204,134.96,27531.84
19449,3541,50,Item for PO PO003541,99,99,297.0,29403.0
19450,3541,54,Item for PO PO003541,465,465,150.18,69833.7
19451,3542,2,Item for PO PO003542,927,927,383.93,355903.11
19452,3542,33,Item for PO PO003542,57,57,335.13,19102.41
19453,3542,17,Item for PO PO003542,715,715,306.95,219469.25
19454,3542,26,Item for PO PO003542,682,682,379.76,258996.32
19455,3542,51,Item for PO PO003542,257,257,241.86,62158.02
19456,3542,36,Item for PO PO003542,453,453,195.09,88375.77
19457,3542,14,Item for PO PO003542,388,388,285.22,110665.36
19458,3542,33,Item for PO PO003542,576,576,110.08,63406.08
19459,3542,64,Item for PO PO003542,505,505,144.28,72861.4
19460,3542,63,Item for PO PO003542,888,888,451.93,401313.84
19461,3543,31,Item for PO PO003543,186,72,200.66,37322.76
19462,3543,52,Item for PO PO003543,196,61,348.56,68317.76
19463,3543,56,Item for PO PO003543,346,330,211.58,73206.68
19464,3543,50,Item for PO PO003543,161,28,175.43,28244.23
19465,3543,13,Item for PO PO003543,541,539,173.99,94128.59
19466,3543,51,Item for PO PO003543,393,186,32.21,12658.53
19467,3543,47,Item for PO PO003543,886,870,26.49,23470.14
19468,3543,51,Item for PO PO003543,507,187,341.12,172947.84
19469,3543,32,Item for PO PO003543,668,612,251.07,167714.76
19470,3543,52,Item for PO PO003543,903,628,479.34,432844.02
19471,3544,57,Item for PO PO003544,601,601,212.27,127574.27
19472,3544,10,Item for PO PO003544,653,653,49.61,32395.33
19473,3545,8,Item for PO PO003545,438,152,245.39,107480.82
19474,3545,28,Item for PO PO003545,903,51,303.82,274349.46
19475,3545,63,Item for PO PO003545,694,227,380.48,264053.12
19476,3545,7,Item for PO PO003545,666,230,348.26,231941.16
19477,3545,21,Item for PO PO003545,943,387,65.11,61398.73
19478,3545,42,Item for PO PO003545,707,52,361.29,255432.03
19479,3546,48,Item for PO PO003546,85,70,207.69,17653.65
19480,3546,37,Item for PO PO003546,654,483,42.33,27683.82
19481,3546,63,Item for PO PO003546,412,164,27.15,11185.8
19482,3546,14,Item for PO PO003546,160,60,21.52,3443.2
19483,3546,53,Item for PO PO003546,441,368,150.93,66560.13
19484,3546,50,Item for PO PO003546,57,6,459.64,26199.48
19485,3546,43,Item for PO PO003546,361,294,104.69,37793.09
19486,3547,49,Item for PO PO003547,175,175,57.7,10097.5
19487,3547,3,Item for PO PO003547,879,879,83.67,73545.93
19488,3547,45,Item for PO PO003547,86,86,150.53,12945.58
19489,3547,49,Item for PO PO003547,712,712,391.55,278783.6
19490,3547,7,Item for PO PO003547,139,139,413.6,57490.4
19491,3548,12,Item for PO PO003548,331,331,450.32,149055.92
19492,3548,46,Item for PO PO003548,125,125,141.92,17740.0
19493,3548,43,Item for PO PO003548,434,434,288.4,125165.6
19494,3548,51,Item for PO PO003548,35,35,256.76,8986.6
19495,3548,64,Item for PO PO003548,701,701,177.03,124098.03
19496,3548,13,Item for PO PO003548,740,740,414.28,306567.2
19497,3548,21,Item for PO PO003548,459,459,155.66,71447.94
19498,3549,61,Item for PO PO003549,586,586,190.78,111797.08
19499,3549,49,Item for PO PO003549,51,51,81.1,4136.1
19500,3549,26,Item for PO PO003549,410,410,259.25,106292.5
19501,3549,9,Item for PO PO003549,82,82,220.21,18057.22
19502,3549,21,Item for PO PO003549,902,902,191.09,172363.18
19503,3549,29,Item for PO PO003549,214,214,262.59,56194.26
19504,3549,9,Item for PO PO003549,245,245,24.01,5882.45
19505,3550,64,Item for PO PO003550,487,487,139.21,67795.27
19506,3550,54,Item for PO PO003550,443,443,170.88,75699.84
19507,3550,43,Item for PO PO003550,343,343,261.86,89817.98
19508,3550,34,Item for PO PO003550,638,638,208.7,133150.6
19509,3550,34,Item for PO PO003550,810,810,434.88,352252.8
19510,3550,47,Item for PO PO003550,897,897,404.01,362396.97
19511,3550,58,Item for PO PO003550,606,606,51.98,31499.88
19512,3550,40,Item for PO PO003550,371,371,36.69,13611.99
19513,3550,27,Item for PO PO003550,401,401,496.84,199232.84
19514,3550,64,Item for PO PO003550,987,987,17.03,16808.61
19515,3551,37,Item for PO PO003551,747,747,77.01,57526.47
19516,3551,8,Item for PO PO003551,870,870,223.19,194175.3
19517,3551,22,Item for PO PO003551,397,397,445.49,176859.53
19518,3551,62,Item for PO PO003551,939,939,415.46,390116.94
19519,3551,6,Item for PO PO003551,510,510,475.85,242683.5
19520,3551,36,Item for PO PO003551,99,99,367.96,36428.04
19521,3551,17,Item for PO PO003551,755,755,202.59,152955.45
19522,3551,16,Item for PO PO003551,272,272,332.05,90317.6
19523,3551,58,Item for PO PO003551,771,771,91.31,70400.01
19524,3552,21,Item for PO PO003552,536,383,303.15,162488.4
19525,3552,15,Item for PO PO003552,83,77,411.01,34113.83
19526,3552,45,Item for PO PO003552,692,510,286.19,198043.48
19527,3552,42,Item for PO PO003552,360,135,466.66,167997.6
19528,3552,10,Item for PO PO003552,268,9,202.14,54173.52
19529,3552,55,Item for PO PO003552,876,46,420.18,368077.68
19530,3552,18,Item for PO PO003552,233,137,400.69,93360.77
19531,3552,48,Item for PO PO003552,969,912,132.94,128818.86
19532,3553,5,Item for PO PO003553,752,264,111.29,83690.08
19533,3553,27,Item for PO PO003553,771,633,116.15,89551.65
19534,3553,39,Item for PO PO003553,740,602,204.71,151485.4
19535,3553,24,Item for PO PO003553,166,120,399.57,66328.62
19536,3553,26,Item for PO PO003553,371,335,404.95,150236.45
19537,3554,62,Item for PO PO003554,622,114,484.17,301153.74
19538,3554,46,Item for PO PO003554,198,52,10.83,2144.34
19539,3554,44,Item for PO PO003554,691,414,107.51,74289.41
19540,3554,20,Item for PO PO003554,464,422,441.9,205041.6
19541,3554,51,Item for PO PO003554,934,652,202.27,188920.18
19542,3554,23,Item for PO PO003554,146,1,84.16,12287.36
19543,3554,48,Item for PO PO003554,467,430,47.63,22243.21
19544,3554,42,Item for PO PO003554,49,36,170.85,8371.65
19545,3555,15,Item for PO PO003555,548,424,122.75,67267.0
19546,3555,12,Item for PO PO003555,523,32,131.24,68638.52
19547,3555,31,Item for PO PO003555,403,51,234.76,94608.28
19548,3555,37,Item for PO PO003555,934,224,438.21,409288.14
19549,3555,17,Item for PO PO003555,554,510,281.25,155812.5
19550,3555,36,Item for PO PO003555,975,803,208.94,203716.5
19551,3556,36,Item for PO PO003556,206,1,265.08,54606.48
19552,3556,23,Item for PO PO003556,440,118,298.25,131230.0
19553,3556,3,Item for PO PO003556,832,697,127.08,105730.56
19554,3556,53,Item for PO PO003556,998,613,309.27,308651.46
19555,3556,52,Item for PO PO003556,679,522,214.26,145482.54
19556,3557,12,Item for PO PO003557,397,292,197.29,78324.13
19557,3557,22,Item for PO PO003557,277,41,93.58,25921.66
19558,3557,25,Item for PO PO003557,438,259,134.57,58941.66
19559,3557,2,Item for PO PO003557,795,632,276.41,219745.95
19560,3557,38,Item for PO PO003557,585,424,239.64,140189.4
19561,3558,15,Item for PO PO003558,688,116,63.66,43798.08
19562,3558,6,Item for PO PO003558,599,258,465.56,278870.44
19563,3558,61,Item for PO PO003558,154,154,459.38,70744.52
19564,3558,51,Item for PO PO003558,509,501,109.46,55715.14
19565,3558,41,Item for PO PO003558,305,157,312.07,95181.35
19566,3558,41,Item for PO PO003558,279,178,303.42,84654.18
19567,3558,56,Item for PO PO003558,376,125,210.65,79204.4
19568,3558,44,Item for PO PO003558,604,601,30.27,18283.08
19569,3558,53,Item for PO PO003558,167,72,346.15,57807.05
19570,3558,17,Item for PO PO003558,145,39,214.66,31125.7
19571,3559,21,Item for PO PO003559,575,182,68.04,39123.0
19572,3559,63,Item for PO PO003559,592,7,494.07,292489.44
19573,3559,24,Item for PO PO003559,738,682,473.15,349184.7
19574,3559,17,Item for PO PO003559,585,210,356.28,208423.8
19575,3559,42,Item for PO PO003559,650,477,83.55,54307.5
19576,3559,24,Item for PO PO003559,66,0,210.94,13922.04
19577,3559,31,Item for PO PO003559,745,361,448.07,333812.15
19578,3559,58,Item for PO PO003559,135,113,364.3,49180.5
19579,3559,45,Item for PO PO003559,865,705,47.8,41347.0
19580,3559,43,Item for PO PO003559,801,200,22.16,17750.16
19581,3560,18,Item for PO PO003560,462,240,371.44,171605.28
19582,3560,43,Item for PO PO003560,545,93,294.84,160687.8
19583,3560,1,Item for PO PO003560,467,167,251.65,117520.55
19584,3560,2,Item for PO PO003560,179,178,331.33,59308.07
19585,3560,10,Item for PO PO003560,927,180,446.88,414257.76
19586,3561,43,Item for PO PO003561,920,920,166.82,153474.4
19587,3561,25,Item for PO PO003561,34,34,51.91,1764.94
19588,3561,12,Item for PO PO003561,831,831,453.02,376459.62
19589,3562,49,Item for PO PO003562,14,14,138.46,1938.44
19590,3562,53,Item for PO PO003562,914,914,316.9,289646.6
19591,3562,4,Item for PO PO003562,983,983,225.05,221224.15
19592,3562,53,Item for PO PO003562,336,336,58.8,19756.8
19593,3563,51,Item for PO PO003563,896,291,354.06,317237.76
19594,3563,53,Item for PO PO003563,114,84,298.98,34083.72
19595,3563,57,Item for PO PO003563,520,306,341.55,177606.0
19596,3564,57,Item for PO PO003564,774,774,81.49,63073.26
19597,3564,36,Item for PO PO003564,873,873,148.88,129972.24
19598,3564,14,Item for PO PO003564,843,843,133.74,112742.82
19599,3564,51,Item for PO PO003564,628,628,241.14,151435.92
19600,3564,48,Item for PO PO003564,885,885,481.31,425959.35
19601,3564,9,Item for PO PO003564,808,808,218.13,176249.04
19602,3564,41,Item for PO PO003564,546,546,230.75,125989.5
19603,3564,34,Item for PO PO003564,654,654,210.79,137856.66
19604,3564,31,Item for PO PO003564,872,872,212.73,185500.56
19605,3565,39,Item for PO PO003565,432,432,463.75,200340.0
19606,3565,18,Item for PO PO003565,66,66,372.15,24561.9
19607,3565,7,Item for PO PO003565,107,107,33.81,3617.67
19608,3566,2,Item for PO PO003566,830,830,187.32,155475.6
19609,3566,29,Item for PO PO003566,664,664,86.37,57349.68
19610,3566,54,Item for PO PO003566,964,964,41.99,40478.36
19611,3566,9,Item for PO PO003566,923,923,11.08,10226.84
19612,3567,9,Item for PO PO003567,342,314,114.11,39025.62
19613,3567,48,Item for PO PO003567,324,17,10.64,3447.36
19614,3567,18,Item for PO PO003567,458,311,281.39,128876.62
19615,3567,12,Item for PO PO003567,850,55,369.77,314304.5
19616,3567,56,Item for PO PO003567,138,90,345.54,47684.52
19617,3567,4,Item for PO PO003567,333,300,449.2,149583.6
19618,3567,25,Item for PO PO003567,355,184,26.72,9485.6
19619,3567,54,Item for PO PO003567,563,15,61.46,34601.98
19620,3567,22,Item for PO PO003567,680,661,178.13,121128.4
19621,3567,29,Item for PO PO003567,891,871,227.1,202346.1
19622,3568,61,Item for PO PO003568,980,696,197.44,193491.2
19623,3568,38,Item for PO PO003568,710,529,20.69,14689.9
19624,3568,11,Item for PO PO003568,148,139,337.53,49954.44
19625,3568,33,Item for PO PO003568,306,75,417.6,127785.6
19626,3568,5,Item for PO PO003568,871,817,479.2,417383.2
19627,3569,21,Item for PO PO003569,126,126,333.79,42057.54
19628,3569,28,Item for PO PO003569,816,816,485.86,396461.76
19629,3569,20,Item for PO PO003569,830,830,323.43,268446.9
19630,3569,21,Item for PO PO003569,271,271,387.56,105028.76
19631,3569,12,Item for PO PO003569,208,208,401.33,83476.64
19632,3569,62,Item for PO PO003569,941,941,463.48,436134.68
19633,3569,22,Item for PO PO003569,146,146,115.27,16829.42
19634,3569,47,Item for PO PO003569,403,403,22.67,9136.01
19635,3569,9,Item for PO PO003569,61,61,334.4,20398.4
19636,3570,28,Item for PO PO003570,342,57,408.93,139854.06
19637,3570,39,Item for PO PO003570,98,72,352.03,34498.94
19638,3570,31,Item for PO PO003570,364,278,147.6,53726.4
19639,3570,46,Item for PO PO003570,936,463,217.54,203617.44
19640,3570,22,Item for PO PO003570,349,211,69.35,24203.15
19641,3570,20,Item for PO PO003570,112,56,416.11,46604.32
19642,3571,23,Item for PO PO003571,804,173,81.72,65702.88
19643,3571,18,Item for PO PO003571,915,871,165.57,151496.55
19644,3571,33,Item for PO PO003571,343,269,215.47,73906.21
19645,3571,16,Item for PO PO003571,784,523,441.9,346449.6
19646,3571,38,Item for PO PO003571,440,220,498.52,219348.8
19647,3571,49,Item for PO PO003571,134,75,21.32,2856.88
19648,3571,10,Item for PO PO003571,406,216,335.62,136261.72
19649,3571,64,Item for PO PO003571,375,349,309.71,116141.25
19650,3571,32,Item for PO PO003571,696,276,409.93,285311.28
19651,3571,30,Item for PO PO003571,387,338,261.11,101049.57
19652,3572,24,Item for PO PO003572,112,89,360.98,40429.76
19653,3572,49,Item for PO PO003572,907,255,241.13,218704.91
19654,3572,50,Item for PO PO003572,197,86,393.02,77424.94
19655,3572,46,Item for PO PO003572,936,568,429.13,401665.68
19656,3573,40,Item for PO PO003573,112,112,55.43,6208.16
19657,3573,62,Item for PO PO003573,485,485,370.89,179881.65
19658,3574,52,Item for PO PO003574,289,20,248.58,71839.62
19659,3574,60,Item for PO PO003574,621,506,370.02,229782.42
19660,3574,56,Item for PO PO003574,399,140,465.83,185866.17
19661,3574,23,Item for PO PO003574,796,485,112.82,89804.72
19662,3575,12,Item for PO PO003575,366,101,12.66,4633.56
19663,3575,8,Item for PO PO003575,681,470,24.56,16725.36
19664,3575,62,Item for PO PO003575,681,135,408.43,278140.83
19665,3575,37,Item for PO PO003575,213,72,253.25,53942.25
19666,3575,24,Item for PO PO003575,469,93,173.3,81277.7
19667,3576,17,Item for PO PO003576,164,81,83.94,13766.16
19668,3576,23,Item for PO PO003576,429,337,476.66,204487.14
19669,3576,62,Item for PO PO003576,416,99,482.97,200915.52
19670,3577,53,Item for PO PO003577,534,230,120.23,64202.82
19671,3577,3,Item for PO PO003577,464,0,417.7,193812.8
19672,3577,7,Item for PO PO003577,103,35,355.83,36650.49
19673,3577,46,Item for PO PO003577,472,289,214.59,101286.48
19674,3577,35,Item for PO PO003577,236,93,139.94,33025.84
19675,3577,42,Item for PO PO003577,289,41,218.3,63088.7
19676,3577,14,Item for PO PO003577,444,341,166.04,73721.76
19677,3578,52,Item for PO PO003578,709,709,157.29,111518.61
19678,3578,14,Item for PO PO003578,642,642,134.39,86278.38
19679,3578,26,Item for PO PO003578,351,351,124.39,43660.89
19680,3578,55,Item for PO PO003578,838,838,96.19,80607.22
19681,3578,6,Item for PO PO003578,786,786,251.93,198016.98
19682,3578,51,Item for PO PO003578,976,976,191.91,187304.16
19683,3578,14,Item for PO PO003578,613,613,12.18,7466.34
19684,3578,41,Item for PO PO003578,740,740,272.82,201886.8
19685,3579,30,Item for PO PO003579,183,61,251.36,45998.88
19686,3579,34,Item for PO PO003579,405,253,243.55,98637.75
19687,3580,3,Item for PO PO003580,863,262,120.22,103749.86
19688,3580,16,Item for PO PO003580,227,116,191.79,43536.33
19689,3580,48,Item for PO PO003580,108,53,43.51,4699.08
19690,3580,5,Item for PO PO003580,442,224,158.19,69919.98
19691,3580,58,Item for PO PO003580,976,238,437.51,427009.76
19692,3580,28,Item for PO PO003580,99,55,349.41,34591.59
19693,3580,42,Item for PO PO003580,88,64,166.87,14684.56
19694,3580,64,Item for PO PO003580,162,5,169.11,27395.82
19695,3580,47,Item for PO PO003580,190,171,276.1,52459.0
19696,3581,27,Item for PO PO003581,121,65,215.66,26094.86
19697,3581,27,Item for PO PO003581,385,213,359.66,138469.1
19698,3581,12,Item for PO PO003581,101,33,162.28,16390.28
19699,3582,21,Item for PO PO003582,870,495,78.31,68129.7
19700,3582,24,Item for PO PO003582,698,565,50.09,34962.82
19701,3582,45,Item for PO PO003582,677,325,351.43,237918.11
19702,3582,39,Item for PO PO003582,910,859,292.14,265847.4
19703,3582,59,Item for PO PO003582,621,489,401.18,249132.78
