complaint_id,complaint_reference,customer_key,customer_type,category,channel,received_date,acknowledged_date,resolved_date,outcome,compensation_amount,escalated_to_ombudsman,root_cause
585,CMP000585,256,Consumer,Pricing,Email,2022-07-06,2022-07-08,2022-08-07,Withdrawn,0.0,False,Customer Misunderstanding
871,CMP000871,2909,Consumer,Privacy,Regulator,2022-07-06,2022-07-08,,Pending,0.0,False,
6614,CMP006614,3652,Consumer,Network Coverage,Ombudsman,2022-07-06,2022-07-07,2022-08-01,Withdrawn,0.0,False,System Error
3473,CMP003473,966,B2B,Billing,Phone,2022-07-06,2022-07-07,2022-07-12,Not Upheld,0.0,False,Staff Error
5280,CMP005280,3301,Consumer,Billing,Regulator,2022-07-07,2022-07-09,2022-07-13,Upheld,289.68,False,Policy Gap
11558,CMP011558,3492,Consumer,Privacy,Ombudsman,2022-07-07,2022-07-07,2022-08-18,Withdrawn,0.0,False,Staff Error
16758,CMP016758,3147,Consumer,Billing,Letter,2022-07-07,2022-07-09,2022-08-13,Not Upheld,0.0,False,Staff Error
4725,CMP004725,3748,Consumer,Privacy,Ombudsman,2022-07-07,2022-07-08,2022-07-13,Upheld,380.78,False,Process Failure
4937,CMP004937,627,B2B,Contract Terms,Regulator,2022-07-07,2022-07-09,2022-08-10,Withdrawn,0.0,False,Process Failure
2070,CMP002070,930,Consumer,Customer Service,Ombudsman,2022-07-07,2022-07-08,,Pending,0.0,False,
11086,CMP011086,578,Consumer,Network Coverage,Email,2022-07-07,2022-07-08,2022-08-28,Withdrawn,0.0,False,Customer Misunderstanding
15364,CMP015364,2620,Consumer,Privacy,Social Media,2022-07-07,2022-07-08,2022-07-21,Not Upheld,0.0,False,Staff Error
13523,CMP013523,69,B2B,Contract Terms,Social Media,2022-07-07,2022-07-08,2022-08-12,Not Upheld,0.0,False,Policy Gap
15633,CMP015633,3612,Consumer,Service Quality,Social Media,2022-07-07,2022-07-07,2022-07-20,Partially Upheld,396.83,False,System Error
15079,CMP015079,2175,Consumer,Pricing,Regulator,2022-07-07,2022-07-08,2022-08-11,Partially Upheld,157.62,False,Staff Error
6870,CMP006870,1858,Consumer,Contract Terms,Social Media,2022-07-07,2022-07-09,2022-08-15,Not Upheld,0.0,False,Policy Gap
1907,CMP001907,2497,Consumer,Pricing,Phone,2022-07-07,2022-07-09,2022-08-27,Upheld,486.67,False,Process Failure
6582,CMP006582,1972,Consumer,Service Quality,Ombudsman,2022-07-08,2022-07-10,2022-07-24,Withdrawn,0.0,False,Process Failure
6291,CMP006291,4093,Consumer,Billing,Phone,2022-07-08,2022-07-09,2022-07-25,Withdrawn,0.0,False,Staff Error
11711,CMP011711,701,Consumer,Network Coverage,Regulator,2022-07-08,2022-07-08,,Pending,0.0,False,
2717,CMP002717,3528,Consumer,Contract Terms,Social Media,2022-07-08,2022-07-08,,Pending,0.0,True,
10299,CMP010299,420,B2B,Sales Practice,Ombudsman,2022-07-08,2022-07-10,,Pending,0.0,False,
4279,CMP004279,1020,Consumer,Billing,Ombudsman,2022-07-08,2022-07-09,2022-08-28,Partially Upheld,268.14,False,Policy Gap
5330,CMP005330,2902,Consumer,Sales Practice,Phone,2022-07-08,2022-07-09,2022-08-12,Not Upheld,0.0,False,Process Failure
1560,CMP001560,2857,Consumer,Billing,Letter,2022-07-08,2022-07-09,2022-07-19,Not Upheld,0.0,False,Staff Error
16419,CMP016419,2348,Consumer,Privacy,Regulator,2022-07-08,2022-07-10,2022-07-15,Partially Upheld,375.48,True,Policy Gap
18067,CMP018067,1662,Consumer,Pricing,Social Media,2022-07-08,2022-07-09,2022-07-23,Upheld,104.56,False,Policy Gap
10977,CMP010977,1371,Consumer,Customer Service,Letter,2022-07-08,2022-07-08,2022-07-30,Partially Upheld,168.64,False,Customer Misunderstanding
19067,CMP019067,4236,Consumer,Billing,Regulator,2022-07-08,2022-07-10,,Pending,0.0,False,
17038,CMP017038,3212,Consumer,Service Quality,Letter,2022-07-08,2022-07-09,2022-08-05,Upheld,421.75,False,Policy Gap
11272,CMP011272,1489,Consumer,Contract Terms,Phone,2022-07-08,2022-07-08,2022-08-28,Withdrawn,0.0,False,Policy Gap
9519,CMP009519,3906,Consumer,Service Quality,Regulator,2022-07-09,2022-07-09,2022-08-12,Withdrawn,0.0,False,Staff Error
1444,CMP001444,4456,Consumer,Service Quality,Ombudsman,2022-07-09,2022-07-09,2022-08-11,Upheld,96.4,False,Customer Misunderstanding
17077,CMP017077,3514,Consumer,Contract Terms,Regulator,2022-07-09,2022-07-11,2022-08-03,Upheld,356.8,False,Process Failure
8657,CMP008657,4451,Consumer,Pricing,Regulator,2022-07-09,2022-07-10,2022-07-18,Partially Upheld,457.91,False,System Error
1269,CMP001269,3973,Consumer,Service Quality,Email,2022-07-09,2022-07-11,,Pending,0.0,False,
7675,CMP007675,3171,Consumer,Service Quality,Letter,2022-07-09,2022-07-11,2022-07-27,Withdrawn,0.0,False,Policy Gap
9287,CMP009287,1793,Consumer,Customer Service,Social Media,2022-07-09,2022-07-11,2022-07-16,Not Upheld,0.0,False,Customer Misunderstanding
2815,CMP002815,1895,Consumer,Customer Service,Ombudsman,2022-07-09,2022-07-09,2022-08-27,Upheld,227.57,False,Process Failure
13345,CMP013345,2549,Consumer,Sales Practice,Regulator,2022-07-09,2022-07-09,2022-08-25,Not Upheld,0.0,False,System Error
6328,CMP006328,169,B2B,Pricing,Social Media,2022-07-09,2022-07-11,2022-08-18,Not Upheld,0.0,False,Customer Misunderstanding
19849,CMP019849,528,B2B,Privacy,Email,2022-07-09,2022-07-11,2022-08-30,Upheld,27.49,False,Staff Error
17465,CMP017465,4872,Consumer,Service Quality,Letter,2022-07-09,2022-07-11,2022-08-05,Withdrawn,0.0,False,Staff Error
4033,CMP004033,4036,Consumer,Service Quality,Email,2022-07-09,2022-07-11,2022-07-31,Not Upheld,0.0,False,Policy Gap
6976,CMP006976,110,Consumer,Billing,Email,2022-07-09,2022-07-11,,Pending,0.0,False,
12517,CMP012517,230,Consumer,Billing,Email,2022-07-09,2022-07-11,2022-07-26,Partially Upheld,260.91,False,System Error
9866,CMP009866,125,B2B,Network Coverage,Regulator,2022-07-10,2022-07-10,2022-08-05,Partially Upheld,8.39,False,System Error
13051,CMP013051,693,Consumer,Network Coverage,Letter,2022-07-10,2022-07-10,2022-08-20,Not Upheld,0.0,False,System Error
7111,CMP007111,189,B2B,Service Quality,Phone,2022-07-10,2022-07-12,2022-08-21,Partially Upheld,34.97,False,Policy Gap
11371,CMP011371,711,B2B,Service Quality,Ombudsman,2022-07-10,2022-07-11,,Pending,0.0,False,
2487,CMP002487,166,B2B,Sales Practice,Social Media,2022-07-10,2022-07-11,2022-07-24,Withdrawn,0.0,False,System Error
6387,CMP006387,24,Consumer,Contract Terms,Ombudsman,2022-07-10,2022-07-11,,Pending,0.0,False,
17872,CMP017872,4947,Consumer,Contract Terms,Phone,2022-07-10,2022-07-11,2022-08-02,Upheld,371.81,False,Process Failure
841,CMP000841,321,B2B,Network Coverage,Ombudsman,2022-07-11,2022-07-13,2022-07-19,Not Upheld,0.0,False,Customer Misunderstanding
17483,CMP017483,3188,Consumer,Contract Terms,Phone,2022-07-11,2022-07-12,,Pending,0.0,False,
2011,CMP002011,1684,Consumer,Service Quality,Email,2022-07-11,2022-07-13,,Pending,0.0,False,
5819,CMP005819,945,B2B,Pricing,Regulator,2022-07-11,2022-07-13,,Pending,0.0,False,
11766,CMP011766,2768,Consumer,Sales Practice,Phone,2022-07-11,2022-07-13,2022-07-20,Partially Upheld,144.17,False,Staff Error
15818,CMP015818,923,Consumer,Service Quality,Email,2022-07-11,2022-07-11,2022-07-25,Not Upheld,0.0,False,System Error
16937,CMP016937,3885,Consumer,Service Quality,Social Media,2022-07-11,2022-07-11,2022-09-04,Withdrawn,0.0,False,Customer Misunderstanding
8361,CMP008361,3665,Consumer,Privacy,Phone,2022-07-11,2022-07-12,2022-08-20,Not Upheld,0.0,False,Customer Misunderstanding
10512,CMP010512,3713,Consumer,Service Quality,Email,2022-07-11,2022-07-12,2022-08-08,Not Upheld,0.0,False,Customer Misunderstanding
4272,CMP004272,2086,Consumer,Pricing,Social Media,2022-07-11,2022-07-12,2022-08-14,Withdrawn,0.0,False,Policy Gap
2472,CMP002472,1783,Consumer,Service Quality,Letter,2022-07-12,2022-07-14,2022-07-21,Partially Upheld,113.66,False,System Error
17500,CMP017500,833,B2B,Contract Terms,Letter,2022-07-12,2022-07-14,2022-08-02,Partially Upheld,380.52,False,Customer Misunderstanding
4759,CMP004759,3201,Consumer,Privacy,Social Media,2022-07-12,2022-07-13,2022-08-31,Withdrawn,0.0,False,Process Failure
9258,CMP009258,3092,Consumer,Sales Practice,Letter,2022-07-12,2022-07-13,2022-09-05,Withdrawn,0.0,False,Customer Misunderstanding
12624,CMP012624,3863,Consumer,Privacy,Ombudsman,2022-07-12,2022-07-12,2022-09-04,Partially Upheld,161.69,False,Policy Gap
11453,CMP011453,230,B2B,Service Quality,Social Media,2022-07-12,2022-07-12,,Pending,0.0,False,
7536,CMP007536,2117,Consumer,Service Quality,Phone,2022-07-12,2022-07-14,2022-07-29,Partially Upheld,10.29,False,Process Failure
14164,CMP014164,3668,Consumer,Sales Practice,Phone,2022-07-12,2022-07-12,,Pending,0.0,False,
10034,CMP010034,1280,Consumer,Contract Terms,Regulator,2022-07-12,2022-07-14,2022-08-15,Upheld,88.7,False,System Error
1071,CMP001071,4231,Consumer,Billing,Letter,2022-07-12,2022-07-13,,Pending,0.0,False,
18211,CMP018211,4523,Consumer,Billing,Letter,2022-07-12,2022-07-14,2022-08-09,Withdrawn,0.0,True,Policy Gap
4389,CMP004389,4026,Consumer,Contract Terms,Email,2022-07-12,2022-07-13,2022-08-16,Partially Upheld,329.25,False,System Error
6842,CMP006842,4192,Consumer,Contract Terms,Letter,2022-07-12,2022-07-12,2022-09-03,Not Upheld,0.0,False,Staff Error
382,CMP000382,338,Consumer,Customer Service,Phone,2022-07-13,2022-07-13,2022-07-26,Not Upheld,0.0,False,Staff Error
12853,CMP012853,1991,Consumer,Privacy,Letter,2022-07-13,2022-07-15,2022-08-18,Not Upheld,0.0,False,System Error
409,CMP000409,2861,Consumer,Contract Terms,Regulator,2022-07-13,2022-07-15,2022-08-17,Partially Upheld,190.95,False,Staff Error
11760,CMP011760,22,B2B,Sales Practice,Regulator,2022-07-13,2022-07-15,2022-07-18,Partially Upheld,447.69,False,Process Failure
14604,CMP014604,1884,Consumer,Contract Terms,Email,2022-07-13,2022-07-14,2022-08-22,Withdrawn,0.0,False,System Error
16326,CMP016326,216,Consumer,Contract Terms,Regulator,2022-07-13,2022-07-15,2022-08-20,Upheld,373.45,False,Customer Misunderstanding
4385,CMP004385,2736,Consumer,Privacy,Regulator,2022-07-13,2022-07-13,2022-08-06,Upheld,113.02,False,System Error
1096,CMP001096,1726,Consumer,Contract Terms,Email,2022-07-13,2022-07-13,2022-08-17,Upheld,479.48,False,Process Failure
11342,CMP011342,4211,Consumer,Customer Service,Ombudsman,2022-07-14,2022-07-14,2022-08-08,Withdrawn,0.0,False,System Error
6467,CMP006467,1637,Consumer,Privacy,Ombudsman,2022-07-14,2022-07-16,2022-07-28,Not Upheld,0.0,False,Customer Misunderstanding
9489,CMP009489,102,B2B,Sales Practice,Letter,2022-07-14,2022-07-16,,Pending,0.0,True,
6289,CMP006289,3720,Consumer,Network Coverage,Ombudsman,2022-07-14,2022-07-15,2022-08-21,Partially Upheld,254.77,False,System Error
5953,CMP005953,4828,Consumer,Contract Terms,Letter,2022-07-14,2022-07-14,2022-08-05,Upheld,144.59,False,Staff Error
6084,CMP006084,759,B2B,Customer Service,Email,2022-07-14,2022-07-15,,Pending,0.0,False,
11187,CMP011187,3915,Consumer,Pricing,Ombudsman,2022-07-14,2022-07-16,,Pending,0.0,True,
13191,CMP013191,4201,Consumer,Sales Practice,Letter,2022-07-14,2022-07-15,2022-07-27,Withdrawn,0.0,False,System Error
310,CMP000310,52,Consumer,Service Quality,Regulator,2022-07-14,2022-07-14,2022-09-01,Not Upheld,0.0,False,Staff Error
17809,CMP017809,4774,Consumer,Service Quality,Phone,2022-07-14,2022-07-16,2022-07-26,Partially Upheld,265.89,False,System Error
2056,CMP002056,4413,Consumer,Customer Service,Phone,2022-07-14,2022-07-14,2022-08-02,Withdrawn,0.0,False,Policy Gap
9288,CMP009288,836,B2B,Customer Service,Phone,2022-07-15,2022-07-15,2022-08-31,Partially Upheld,496.84,False,Process Failure
12924,CMP012924,2089,Consumer,Sales Practice,Phone,2022-07-15,2022-07-17,2022-09-09,Withdrawn,0.0,False,Policy Gap
13652,CMP013652,1741,Consumer,Customer Service,Phone,2022-07-15,2022-07-17,,Pending,0.0,False,
13742,CMP013742,2511,Consumer,Service Quality,Ombudsman,2022-07-15,2022-07-16,2022-08-31,Upheld,170.51,False,Policy Gap
276,CMP000276,413,B2B,Sales Practice,Phone,2022-07-15,2022-07-16,2022-08-25,Withdrawn,0.0,False,Process Failure
15547,CMP015547,172,B2B,Pricing,Ombudsman,2022-07-15,2022-07-15,,Pending,0.0,False,
11595,CMP011595,275,B2B,Sales Practice,Social Media,2022-07-15,2022-07-16,,Pending,0.0,False,
2385,CMP002385,4451,Consumer,Contract Terms,Ombudsman,2022-07-15,2022-07-15,2022-07-22,Withdrawn,0.0,True,Process Failure
4495,CMP004495,437,Consumer,Contract Terms,Social Media,2022-07-15,2022-07-17,2022-07-30,Partially Upheld,190.78,False,Policy Gap
6304,CMP006304,4478,Consumer,Privacy,Phone,2022-07-15,2022-07-17,2022-08-19,Withdrawn,0.0,False,Policy Gap
7877,CMP007877,3837,Consumer,Customer Service,Letter,2022-07-15,2022-07-15,,Pending,0.0,False,
4901,CMP004901,2141,Consumer,Sales Practice,Social Media,2022-07-15,2022-07-16,,Pending,0.0,False,
17854,CMP017854,3813,Consumer,Contract Terms,Regulator,2022-07-15,2022-07-15,,Pending,0.0,False,
5695,CMP005695,2612,Consumer,Pricing,Regulator,2022-07-15,2022-07-16,2022-08-07,Upheld,81.66,True,System Error
2533,CMP002533,733,Consumer,Network Coverage,Social Media,2022-07-16,2022-07-16,2022-07-26,Withdrawn,0.0,False,Process Failure
6416,CMP006416,3304,Consumer,Contract Terms,Regulator,2022-07-16,2022-07-16,2022-07-28,Withdrawn,0.0,False,Process Failure
13997,CMP013997,2111,Consumer,Sales Practice,Regulator,2022-07-16,2022-07-17,2022-08-21,Withdrawn,0.0,False,Process Failure
13837,CMP013837,4816,Consumer,Service Quality,Email,2022-07-16,2022-07-17,2022-07-24,Withdrawn,0.0,False,Customer Misunderstanding
8116,CMP008116,3139,Consumer,Network Coverage,Email,2022-07-16,2022-07-17,2022-09-05,Not Upheld,0.0,False,System Error
19337,CMP019337,3295,Consumer,Network Coverage,Letter,2022-07-16,2022-07-18,,Pending,0.0,False,
5244,CMP005244,4205,Consumer,Privacy,Phone,2022-07-16,2022-07-18,,Pending,0.0,False,
11235,CMP011235,902,Consumer,Pricing,Social Media,2022-07-16,2022-07-16,2022-08-25,Upheld,200.69,False,Process Failure
5597,CMP005597,4858,Consumer,Privacy,Phone,2022-07-16,2022-07-18,2022-08-27,Upheld,217.06,True,System Error
9599,CMP009599,4378,Consumer,Billing,Letter,2022-07-16,2022-07-17,2022-08-21,Partially Upheld,346.09,False,Policy Gap
7657,CMP007657,524,Consumer,Billing,Social Media,2022-07-16,2022-07-16,,Pending,0.0,False,
2938,CMP002938,1593,Consumer,Sales Practice,Letter,2022-07-16,2022-07-16,2022-08-21,Withdrawn,0.0,False,System Error
161,CMP000161,1447,Consumer,Contract Terms,Email,2022-07-16,2022-07-16,2022-08-07,Upheld,441.01,False,Customer Misunderstanding
7840,CMP007840,1369,Consumer,Contract Terms,Email,2022-07-16,2022-07-18,2022-08-22,Withdrawn,0.0,True,Staff Error
5061,CMP005061,1469,Consumer,Service Quality,Phone,2022-07-16,2022-07-18,2022-09-05,Not Upheld,0.0,False,Process Failure
1532,CMP001532,3787,Consumer,Customer Service,Social Media,2022-07-16,2022-07-16,2022-08-28,Upheld,424.87,False,System Error
13540,CMP013540,26,Consumer,Privacy,Phone,2022-07-16,2022-07-16,2022-08-13,Withdrawn,0.0,False,System Error
9805,CMP009805,1193,Consumer,Customer Service,Ombudsman,2022-07-16,2022-07-16,2022-09-02,Upheld,236.87,False,Process Failure
14762,CMP014762,407,Consumer,Service Quality,Email,2022-07-16,2022-07-17,2022-08-06,Withdrawn,0.0,False,System Error
10844,CMP010844,246,Consumer,Contract Terms,Ombudsman,2022-07-16,2022-07-18,2022-08-05,Upheld,23.61,False,Customer Misunderstanding
1500,CMP001500,4460,Consumer,Billing,Social Media,2022-07-17,2022-07-19,2022-09-04,Not Upheld,0.0,False,Staff Error
299,CMP000299,171,Consumer,Network Coverage,Ombudsman,2022-07-17,2022-07-17,,Pending,0.0,False,
16986,CMP016986,243,B2B,Service Quality,Ombudsman,2022-07-17,2022-07-19,2022-08-13,Not Upheld,0.0,False,Process Failure
18427,CMP018427,870,B2B,Network Coverage,Letter,2022-07-17,2022-07-19,2022-08-13,Partially Upheld,285.6,False,Policy Gap
2236,CMP002236,4849,Consumer,Service Quality,Letter,2022-07-17,2022-07-19,2022-08-25,Partially Upheld,218.6,False,Process Failure
4623,CMP004623,3315,Consumer,Contract Terms,Social Media,2022-07-17,2022-07-19,2022-08-28,Partially Upheld,498.81,False,Process Failure
9123,CMP009123,944,B2B,Sales Practice,Letter,2022-07-17,2022-07-18,,Pending,0.0,False,
19160,CMP019160,3080,Consumer,Sales Practice,Ombudsman,2022-07-17,2022-07-19,2022-08-02,Upheld,427.6,False,Customer Misunderstanding
12570,CMP012570,4380,Consumer,Billing,Email,2022-07-17,2022-07-17,2022-08-17,Partially Upheld,190.66,False,Staff Error
17356,CMP017356,3343,Consumer,Service Quality,Email,2022-07-17,2022-07-19,,Pending,0.0,False,
17031,CMP017031,3371,Consumer,Privacy,Ombudsman,2022-07-17,2022-07-18,2022-08-03,Not Upheld,0.0,False,System Error
4599,CMP004599,308,B2B,Service Quality,Email,2022-07-17,2022-07-19,2022-08-10,Upheld,290.46,False,Policy Gap
336,CMP000336,2979,Consumer,Billing,Ombudsman,2022-07-17,2022-07-19,2022-08-21,Partially Upheld,132.33,False,Process Failure
6147,CMP006147,3539,Consumer,Billing,Regulator,2022-07-17,2022-07-17,,Pending,0.0,False,
7381,CMP007381,3341,Consumer,Customer Service,Social Media,2022-07-17,2022-07-17,,Pending,0.0,False,
6215,CMP006215,1898,Consumer,Sales Practice,Ombudsman,2022-07-17,2022-07-19,2022-08-28,Partially Upheld,359.21,False,Customer Misunderstanding
3229,CMP003229,3162,Consumer,Network Coverage,Social Media,2022-07-17,2022-07-19,2022-08-29,Withdrawn,0.0,False,Staff Error
17035,CMP017035,4433,Consumer,Service Quality,Social Media,2022-07-17,2022-07-18,2022-09-03,Upheld,243.52,False,Process Failure
18734,CMP018734,2039,Consumer,Network Coverage,Letter,2022-07-17,2022-07-18,2022-07-24,Not Upheld,0.0,False,Process Failure
4565,CMP004565,2538,Consumer,Billing,Email,2022-07-17,2022-07-19,2022-09-10,Partially Upheld,41.14,False,System Error
12591,CMP012591,2452,Consumer,Customer Service,Regulator,2022-07-18,2022-07-20,2022-08-21,Withdrawn,0.0,False,Process Failure
12623,CMP012623,4761,Consumer,Network Coverage,Social Media,2022-07-18,2022-07-20,2022-07-25,Upheld,97.13,False,Staff Error
4966,CMP004966,1289,Consumer,Network Coverage,Email,2022-07-18,2022-07-19,2022-09-04,Upheld,55.75,False,Staff Error
5718,CMP005718,315,Consumer,Network Coverage,Regulator,2022-07-18,2022-07-19,,Pending,0.0,False,
6592,CMP006592,1617,Consumer,Pricing,Ombudsman,2022-07-18,2022-07-20,,Pending,0.0,False,
14915,CMP014915,107,Consumer,Service Quality,Phone,2022-07-18,2022-07-20,2022-08-31,Partially Upheld,38.97,False,Staff Error
5283,CMP005283,394,B2B,Pricing,Ombudsman,2022-07-18,2022-07-19,2022-09-04,Partially Upheld,311.2,False,Customer Misunderstanding
1325,CMP001325,3798,Consumer,Sales Practice,Ombudsman,2022-07-18,2022-07-20,2022-08-12,Withdrawn,0.0,False,Customer Misunderstanding
71,CMP000071,4107,Consumer,Service Quality,Phone,2022-07-18,2022-07-19,2022-08-26,Withdrawn,0.0,False,Process Failure
5923,CMP005923,386,Consumer,Privacy,Social Media,2022-07-18,2022-07-20,2022-08-30,Not Upheld,0.0,False,System Error
3865,CMP003865,4832,Consumer,Contract Terms,Letter,2022-07-18,2022-07-19,2022-09-01,Upheld,312.22,False,Process Failure
16340,CMP016340,322,B2B,Privacy,Letter,2022-07-18,2022-07-20,2022-07-27,Partially Upheld,207.74,True,Process Failure
18132,CMP018132,3550,Consumer,Privacy,Letter,2022-07-18,2022-07-19,2022-09-10,Not Upheld,0.0,False,Customer Misunderstanding
16394,CMP016394,231,B2B,Sales Practice,Social Media,2022-07-18,2022-07-19,2022-09-05,Upheld,438.54,False,Staff Error
7907,CMP007907,3049,Consumer,Pricing,Social Media,2022-07-18,2022-07-20,2022-08-29,Withdrawn,0.0,False,Policy Gap
6684,CMP006684,823,B2B,Service Quality,Phone,2022-07-18,2022-07-20,2022-09-01,Not Upheld,0.0,False,System Error
7702,CMP007702,25,Consumer,Service Quality,Letter,2022-07-18,2022-07-19,,Pending,0.0,False,
10597,CMP010597,814,Consumer,Billing,Letter,2022-07-19,2022-07-20,2022-08-29,Partially Upheld,58.78,False,System Error
19568,CMP019568,3009,Consumer,Contract Terms,Regulator,2022-07-19,2022-07-20,,Pending,0.0,False,
15368,CMP015368,188,Consumer,Service Quality,Letter,2022-07-19,2022-07-21,2022-09-07,Withdrawn,0.0,False,Policy Gap
3860,CMP003860,4590,Consumer,Service Quality,Letter,2022-07-19,2022-07-20,2022-08-27,Partially Upheld,266.36,False,System Error
16140,CMP016140,4647,Consumer,Service Quality,Regulator,2022-07-19,2022-07-19,2022-08-20,Partially Upheld,64.72,False,System Error
5530,CMP005530,3667,Consumer,Customer Service,Social Media,2022-07-19,2022-07-19,2022-07-26,Not Upheld,0.0,False,System Error
6994,CMP006994,2136,Consumer,Privacy,Email,2022-07-19,2022-07-19,2022-07-27,Withdrawn,0.0,False,System Error
11871,CMP011871,797,B2B,Sales Practice,Ombudsman,2022-07-20,2022-07-21,,Pending,0.0,False,
7926,CMP007926,1610,Consumer,Customer Service,Regulator,2022-07-20,2022-07-21,,Pending,0.0,False,
12552,CMP012552,1013,Consumer,Billing,Regulator,2022-07-20,2022-07-22,2022-08-10,Upheld,195.21,False,Customer Misunderstanding
17863,CMP017863,91,B2B,Sales Practice,Email,2022-07-20,2022-07-22,,Pending,0.0,False,
8991,CMP008991,4054,Consumer,Service Quality,Letter,2022-07-20,2022-07-22,,Pending,0.0,False,
9247,CMP009247,3403,Consumer,Billing,Ombudsman,2022-07-20,2022-07-20,2022-08-16,Withdrawn,0.0,False,Staff Error
8929,CMP008929,584,Consumer,Sales Practice,Email,2022-07-20,2022-07-22,2022-08-25,Not Upheld,0.0,False,Process Failure
12084,CMP012084,3198,Consumer,Pricing,Social Media,2022-07-20,2022-07-21,2022-08-13,Withdrawn,0.0,True,System Error
2176,CMP002176,3372,Consumer,Pricing,Phone,2022-07-20,2022-07-22,2022-09-07,Not Upheld,0.0,False,System Error
5338,CMP005338,481,B2B,Service Quality,Phone,2022-07-20,2022-07-20,,Pending,0.0,False,
7252,CMP007252,4300,Consumer,Billing,Social Media,2022-07-21,2022-07-22,2022-09-08,Partially Upheld,254.78,False,Policy Gap
5292,CMP005292,1626,Consumer,Pricing,Regulator,2022-07-21,2022-07-21,2022-08-30,Partially Upheld,51.92,False,Policy Gap
17983,CMP017983,2919,Consumer,Privacy,Ombudsman,2022-07-21,2022-07-22,2022-08-14,Withdrawn,0.0,False,Staff Error
18637,CMP018637,3691,Consumer,Pricing,Regulator,2022-07-21,2022-07-21,2022-08-04,Upheld,454.76,False,Process Failure
4526,CMP004526,2494,Consumer,Contract Terms,Social Media,2022-07-21,2022-07-23,2022-09-08,Withdrawn,0.0,False,Customer Misunderstanding
8622,CMP008622,2554,Consumer,Privacy,Phone,2022-07-21,2022-07-22,2022-08-04,Not Upheld,0.0,False,Policy Gap
13893,CMP013893,681,B2B,Contract Terms,Regulator,2022-07-21,2022-07-22,2022-08-20,Upheld,31.48,False,System Error
8170,CMP008170,4227,Consumer,Service Quality,Social Media,2022-07-21,2022-07-21,,Pending,0.0,False,
1459,CMP001459,3336,Consumer,Pricing,Letter,2022-07-21,2022-07-21,2022-08-21,Upheld,285.62,False,Process Failure
11409,CMP011409,2466,Consumer,Contract Terms,Regulator,2022-07-21,2022-07-22,2022-08-20,Not Upheld,0.0,False,Customer Misunderstanding
10717,CMP010717,994,B2B,Network Coverage,Email,2022-07-21,2022-07-23,2022-08-04,Withdrawn,0.0,False,Policy Gap
13031,CMP013031,363,Consumer,Pricing,Social Media,2022-07-21,2022-07-21,2022-08-01,Upheld,45.6,False,System Error
5050,CMP005050,3742,Consumer,Sales Practice,Social Media,2022-07-21,2022-07-23,2022-08-16,Partially Upheld,199.21,False,Staff Error
13935,CMP013935,2337,Consumer,Contract Terms,Email,2022-07-21,2022-07-23,2022-08-27,Withdrawn,0.0,False,System Error
19703,CMP019703,1621,Consumer,Pricing,Ombudsman,2022-07-21,2022-07-23,2022-09-10,Withdrawn,0.0,False,Customer Misunderstanding
6378,CMP006378,472,B2B,Service Quality,Social Media,2022-07-22,2022-07-23,2022-08-12,Withdrawn,0.0,False,Customer Misunderstanding
3039,CMP003039,4720,Consumer,Privacy,Regulator,2022-07-22,2022-07-24,2022-08-27,Withdrawn,0.0,False,Customer Misunderstanding
1026,CMP001026,749,B2B,Billing,Social Media,2022-07-22,2022-07-23,2022-09-16,Upheld,305.82,False,System Error
10655,CMP010655,2149,Consumer,Sales Practice,Ombudsman,2022-07-22,2022-07-23,2022-09-12,Upheld,478.88,False,Customer Misunderstanding
7394,CMP007394,4160,Consumer,Sales Practice,Regulator,2022-07-22,2022-07-24,,Pending,0.0,False,
8910,CMP008910,729,Consumer,Service Quality,Phone,2022-07-22,2022-07-23,,Pending,0.0,False,
3873,CMP003873,855,Consumer,Service Quality,Phone,2022-07-22,2022-07-23,2022-08-22,Partially Upheld,62.47,False,Customer Misunderstanding
18443,CMP018443,1611,Consumer,Billing,Email,2022-07-22,2022-07-24,,Pending,0.0,False,
19885,CMP019885,4849,Consumer,Network Coverage,Ombudsman,2022-07-22,2022-07-24,2022-07-29,Upheld,306.68,False,Process Failure
9877,CMP009877,582,B2B,Customer Service,Letter,2022-07-23,2022-07-23,2022-08-10,Not Upheld,0.0,False,System Error
15009,CMP015009,3049,Consumer,Service Quality,Ombudsman,2022-07-23,2022-07-23,2022-08-07,Partially Upheld,356.69,False,Process Failure
6025,CMP006025,550,B2B,Network Coverage,Social Media,2022-07-23,2022-07-23,2022-08-13,Not Upheld,0.0,False,Process Failure
16041,CMP016041,16,B2B,Contract Terms,Regulator,2022-07-23,2022-07-24,2022-09-14,Partially Upheld,496.56,False,Policy Gap
4005,CMP004005,4757,Consumer,Pricing,Ombudsman,2022-07-23,2022-07-24,2022-08-01,Upheld,11.32,False,Policy Gap
3894,CMP003894,3843,Consumer,Service Quality,Phone,2022-07-23,2022-07-25,2022-08-28,Withdrawn,0.0,False,System Error
8711,CMP008711,90,Consumer,Network Coverage,Regulator,2022-07-23,2022-07-23,2022-08-27,Withdrawn,0.0,False,Process Failure
15574,CMP015574,320,B2B,Customer Service,Email,2022-07-23,2022-07-24,2022-08-21,Withdrawn,0.0,False,Policy Gap
18131,CMP018131,2693,Consumer,Customer Service,Letter,2022-07-23,2022-07-23,2022-08-29,Not Upheld,0.0,False,Customer Misunderstanding
