activation_id,order_id,subscriber_key,sim_iccid,order_timestamp,activation_timestamp,activation_channel,time_to_activate_hours,activation_status,activation_type
e22867fe-5885-489c-82fc-4897068216d0,ORD100932,13928,8944069911016578,2026-02-01 09:00:00,2026-02-03 06:23:08,Telesales,45.39,Completed,SIM Swap
103bdde3-f82a-41a1-aacb-099489005e79,ORD100933,4943,8944034034545959,2026-02-23 10:00:00,2026-02-23 10:34:10,Retail Store,0.57,Completed,New Activation
2e66ee1e-f4fe-4ed5-a0fc-ee9f464f2a00,ORD100934,24099,8944064133878197,2026-02-06 11:00:00,2026-02-08 22:24:37,Telesales,59.41,Completed,Replacement
a62291c7-8e5c-44f5-aac0-8166fe8ecae0,ORD100935,19363,8944058828522340,2026-02-01 18:00:00,2026-02-03 03:36:18,Online,33.61,Completed,New Activation
58f25fd2-186c-4b75-8eea-91d8b3d33d3b,ORD100936,13130,8944048090178226,2026-02-16 15:00:00,2026-02-17 06:31:37,Online,15.53,Completed,Replacement
7a0dc98b-2383-45c7-b7ea-c62e83c345dc,ORD100937,9458,8944054448434145,2026-01-11 15:00:00,2026-01-12 09:05:39,Online,18.09,Completed,SIM Swap
c7c1dea4-c7d4-41d7-9b13-fa9136dcf6b1,ORD100938,8356,8944097415787470,2026-01-15 10:00:00,2026-01-16 04:56:23,Online,18.94,Completed,New Activation
4316c673-d470-4ad3-8589-b653f76a209f,ORD100939,16849,8944065902449768,2026-01-01 09:00:00,2026-01-02 08:19:36,Partner,23.33,Completed,SIM Swap
2aaf61a8-c03c-4064-a72b-f6116d5fe8f8,ORD100940,15565,8944025610231475,2026-02-14 18:00:00,2026-02-14 21:16:41,Retail Store,3.28,Completed,New Activation
73f5ff0f-dc87-4819-b3af-c03aaeff8920,ORD100941,29583,8944068644025991,2026-02-25 12:00:00,2026-02-26 13:12:57,Online,25.22,Completed,Replacement
c53e1138-049a-43d3-a109-c8c52c312038,ORD100942,19907,8944092898888991,2026-01-26 09:00:00,2026-01-26 16:46:40,Partner,7.78,Completed,Replacement
5126beee-3646-4f98-a225-a2d2c45553d9,ORD100943,15478,8944015310740441,2026-01-18 16:00:00,2026-01-19 22:06:54,Telesales,30.12,Completed,SIM Swap
442712a2-2cee-4e41-87bb-7aebcc5fa1da,ORD100944,8406,8944079436256451,2026-02-25 12:00:00,2026-02-25 14:47:21,Retail Store,2.79,Completed,SIM Swap
6bc66e49-ccc3-48ac-8849-ec89cfc5585f,ORD100945,10851,8944037016792088,2026-01-17 14:00:00,2026-01-17 21:53:57,Partner,7.9,Completed,New Activation
26b38c91-493f-414c-88d4-c0696c43d9ee,ORD100946,23745,8944028447079591,2026-01-25 16:00:00,2026-01-27 04:35:53,Online,36.6,Completed,SIM Swap
0812d147-33ff-41bf-b96a-40f94f1565f9,ORD100947,11351,8944043391001560,2026-01-01 17:00:00,2026-01-01 19:22:29,Retail Store,2.37,Completed,Replacement
148cb817-5f04-4078-ac8e-67f6880b02aa,ORD100948,29368,8944091114334181,2026-02-01 17:00:00,2026-02-02 07:30:27,Partner,14.51,Pending,Replacement
eb93747b-a67a-4e67-a3d7-af4a617ed99c,ORD100949,9302,8944016093007840,2026-01-08 11:00:00,2026-01-08 13:38:18,Retail Store,2.64,Completed,SIM Swap
9f274a3d-43f3-43ba-a849-e8c188168ea5,ORD100950,24523,8944018828789419,2026-01-26 18:00:00,2026-01-27 10:38:19,Partner,16.64,Completed,Replacement
d8e0c0e8-a7a0-41a5-aa99-0df7d4d2c57c,ORD100951,12188,8944050838279526,2026-01-06 15:00:00,2026-01-07 03:22:26,Partner,12.37,Completed,New Activation
ba785a7c-c303-4037-8e05-c51003cc386d,ORD100952,25509,8944099310476602,2026-01-12 16:00:00,2026-01-14 09:00:22,Online,41.01,Completed,Replacement
69dfa953-e6c4-491a-8689-12259e5da0c6,ORD100953,11328,8944021848102211,2026-02-16 08:00:00,2026-02-16 10:45:33,Retail Store,2.76,Completed,New Activation
59fc5f1c-2c7d-4590-85c0-01a4ea49eb98,ORD100954,6182,8944025327463179,2026-02-11 16:00:00,2026-02-12 20:23:27,Online,28.39,Completed,New Activation
0efbeb54-5eea-4c48-93a3-21b83c0cb30d,ORD100955,12088,8944052609874686,2026-02-22 08:00:00,2026-02-22 15:13:13,Partner,7.22,Completed,New Activation
f5be24dd-c158-411e-806f-8b5e98715d9d,ORD100956,19976,8944037053353334,2026-01-01 13:00:00,2026-01-01 14:12:50,Retail Store,1.21,Completed,New Activation
cb4c8ad5-6c1a-4a74-9e7c-c445b434248c,ORD100957,22636,8944049598447341,2026-01-04 18:00:00,2026-01-04 21:12:45,Retail Store,3.21,Completed,SIM Swap
caf1b74e-f87c-4ff6-9ee7-a657742b1184,ORD100958,7556,8944074250014022,2026-01-19 17:00:00,2026-01-21 08:25:46,Online,39.43,Completed,Replacement
11f9350b-2ddf-48b2-8a48-8430a5af815f,ORD100959,4816,8944098782843517,2026-01-07 16:00:00,2026-01-08 15:50:40,Partner,23.84,Completed,New Activation
645031b2-103c-4d70-8001-69dc1fee4ca4,ORD100960,26112,8944098649769225,2026-01-25 15:00:00,2026-01-25 16:20:05,Retail Store,1.33,Completed,SIM Swap
f89977ea-c284-49ef-93b3-fddcf3609ecb,ORD100961,16382,8944078217930000,2026-01-19 16:00:00,2026-01-20 10:27:46,Partner,18.46,Completed,SIM Swap
9ef15601-8c3c-4c82-83d2-4860e9d57329,ORD100962,11102,8944014160791100,2026-02-12 08:00:00,2026-02-12 11:25:58,Retail Store,3.43,Completed,Replacement
385ca1d9-e5b5-4031-9453-24d0ce833b5d,ORD100963,856,8944077891822732,2026-01-01 14:00:00,2026-01-03 10:13:48,Online,44.23,Completed,New Activation
99bdca59-db23-4a72-8144-c3dc33518531,ORD100964,28953,8944087123178328,2026-02-03 09:00:00,2026-02-03 21:21:43,Partner,12.36,Completed,SIM Swap
48297f89-5bba-4440-8f3f-4fdad5db31be,ORD100965,27755,8944094193883287,2026-02-12 13:00:00,2026-02-13 03:36:55,Partner,14.62,Completed,New Activation
8356bb9d-752d-4dd7-aeaa-0360b0e0bef9,ORD100966,3859,8944015113295057,2026-02-18 15:00:00,2026-02-19 06:05:07,Partner,15.09,Completed,Replacement
49af3ea5-d08d-41fc-9869-601986cf7477,ORD100967,27630,8944052382090186,2026-02-04 17:00:00,2026-02-05 16:03:10,Partner,23.05,Completed,SIM Swap
80464223-5e1e-437e-a707-46787f23952e,ORD100968,26164,8944074104219511,2026-01-25 15:00:00,2026-01-27 05:59:11,Telesales,38.99,Completed,SIM Swap
203b0114-c7e2-473b-adef-36882faec810,ORD100969,18630,8944016027285617,2026-01-03 16:00:00,2026-01-04 16:19:45,Online,24.33,Completed,Replacement
9db3c035-3360-419e-95ab-66909a5d149c,ORD100970,4066,8944081108581332,2026-02-09 15:00:00,2026-02-09 22:07:04,Partner,7.12,Completed,SIM Swap
56afeb13-8333-4f44-96d1-96ade9be9e6d,ORD100971,3988,8944046858140326,2026-02-10 14:00:00,2026-02-10 14:49:22,Retail Store,0.82,Completed,SIM Swap
9835d0a6-66be-4d79-802f-cfeb2751c357,ORD100972,21810,8944061800149657,2026-02-16 13:00:00,2026-02-16 13:30:49,Retail Store,0.51,Completed,Replacement
37aec506-7664-42dd-8ef8-5b3773cd0306,ORD100973,2606,8944061768280988,2026-02-17 11:00:00,2026-02-19 09:25:51,Telesales,46.43,Completed,New Activation
4a455530-df1e-4691-847e-659ad56db002,ORD100974,11305,8944075196550112,2026-01-21 10:00:00,2026-01-21 12:01:05,Retail Store,2.02,Pending,SIM Swap
4dc34133-3b33-4322-b518-acbf1853949a,ORD100975,27909,8944048088314272,2026-02-21 12:00:00,2026-02-23 08:17:44,Online,44.3,Completed,SIM Swap
f2a45c26-81d1-4d13-9bbf-868660b96c2c,ORD100976,21410,8944089309799302,2026-02-09 09:00:00,2026-02-09 12:31:38,Retail Store,3.53,Completed,Replacement
55d18787-fd07-413c-ab7d-ea0e295337cf,ORD100977,23419,8944082689975659,2026-01-22 10:00:00,2026-01-22 10:42:05,Retail Store,0.7,Completed,New Activation
20d792a7-4528-45fc-89c1-92d2ee48da62,ORD100978,5601,8944042457999779,2026-02-19 08:00:00,2026-02-19 10:28:23,Retail Store,2.47,Completed,SIM Swap
bbee6e5b-c94e-4b00-ab31-6a5f734b19a9,ORD100979,5818,8944041914592301,2026-01-25 08:00:00,2026-01-26 00:38:50,Partner,16.65,Completed,SIM Swap
fc8fa081-baa7-49d0-9379-f46bcc0e127b,ORD100980,12103,8944012609229252,2026-01-26 17:00:00,2026-01-28 09:28:20,Online,40.47,Completed,Replacement
0be0c919-6551-4416-a50f-0b989f8c2be4,ORD100981,28756,8944028140341089,2026-01-05 13:00:00,2026-01-07 05:58:07,Online,40.97,Completed,New Activation
d4e0615e-c14f-4c48-bd3e-f22586f253f0,ORD100982,4818,8944093569991337,2026-02-07 18:00:00,2026-02-08 02:10:27,Partner,8.17,Completed,SIM Swap
822fb6ec-3d66-4f2b-ab1f-ae7454fec468,ORD100983,6392,8944012429466856,2026-02-18 11:00:00,2026-02-20 11:31:27,Telesales,48.52,Completed,SIM Swap
32f2ad87-550c-4193-b6c2-d32f1ee0af2f,ORD100984,19030,8944024542594723,2026-02-05 12:00:00,2026-02-06 01:53:32,Partner,13.89,Completed,New Activation
0f7159c6-7853-4b09-b944-f63591f3a239,ORD100985,16221,8944041719175242,2026-02-22 14:00:00,2026-02-23 05:04:27,Partner,15.07,Completed,New Activation
736ef9d8-a96d-4ca4-924b-2ec99cf3d945,ORD100986,24035,8944044333334942,2026-01-28 15:00:00,2026-01-29 22:35:19,Telesales,31.59,Completed,Replacement
454361d2-ae58-4b73-b0a3-c01efabe374f,ORD100987,14997,8944090070612421,2026-01-20 17:00:00,2026-01-21 14:28:16,Partner,21.47,Completed,SIM Swap
c1293e64-6918-40c9-959c-b778e778f91c,ORD100988,24699,8944055478661309,2026-02-21 12:00:00,2026-02-22 11:38:30,Online,23.64,Completed,SIM Swap
f9bff6bb-9dbb-466f-ba8a-b127124dd58a,ORD100989,28326,8944058677022421,2026-02-08 14:00:00,2026-02-10 22:59:02,Telesales,56.98,Completed,New Activation
5e7a760d-354b-4972-9060-88382040a7c1,ORD100990,2701,8944011512602834,2026-02-11 14:00:00,2026-02-13 07:25:10,Online,41.42,Completed,Replacement
283b4c59-d6a6-4386-924b-fd348beb2088,ORD100991,4596,8944088060394316,2026-01-21 14:00:00,2026-01-21 15:57:06,Retail Store,1.95,Completed,New Activation
5b6e218b-9131-4bb0-b409-1907622cff0d,ORD100992,28006,8944066634434043,2026-02-24 15:00:00,2026-02-27 09:04:49,Telesales,66.08,Completed,Replacement
983b4df3-bc31-4698-86e0-dbc5d358a5c9,ORD100993,21879,8944054138938125,2026-01-27 18:00:00,2026-01-28 06:02:02,Partner,12.03,Completed,Replacement
511058a2-7b40-49eb-82af-1e77dfdd8cb5,ORD100994,9557,8944069978911111,2026-02-21 17:00:00,2026-02-23 06:35:07,Telesales,37.59,Completed,Replacement
76664cd1-ae55-4ad0-8110-a0305ab2e504,ORD100995,9673,8944072377293825,2026-01-29 12:00:00,2026-01-30 06:33:15,Partner,18.55,Completed,SIM Swap
1c358d1c-a707-4f8b-9c51-32fbf6b87f31,ORD100996,26798,8944020676200398,2026-02-07 12:00:00,2026-02-09 11:29:31,Online,47.49,Completed,Replacement
83aa9c7d-6cdc-42ea-8335-ebce6c550056,ORD100997,19384,8944027810100090,2026-02-06 08:00:00,2026-02-06 10:09:02,Retail Store,2.15,Completed,SIM Swap
b758c506-6c40-4070-bc30-5a705625bb94,ORD100998,22207,8944025187621528,2026-02-20 09:00:00,2026-02-20 10:48:43,Retail Store,1.81,Completed,New Activation
bbb51483-9914-4992-92ee-b6f7370e1c86,ORD100999,21057,8944076110876996,2026-02-25 08:00:00,2026-02-25 09:24:03,Retail Store,1.4,Completed,New Activation
fb967fbd-309e-4d4b-bb0e-fbb5f313de92,ORD101000,3338,8944057337098707,2026-02-15 15:00:00,2026-02-18 10:02:08,Telesales,67.04,Completed,Replacement
40020309-a0ea-4713-966e-24b14bb8dd04,ORD101001,16511,8944021658202191,2026-01-12 18:00:00,2026-01-14 01:58:56,Online,31.98,Completed,Replacement
1189e64c-3af0-440c-bbf0-b4a54ec4c9a1,ORD101002,14928,8944079179139109,2026-01-14 15:00:00,2026-01-14 17:55:21,Retail Store,2.92,Completed,Replacement
18e1a848-12c0-4e0c-bbaa-aa011d24b75a,ORD101003,17681,8944062094091943,2026-01-05 16:00:00,2026-01-07 06:34:30,Online,38.58,Completed,New Activation
121d7c26-a574-4160-bc0e-2b7b924254a8,ORD101004,5211,8944057176536779,2026-02-07 15:00:00,2026-02-08 05:09:32,Partner,14.16,Completed,SIM Swap
d15c0e09-0ff9-4bc1-99a4-4c65e322bf87,ORD101005,10341,8944033517115209,2026-02-04 08:00:00,2026-02-04 10:37:44,Retail Store,2.63,Completed,SIM Swap
71214116-5e88-46eb-ac42-c613bf04f986,ORD101006,27722,8944095115611035,2026-02-23 12:00:00,2026-02-23 13:46:42,Retail Store,1.78,Completed,New Activation
89fcc63b-bea5-4a77-b65d-ef5ab2cbc9a6,ORD101007,22697,8944019896765351,2026-02-03 12:00:00,2026-02-03 13:52:03,Retail Store,1.87,Completed,SIM Swap
d7e3f9d9-1d21-4c45-b175-d3883123645d,ORD101008,21160,8944081519495010,2026-01-26 15:00:00,2026-01-28 02:27:27,Online,35.46,Completed,Replacement
2ef59fe5-6448-4ab9-9919-b6d72200f565,ORD101009,24603,8944057812132062,2026-02-22 13:00:00,2026-02-24 23:54:59,Telesales,58.92,Completed,SIM Swap
c488fe85-54f4-45c7-ac5e-ca66a714b635,ORD101010,9209,8944072327150038,2026-01-20 12:00:00,2026-01-20 12:34:00,Retail Store,0.57,Completed,New Activation
acb4a0bb-e842-498f-abbf-a61b29d54482,ORD101011,28412,8944023661847014,2026-02-12 17:00:00,2026-02-12 17:48:52,Retail Store,0.81,Completed,New Activation
34463a51-854a-4136-865a-7fdf1cb87961,ORD101012,19486,8944040844240031,2026-01-14 11:00:00,2026-01-14 13:35:01,Retail Store,2.58,Completed,Replacement
b1853c79-5b58-4ae6-9197-ffbbfa0f5f0e,ORD101013,13275,8944032735352271,2026-01-29 08:00:00,2026-01-30 09:29:10,Online,25.49,Completed,Replacement
45a3926b-d7b3-4b33-b51e-4ba3e6fab784,ORD101014,11601,8944049788364510,2026-01-21 13:00:00,2026-01-22 14:49:58,Online,25.83,Completed,New Activation
9d89fdd7-1d0a-4f32-a8d9-dd66e396f36a,ORD101015,7652,8944090788955263,2026-02-08 08:00:00,2026-02-08 21:55:57,Online,13.93,Completed,SIM Swap
f435fa6b-eea2-48a7-920c-aa170e01ddc6,ORD101016,18792,8944077251870862,2026-01-28 15:00:00,2026-01-30 00:42:22,Telesales,33.71,Completed,Replacement
e4cab059-70bf-4fcd-8d5e-7819d05c7c7c,ORD101017,28615,8944096132954819,2026-01-11 12:00:00,2026-01-12 01:38:21,Partner,13.64,Completed,SIM Swap
a63123ea-7750-4d0e-aa00-b118a52cb0d3,ORD101018,9135,8944061506169722,2026-02-19 12:00:00,2026-02-21 18:24:05,Telesales,54.4,Pending,New Activation
ffa7d2f1-6584-4160-ba8e-849b1cd0f7cd,ORD101019,22587,8944015309429495,2026-02-14 12:00:00,2026-02-15 06:13:26,Online,18.22,Completed,Replacement
2a5e7b79-a4a8-4c85-89c4-2765a53bfc6d,ORD101020,25409,8944083058796980,2026-01-28 17:00:00,2026-01-28 19:47:24,Retail Store,2.79,Completed,SIM Swap
64542049-fcc8-49c5-8e9c-572b365d2ac0,ORD101021,1102,8944084828858184,2026-01-20 18:00:00,2026-01-21 10:14:05,Partner,16.23,Completed,SIM Swap
650bb235-f119-44bd-9841-2ea4a631a45d,ORD101022,24725,8944022169463794,2026-02-15 10:00:00,2026-02-17 06:08:27,Telesales,44.14,Completed,Replacement
e777fa5b-a81c-45ce-8120-01d162490c9e,ORD101023,13613,8944098509561375,2026-01-06 14:00:00,2026-01-06 14:49:31,Retail Store,0.83,Completed,Replacement
62e433c8-43b7-485d-b4ec-c67654c44f44,ORD101024,14335,8944071198269183,2026-01-20 13:00:00,2026-01-20 16:31:45,Retail Store,3.53,Completed,Replacement
27cf759e-13ff-4c94-9649-aa27538b257d,ORD101025,964,8944044394361019,2026-02-05 18:00:00,2026-02-05 19:15:46,Retail Store,1.26,Completed,New Activation
e12324f5-d26f-44f4-9bff-a99b544749c3,ORD101026,13216,8944030410046217,2026-01-02 12:00:00,2026-01-02 15:28:29,Retail Store,3.47,Completed,Replacement
5e58c91d-acb0-46ed-9c3f-034dde991be9,ORD101027,13445,8944055061051928,2026-02-06 09:00:00,2026-02-07 00:43:48,Online,15.73,Completed,Replacement
f3310fa2-b50f-497d-8501-6fa1112daafd,ORD101028,14022,8944022955983565,2026-02-14 12:00:00,2026-02-14 13:31:28,Retail Store,1.52,Completed,SIM Swap
2132db05-61df-4087-8c9a-6ec3d71f7156,ORD101029,8814,8944054004439506,2026-01-16 18:00:00,2026-01-17 10:10:10,Online,16.17,Completed,SIM Swap
166534c6-511f-44cd-af6e-ee4e33081cf6,ORD101030,23016,8944014598862668,2026-01-29 18:00:00,2026-01-29 19:57:41,Retail Store,1.96,Completed,SIM Swap
df084ba3-ceff-44a0-9483-df124a14de4b,ORD101031,8745,8944067817684472,2026-01-16 10:00:00,2026-01-17 19:39:26,Online,33.66,Completed,New Activation
0ab5a2de-ab2a-4daa-b435-fa888d7ccdb5,ORD101032,1673,8944083131583896,2026-01-04 10:00:00,2026-01-04 12:28:34,Retail Store,2.48,Completed,New Activation
8b713eb9-5497-4823-8ed5-c5d3ee5ef04b,ORD101033,25609,8944052285657877,2026-02-23 15:00:00,2026-02-24 05:58:10,Online,14.97,Pending,New Activation
70f60780-2b12-4dd3-9176-8d77649af62e,ORD101034,27618,8944096954830791,2026-01-19 12:00:00,2026-01-20 06:18:26,Online,18.31,Completed,Replacement
5a7ba17b-7914-441d-95f2-56c417da006b,ORD101035,18087,8944032400581990,2026-02-04 17:00:00,2026-02-06 13:46:30,Telesales,44.78,Completed,SIM Swap
0822c394-24e4-4094-a344-dbb479344789,ORD101036,834,8944066820231986,2026-02-08 08:00:00,2026-02-10 00:07:24,Telesales,40.12,Completed,New Activation
1dd4bb24-7c77-4a49-adcf-adc6970151e4,ORD101037,15468,8944091337581153,2026-01-23 18:00:00,2026-01-24 04:03:38,Partner,10.06,Pending,New Activation
27df7a98-60d8-4ad3-85a6-1b76b8c23740,ORD101038,22846,8944064507092489,2026-02-10 12:00:00,2026-02-10 12:33:23,Retail Store,0.56,Completed,New Activation
9d1222b8-543b-4e58-ac8d-568817c70c8b,ORD101039,23264,8944058188769512,2026-02-02 18:00:00,2026-02-03 15:35:00,Partner,21.58,Completed,New Activation
a00a07a7-21de-4642-be7a-d1456e6d05d3,ORD101040,9756,8944099802292448,2026-01-21 10:00:00,2026-01-23 18:04:29,Telesales,56.07,Completed,SIM Swap
a84c8332-d21c-4f72-9815-ae6634883df9,ORD101041,20846,8944060186035199,2026-01-30 13:00:00,2026-01-30 19:01:54,Partner,6.03,Completed,Replacement
4fee5bd4-b3ed-470e-ae3b-ef8ed48edd60,ORD101042,15711,8944017401515043,2026-01-14 14:00:00,2026-01-16 05:15:14,Telesales,39.25,Completed,SIM Swap
50d95480-58a7-4633-bea6-c35da8e9e3fd,ORD101043,7960,8944026091926022,2026-02-01 11:00:00,2026-02-01 14:05:38,Retail Store,3.09,Completed,SIM Swap
60b5aaec-b8f6-4eaa-a238-2b6d6d85b43c,ORD101044,6737,8944087323255064,2026-01-01 14:00:00,2026-01-04 08:38:20,Telesales,66.64,Completed,New Activation
ab65b22b-9289-4bc1-bed7-2bd83da05b6e,ORD101045,28994,8944059953911652,2026-02-23 10:00:00,2026-02-23 11:23:09,Retail Store,1.39,Completed,New Activation
8f658472-6e0c-4c93-898a-ab10dca62f1d,ORD101046,28632,8944019406126151,2026-02-23 14:00:00,2026-02-24 13:59:21,Online,23.99,Completed,SIM Swap
4c6129f3-c1f6-4a5d-b1f3-e6007992c64e,ORD101047,2123,8944092793639156,2026-02-10 13:00:00,2026-02-11 07:43:53,Partner,18.73,Completed,Replacement
5c88df5b-2d62-43a1-8ece-a611dcb1e309,ORD101048,12740,8944013104121731,2026-01-30 12:00:00,2026-01-31 23:57:57,Online,35.97,Completed,New Activation
feb2af5f-9944-4f53-ae0d-85c72925826e,ORD101049,11264,8944016067957642,2026-02-09 12:00:00,2026-02-10 19:41:56,Online,31.7,Completed,SIM Swap
3554c56f-d887-4d5f-afea-83cb07687cc0,ORD101050,4215,8944066838432882,2026-01-12 14:00:00,2026-01-12 15:10:51,Retail Store,1.18,Completed,New Activation
e8ea89f0-b578-4ac9-9ae3-b750333ec0b8,ORD101051,20461,8944063535826497,2026-02-15 17:00:00,2026-02-17 15:59:36,Online,46.99,Completed,New Activation
b4ef0deb-aacb-4941-83cd-4d6b13d18350,ORD101052,18720,8944051180650890,2026-01-02 11:00:00,2026-01-03 05:46:12,Online,18.77,Completed,New Activation
7a87da3c-40a1-4ab3-a3a6-b88f2667570d,ORD101053,20121,8944090914681694,2026-02-13 11:00:00,2026-02-13 13:46:18,Retail Store,2.77,Completed,SIM Swap
008e7ad8-fe24-4678-93e4-664c6fea9eaf,ORD101054,10331,8944043568573985,2026-01-31 14:00:00,2026-02-02 11:01:14,Online,45.02,Completed,SIM Swap
22e21ddd-af26-4ddd-9ad5-8328d2465d85,ORD101055,11260,8944080562662486,2026-02-08 13:00:00,2026-02-09 16:16:06,Online,27.27,Completed,Replacement
08b58e35-8d13-47f7-84a8-1f871398419c,ORD101056,24698,8944055677168166,2026-02-27 15:00:00,2026-02-27 18:11:52,Retail Store,3.2,Completed,SIM Swap
a4efddd2-53b6-4884-9e26-6d0308ce9dc4,ORD101057,16008,8944024653100980,2026-01-26 09:00:00,2026-01-27 14:05:32,Online,29.09,Completed,Replacement
644cfb38-bed8-4b1b-8db2-3b02182985b7,ORD101058,7645,8944044563953885,2026-01-02 10:00:00,2026-01-03 09:40:51,Partner,23.68,Completed,Replacement
edb79c79-6860-45f1-911e-bbb806e2f335,ORD101059,12021,8944049503570235,2026-02-04 08:00:00,2026-02-06 07:54:16,Online,47.9,Completed,New Activation
bc73d918-4f84-48d2-86cb-c10b96839f1c,ORD101060,18670,8944013022592545,2026-02-14 15:00:00,2026-02-16 10:53:42,Online,43.9,Completed,Replacement
313db705-b109-4e14-9652-157add31b824,ORD101061,8476,8944061754886819,2026-02-09 18:00:00,2026-02-09 19:22:50,Retail Store,1.38,Completed,Replacement
024a5728-7f36-415f-a0dc-ab235cb0eaeb,ORD101062,22601,8944011858878645,2026-02-12 17:00:00,2026-02-12 19:46:50,Retail Store,2.78,Completed,New Activation
7388dab0-eec4-4987-bd5a-60d27cd7604a,ORD101063,24083,8944065442103910,2026-02-27 14:00:00,2026-03-01 02:18:55,Online,36.32,Completed,Replacement
c57fcb24-247c-4c4a-bf97-718b13cb7979,ORD101064,26502,8944014735410911,2026-01-02 14:00:00,2026-01-03 02:58:14,Partner,12.97,Completed,New Activation
a589be86-1c20-4128-830d-3dac18ba590c,ORD101065,8256,8944047775915600,2026-02-03 17:00:00,2026-02-04 07:20:17,Partner,14.34,Completed,Replacement
0c6ba9e5-48e1-43c8-b007-ae1fcbb69812,ORD101066,14738,8944095116936975,2026-01-26 16:00:00,2026-01-26 19:42:51,Retail Store,3.71,Completed,New Activation
06e80f5d-d5d1-46b8-b4c8-528f94129a6c,ORD101067,13021,8944097341815672,2026-01-23 08:00:00,2026-01-24 04:37:18,Partner,20.62,Completed,Replacement
a01f8c7b-a150-433d-971b-d38dfb588ac2,ORD101068,6144,8944075486933681,2026-01-18 08:00:00,2026-01-18 08:50:45,Retail Store,0.85,Completed,New Activation
371d69a7-3f85-4998-b0e3-e2dcd41e6431,ORD101069,24292,8944091734747492,2026-01-24 12:00:00,2026-01-25 09:11:36,Partner,21.19,Completed,Replacement
3750ad13-b46c-4a5f-b2df-315edc23f2ff,ORD101070,15741,8944077358071768,2026-02-06 15:00:00,2026-02-07 19:41:22,Online,28.69,Completed,Replacement
d555e1e2-c9cb-43b5-ab9e-e5b929e8ccbd,ORD101071,19426,8944013702921510,2026-02-08 09:00:00,2026-02-10 02:14:37,Online,41.24,Completed,SIM Swap
d8107229-bb16-4fee-821d-64dee7fc0ec2,ORD101072,10515,8944093685774453,2026-02-22 12:00:00,2026-02-25 04:29:36,Telesales,64.49,Completed,Replacement
3e5dd06c-aaa4-4bfe-967f-57c9e62f5124,ORD101073,11013,8944096497335147,2026-01-12 14:00:00,2026-01-13 10:12:17,Partner,20.2,Completed,New Activation
c1b8ac00-eedc-470f-82a1-9291478d23ba,ORD101074,3520,8944099657689516,2026-01-11 12:00:00,2026-01-14 04:37:41,Telesales,64.63,Completed,Replacement
76a9e073-1e27-490b-9105-fed710920217,ORD101075,29574,8944055028658132,2026-02-08 18:00:00,2026-02-09 07:57:48,Partner,13.96,Completed,Replacement
ae3f077f-1b2f-4355-a1ed-9acd0ce85bff,ORD101076,12539,8944055361243039,2026-01-04 13:00:00,2026-01-06 10:23:13,Online,45.39,Completed,Replacement
4424a2b1-2be3-4c06-a474-e573dbff1868,ORD101077,25751,8944051063199827,2026-01-14 16:00:00,2026-01-15 16:27:17,Online,24.45,Completed,Replacement
13aeaf76-94dc-4e78-8a0e-17d1480698e7,ORD101078,3482,8944056663671318,2026-02-17 10:00:00,2026-02-18 11:54:09,Online,25.9,Completed,Replacement
d0ec36cd-25e3-43df-ba7a-c4cad166b33d,ORD101079,29852,8944024457041655,2026-01-12 09:00:00,2026-01-13 02:22:09,Partner,17.37,Completed,New Activation
d51d8ef2-56b8-4e4a-a71f-cfc21dfac2f0,ORD101080,5104,8944025781616928,2026-01-24 11:00:00,2026-01-25 03:43:53,Partner,16.73,Completed,Replacement
5518d009-04c9-4474-a432-19ba3b46a509,ORD101081,13798,8944034369951312,2026-01-04 08:00:00,2026-01-06 18:50:08,Telesales,58.84,Completed,New Activation
ac072c3c-6334-4592-8a4d-d08669420f91,ORD101082,12607,8944038267920613,2026-01-09 13:00:00,2026-01-11 13:58:55,Telesales,48.98,Completed,Replacement
d500eeea-d7b5-40d4-9d20-7ded933ba55b,ORD101083,19930,8944049692263372,2026-02-04 13:00:00,2026-02-04 13:53:02,Retail Store,0.88,Completed,Replacement
e6db04f4-7598-4f5c-947c-632b872e003e,ORD101084,17270,8944020200744572,2026-02-13 12:00:00,2026-02-13 14:55:24,Retail Store,2.92,Completed,New Activation
87ee940c-ff72-4369-9cd0-0e34e46c646c,ORD101085,9587,8944032379684080,2026-02-17 15:00:00,2026-02-20 09:32:28,Telesales,66.54,Completed,SIM Swap
e52ad26c-776c-472e-a30e-97b103cd5344,ORD101086,17054,8944010540763166,2026-01-17 08:00:00,2026-01-19 17:55:57,Telesales,57.93,Completed,Replacement
461778b4-ebdf-4f5d-87ef-f7410d46a2d1,ORD101087,24264,8944067086649350,2026-01-30 08:00:00,2026-01-30 10:50:46,Retail Store,2.85,Completed,Replacement
dd6d5c0e-b7ef-4e8e-a3df-a316a9090505,ORD101088,209,8944054970557764,2026-02-16 14:00:00,2026-02-17 15:27:24,Online,25.46,Completed,New Activation
68413943-8def-4515-801c-eaa1f8efbe3c,ORD101089,25844,8944030170449446,2026-02-19 18:00:00,2026-02-21 18:02:04,Telesales,48.03,Completed,SIM Swap
36a894b4-cbe6-483d-8e38-9404deb758e4,ORD101090,22531,8944058525189166,2026-01-23 16:00:00,2026-01-25 07:26:26,Online,39.44,Completed,New Activation
