perf_id,partner_key,month,orders_count,order_value,revenue,new_customers,churn_rate,nps_score,support_tickets,training_completed,commission_earned
1938,61,2024-05,45,50695.32,43091.02,5,1.36,25,15,True,12318.96
1939,61,2024-06,36,85519.92,72691.93,8,1.6,52,3,False,20781.34
1940,61,2024-07,22,89868.27,76388.03,6,1.49,29,11,False,21837.99
1941,61,2024-08,22,42724.13,36315.51,5,1.84,55,2,False,10381.96
1942,61,2024-09,53,68670.92,58370.28,3,1.82,68,4,True,16687.03
1943,61,2024-10,89,64439.47,54773.55,6,2.66,42,21,True,15658.79
1944,61,2024-11,85,20726.18,17617.25,2,2.52,38,4,False,5036.46
1945,64,2022-01,134,76027.64,64623.49,36,2.37,34,50,True,12924.7
1946,64,2022-01,87,83335.02,70834.77,29,1.74,72,3,True,14166.95
1947,64,2022-03,87,125230.57,106445.98,10,0.04,64,1,True,21289.2
1948,64,2022-04,132,40969.48,34824.06,4,0.74,73,35,True,6964.81
1949,64,2022-05,48,99569.74,84634.28,8,0.97,31,17,True,16926.86
1950,64,2022-05,22,113441.02,96424.87,1,2.28,65,10,False,19284.97
1951,64,2022-06,53,20303.0,17257.55,14,2.26,41,11,True,3451.51
1952,64,2022-07,73,121940.2,103649.17,7,1.56,40,21,False,20729.83
1953,64,2022-08,54,107254.27,91166.13,11,2.19,70,25,True,18233.23
1954,64,2022-09,72,47780.75,40613.64,11,1.9,79,1,False,8122.73
1955,64,2022-10,51,64599.11,54909.24,3,0.8,31,17,True,10981.85
1956,64,2022-11,76,120877.75,102746.09,20,2.15,46,36,False,20549.22
1957,64,2022-12,140,81452.07,69234.26,23,1.97,43,17,True,13846.85
1958,64,2023-01,127,101304.79,86109.07,24,0.16,30,32,False,17221.81
1959,64,2023-02,104,136165.15,115740.38,22,1.97,49,14,False,23148.08
1960,64,2023-03,128,134588.87,114400.54,39,2.04,34,2,False,22880.11
1961,64,2023-04,67,126345.91,107394.02,19,1.79,44,28,True,21478.8
1962,64,2023-05,87,94317.95,80170.26,4,2.27,27,28,False,16034.05
1963,64,2023-06,124,90734.22,77124.09,11,1.8,39,53,False,15424.82
1964,64,2023-07,47,138728.5,117919.22,12,1.01,63,7,True,23583.85
1965,64,2023-08,52,101232.26,86047.42,5,2.73,32,20,False,17209.48
1966,64,2023-09,32,95662.34,81312.99,2,0.98,20,4,False,16262.6
1967,64,2023-10,30,50418.03,42855.33,1,1.42,41,13,False,8571.07
1968,64,2023-11,50,133207.95,113226.76,12,2.86,58,3,False,22645.35
1969,64,2023-12,97,55731.8,47372.03,1,1.41,23,25,True,9474.41
1970,64,2024-01,108,138517.98,117740.28,18,1.39,23,42,False,23548.06
1971,64,2024-02,49,46715.0,39707.75,2,1.37,38,2,True,7941.55
1972,64,2024-03,57,32571.98,27686.18,1,2.51,25,13,False,5537.24
1973,64,2024-04,145,75334.58,64034.39,24,1.9,22,28,False,12806.88
1974,64,2024-05,122,123463.02,104943.57,39,0.17,20,15,True,20988.71
1975,64,2024-06,140,146995.06,124945.8,19,2.06,72,20,True,24989.16
1976,64,2024-07,144,98800.97,83980.82,30,1.11,77,17,True,16796.16
1977,64,2024-08,49,23822.44,20249.07,6,1.21,59,22,True,4049.81
1978,64,2024-09,17,129432.62,110017.73,1,0.78,37,8,True,22003.55
1979,64,2024-10,66,83209.37,70727.96,21,0.8,44,20,False,14145.59
1980,64,2024-11,15,50504.57,42928.88,1,2.0,71,6,True,8585.78
1981,65,2022-01,63,50820.05,43197.04,2,0.16,37,20,False,3506.58
1982,65,2022-01,46,24355.84,20702.46,10,0.05,20,4,False,1680.55
1983,65,2022-03,41,35238.7,29952.89,7,2.72,63,9,False,2431.47
1984,65,2022-04,23,62342.72,52991.31,7,1.98,20,9,True,4301.65
1985,65,2022-05,68,27083.57,23021.03,20,0.96,63,17,False,1868.77
1986,65,2022-05,47,65681.83,55829.56,6,2.28,59,10,True,4532.05
1987,65,2022-06,7,54938.64,46697.84,2,1.2,47,1,False,3790.77
1988,65,2022-07,54,12797.8,10878.13,0,0.22,72,9,False,883.05
1989,65,2022-08,31,61878.22,52596.49,0,1.54,32,12,False,4269.6
1990,65,2022-09,71,55561.83,47227.56,23,1.24,49,25,True,3833.77
1991,65,2022-10,71,47840.38,40664.32,5,1.06,61,10,True,3300.99
1992,65,2022-11,12,72749.1,61836.74,1,0.68,49,2,False,5019.69
1993,65,2022-12,38,19454.25,16536.11,7,1.26,22,2,False,1342.34
1994,65,2023-01,36,29183.49,24805.97,3,2.05,30,12,True,2013.66
1995,65,2023-02,22,74552.84,63369.91,4,1.62,56,3,False,5144.15
1996,65,2023-03,65,66823.1,56799.64,20,2.89,75,4,False,4610.79
1997,65,2023-04,8,59292.2,50398.37,0,2.24,48,0,False,4091.16
1998,65,2023-05,8,35396.63,30087.14,2,0.24,32,1,True,2442.37
1999,65,2023-06,43,52786.92,44868.88,12,1.59,63,4,False,3642.3
2000,65,2023-07,18,59760.07,50796.06,3,2.17,24,7,False,4123.44
2001,65,2023-08,21,28644.39,24347.73,2,0.46,75,8,True,1976.46
2002,65,2023-09,20,32884.73,27952.02,2,0.36,42,3,True,2269.05
2003,65,2023-10,74,24093.57,20479.53,6,2.29,41,37,False,1662.46
2004,65,2023-11,10,37644.18,31997.55,1,0.99,67,3,True,2597.45
2005,65,2023-12,63,37901.51,32216.28,13,2.08,72,25,False,2615.2
2006,65,2024-01,51,65813.38,55941.37,17,2.11,33,21,False,4541.12
2007,65,2024-02,47,71822.17,61048.84,6,1.58,49,19,True,4955.73
2008,65,2024-03,41,52724.63,44815.94,8,0.76,38,0,True,3638.0
2009,65,2024-04,58,26958.25,22914.51,16,2.5,43,0,True,1860.12
2010,65,2024-05,36,43739.64,37178.69,12,0.76,38,9,True,3018.04
2011,65,2024-06,7,12164.58,10339.89,2,2.49,38,1,True,839.36
2012,65,2024-07,39,59143.18,50271.7,13,2.65,40,14,True,4080.88
2013,65,2024-08,13,61981.1,52683.93,1,2.09,54,4,False,4276.7
2014,65,2024-09,74,51407.16,43696.09,7,1.73,78,9,False,3547.09
2015,65,2024-10,37,46132.97,39213.02,4,2.06,23,9,True,3183.17
2016,65,2024-11,70,47970.22,40774.69,8,0.06,70,17,True,3309.95
2017,66,2022-01,52,84574.46,71888.29,0,0.34,75,9,False,12009.57
2018,66,2022-01,18,26972.33,22926.48,1,0.2,37,6,True,3830.07
2019,66,2022-03,97,38391.68,32632.93,31,1.78,48,28,False,5451.62
2020,66,2022-04,52,59850.86,50873.23,1,1.25,59,4,True,8498.82
2021,66,2022-05,47,26287.91,22344.72,2,2.76,23,23,False,3732.88
2022,66,2022-05,44,58361.32,49607.12,12,2.44,20,20,False,8287.31
2023,66,2022-06,63,46869.96,39839.47,16,1.81,66,21,False,6655.53
2024,66,2022-07,77,66391.6,56432.86,14,2.48,67,30,True,9427.61
2025,66,2022-08,78,82204.83,69874.11,19,0.81,62,28,True,11673.09
2026,66,2022-09,68,92768.78,78853.46,19,2.1,54,32,True,13173.17
2027,66,2022-10,58,68951.95,58609.16,2,0.76,32,7,True,9791.18
2028,66,2022-11,18,66185.37,56257.56,6,0.95,31,6,True,9398.32
2029,66,2022-12,53,40076.82,34065.3,3,0.77,37,11,False,5690.91
2030,66,2023-01,60,42297.91,35953.22,17,1.14,36,4,True,6006.3
2031,66,2023-02,69,34156.37,29032.91,19,2.24,47,15,False,4850.2
2032,66,2023-03,30,13533.42,11503.41,1,0.61,57,7,True,1921.75
2033,66,2023-04,92,98422.64,83659.24,7,2.04,77,13,True,13976.01
2034,66,2023-05,51,45978.81,39081.99,5,1.49,26,13,True,6528.99
2035,66,2023-06,43,60301.75,51256.49,3,1.85,37,6,False,8562.85
2036,66,2023-07,81,90344.7,76792.99,10,2.31,37,31,True,12828.95
2037,66,2023-08,27,62172.9,52846.96,7,1.3,79,11,False,8828.55
2038,66,2023-09,57,72668.44,61768.17,7,0.62,39,20,False,10318.92
2039,66,2023-10,94,40933.83,34793.76,14,2.61,34,28,True,5812.6
2040,66,2023-11,59,66187.44,56259.32,5,1.92,59,1,True,9398.62
2041,66,2023-12,28,42120.97,35802.82,1,1.03,70,3,False,5981.18
2042,66,2024-01,93,62167.56,52842.43,4,2.38,43,26,True,8827.79
2043,66,2024-02,67,95732.68,81372.78,8,2.53,28,15,True,13594.04
2044,66,2024-03,40,97792.47,83123.6,13,1.1,68,13,True,13886.53
2045,66,2024-04,14,74030.87,62926.24,4,0.58,69,2,True,10512.38
2046,66,2024-05,80,66105.61,56189.77,23,1.46,30,8,True,9387.0
2047,66,2024-06,30,20932.55,17792.67,3,0.14,31,11,True,2972.42
2048,66,2024-07,65,63241.58,53755.34,0,2.59,64,11,False,8980.3
2049,66,2024-08,48,76331.96,64882.17,0,0.71,67,23,False,10839.14
2050,66,2024-09,27,26303.64,22358.09,1,1.74,36,8,True,3735.12
2051,66,2024-10,91,17624.33,14980.68,5,0.64,31,26,False,2502.65
2052,66,2024-11,42,12238.59,10402.8,13,2.04,21,12,True,1737.88
2053,67,2022-01,26,99786.0,84818.1,3,0.36,79,3,True,16664.26
2054,67,2022-01,29,54578.57,46391.78,3,2.76,73,3,True,9114.62
2055,67,2022-03,21,91001.53,77351.3,7,0.33,49,3,False,15197.26
2056,67,2022-04,37,105694.07,89839.96,0,2.51,26,9,True,17650.91
2057,67,2022-05,53,122721.18,104313.0,6,0.31,75,2,False,20494.44
2058,67,2022-05,102,56550.88,48068.25,18,0.43,23,7,True,9444.0
2059,67,2022-06,63,117089.69,99526.24,20,1.55,37,31,True,19553.98
2060,67,2022-07,113,101557.96,86324.27,10,0.37,24,43,False,16960.18
2061,67,2022-08,86,107441.29,91325.1,23,0.01,47,11,True,17942.7
2062,67,2022-09,120,73920.06,62832.05,4,1.88,61,31,True,12344.65
2063,67,2022-10,103,70004.98,59504.23,31,1.54,56,16,True,11690.83
2064,67,2022-11,144,86632.56,73637.68,48,1.66,70,14,False,14467.64
2065,67,2022-12,89,26551.57,22568.83,24,1.28,60,33,False,4434.11
2066,67,2023-01,104,33300.62,28305.53,1,1.05,55,45,True,5561.2
2067,67,2023-02,71,50445.29,42878.5,14,0.52,20,12,False,8424.36
2068,67,2023-03,77,129110.05,109743.54,20,0.07,65,13,True,21561.38
2069,67,2023-04,125,30368.08,25812.87,10,0.93,64,14,True,5071.47
2070,67,2023-05,78,148940.82,126599.7,18,0.74,30,37,False,24873.12
2071,67,2023-06,53,41706.57,35450.58,7,0.06,66,3,False,6965.0
2072,67,2023-07,107,80147.43,68125.32,28,2.83,45,40,True,13384.62
2073,67,2023-08,114,18065.18,15355.4,27,2.81,47,52,True,3016.89
2074,67,2023-09,60,92686.57,78783.58,19,1.3,61,4,False,15478.66
2075,67,2023-10,53,23472.53,19951.65,3,0.86,50,19,True,3919.91
2076,67,2023-11,100,83688.62,71135.33,0,2.07,58,24,False,13976.0
2077,67,2023-12,19,76713.63,65206.59,5,1.07,34,5,True,12811.18
2078,67,2024-01,57,27661.48,23512.26,14,0.92,34,26,False,4619.47
2079,67,2024-02,44,39343.69,33442.14,2,2.25,56,10,True,6570.4
2080,67,2024-03,20,117791.57,100122.83,5,0.61,63,3,True,19671.19
2081,67,2024-04,57,106698.76,90693.95,9,2.56,39,23,True,17818.69
2082,67,2024-05,62,39478.98,33557.13,8,0.69,44,7,True,6592.99
2083,67,2024-06,49,112334.72,95484.51,3,1.93,23,4,False,18759.9
2084,67,2024-07,32,31848.62,27071.33,10,0.4,23,7,True,5318.72
2085,67,2024-08,23,42577.15,36190.58,5,0.86,56,6,True,7110.38
2086,67,2024-09,65,96285.33,81842.53,3,2.56,68,18,True,16079.65
2087,67,2024-10,45,50083.86,42571.28,14,0.0,39,17,True,8364.0
2088,67,2024-11,33,111588.91,94850.57,4,1.16,54,12,False,18635.35
2089,68,2022-01,17,14987.33,12739.23,3,2.43,59,5,True,3462.07
2090,68,2022-01,22,27643.09,23496.63,5,2.64,64,4,True,6385.55
2091,68,2022-03,21,15082.86,12820.43,5,2.8,76,1,True,3484.14
2092,68,2022-04,11,42298.73,35953.92,0,2.82,33,0,True,9771.01
2093,68,2022-05,46,35896.34,30511.89,15,2.12,79,6,True,8292.05
2094,68,2022-05,46,30059.97,25550.97,3,2.28,31,13,False,6943.85
2095,68,2022-06,10,15691.61,13337.87,0,1.13,35,3,True,3624.76
2096,68,2022-07,36,16155.44,13732.12,12,2.73,75,8,False,3731.91
2097,68,2022-08,5,6533.53,5553.5,0,0.12,70,0,False,1509.25
2098,68,2022-09,46,15671.63,13320.89,5,1.99,26,17,False,3620.15
2099,68,2022-10,48,46667.15,39667.08,8,0.39,76,3,True,10780.11
2100,68,2022-11,46,20381.39,17324.18,1,2.39,69,16,True,4708.1
2101,68,2022-12,37,6973.8,5927.73,4,0.91,69,0,False,1610.95
2102,68,2023-01,19,46683.29,39680.8,0,1.17,42,6,False,10783.84
2103,68,2023-02,24,9966.17,8471.24,6,2.84,34,11,False,2302.19
2104,68,2023-03,6,21129.5,17960.08,0,1.49,36,0,False,4880.91
2105,68,2023-04,47,8583.19,7295.71,14,1.45,20,9,False,1982.72
2106,68,2023-05,28,33463.64,28444.09,4,1.3,32,8,True,7730.1
2107,68,2023-06,48,32708.41,27802.15,1,2.5,28,17,True,7555.64
2108,68,2023-07,29,42163.74,35839.18,7,0.98,55,1,False,9739.82
2109,68,2023-08,10,43522.27,36993.93,0,0.38,77,1,False,10053.64
2110,68,2023-09,9,19806.1,16835.18,1,0.25,41,1,False,4575.21
2111,68,2023-10,27,5021.13,4267.96,9,0.66,34,7,False,1159.88
2112,68,2023-11,18,35854.73,30476.52,4,2.01,44,9,False,8282.44
2113,68,2023-12,9,36712.02,31205.22,0,1.54,63,3,False,8480.48
2114,68,2024-01,12,22994.35,19545.2,2,2.16,70,2,True,5311.69
2115,68,2024-02,15,46585.44,39597.62,2,2.21,49,1,True,10761.24
2116,68,2024-03,27,9537.73,8107.07,9,2.19,23,5,True,2203.22
2117,68,2024-04,49,43695.56,37141.23,13,1.37,53,23,True,10093.67
2118,68,2024-05,47,19367.76,16462.6,1,2.89,29,15,False,4473.95
2119,68,2024-06,23,39093.75,33229.69,4,2.88,39,9,False,9030.66
2120,68,2024-07,25,11642.96,9896.52,0,1.45,59,8,True,2689.52
2121,68,2024-08,17,27599.74,23459.78,1,0.64,60,4,False,6375.54
2122,68,2024-09,44,7544.7,6412.99,4,2.1,76,15,False,1742.83
2123,68,2024-10,42,8257.13,7018.56,12,1.65,36,8,False,1907.4
2124,68,2024-11,7,38364.5,32609.83,1,2.73,53,0,False,8862.2
2125,70,2022-01,26,45097.45,38332.83,1,2.9,77,12,False,10913.58
2126,70,2022-01,43,41032.92,34877.98,2,1.85,75,12,False,9929.97
2127,70,2022-03,10,30802.49,26182.12,0,2.72,57,1,True,7454.2
2128,70,2022-04,21,26440.43,22474.37,3,1.18,30,10,False,6398.58
2129,70,2022-05,25,28584.89,24297.16,8,2.83,55,6,False,6917.54
2130,70,2022-05,5,40147.75,34125.59,0,0.51,66,0,True,9715.76
2131,70,2022-06,28,5965.08,5070.32,3,0.18,30,3,False,1443.55
2132,70,2022-07,48,20197.61,17167.97,15,2.87,77,14,True,4887.82
2133,70,2022-08,36,26231.32,22296.62,11,2.71,58,16,True,6347.98
2134,70,2022-09,8,44317.84,37670.16,2,0.5,74,4,False,10724.92
2135,70,2022-10,41,40238.58,34202.79,8,0.21,74,15,True,9737.74
2136,70,2022-11,49,9534.69,8104.49,10,0.75,43,10,True,2307.39
2137,70,2022-12,36,25182.5,21405.12,10,0.31,21,17,True,6094.16
2138,70,2023-01,20,37622.89,31979.46,2,0.29,62,5,False,9104.74
2139,70,2023-02,46,16074.54,13663.36,2,2.37,70,21,False,3890.04
2140,70,2023-03,36,25971.7,22075.94,4,0.37,59,16,True,6285.15
2141,70,2023-04,42,22224.14,18890.52,13,0.99,49,21,True,5378.24
2142,70,2023-05,44,15394.07,13084.96,9,1.36,70,3,False,3725.36
2143,70,2023-06,10,16518.99,14041.14,2,1.36,33,4,True,3997.6
2144,70,2023-07,27,28759.49,24445.57,5,1.61,59,5,False,6959.8
2145,70,2023-08,27,43926.72,37337.71,3,1.98,53,10,True,10630.27
2146,70,2023-09,10,42123.75,35805.19,0,2.56,73,2,True,10193.95
2147,70,2023-10,32,5160.27,4386.23,1,2.13,67,14,True,1248.79
2148,70,2023-11,7,38929.48,33090.06,1,2.08,58,2,True,9420.93
2149,70,2023-12,33,17404.8,14794.08,7,2.0,63,0,True,4211.96
2150,70,2024-01,37,19265.05,16375.29,2,1.29,41,12,True,4662.14
2151,70,2024-02,16,36705.34,31199.54,5,0.78,24,4,True,8882.69
2152,70,2024-03,27,37055.43,31497.12,8,0.81,36,4,True,8967.41
2153,70,2024-04,30,48671.83,41371.06,7,1.47,41,14,False,11778.58
2154,70,2024-05,32,37220.11,31637.09,1,0.83,59,9,True,9007.27
2155,70,2024-06,11,49788.82,42320.5,0,1.98,25,0,False,12048.89
2156,70,2024-07,16,11569.55,9834.12,4,1.73,59,2,True,2799.83
2157,70,2024-08,6,42597.52,36207.89,1,2.43,31,1,True,10308.6
2158,70,2024-09,21,10298.02,8753.32,5,1.01,45,5,False,2492.12
2159,70,2024-10,19,26477.18,22505.6,1,0.36,79,6,True,6407.48
2160,70,2024-11,27,12634.09,10738.98,1,0.98,48,5,False,3057.45
2161,71,2022-01,43,27103.82,23038.25,12,2.41,45,19,True,3686.12
2162,71,2022-01,6,34060.9,28951.76,0,1.23,58,0,False,4632.28
2163,71,2022-03,25,34154.08,29030.97,4,2.99,29,0,False,4644.95
2164,71,2022-04,31,9839.41,8363.5,1,2.15,65,15,True,1338.16
2165,71,2022-05,34,25352.21,21549.38,2,1.56,28,8,False,3447.9
2166,71,2022-05,14,48194.8,40965.58,1,1.47,73,6,True,6554.49
2167,71,2022-06,33,14550.0,12367.5,5,2.31,41,13,True,1978.8
2168,71,2022-07,25,28611.83,24320.06,0,0.99,45,3,True,3891.21
2169,71,2022-08,46,29200.52,24820.44,12,2.9,79,23,False,3971.27
2170,71,2022-09,8,25477.52,21655.89,2,0.87,64,0,False,3464.94
2171,71,2022-10,38,11521.02,9792.87,1,0.55,64,3,False,1566.86
2172,71,2022-11,30,10576.6,8990.11,6,2.05,40,0,True,1438.42
2173,71,2022-12,27,25639.14,21793.27,9,1.5,58,1,False,3486.92
2174,71,2023-01,48,33943.44,28851.92,1,1.43,59,17,False,4616.31
2175,71,2023-02,39,23873.56,20292.53,8,0.52,73,8,False,3246.8
2176,71,2023-03,30,11446.34,9729.39,8,2.11,72,3,False,1556.7
2177,71,2023-04,43,13325.63,11326.79,2,0.0,69,9,True,1812.29
2178,71,2023-05,20,10186.49,8658.52,2,2.65,26,6,True,1385.36
2179,71,2023-06,12,27953.21,23760.23,1,2.6,75,5,False,3801.64
2180,71,2023-07,23,18799.91,15979.92,2,0.14,75,8,False,2556.79
2181,71,2023-08,45,9364.79,7960.07,1,0.05,21,19,True,1273.61
2182,71,2023-09,49,40450.72,34383.11,6,0.55,70,20,False,5501.3
2183,71,2023-10,20,31217.63,26534.99,0,1.74,67,1,False,4245.6
2184,71,2023-11,33,41240.59,35054.5,11,2.06,70,3,False,5608.72
2185,71,2023-12,34,37322.64,31724.24,3,1.1,44,3,True,5075.88
2186,71,2024-01,40,21014.21,17862.08,10,1.83,52,4,False,2857.93
2187,71,2024-02,11,5855.79,4977.42,2,2.77,29,3,True,796.39
2188,71,2024-03,15,5179.7,4402.74,3,1.14,64,2,False,704.44
2189,71,2024-04,21,26843.17,22816.69,7,2.57,38,4,False,3650.67
2190,71,2024-05,19,9645.93,8199.04,6,1.6,24,9,True,1311.85
2191,71,2024-06,46,28259.94,24020.95,10,0.45,66,17,True,3843.35
2192,71,2024-07,36,15233.21,12948.23,2,0.21,66,10,True,2071.72
2193,71,2024-08,49,42613.27,36221.28,10,1.72,48,14,True,5795.4
2194,71,2024-09,32,44006.9,37405.86,9,0.14,75,7,True,5984.94
2195,71,2024-10,41,28537.0,24256.45,5,2.44,38,7,False,3881.03
2196,71,2024-11,25,12532.42,10652.56,1,1.39,31,5,False,1704.41
2197,72,2022-01,89,98856.02,84027.62,9,1.54,72,23,False,6227.93
2198,72,2022-01,48,37332.94,31733.0,12,0.34,59,3,False,2351.98
2199,72,2022-03,43,82152.66,69829.76,3,0.3,47,18,False,5175.62
2200,72,2022-04,15,86217.71,73285.05,4,1.17,57,3,True,5431.72
2201,72,2022-05,15,76402.23,64941.9,1,1.57,21,5,True,4813.34
2202,72,2022-05,90,31626.41,26882.45,18,2.08,76,44,True,1992.46
2203,72,2022-06,28,72414.93,61552.69,0,1.37,55,1,True,4562.14
2204,72,2022-07,25,61736.09,52475.68,3,0.33,45,10,False,3889.37
2205,72,2022-08,67,49762.12,42297.8,5,2.98,45,24,True,3135.01
2206,72,2022-09,76,13721.16,11662.99,17,1.02,53,14,False,864.43
2207,72,2022-10,69,35288.15,29994.93,22,2.29,68,21,False,2223.15
2208,72,2022-11,93,15837.21,13461.63,2,1.11,39,39,False,997.74
2209,72,2022-12,21,70920.32,60282.27,3,0.87,28,2,True,4467.98
2210,72,2023-01,27,79561.02,67626.87,6,0.85,27,4,False,5012.34
2211,72,2023-02,28,20955.54,17812.21,8,2.32,22,14,False,1320.2
2212,72,2023-03,40,22358.6,19004.81,5,2.27,38,0,False,1408.59
2213,72,2023-04,10,14766.08,12551.17,1,2.83,62,0,False,930.26
2214,72,2023-05,10,60256.38,51217.92,0,0.71,31,3,True,3796.15
2215,72,2023-06,73,54886.4,46653.44,22,1.1,23,35,True,3457.84
2216,72,2023-07,19,82304.15,69958.53,3,0.55,65,4,False,5185.16
2217,72,2023-08,50,89905.87,76419.99,15,0.73,50,7,False,5664.07
2218,72,2023-09,11,55085.86,46822.98,0,2.11,66,2,True,3470.41
2219,72,2023-10,58,56897.54,48362.91,1,1.59,80,23,True,3584.55
2220,72,2023-11,89,12075.41,10264.1,22,1.3,47,33,False,760.75
2221,72,2023-12,84,92830.64,78906.04,13,2.95,22,42,False,5848.33
2222,72,2024-01,98,47032.53,39977.65,32,1.65,23,25,False,2963.05
2223,72,2024-02,68,22408.9,19047.57,5,1.86,72,29,True,1411.76
2224,72,2024-03,16,46546.07,39564.16,0,2.11,50,8,False,2932.4
2225,72,2024-04,70,97657.65,83009.0,4,2.11,78,24,False,6152.43
2226,72,2024-05,18,60834.21,51709.08,4,2.42,62,3,False,3832.56
2227,72,2024-06,50,65665.15,55815.38,16,2.19,25,10,False,4136.9
2228,72,2024-07,71,46723.88,39715.3,19,1.16,59,7,True,2943.6
2229,72,2024-08,20,20109.31,17092.91,1,0.91,66,3,False,1266.89
2230,72,2024-09,94,88248.79,75011.47,28,2.19,25,41,True,5559.67
2231,72,2024-10,48,25910.29,22023.75,13,2.63,60,4,True,1632.35
2232,72,2024-11,29,30570.05,25984.54,5,1.96,55,3,False,1925.91
2233,73,2022-01,53,62253.99,52915.89,1,2.64,42,4,False,4980.32
2234,73,2022-01,50,83926.29,71337.35,15,2.66,53,11,True,6714.1
2235,73,2022-03,98,71511.71,60784.95,30,1.7,24,46,False,5720.94
2236,73,2022-04,94,33698.17,28643.44,18,2.44,64,32,False,2695.85
2237,73,2022-05,50,55964.0,47569.4,15,0.65,42,16,True,4477.12
2238,73,2022-05,37,61829.47,52555.05,0,1.99,72,10,True,4946.36
2239,73,2022-06,94,56207.17,47776.09,31,1.28,31,12,True,4496.57
2240,73,2022-07,51,50422.45,42859.08,17,1.86,64,20,False,4033.8
2241,73,2022-08,72,62655.72,53257.36,23,1.94,45,21,True,5012.46
2242,73,2022-09,63,86015.61,73113.27,11,0.96,61,15,True,6881.25
2243,73,2022-10,81,12248.27,10411.03,9,2.69,68,24,False,979.86
2244,73,2022-11,37,75524.65,64195.95,6,1.54,63,13,True,6041.97
2245,73,2022-12,61,83752.75,71189.84,2,0.29,32,24,True,6700.22
2246,73,2023-01,12,49614.72,42172.51,0,2.63,29,4,True,3969.18
2247,73,2023-02,40,90190.44,76661.87,0,0.6,53,19,True,7215.24
2248,73,2023-03,25,48534.75,41254.54,5,1.24,80,0,True,3882.78
2249,73,2023-04,66,23992.4,20393.54,19,2.47,69,17,False,1919.39
2250,73,2023-05,18,28935.54,24595.21,4,1.74,29,1,False,2314.84
2251,73,2023-06,84,60777.35,51660.75,20,1.64,54,4,False,4862.19
2252,73,2023-07,99,80885.96,68753.07,29,1.58,44,13,False,6470.88
2253,73,2023-08,49,58257.2,49518.62,2,0.5,31,6,False,4660.58
2254,73,2023-09,98,97433.42,82818.41,17,0.25,56,43,False,7794.67
2255,73,2023-10,71,52828.08,44903.87,23,0.43,31,5,True,4226.25
2256,73,2023-11,98,67656.13,57507.71,1,2.19,74,41,True,5412.49
2257,73,2023-12,70,55393.91,47084.82,14,0.94,41,21,False,4431.51
2258,73,2024-01,25,23135.76,19665.4,2,2.49,49,11,False,1850.86
2259,73,2024-02,16,98168.67,83443.37,2,1.67,57,8,True,7853.49
2260,73,2024-03,60,59750.5,50787.92,16,0.83,65,15,False,4780.04
2261,73,2024-04,32,97641.97,82995.67,0,1.79,64,2,False,7811.36
2262,73,2024-05,40,22685.06,19282.3,4,1.67,54,15,True,1814.8
2263,73,2024-06,92,74810.62,63589.03,13,1.15,68,12,False,5984.85
2264,73,2024-07,12,87708.61,74552.32,3,0.09,61,1,False,7016.69
2265,73,2024-08,39,25868.79,21988.47,13,0.81,24,18,True,2069.5
2266,73,2024-09,49,56248.9,47811.57,4,2.06,76,21,False,4499.91
2267,73,2024-10,91,90375.71,76819.35,30,1.76,50,32,True,7230.06
2268,73,2024-11,91,77145.4,65573.59,28,0.1,36,25,True,6171.63
2269,74,2022-01,43,49830.96,42356.32,8,2.74,43,10,False,11510.95
2270,74,2022-01,11,24966.33,21221.38,0,2.67,71,0,True,5767.22
2271,74,2022-03,25,37984.71,32287.0,4,0.04,80,1,False,8774.47
2272,74,2022-04,13,21786.47,18518.5,2,0.67,72,1,True,5032.67
2273,74,2022-05,6,17988.53,15290.25,1,2.27,62,2,True,4155.35
2274,74,2022-05,6,16613.18,14121.2,2,1.09,25,3,True,3837.64
2275,74,2022-06,33,48806.52,41485.54,5,1.41,27,16,True,11274.31
2276,74,2022-07,45,48275.34,41034.04,1,0.03,80,22,False,11151.6
2277,74,2022-08,30,47033.58,39978.54,5,1.8,27,6,True,10864.76
2278,74,2022-09,12,8949.76,7607.3,2,1.29,33,4,False,2067.39
2279,74,2022-10,39,43933.05,37343.09,0,1.88,71,7,True,10148.53
2280,74,2022-11,15,38856.73,33028.22,5,0.14,39,7,False,8975.9
2281,74,2022-12,44,43354.42,36851.26,11,1.8,76,21,True,10014.87
2282,74,2023-01,33,11794.83,10025.61,3,0.59,34,6,True,2724.61
2283,74,2023-02,39,26508.88,22532.55,2,2.93,43,18,True,6123.55
2284,74,2023-03,35,33165.07,28190.31,10,0.72,56,13,True,7661.13
2285,74,2023-04,39,48061.41,40852.2,1,2.46,36,5,False,11102.19
2286,74,2023-05,47,32895.75,27961.39,0,1.52,63,9,False,7598.92
2287,74,2023-06,9,29172.83,24796.91,1,2.62,75,2,False,6738.92
2288,74,2023-07,40,22813.46,19391.44,8,2.16,66,14,True,5269.91
2289,74,2023-08,18,22708.23,19302.0,5,2.44,36,7,True,5245.6
2290,74,2023-09,46,17270.42,14679.86,1,0.04,52,22,False,3989.47
2291,74,2023-10,21,32950.9,28008.26,5,2.78,37,6,False,7611.66
2292,74,2023-11,22,36668.48,31168.21,0,2.08,76,11,True,8470.42
2293,74,2023-12,31,9076.94,7715.4,9,1.45,34,7,True,2096.77
2294,74,2024-01,27,16833.96,14308.87,5,1.37,30,11,False,3888.64
