credit_note_id,customer_key,invoice_id,credit_date,credit_amount,credit_reason,approval_status,approved_by,created_date
aa640edb-087d-40aa-be8b-4022983b566f,140,200939,2026-01-23,1288.04,Overcharge Refund,Approved,Revenue Assurance Team,2026-01-23 00:00:00
26beb625-3aad-4d86-8a4b-f1b9433e0fef,3179,200134,2026-01-09,6.73,Overcharge Refund,Approved,Revenue Assurance Team,2026-01-09 00:00:00
781a444b-bd91-444d-be06-5d7df66e48a3,937,201533,2026-01-30,550.16,Goodwill Gesture,Approved,Finance Manager,2026-01-30 00:00:00
cf1f4963-50ed-4841-af64-72ec433debce,998,202148,2026-02-04,21.57,Rate Plan Correction,Pending,Revenue Assurance Team,2026-02-04 00:00:00
afa07661-dd80-44ce-9a19-ae1075fa943b,4145,201394,2026-01-29,25.31,Overcharge Refund,Approved,Customer Service Lead,2026-01-29 00:00:00
5820cd61-7099-4aab-a7e2-e16bdc4c0641,861,205360,2026-03-08,1457.27,Service Outage Compensation,Approved,Revenue Assurance Team,2026-03-08 00:00:00
0075f61f-dc83-421a-997f-20c9a1972b87,901,204367,2026-03-01,4094.52,Goodwill Gesture,Approved,Customer Service Lead,2026-03-01 00:00:00
1bd9df3a-dfde-46db-8d3a-a3eb956df89d,112,204053,2026-02-27,1614.86,Goodwill Gesture,Approved,Finance Manager,2026-02-27 00:00:00
58778835-e0d4-40f4-8c1a-b42c19e33867,3417,201177,2026-01-27,38.79,Billing Error,Approved,Finance Manager,2026-01-27 00:00:00
3c97b79f-b930-4024-a94f-30d7b6eccb93,1690,204036,2026-02-25,13.42,Contract Dispute Resolution,Approved,Finance Manager,2026-02-25 00:00:00
e356f88b-438c-43e2-83ee-d28a4c6c1da0,4094,204918,2026-03-07,18.27,Billing Error,Pending,Revenue Assurance Team,2026-03-07 00:00:00
61e887bf-967d-470d-845c-f016d677a9db,631,203865,2026-02-24,17.7,Service Outage Compensation,Approved,Finance Manager,2026-02-24 00:00:00
d02866da-6465-42ba-8f25-d80cb455ba95,4260,204267,2026-02-28,18.49,Billing Error,Approved,Customer Service Lead,2026-02-28 00:00:00
399750c8-2a79-4d4e-abcb-fb02898da1fc,1995,204571,2026-02-27,9.37,Contract Dispute Resolution,Approved,Customer Service Lead,2026-02-27 00:00:00
f374a7f8-c2d3-481f-a48d-1ce68ae8e70e,2747,204169,2026-02-19,17.73,Billing Error,Pending,Finance Manager,2026-02-19 00:00:00
8cec892f-883e-4f93-98f6-95420764a6d8,2340,201092,2026-01-20,11.72,Overcharge Refund,Approved,Revenue Assurance Team,2026-01-20 00:00:00
ae98adcc-0d2d-4f19-84ca-725bd2a9de12,1682,200621,2026-01-15,30.72,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-01-15 00:00:00
ca1a64ad-bae6-4451-bc13-c2f6b6e2f777,407,200348,2026-01-17,3641.35,Service Outage Compensation,Pending,Finance Manager,2026-01-17 00:00:00
436b01b3-dcf9-49dd-97a5-ccf926dca87d,845,200011,2026-01-08,20.23,Service Outage Compensation,Approved,Revenue Assurance Team,2026-01-08 00:00:00
e1c0c695-bfdd-413a-b152-2af1cc771a3b,1466,204496,2026-02-23,22.73,Goodwill Gesture,Approved,Customer Service Lead,2026-02-23 00:00:00
217de6be-aa72-4623-8598-190890c4c14a,2108,202626,2026-02-08,18.64,Overcharge Refund,Approved,Customer Service Lead,2026-02-08 00:00:00
f94b19c8-6d40-4e3c-a4ee-20767e814419,583,203040,2026-02-17,2869.82,Contract Dispute Resolution,Approved,Customer Service Lead,2026-02-17 00:00:00
c193140b-8b2c-457a-b1aa-51964e6a582b,1970,204669,2026-02-28,14.14,Service Outage Compensation,Approved,Customer Service Lead,2026-02-28 00:00:00
4ec966c8-a1e0-4d0a-9b8e-a8a472ca2862,247,202640,2026-02-08,567.83,Billing Error,Approved,Customer Service Lead,2026-02-08 00:00:00
d7ab5dd2-a230-4793-8b59-84670b54f7ac,843,200386,2026-01-13,981.19,Billing Error,Pending,Revenue Assurance Team,2026-01-13 00:00:00
33d305c3-ec2a-426d-985b-325476e6c665,1594,200479,2026-01-13,3.83,Service Outage Compensation,Pending,Customer Service Lead,2026-01-13 00:00:00
14c5c5d2-5dac-42b6-b7ae-2fac0cd68f1d,906,200076,2026-01-13,278.03,Billing Error,Approved,Revenue Assurance Team,2026-01-13 00:00:00
16047866-5fdc-4e7e-bfe5-ae6e5caf9004,621,202474,2026-02-08,2603.63,Billing Error,Approved,Customer Service Lead,2026-02-08 00:00:00
498ef1a3-5a62-42a3-b491-727e77012e70,677,201944,2026-01-27,3904.88,Contract Dispute Resolution,Pending,Revenue Assurance Team,2026-01-27 00:00:00
d66970e5-b433-4c27-b93d-3a47c111f493,756,202663,2026-02-09,6907.75,Goodwill Gesture,Pending,Finance Manager,2026-02-09 00:00:00
8398755a-892d-483a-ad0a-b1c0c64c8def,2228,204761,2026-02-26,17.29,Contract Dispute Resolution,Approved,Finance Manager,2026-02-26 00:00:00
b7b255a1-b3e6-4737-987b-cdfa9513d014,249,201172,2026-01-27,5034.59,Overcharge Refund,Approved,Customer Service Lead,2026-01-27 00:00:00
2be4ce76-d3ab-4894-9e27-6f28bed6e9cc,1017,201255,2026-01-27,8.95,Service Outage Compensation,Approved,Customer Service Lead,2026-01-27 00:00:00
0f63c373-767a-4fa4-9f51-9015953a06ba,588,205209,2026-03-07,5.64,Service Outage Compensation,Approved,Customer Service Lead,2026-03-07 00:00:00
b2456d96-7967-4b86-a66e-2f4af60ecfff,615,204043,2026-02-17,5.31,Overcharge Refund,Approved,Revenue Assurance Team,2026-02-17 00:00:00
4ae3cfc0-4b54-41ae-8eac-99c695f33df6,3160,202519,2026-02-11,25.28,Goodwill Gesture,Approved,Finance Manager,2026-02-11 00:00:00
4a6c007e-83e7-462f-a8d2-dc6e5a60c944,1224,204999,2026-03-02,12.38,Goodwill Gesture,Approved,Revenue Assurance Team,2026-03-02 00:00:00
69c67d87-ae4c-48bf-adcb-45a5197fda17,4425,204078,2026-02-22,19.8,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-02-22 00:00:00
9a048c3b-a02c-4998-be6e-dbcf686de46f,2245,201729,2026-01-31,5.43,Rate Plan Correction,Approved,Finance Manager,2026-01-31 00:00:00
aa2ff377-bd34-440f-82da-ade8bfec9ed6,2610,204877,2026-03-05,33.21,Service Outage Compensation,Approved,Revenue Assurance Team,2026-03-05 00:00:00
bbfe9179-6da4-4449-a4ee-060b9043ee0b,1615,201371,2026-01-20,9.17,Service Outage Compensation,Approved,Customer Service Lead,2026-01-20 00:00:00
f01c7310-487a-41d0-8e47-5f5a5a7a720a,1927,200595,2026-01-12,23.05,Rate Plan Correction,Approved,Customer Service Lead,2026-01-12 00:00:00
0ae7dfd7-7fbb-4710-ac1b-59fa9dc89f64,314,201858,2026-01-24,9.66,Billing Error,Approved,Revenue Assurance Team,2026-01-24 00:00:00
ef0aef22-cc06-48c5-9c0a-0a6bdd899583,4170,203461,2026-02-18,4.92,Service Outage Compensation,Approved,Customer Service Lead,2026-02-18 00:00:00
8a2aaaf5-955a-47e6-8037-f5beac8f9961,1472,204507,2026-03-04,17.18,Contract Dispute Resolution,Approved,Finance Manager,2026-03-04 00:00:00
bb2c9093-634b-4ec7-85b3-847219cfc171,729,201639,2026-01-24,5.29,Overcharge Refund,Approved,Customer Service Lead,2026-01-24 00:00:00
34e28b3d-5ba3-4f80-b1c3-94e5257453ca,206,201003,2026-01-20,2989.4,Overcharge Refund,Approved,Revenue Assurance Team,2026-01-20 00:00:00
b62bbfa8-fbdb-4c40-82fb-bc0f8c186a52,2835,205042,2026-03-02,13.56,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-03-02 00:00:00
9b9c9384-fd0e-461c-aa55-6c9d9fc39086,4977,200667,2026-01-13,10.28,Overcharge Refund,Approved,Finance Manager,2026-01-13 00:00:00
b6e08547-7ba5-4e7e-b5d1-f0732b6b26d5,3054,201650,2026-01-31,16.7,Goodwill Gesture,Approved,Revenue Assurance Team,2026-01-31 00:00:00
e0969958-f9df-499f-8e38-86c42b5cd1dd,4466,200568,2026-01-21,13.09,Overcharge Refund,Approved,Revenue Assurance Team,2026-01-21 00:00:00
61003e9d-fb48-4d03-abab-420095d936b7,144,203289,2026-02-09,18.23,Overcharge Refund,Approved,Revenue Assurance Team,2026-02-09 00:00:00
042ecfcc-11e5-4dd8-8637-447abedc57db,2495,203015,2026-02-11,38.85,Overcharge Refund,Approved,Customer Service Lead,2026-02-11 00:00:00
3eb00044-fb6c-48d3-aca9-3aa2c8747abf,917,200412,2026-01-16,2509.41,Rate Plan Correction,Approved,Finance Manager,2026-01-16 00:00:00
458a136e-67de-4a6c-bd93-9d6f668fcfa8,196,200700,2026-01-13,1.98,Billing Error,Approved,Customer Service Lead,2026-01-13 00:00:00
f9110057-23f3-43d9-8d39-15d64cea09af,1013,200113,2026-01-08,26.03,Rate Plan Correction,Approved,Customer Service Lead,2026-01-08 00:00:00
60298611-b765-47dd-bff7-0da2264876f8,3887,204642,2026-02-23,9.13,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-02-23 00:00:00
0158ab1f-7103-40fb-9a4d-578a7a590693,4427,200342,2026-01-07,35.84,Contract Dispute Resolution,Pending,Revenue Assurance Team,2026-01-07 00:00:00
e0eb2de0-262e-4523-8b6c-ad9b88dd9fef,926,200034,2026-01-11,2.75,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-01-11 00:00:00
9e419958-3a76-44db-a1cf-41241c004372,920,205108,2026-03-05,1715.18,Service Outage Compensation,Approved,Customer Service Lead,2026-03-05 00:00:00
edee7337-348f-4772-83f0-0903de05bb03,2218,203042,2026-02-10,8.23,Contract Dispute Resolution,Approved,Customer Service Lead,2026-02-10 00:00:00
868b3cb3-842b-4bbe-a7d3-6f38562f875b,3898,201828,2026-01-28,11.58,Goodwill Gesture,Approved,Finance Manager,2026-01-28 00:00:00
a3a20826-6176-4a95-9b87-4a754cc55cba,182,204039,2026-02-24,8.15,Goodwill Gesture,Approved,Customer Service Lead,2026-02-24 00:00:00
eea3ed24-a61b-40a5-b953-64b98df52dc3,1482,200313,2026-01-14,10.23,Overcharge Refund,Approved,Finance Manager,2026-01-14 00:00:00
ac4ad3fe-65e3-454b-b560-7e07ad70b934,1493,200153,2026-01-14,16.88,Service Outage Compensation,Approved,Finance Manager,2026-01-14 00:00:00
8575c985-ad51-4478-a1ed-ff2025616caa,1819,203193,2026-02-15,28.52,Overcharge Refund,Pending,Revenue Assurance Team,2026-02-15 00:00:00
75ccd36d-e1db-46a6-bc6c-f441c7ade33c,84,203110,2026-02-07,7.75,Billing Error,Approved,Finance Manager,2026-02-07 00:00:00
417e08df-b56a-4ce0-9ee1-407dbae24edb,2270,202814,2026-02-03,15.93,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-02-03 00:00:00
d8389e39-3537-40ad-b456-433bd3961504,2232,202331,2026-02-03,10.87,Rate Plan Correction,Approved,Finance Manager,2026-02-03 00:00:00
0d0b79c8-3388-4a97-8eeb-afe93fc9a6e0,4753,201808,2026-01-27,6.41,Rate Plan Correction,Approved,Revenue Assurance Team,2026-01-27 00:00:00
d17a8142-4239-47d5-a4de-a6bd7365ecee,157,201722,2026-02-01,8.34,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-02-01 00:00:00
5c9fced0-7e96-458b-8eb7-9a6735a1fa00,3273,203991,2026-02-18,21.8,Goodwill Gesture,Approved,Revenue Assurance Team,2026-02-18 00:00:00
d7cfd59e-26d9-437d-a08d-74f767f59742,4152,204177,2026-02-26,12.91,Overcharge Refund,Pending,Revenue Assurance Team,2026-02-26 00:00:00
a5d7d916-cf1e-4d1c-930c-2f6a178ebf45,3795,201919,2026-01-29,5.91,Billing Error,Approved,Finance Manager,2026-01-29 00:00:00
6685197d-1f91-4d0e-9ee7-cadec601c342,2296,202242,2026-02-02,13.62,Billing Error,Approved,Revenue Assurance Team,2026-02-02 00:00:00
46734e98-8ac1-4b03-b2c7-94ccdef267c7,2122,201187,2026-01-17,36.17,Billing Error,Approved,Finance Manager,2026-01-17 00:00:00
af8ce1e9-e71e-41e4-9aab-550894eb82c4,501,201670,2026-01-30,2138.29,Service Outage Compensation,Approved,Finance Manager,2026-01-30 00:00:00
8fea4e0f-f583-4e52-8ee0-de3d44c476ca,386,204982,2026-03-06,21.73,Service Outage Compensation,Approved,Customer Service Lead,2026-03-06 00:00:00
02e9d1f4-3962-42b7-be34-8de581345c0d,2819,200361,2026-01-15,8.74,Goodwill Gesture,Pending,Revenue Assurance Team,2026-01-15 00:00:00
1dc56086-a655-42d1-b793-65276846806d,1826,200912,2026-01-16,26.46,Rate Plan Correction,Approved,Finance Manager,2026-01-16 00:00:00
e7f72011-0c36-4b4c-8de0-998c9dd1943f,76,205170,2026-03-12,4840.19,Rate Plan Correction,Approved,Finance Manager,2026-03-12 00:00:00
c35acf23-f502-4dc6-bfb8-0647b0b60199,455,203239,2026-02-10,294.21,Goodwill Gesture,Approved,Revenue Assurance Team,2026-02-10 00:00:00
f3c5cd36-0cf4-417b-b9f6-64306c9518ec,4671,205263,2026-03-13,5.11,Service Outage Compensation,Approved,Customer Service Lead,2026-03-13 00:00:00
0ceacd8f-f7ef-4d73-b9cd-8c8a2ae5a641,1133,201973,2026-01-29,3.2,Billing Error,Approved,Finance Manager,2026-01-29 00:00:00
c291ee92-124f-4d4e-b8ea-b987840a5df3,1572,204310,2026-02-24,40.19,Service Outage Compensation,Approved,Finance Manager,2026-02-24 00:00:00
d48577a8-3e0a-4f80-9392-e9ef4d9235f6,2862,204103,2026-02-27,7.84,Rate Plan Correction,Approved,Revenue Assurance Team,2026-02-27 00:00:00
fd5885df-532d-4780-9cd0-47c3b7e4a6f0,695,204491,2026-02-22,3.78,Rate Plan Correction,Pending,Finance Manager,2026-02-22 00:00:00
be9c99b7-4c10-41d0-9638-7490c6050014,1582,204775,2026-02-26,15.06,Overcharge Refund,Approved,Customer Service Lead,2026-02-26 00:00:00
a6371bfc-2f08-4bea-8708-f177ddb2bd13,253,204335,2026-02-26,3150.84,Billing Error,Approved,Finance Manager,2026-02-26 00:00:00
e2d5c2c9-d7f4-4103-901e-e5a20f615b53,1060,200879,2026-01-16,0.84,Service Outage Compensation,Approved,Revenue Assurance Team,2026-01-16 00:00:00
940a3a8e-9689-4bba-9f38-9b3015dffa61,129,204957,2026-03-04,11.29,Overcharge Refund,Approved,Customer Service Lead,2026-03-04 00:00:00
18803085-4072-4e1e-ae4d-2b75f1cdde23,2915,201799,2026-02-01,19.36,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-02-01 00:00:00
336807ba-15ef-4eb3-8e99-3adc2d3f7392,2933,201683,2026-01-28,37.09,Rate Plan Correction,Approved,Finance Manager,2026-01-28 00:00:00
1ec7e14a-a195-44d9-adcd-69c089b215be,4453,204626,2026-02-23,26.16,Rate Plan Correction,Approved,Finance Manager,2026-02-23 00:00:00
81e1b671-f11c-437d-9d59-f8e7ad811146,605,202428,2026-02-10,19.49,Rate Plan Correction,Approved,Revenue Assurance Team,2026-02-10 00:00:00
5291b3bb-9be9-49cc-a8c6-e62611f4a933,632,201471,2026-01-24,2853.63,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-01-24 00:00:00
637146c6-5ea1-4cce-92c4-4494eee242fc,483,204120,2026-02-27,1046.94,Overcharge Refund,Approved,Revenue Assurance Team,2026-02-27 00:00:00
ba33c080-0e24-45ac-a124-0fcb7709a3c7,2846,202486,2026-02-06,5.57,Goodwill Gesture,Approved,Finance Manager,2026-02-06 00:00:00
6c3a5a2a-25e3-477e-a46e-01bacea2bae9,954,204798,2026-03-03,459.04,Service Outage Compensation,Approved,Customer Service Lead,2026-03-03 00:00:00
c1de064b-b31a-4272-a71f-26da68bf791a,1833,203011,2026-02-06,13.78,Billing Error,Approved,Customer Service Lead,2026-02-06 00:00:00
42ad6352-40c4-4443-a076-445007de2449,561,204591,2026-02-25,10.15,Billing Error,Approved,Finance Manager,2026-02-25 00:00:00
a635bd9c-7e44-4a38-a7ca-ecaa1c6a780c,525,202516,2026-02-05,3912.16,Billing Error,Approved,Customer Service Lead,2026-02-05 00:00:00
f2195108-438d-4b4b-95c7-41f3ff38f6c7,3592,204856,2026-03-08,5.76,Billing Error,Approved,Revenue Assurance Team,2026-03-08 00:00:00
5571cc52-2b09-4f2f-b566-e2e559c12b7f,928,201202,2026-01-17,2193.52,Service Outage Compensation,Approved,Finance Manager,2026-01-17 00:00:00
5b7633a3-aa73-4c7b-b2c9-d1b0c43e7daa,217,202313,2026-02-06,1548.38,Overcharge Refund,Approved,Revenue Assurance Team,2026-02-06 00:00:00
09e3947f-85dc-4e1d-9101-62caa7c744fb,126,204891,2026-03-05,538.11,Goodwill Gesture,Pending,Customer Service Lead,2026-03-05 00:00:00
ce9f83a3-7ca0-4f79-8e1e-9ffb17893fd7,51,200631,2026-01-16,1.57,Service Outage Compensation,Approved,Finance Manager,2026-01-16 00:00:00
0e8566a1-e721-4bc9-87f8-868521010a20,86,203261,2026-02-15,1404.42,Goodwill Gesture,Pending,Customer Service Lead,2026-02-15 00:00:00
49535322-530b-4dee-8de5-19af28a1ca96,906,200523,2026-01-17,2503.27,Contract Dispute Resolution,Approved,Finance Manager,2026-01-17 00:00:00
743001e6-1101-4b9e-b6b6-8b33855cd973,830,203942,2026-02-19,22.07,Contract Dispute Resolution,Approved,Customer Service Lead,2026-02-19 00:00:00
ad29f4a5-9dba-4b22-a2a4-7d0f152cb656,995,204455,2026-02-27,3467.79,Goodwill Gesture,Approved,Customer Service Lead,2026-02-27 00:00:00
c1559a24-7f01-4ba1-b258-b5116806cf51,3830,200238,2026-01-09,7.22,Billing Error,Approved,Revenue Assurance Team,2026-01-09 00:00:00
3e190c59-d559-4bc7-a964-6db940c93790,558,203944,2026-02-26,3884.07,Billing Error,Approved,Customer Service Lead,2026-02-26 00:00:00
048ba852-0e3a-4fcd-b227-7b7c69391336,4928,201620,2026-01-22,2.63,Overcharge Refund,Pending,Finance Manager,2026-01-22 00:00:00
9a46e356-29a1-480a-bba2-3cdd97f7f84b,4808,204904,2026-03-02,41.91,Overcharge Refund,Pending,Finance Manager,2026-03-02 00:00:00
8c403322-25f0-4ea7-8d9a-b777853eff95,4112,203460,2026-02-15,33.64,Rate Plan Correction,Approved,Customer Service Lead,2026-02-15 00:00:00
eb6faee1-d0de-4990-b45c-244cad83ec1c,17,200669,2026-01-22,4337.65,Billing Error,Approved,Customer Service Lead,2026-01-22 00:00:00
bfc29b7f-1358-4f05-adc0-40b2da8ae336,845,201479,2026-01-25,806.89,Goodwill Gesture,Approved,Customer Service Lead,2026-01-25 00:00:00
6161473c-b8b9-4726-a858-ec883bf6873d,344,200239,2026-01-15,53.56,Billing Error,Approved,Finance Manager,2026-01-15 00:00:00
2bdc102e-f90f-482f-ba50-560d024d495f,232,203514,2026-02-13,10.04,Overcharge Refund,Approved,Customer Service Lead,2026-02-13 00:00:00
f4189b0a-f193-4411-a900-a74549948c67,317,203228,2026-02-09,1548.32,Contract Dispute Resolution,Approved,Finance Manager,2026-02-09 00:00:00
e5491bbe-e98b-4e4f-be13-e1149ddad1b3,446,204224,2026-02-27,2758.23,Rate Plan Correction,Approved,Customer Service Lead,2026-02-27 00:00:00
340e8970-a1ba-45c9-83d4-cc80dc8a0378,772,203683,2026-02-14,2017.93,Contract Dispute Resolution,Approved,Revenue Assurance Team,2026-02-14 00:00:00
cf1b57e6-0367-45ce-89c6-173ef890b582,145,201288,2026-01-21,1654.62,Billing Error,Approved,Finance Manager,2026-01-21 00:00:00
c8ba9e80-9139-495b-a267-6ca049ac99c2,3479,203265,2026-02-14,12.87,Overcharge Refund,Approved,Revenue Assurance Team,2026-02-14 00:00:00
9d33659e-6614-4412-b2f8-9abe6d36ce77,548,204954,2026-03-04,1942.25,Rate Plan Correction,Pending,Finance Manager,2026-03-04 00:00:00
fc4be134-60ef-4290-9928-3164cc58767c,551,202166,2026-01-30,66.08,Service Outage Compensation,Approved,Finance Manager,2026-01-30 00:00:00
8e35e968-296a-4e03-885b-f224541e221a,1673,201790,2026-01-26,8.17,Service Outage Compensation,Approved,Finance Manager,2026-01-26 00:00:00
337ffb85-ba7c-438f-bd82-7a6ce77f4f6a,127,203928,2026-02-20,808.15,Rate Plan Correction,Approved,Revenue Assurance Team,2026-02-20 00:00:00
72cc7e49-b9d2-462a-a985-07c7f36aa270,3813,203384,2026-02-16,2.24,Goodwill Gesture,Approved,Finance Manager,2026-02-16 00:00:00
aab7b287-4b70-4345-951b-48652078cce5,1870,204461,2026-02-24,33.59,Billing Error,Pending,Finance Manager,2026-02-24 00:00:00
3f42bb4a-e607-48a4-bb3e-8aa3cbb2ebd8,619,202179,2026-02-07,1767.0,Rate Plan Correction,Approved,Revenue Assurance Team,2026-02-07 00:00:00
b776d0ab-7e0e-452d-a17f-92c319dfd351,1405,201697,2026-01-28,9.73,Contract Dispute Resolution,Approved,Customer Service Lead,2026-01-28 00:00:00
65b8af2f-5f1c-4666-b874-0415b6655381,16,200481,2026-01-15,1863.87,Service Outage Compensation,Approved,Finance Manager,2026-01-15 00:00:00
abe94033-d205-4b44-9d89-76f7bbdfad3f,517,203526,2026-02-11,3.25,Overcharge Refund,Approved,Revenue Assurance Team,2026-02-11 00:00:00
2275cc20-c983-4e4a-b79b-1326dc1e2c60,4877,203785,2026-02-21,14.62,Service Outage Compensation,Approved,Finance Manager,2026-02-21 00:00:00
91d54881-83ef-433a-81c9-4c1bd5ff7134,992,203416,2026-02-12,390.99,Overcharge Refund,Pending,Revenue Assurance Team,2026-02-12 00:00:00
de2269cd-5ba2-4c18-b7d6-52df178a7973,690,200786,2026-01-17,966.99,Service Outage Compensation,Pending,Customer Service Lead,2026-01-17 00:00:00
945ccb1e-f39e-49d4-8066-5f6be346800c,4600,201148,2026-01-20,7.95,Contract Dispute Resolution,Approved,Customer Service Lead,2026-01-20 00:00:00
bf365abb-ec21-4a21-99f4-601a5461b878,655,201082,2026-01-20,25.22,Overcharge Refund,Approved,Customer Service Lead,2026-01-20 00:00:00
1d945c9c-bb98-4ece-bde9-caccaeb990af,4319,203286,2026-02-17,14.71,Contract Dispute Resolution,Approved,Finance Manager,2026-02-17 00:00:00
276e29ed-dec7-4265-b44b-d60aa185315e,4684,202800,2026-02-12,3.6,Billing Error,Approved,Customer Service Lead,2026-02-12 00:00:00
fcfd627f-e936-42c4-96c9-f6dde98e3381,10,204212,2026-02-28,20.58,Goodwill Gesture,Approved,Finance Manager,2026-02-28 00:00:00
f378d1f4-23c7-4a5b-8489-874f0d37942b,1118,202810,2026-02-11,20.81,Service Outage Compensation,Approved,Revenue Assurance Team,2026-02-11 00:00:00
a57d954e-fbe6-4f2e-89b8-bb9567f1d94a,283,204742,2026-03-05,13.47,Service Outage Compensation,Approved,Customer Service Lead,2026-03-05 00:00:00
26dc8af4-a72e-4d64-b12d-a98787329314,893,200038,2026-01-07,17.96,Service Outage Compensation,Approved,Revenue Assurance Team,2026-01-07 00:00:00
488de7bc-7db1-4de6-b909-ab8437972ef7,3468,201866,2026-01-25,19.24,Billing Error,Approved,Revenue Assurance Team,2026-01-25 00:00:00
d5b648fe-fd4c-4793-ada3-1bb211910516,3272,205077,2026-03-11,11.64,Service Outage Compensation,Approved,Finance Manager,2026-03-11 00:00:00
1ff6d2c0-1ba4-4484-be94-d5289eda835f,605,204767,2026-02-28,1325.56,Service Outage Compensation,Pending,Customer Service Lead,2026-02-28 00:00:00
d7e75e02-672f-41b6-9110-1e875df18df4,655,201198,2026-01-26,297.23,Overcharge Refund,Approved,Finance Manager,2026-01-26 00:00:00
59604616-1c17-41e2-a60f-c9822f00f14a,1175,202145,2026-02-07,23.69,Billing Error,Approved,Finance Manager,2026-02-07 00:00:00
054ada5c-8150-465c-93e2-121c00e0bfa8,3879,201042,2026-01-22,8.77,Goodwill Gesture,Pending,Finance Manager,2026-01-22 00:00:00
7cdf8717-788c-4270-a342-d4f48eb6745a,3009,200105,2026-01-09,19.01,Overcharge Refund,Approved,Revenue Assurance Team,2026-01-09 00:00:00
f09d755c-a3c8-4f8e-a752-19496ca8c0a0,2121,202682,2026-02-12,28.43,Service Outage Compensation,Approved,Revenue Assurance Team,2026-02-12 00:00:00
0bf65989-cdaf-4afd-8f51-af737342396e,140,204444,2026-02-28,1037.61,Billing Error,Pending,Finance Manager,2026-02-28 00:00:00
e28ca6da-3e54-4dd3-9531-c3d176acf64d,1931,202602,2026-02-09,12.63,Overcharge Refund,Approved,Customer Service Lead,2026-02-09 00:00:00
5635a580-b2d1-4151-b2c8-33ca0ceccf2e,461,204395,2026-02-27,2165.37,Overcharge Refund,Approved,Customer Service Lead,2026-02-27 00:00:00
6b1369ab-64df-42c3-94d3-dd227714c4b8,531,201145,2026-01-16,1364.67,Service Outage Compensation,Approved,Finance Manager,2026-01-16 00:00:00
7d84f096-ea8e-4ce5-b5eb-e7f87eec217e,2308,200542,2026-01-20,4.26,Overcharge Refund,Approved,Customer Service Lead,2026-01-20 00:00:00
8537d158-7776-4df9-8cd2-eab43f257959,1222,202822,2026-02-04,12.19,Goodwill Gesture,Approved,Revenue Assurance Team,2026-02-04 00:00:00
3647ab6d-8f86-4689-bb7b-f086077a7879,735,204084,2026-02-27,557.22,Service Outage Compensation,Approved,Finance Manager,2026-02-27 00:00:00
454d6f44-cdac-4161-8fa4-ef37aa5d83ca,1453,204030,2026-02-17,11.85,Rate Plan Correction,Approved,Revenue Assurance Team,2026-02-17 00:00:00
374c3e3c-808b-4fce-addc-791c5fc5c677,3088,205254,2026-03-06,9.99,Goodwill Gesture,Approved,Customer Service Lead,2026-03-06 00:00:00
5613652b-48bc-4d88-b9ff-c3d9e5e4bddc,922,201107,2026-01-26,4510.17,Billing Error,Approved,Customer Service Lead,2026-01-26 00:00:00
ec787c85-be7f-4d51-a7c1-ca6cd2d17a14,806,204569,2026-03-03,2208.67,Rate Plan Correction,Approved,Revenue Assurance Team,2026-03-03 00:00:00
7da662e6-7a9f-4e0f-aab3-b50938bf6cff,2823,204545,2026-03-03,3.03,Billing Error,Pending,Customer Service Lead,2026-03-03 00:00:00
e36e953f-d6c2-4e83-8808-8de8c332fded,3859,203840,2026-02-20,17.54,Goodwill Gesture,Pending,Revenue Assurance Team,2026-02-20 00:00:00
5e891017-c418-41e9-8900-519b6cba5de5,3523,204413,2026-02-26,6.9,Billing Error,Approved,Customer Service Lead,2026-02-26 00:00:00
0b50c866-e474-4a06-a23b-fc0b82ac961f,639,201342,2026-01-30,734.35,Overcharge Refund,Approved,Finance Manager,2026-01-30 00:00:00
45d547a2-2bcd-4ca4-8415-4f668be2dc27,2402,204715,2026-03-04,6.39,Rate Plan Correction,Approved,Customer Service Lead,2026-03-04 00:00:00
f8c9d440-c113-4a93-9f0b-98858605e3b5,455,202399,2026-02-01,2058.51,Contract Dispute Resolution,Approved,Finance Manager,2026-02-01 00:00:00
fc7c7539-d519-463e-b506-d1ae8c1d66a3,351,201111,2026-01-26,4022.56,Billing Error,Pending,Customer Service Lead,2026-01-26 00:00:00
47ad209e-d01d-4420-ae41-d7eeb61e7f2c,2954,201916,2026-01-31,10.07,Contract Dispute Resolution,Pending,Customer Service Lead,2026-01-31 00:00:00
e4076922-ba66-4457-ac55-ac99bc871478,8,205311,2026-03-07,1583.74,Rate Plan Correction,Approved,Revenue Assurance Team,2026-03-07 00:00:00
a5679cbd-a76a-483d-98e6-f3af7e0ea71a,1704,200415,2026-01-19,11.54,Rate Plan Correction,Pending,Customer Service Lead,2026-01-19 00:00:00
94fc5495-1194-4c66-8216-8fbba3ff58e6,687,200139,2026-01-06,1546.31,Rate Plan Correction,Approved,Customer Service Lead,2026-01-06 00:00:00
