subscription_id,iccid,device_type_key,customer_key,data_plan,activation_date,status,monthly_fee,contract_term_months,last_communication
8681,894447640610897177280,10,430,100MB,2021-04-24,Active,5.55,60,2025-03-20
8682,894458161151690793075,41,620,Unlimited,2021-04-08,Active,11.62,12,2022-08-02
8683,894490761356710487060,38,465,10MB,2023-04-16,Terminated,7.08,60,2024-10-09
8684,894457727764112827837,81,430,1MB,2024-10-21,Active,5.57,24,2025-11-17
8685,894454150337611755472,83,855,1MB,2020-04-21,Active,9.62,24,2021-01-14
8686,894473374295225692710,6,378,1MB,2020-03-28,Active,4.76,24,2023-03-18
8687,894435391684599894530,7,806,1GB,2025-06-12,Terminated,10.35,36,2025-10-26
8688,894454127642904632735,40,352,Unlimited,2020-10-22,Active,12.4,60,2024-12-05
8689,894448994260876368850,2,471,1MB,2023-04-12,Active,4.47,12,2023-05-16
8690,894452859493085593863,65,740,Unlimited,2023-09-26,Active,6.98,36,2024-12-01
8691,894442524396868076396,12,20,10MB,2024-07-22,Active,18.96,60,2025-03-24
8692,894488000956606519835,57,229,Unlimited,2021-04-15,Active,8.07,12,2024-12-01
8693,894430986370386212953,29,964,10MB,2022-06-02,Suspended,8.11,36,2025-06-09
8694,894417346568437568444,39,708,10MB,2021-05-20,Suspended,18.73,12,2023-06-12
8695,894447036180365174843,39,259,100MB,2025-03-06,Terminated,10.25,24,2025-05-03
8696,894473691771046270001,4,924,1MB,2021-09-30,Active,17.74,24,2022-09-05
8697,894490128989375256556,26,330,5GB,2021-04-16,Terminated,18.28,36,2025-09-24
8698,894484255930137777916,74,275,10MB,2025-04-24,Active,8.75,60,2025-07-14
8699,894437545144558170411,30,191,1MB,2022-10-21,Active,4.18,12,2025-09-29
8700,894469309424959428980,57,388,5GB,2021-12-03,Active,5.14,12,2022-12-20
8701,894468352514241847083,16,702,1GB,2024-10-10,Active,14.86,60,2025-08-10
8702,894423751415168955158,70,706,5GB,2022-09-14,Active,15.08,12,2024-06-09
8703,894475892423631323742,14,317,1GB,2022-08-21,Active,4.44,12,2025-01-17
8704,894426425358210119346,27,180,1GB,2023-08-04,Active,3.34,36,2025-08-10
8705,894482489248152444059,29,611,1MB,2020-01-18,Suspended,18.83,12,2021-11-22
8706,894451445950675066980,63,924,10MB,2020-10-17,Active,10.19,12,2021-11-13
8707,894440490326497746068,85,244,1MB,2022-05-03,Suspended,15.34,24,2023-12-07
8708,894434921063320996965,95,922,100MB,2024-07-06,Active,18.37,36,2025-08-30
8709,894431739806686298359,43,814,10MB,2020-01-26,Suspended,13.74,24,2021-09-27
8710,894472230468267150463,59,876,1GB,2021-12-13,Suspended,8.35,12,2024-05-26
8711,894486345452125644881,11,971,Unlimited,2025-10-10,Suspended,1.08,36,2025-12-09
8712,894411445952714583200,64,941,1GB,2022-09-13,Active,12.7,60,2022-11-12
8713,894440021146401136701,12,777,Unlimited,2023-07-25,Active,6.23,36,2024-09-23
8714,894446620536150779829,63,197,5GB,2024-03-06,Terminated,11.69,36,2025-06-08
8715,894432321543680837569,93,859,10MB,2022-10-17,Suspended,15.42,24,2023-01-11
8716,894491474163783045053,76,826,1GB,2023-12-25,Active,3.1,60,2024-06-19
8717,894480228306959045192,88,261,Unlimited,2021-12-19,Active,8.5,24,2022-06-25
8718,894446667208320592461,56,832,1MB,2021-07-25,Active,7.11,24,2025-07-02
8719,894461921678038020387,60,870,100MB,2025-02-17,Terminated,18.42,12,2025-05-07
8720,894458354812334602577,58,999,10MB,2023-04-08,Active,12.75,24,2023-11-09
8721,894428001258638496437,8,335,5GB,2023-06-04,Terminated,2.39,12,2025-04-17
8722,894455507202878277194,72,963,10MB,2020-03-04,Active,5.65,24,2023-11-23
8723,894451587102390626090,28,587,1GB,2021-09-17,Active,19.41,12,2022-10-16
8724,894494087517074627580,43,5,1MB,2020-10-16,Active,7.77,60,2025-11-26
8725,894411676570985162775,60,521,Unlimited,2024-12-31,Active,7.37,36,2025-10-19
8726,894423287099979277911,22,962,10MB,2020-12-04,Active,1.99,60,2022-06-05
8727,894499357845528670092,31,591,5GB,2022-02-07,Active,15.83,12,2022-09-24
8728,894484162350822912325,70,157,5GB,2020-03-24,Active,13.14,24,2023-09-08
8729,894495799342851316206,30,900,1MB,2024-10-31,Active,14.2,36,2025-03-27
8730,894465592412554716844,2,205,1MB,2025-05-14,Suspended,14.74,36,2025-12-05
8731,894474445001035345837,25,46,Unlimited,2022-06-06,Active,2.77,60,2022-10-27
8732,894461432906306515334,25,404,10MB,2023-10-17,Active,16.01,24,2024-11-14
8733,894492835888988983542,46,57,10MB,2025-11-06,Active,2.59,24,2025-12-09
8734,894479189654791597092,14,942,100MB,2023-02-22,Terminated,18.5,36,2025-07-10
8735,894487768936232592853,55,249,100MB,2025-01-28,Active,14.41,36,2025-02-10
8736,894472885389917402241,24,509,1MB,2021-02-03,Active,7.02,60,2023-12-21
8737,894423920713749303680,60,93,1MB,2023-05-24,Active,7.4,12,2025-11-29
8738,894443135147608669332,9,883,1GB,2021-09-03,Active,4.27,24,2021-12-28
8739,894484212132609530392,88,705,5GB,2021-07-27,Suspended,18.36,36,2023-09-02
8740,894430835912445458332,30,518,1MB,2020-07-27,Active,17.21,36,2023-06-30
8741,894417942864433840536,60,862,1MB,2025-07-30,Active,15.19,12,2025-10-17
8742,894498972219730825203,56,413,Unlimited,2022-06-27,Active,4.6,24,2023-09-07
8743,894438068399466044107,19,819,Unlimited,2024-01-21,Active,11.77,24,2025-06-22
8744,894440317839524179932,58,56,5GB,2025-11-12,Active,16.31,24,2025-11-25
8745,894486868338433250311,2,340,100MB,2023-04-04,Active,10.02,24,2025-01-19
8746,894436428133768715189,11,880,10MB,2024-03-03,Terminated,2.56,24,2025-04-25
8747,894440605075849537306,67,922,5GB,2025-01-23,Active,17.06,60,2025-06-18
8748,894498706582294596220,88,35,1GB,2020-11-30,Active,6.0,12,2025-02-21
8749,894477842694159934574,57,105,1MB,2024-01-09,Active,1.5,12,2024-05-07
8750,894420850093221186537,10,274,1MB,2024-12-31,Active,18.86,36,2025-01-27
8751,894467615121189489778,25,708,100MB,2025-03-11,Suspended,3.46,60,2025-12-24
8752,894470107317264381860,36,722,100MB,2021-11-28,Active,6.51,12,2024-10-13
8753,894415239990453565828,68,168,1MB,2024-06-20,Active,15.34,12,2024-07-18
8754,894418123567265247462,26,465,5GB,2023-06-08,Suspended,5.4,12,2024-03-20
8755,894439266600499263473,61,42,5GB,2024-09-01,Active,3.45,36,2025-11-27
8756,894456027997094346800,17,316,100MB,2021-05-27,Active,6.79,24,2021-11-14
8757,894472696709532828110,91,300,1GB,2025-01-31,Active,11.53,24,2025-05-09
8758,894437476803393486051,65,687,1MB,2022-02-16,Active,2.96,36,2024-12-11
8759,894485292531362208337,86,732,100MB,2024-05-27,Active,11.09,36,2024-09-27
8760,894421311326299632362,97,859,10MB,2022-11-11,Terminated,10.84,24,2023-05-17
8761,894492091898708921103,10,848,1MB,2023-08-04,Active,8.83,36,2025-11-24
8762,894447505149420865059,83,598,Unlimited,2024-02-27,Active,6.6,12,2025-03-24
8763,894489157921937836679,50,424,10MB,2022-04-27,Active,12.52,12,2024-07-09
8764,894458073605929693122,14,854,Unlimited,2023-11-09,Active,17.56,24,2025-07-29
8765,894442594223184621317,58,261,100MB,2022-12-11,Active,8.1,36,2022-12-29
8766,894481364476217713580,98,938,Unlimited,2021-11-29,Active,9.33,24,2022-09-17
8767,894459636601141686837,15,575,1MB,2024-07-24,Terminated,16.14,36,2025-10-11
8768,894463607139430928188,27,511,Unlimited,2024-08-04,Active,7.1,12,2025-02-08
8769,894447363447811935213,68,27,1GB,2024-05-19,Active,10.58,36,2025-07-03
8770,894466718306216401870,94,88,1GB,2023-05-26,Active,3.54,24,2025-09-15
8771,894426946717236247732,5,299,1MB,2021-06-22,Active,17.44,60,2022-03-22
8772,894430802822946522552,82,823,Unlimited,2020-05-03,Active,16.59,12,2024-03-26
8773,894424927557062798041,49,208,100MB,2020-05-21,Suspended,9.76,60,2025-06-17
8774,894482707744371074352,8,156,100MB,2020-05-31,Active,2.38,24,2020-12-30
8775,894416197456578763152,51,34,1MB,2024-07-12,Active,9.61,60,2024-10-14
8776,894466565624084167190,13,674,5GB,2020-08-17,Active,14.97,60,2022-10-02
8777,894455403035546042407,88,450,5GB,2020-04-28,Active,19.59,12,2021-01-18
8778,894469417183654954190,62,752,1GB,2022-10-28,Active,8.57,60,2024-12-25
8779,894461474030298352028,78,864,10MB,2022-07-10,Active,10.16,24,2025-10-21
8780,894457471538574464806,76,757,5GB,2020-01-22,Active,11.86,24,2023-04-22
8781,894423868318306745282,54,370,100MB,2021-05-29,Active,4.81,24,2024-10-11
8782,894449779530924158089,52,863,10MB,2023-03-02,Suspended,1.75,24,2025-01-18
8783,894472571503625720619,8,934,1GB,2021-04-01,Active,19.5,12,2023-12-14
8784,894437583288245775154,43,765,1MB,2024-03-29,Active,17.99,36,2025-04-12
8785,894444905646955539217,97,98,1GB,2025-01-01,Suspended,2.84,12,2025-10-31
8786,894462185420635100796,71,226,5GB,2020-05-16,Active,17.82,24,2020-09-27
8787,894414902317323036473,86,817,5GB,2022-08-18,Active,3.18,12,2024-03-17
8788,894466077467970800304,95,948,5GB,2024-11-07,Active,8.38,60,2025-01-01
8789,894474422049374348792,93,702,5GB,2021-01-16,Active,8.52,12,2022-08-11
8790,894417783827924754547,33,373,100MB,2023-02-25,Active,9.84,24,2023-09-26
8791,894487435770048482280,50,749,5GB,2021-07-01,Active,19.56,60,2021-11-22
8792,894430988895561550019,22,379,Unlimited,2023-08-31,Active,7.26,12,2024-03-26
8793,894475589395964360336,2,724,10MB,2023-03-30,Active,15.48,24,2025-03-23
8794,894447359801147771309,99,516,10MB,2023-07-25,Terminated,15.16,36,2024-01-24
8795,894410403256754009642,74,48,100MB,2024-05-18,Terminated,9.02,12,2024-08-12
8796,894454752583379696186,45,606,Unlimited,2021-08-07,Active,8.14,60,2024-04-21
8797,894490798466751867724,4,293,Unlimited,2023-02-12,Active,15.41,36,2023-06-23
8798,894445841881014410965,58,21,5GB,2025-02-22,Active,9.83,24,2025-08-16
8799,894477327930278520903,12,719,10MB,2021-03-22,Active,7.19,24,2025-03-03
8800,894423167361987820938,85,606,Unlimited,2021-02-09,Active,2.13,36,2021-07-30
8801,894468186082789219124,99,844,1MB,2023-05-22,Active,15.31,36,2023-12-27
8802,894423292670436465650,23,305,100MB,2025-07-12,Active,3.63,12,2025-11-29
8803,894450168050886091070,27,110,1GB,2020-11-19,Active,9.3,24,2023-11-24
8804,894431975881410315773,84,693,10MB,2023-09-01,Suspended,8.49,60,2023-11-10
8805,894460986862780798203,70,843,1GB,2020-05-22,Suspended,5.09,36,2020-10-06
8806,894440907748994989572,10,829,1GB,2024-05-13,Suspended,16.44,36,2025-02-01
8807,894421835056368809821,75,399,100MB,2024-05-18,Active,6.07,24,2024-06-17
8808,894466584874398047210,42,651,1GB,2024-05-01,Active,18.36,36,2025-12-03
8809,894430616226290974660,10,486,5GB,2025-12-16,Active,1.5,36,2025-12-18
8810,894425063308177930370,71,336,Unlimited,2025-03-20,Active,17.84,12,2025-05-26
8811,894440467613659375064,77,354,1MB,2021-10-27,Active,19.94,12,2022-11-25
8812,894437696246370454544,3,64,Unlimited,2023-10-14,Active,13.51,24,2024-08-17
8813,894427629678717739817,97,860,100MB,2023-04-16,Suspended,14.29,24,2024-10-27
8814,894484853231400571485,20,230,Unlimited,2023-10-11,Active,18.25,60,2024-05-12
8815,894448646901265403096,41,91,10MB,2025-11-08,Active,3.82,24,2025-12-09
8816,894431615140259148173,83,591,1MB,2025-10-05,Active,7.15,24,2025-12-24
8817,894412374623676588369,27,218,Unlimited,2021-02-10,Active,6.58,36,2023-02-01
8818,894414736195788533018,96,211,5GB,2020-06-23,Active,12.37,12,2025-11-04
8819,894485403845114415868,50,914,100MB,2025-01-25,Active,11.34,36,2025-06-24
8820,894455369256933194263,8,112,Unlimited,2023-12-15,Active,13.34,12,2025-12-31
8821,894451690133886123435,79,574,100MB,2024-10-17,Active,3.35,60,2025-07-27
8822,894460633078719804804,73,925,5GB,2023-02-02,Active,15.23,24,2023-10-26
8823,894436692417330236263,100,183,10MB,2020-02-12,Active,17.69,24,2021-12-07
8824,894442769957744540234,28,783,1MB,2020-06-24,Terminated,13.75,36,2020-07-16
8825,894442014277405533694,5,29,1MB,2025-04-23,Active,3.55,60,2025-10-11
8826,894433255637822898002,49,199,Unlimited,2024-01-19,Active,1.97,12,2025-04-19
8827,894423306735460368366,68,495,Unlimited,2024-09-02,Active,16.13,36,2025-02-27
8828,894410566067581520849,24,240,100MB,2024-02-15,Active,14.28,60,2025-03-11
8829,894462676839727841329,55,161,1GB,2020-06-19,Terminated,9.09,60,2022-12-04
8830,894419623639575520793,74,146,5GB,2022-11-24,Active,5.58,12,2024-10-26
8831,894485957403064851025,14,521,5GB,2022-10-21,Active,9.81,60,2025-03-02
8832,894474222094465563634,6,137,1MB,2020-09-29,Active,18.5,36,2023-08-07
8833,894488777366343923746,80,192,10MB,2021-04-19,Active,3.01,24,2021-08-03
8834,894417270054818857257,65,750,1MB,2020-07-10,Active,4.16,36,2023-09-23
8835,894436740934339779384,57,510,1GB,2022-12-09,Active,19.24,36,2024-04-30
8836,894461657117056594792,36,933,100MB,2023-02-26,Active,19.06,60,2025-11-25
8837,894494342299834342969,67,626,Unlimited,2022-12-26,Active,17.78,12,2023-07-20
8838,894429410481315226169,80,94,100MB,2024-10-23,Active,5.54,36,2025-01-18
8839,894458379784722026650,14,850,100MB,2022-11-16,Active,8.8,12,2025-07-09
8840,894495490316752294794,75,618,5GB,2022-04-14,Active,5.05,36,2025-02-10
8841,894483934018453226853,45,13,Unlimited,2020-06-15,Active,17.87,60,2023-08-21
8842,894495545742968916208,29,848,1GB,2020-06-15,Active,19.82,36,2025-03-25
8843,894447724438503228580,91,133,100MB,2025-09-04,Active,17.0,36,2025-10-21
8844,894461269315000401063,41,285,1GB,2025-08-12,Active,18.91,12,2025-09-04
8845,894421944156915058036,78,662,5GB,2022-01-18,Active,19.97,12,2022-12-20
8846,894426417452341462787,48,464,1MB,2024-12-27,Terminated,10.72,12,2025-01-15
8847,894499274185089196197,25,518,5GB,2024-05-26,Suspended,18.21,24,2025-10-14
8848,894431815828032683700,59,863,5GB,2023-05-24,Active,7.45,12,2025-03-21
8849,894471461254902182417,48,933,100MB,2023-08-24,Active,8.35,60,2024-04-25
8850,894456497666825504273,72,860,Unlimited,2020-10-02,Active,19.68,36,2024-11-28
8851,894470896241687215100,70,30,5GB,2021-09-30,Active,16.07,12,2022-08-14
8852,894460562711997255351,92,91,Unlimited,2025-09-19,Suspended,9.84,24,2025-12-17
8853,894471606236655428428,99,732,5GB,2022-12-04,Active,12.71,12,2023-10-29
8854,894470946994834425223,78,773,1MB,2021-05-16,Active,11.52,36,2023-05-07
8855,894494269235225185836,61,814,1GB,2021-01-13,Active,19.82,24,2021-10-09
8856,894410960141749975999,7,212,1MB,2022-06-15,Active,3.35,24,2022-10-20
8857,894487016392794748791,14,873,100MB,2020-09-11,Active,3.17,24,2024-09-17
8858,894484170808050980717,69,871,10MB,2021-06-10,Active,13.94,12,2024-06-18
8859,894432731780267568695,56,57,5GB,2023-03-11,Active,9.8,24,2025-06-14
8860,894484761443054300415,69,880,1MB,2025-09-03,Active,6.83,24,2025-10-14
8861,894469231164477819860,85,913,5GB,2020-09-14,Active,17.77,12,2023-12-22
8862,894421521645230844445,83,209,100MB,2022-08-27,Active,11.56,12,2024-10-01
8863,894444733978466809377,31,186,1GB,2022-12-06,Terminated,16.43,36,2025-01-05
8864,894492993768071412907,45,95,Unlimited,2022-09-12,Active,15.57,24,2024-07-20
8865,894410497928034489444,89,757,10MB,2020-01-18,Active,11.5,36,2023-09-22
8866,894420334531570824509,51,272,1GB,2020-04-20,Active,15.04,36,2021-08-27
8867,894415807304586110824,34,834,100MB,2022-07-24,Active,5.24,24,2024-03-09
8868,894499762532496335438,94,931,10MB,2020-01-05,Active,7.7,60,2024-12-31
8869,894461234240249405813,99,902,Unlimited,2025-09-23,Active,6.11,60,2025-10-03
8870,894417055663525329533,77,584,Unlimited,2022-09-25,Active,7.98,24,2023-02-09
8871,894469423954493596499,51,384,10MB,2022-03-24,Active,15.89,60,2024-03-26
8872,894497002415456040996,58,5,1GB,2020-02-12,Active,3.11,60,2025-11-17
8873,894433350970525054088,77,233,Unlimited,2020-06-25,Active,14.41,60,2025-08-16
8874,894421627120092106444,43,564,1GB,2024-12-09,Active,9.38,36,2025-08-27
8875,894494758760044634706,35,517,Unlimited,2021-02-03,Active,16.03,24,2021-04-02
8876,894471101793653461270,91,681,10MB,2025-06-14,Active,17.85,60,2025-08-23
8877,894430323561225018901,15,116,100MB,2023-03-26,Terminated,13.23,36,2025-06-15
8878,894448424972611390527,37,662,Unlimited,2021-11-17,Active,9.83,36,2024-09-10
8879,894498802115024221256,15,335,Unlimited,2025-11-23,Active,18.84,12,2025-11-26
8880,894485011366934702400,38,624,100MB,2025-12-16,Active,2.08,60,2025-12-18
8881,894440992638699546686,36,662,1MB,2021-08-29,Active,2.5,36,2024-05-24
8882,894474328942788218869,24,466,5GB,2022-01-02,Active,12.59,12,2022-01-27
8883,894418027396721811944,35,237,1GB,2020-12-28,Active,14.85,12,2023-08-09
8884,894457217030120022274,87,626,10MB,2020-10-08,Active,5.07,12,2022-03-27
8885,894430131289259153136,91,838,10MB,2022-08-09,Active,17.8,12,2025-10-11
8886,894452936770443222071,75,428,10MB,2025-10-12,Active,6.22,12,2025-12-05
8887,894433866020584659244,20,403,5GB,2020-09-28,Active,12.27,36,2025-11-29
8888,894417292353261335222,68,728,5GB,2024-11-04,Terminated,10.36,36,2025-12-15
8889,894462028709954906557,24,761,1MB,2021-08-25,Terminated,13.64,12,2021-09-07
8890,894413703836025088500,75,444,Unlimited,2020-05-22,Active,9.03,36,2023-04-27
8891,894462941238689614711,40,131,10MB,2024-12-11,Active,9.88,12,2025-04-11
8892,894445998985100723155,78,388,1GB,2022-11-18,Active,2.67,24,2023-10-22
8893,894418496932603756137,78,606,5GB,2025-11-12,Active,8.57,36,2025-12-02
8894,894431273943850669052,46,914,10MB,2025-02-23,Active,5.05,60,2025-08-06
8895,894482059689461004894,94,84,Unlimited,2020-04-12,Active,8.76,12,2021-08-20
8896,894417873615099784038,88,763,5GB,2025-06-24,Active,4.47,12,2025-10-14
8897,894487110791125757470,48,21,5GB,2024-10-27,Active,18.87,24,2025-12-25
8898,894438732255642127280,13,96,5GB,2025-02-09,Active,16.63,12,2025-03-05
8899,894442829411386185443,72,106,100MB,2025-10-07,Terminated,17.74,12,2025-11-12
8900,894495304921865371629,80,644,Unlimited,2020-06-09,Active,5.4,36,2023-05-25
8901,894482340671756591364,82,157,Unlimited,2020-04-04,Active,8.25,24,2023-07-08
8902,894494676487665243188,51,287,100MB,2020-01-20,Active,2.13,12,2023-01-21
8903,894458642703299629868,71,840,1MB,2025-03-11,Active,3.97,24,2025-10-31
8904,894494205132753431529,93,29,10MB,2024-05-19,Active,6.88,12,2025-02-17
8905,894491333043742306462,56,598,1GB,2022-03-31,Active,16.64,12,2023-04-28
8906,894417117581402058359,79,800,Unlimited,2020-05-23,Active,12.92,36,2025-11-01
8907,894420279431017926934,25,141,100MB,2025-04-07,Active,17.68,36,2025-05-12
8908,894451019689479742027,49,723,1GB,2021-07-12,Active,3.95,36,2024-04-27
8909,894494073167769327211,7,370,Unlimited,2020-05-08,Active,9.22,60,2022-09-10
8910,894494786588100188398,15,52,5GB,2022-10-17,Terminated,12.44,24,2023-04-05
8911,894488449052011363364,97,304,5GB,2020-04-12,Active,1.08,12,2021-06-20
8912,894414144609576308110,13,517,1GB,2024-04-10,Active,17.77,60,2024-08-26
8913,894493588366588926925,45,760,5GB,2024-04-10,Active,7.58,60,2024-05-06
8914,894425998142284762394,4,755,5GB,2021-04-03,Active,10.19,36,2024-06-18
8915,894460286094249220314,99,490,1GB,2022-04-20,Active,14.03,60,2023-03-02
8916,894423983275476304174,58,276,1GB,2023-01-22,Active,12.72,60,2025-03-21
8917,894490839884319523834,74,234,1MB,2024-05-28,Suspended,3.73,24,2024-12-30
8918,894449522738990290501,80,95,1MB,2024-03-09,Active,7.59,24,2025-03-05
8919,894410344779163399004,71,728,5GB,2020-03-12,Terminated,12.36,12,2022-03-26
8920,894475111198791331661,37,367,1GB,2022-09-13,Active,8.62,12,2022-11-06
8921,894419976242378550436,55,446,100MB,2023-12-09,Active,12.21,60,2025-10-03
8922,894497863052792256938,62,15,Unlimited,2024-10-22,Active,19.51,36,2025-08-02
8923,894480484653598096441,58,609,Unlimited,2020-12-28,Active,12.07,60,2025-03-01
8924,894499171385839571539,43,554,Unlimited,2020-11-16,Active,3.87,36,2021-07-20
8925,894445120331544231156,32,128,10MB,2023-05-25,Active,1.76,24,2025-12-01
8926,894499916989386567981,9,504,100MB,2025-06-21,Active,4.29,36,2025-07-11
8927,894459177772718780339,29,366,Unlimited,2024-07-12,Active,11.04,60,2025-02-27
8928,894468384154925952942,33,665,1MB,2021-02-24,Active,12.42,36,2022-04-11
8929,894485577679980215654,74,265,Unlimited,2024-01-28,Terminated,17.14,12,2024-10-22
8930,894478701163891699048,7,703,1GB,2020-07-02,Active,9.63,36,2021-03-05
8931,894426477579119372063,7,370,100MB,2020-05-15,Active,10.2,12,2021-11-08
8932,894434384022051206425,85,631,1GB,2024-07-26,Active,17.0,24,2024-10-13
8933,894421530953860328570,54,828,100MB,2020-11-05,Suspended,7.52,60,2025-05-19
8934,894431702511749208813,49,229,5GB,2023-02-14,Active,14.96,24,2025-09-09
8935,894413392975804286378,47,607,Unlimited,2021-11-23,Active,12.03,24,2022-12-31
8936,894475288798292562418,41,168,1MB,2023-08-24,Active,8.24,24,2025-04-21
8937,894482559165146314592,64,657,Unlimited,2022-02-26,Active,8.83,12,2024-02-03
8938,894496476346292028568,17,211,10MB,2021-08-01,Active,17.16,24,2025-02-05
8939,894435197723054176665,83,97,1GB,2021-07-28,Active,6.46,60,2025-03-28
8940,894490193263658432038,72,926,100MB,2024-06-29,Terminated,13.64,60,2025-05-29
8941,894494088205024776372,98,406,1GB,2021-12-22,Active,8.8,60,2023-11-08
8942,894458272674626364013,64,607,1MB,2021-09-11,Active,11.88,60,2024-09-15
8943,894479829682478789134,12,920,10MB,2024-02-06,Active,2.06,36,2025-08-02
8944,894487128398162599470,24,181,5GB,2022-07-16,Active,7.5,36,2023-11-13
8945,894499005306038060503,85,168,1GB,2024-07-16,Active,14.26,24,2025-03-15
8946,894455188362227655332,12,888,Unlimited,2025-03-31,Active,16.71,60,2025-08-16
8947,894435597397740587617,48,985,1GB,2024-10-01,Active,7.41,36,2025-06-28
8948,894448124246172515449,3,259,Unlimited,2022-08-15,Active,12.16,36,2024-05-08
8949,894461660962550887898,75,338,100MB,2020-08-03,Active,5.06,12,2023-06-25
8950,894472549251417652129,35,846,Unlimited,2024-05-10,Active,15.78,24,2025-03-26
8951,894442414605943945825,37,924,1GB,2025-06-07,Active,7.62,12,2025-12-06
8952,894438920928662972785,64,955,5GB,2021-10-03,Active,2.76,12,2025-06-15
8953,894452653519614138709,10,624,Unlimited,2021-07-18,Active,6.03,60,2024-01-09
8954,894489342767734952807,17,342,5GB,2024-05-08,Active,11.1,24,2025-03-02
8955,894463046840663374787,31,374,Unlimited,2023-01-06,Active,9.31,60,2025-01-19
8956,894440852712071716549,18,962,1MB,2021-08-31,Active,13.27,24,2023-11-08
8957,894489072687986657916,18,651,100MB,2020-06-04,Active,10.09,36,2021-04-08
8958,894432304958319052120,2,867,10MB,2021-03-10,Active,11.79,60,2023-07-26
8959,894439258350528787516,76,887,5GB,2023-03-31,Active,16.53,24,2025-01-16
8960,894449038316060289783,80,542,100MB,2021-12-15,Active,5.58,12,2025-02-24
8961,894422960555403406821,46,928,5GB,2025-02-16,Active,4.63,12,2025-12-03
8962,894417359355051754794,93,160,10MB,2023-09-19,Active,1.2,36,2023-11-02
8963,894449679635537736293,84,899,1GB,2022-07-26,Terminated,11.34,12,2025-01-08
8964,894449822287520783610,90,977,1GB,2024-08-14,Terminated,8.36,24,2025-12-28
8965,894446090708378219999,50,804,10MB,2025-09-19,Active,17.32,60,2025-11-28
8966,894423423608328730041,9,416,5GB,2020-10-09,Active,8.24,24,2025-10-25
8967,894444505466973456510,59,833,100MB,2022-01-09,Active,6.81,60,2024-03-03
8968,894431705937640565703,72,43,1GB,2023-12-31,Active,19.34,24,2025-05-14
8969,894483095466635499789,57,758,5GB,2020-01-18,Active,18.98,12,2025-06-22
8970,894438016514806652887,55,431,100MB,2020-09-03,Active,16.5,24,2021-01-02
8971,894440379779170856154,74,987,Unlimited,2021-09-01,Terminated,16.13,36,2022-01-24
8972,894416663609048033219,55,302,10MB,2022-10-19,Suspended,11.42,24,2024-04-14
8973,894469474387468442414,93,55,100MB,2023-03-03,Suspended,1.64,12,2024-10-19
8974,894436992027771523357,81,509,1MB,2024-03-22,Active,3.99,24,2024-07-28
8975,894470377962425576829,42,264,1GB,2021-05-12,Active,9.24,36,2023-11-02
8976,894438610408295148455,43,691,Unlimited,2021-03-18,Active,8.91,36,2024-09-08
8977,894456448176023266564,56,844,Unlimited,2022-06-27,Active,4.26,12,2022-11-04
8978,894444448889169776828,71,870,1MB,2024-06-04,Active,17.31,12,2025-02-19
8979,894441372677698092851,1,486,1GB,2021-10-03,Active,8.17,12,2023-02-17
8980,894426118817493600119,2,562,5GB,2025-10-12,Active,3.08,24,2025-10-14
8981,894417940128902586713,32,500,Unlimited,2021-02-19,Active,16.65,24,2024-09-24
8982,894449850851429464862,66,855,1GB,2023-01-09,Terminated,12.27,36,2024-09-01
8983,894434072112776644564,38,537,1MB,2023-12-02,Active,9.62,12,2024-05-22
8984,894419441356990194700,18,770,10MB,2021-02-11,Active,13.48,60,2023-11-05
8985,894487591542795443518,80,886,5GB,2025-10-04,Active,8.35,24,2025-12-27
8986,894413285329158359293,72,118,1GB,2021-08-09,Active,7.21,12,2023-05-13
8987,894485139829499238452,42,282,5GB,2023-01-28,Suspended,6.16,24,2024-09-16
8988,894448461599874441227,95,775,1MB,2023-11-18,Active,6.63,36,2024-08-05
8989,894421890897445573415,77,733,Unlimited,2025-12-01,Terminated,5.93,24,2025-12-19
8990,894433137988432907195,93,368,5GB,2021-12-20,Active,13.84,12,2024-12-28
8991,894425030648104562662,77,575,1GB,2024-08-09,Active,15.33,24,2024-08-15
8992,894467633398302199278,76,40,100MB,2022-12-16,Terminated,14.94,36,2024-01-22
8993,894474102731699250845,93,214,10MB,2023-03-18,Active,9.99,12,2023-08-19
8994,894476657210028086229,70,430,10MB,2023-05-10,Active,12.83,24,2024-10-01
8995,894487986327317541452,82,776,100MB,2024-11-29,Active,9.41,24,2025-02-13
8996,894487598551117465858,22,279,100MB,2021-06-08,Active,16.47,12,2022-08-22
8997,894414042444346384390,86,326,100MB,2020-02-25,Active,12.5,36,2022-11-08
8998,894484050192379182978,36,528,10MB,2025-12-17,Active,14.02,36,2025-12-28
8999,894439197831159865024,7,245,1GB,2023-04-21,Terminated,10.49,12,2025-10-24
9000,894423382455470940054,64,320,100MB,2021-08-01,Active,10.59,60,2024-07-05
9001,894488289747624770268,83,177,10MB,2024-12-12,Active,9.18,60,2025-09-11
9002,894424315068054815686,80,212,Unlimited,2021-04-15,Active,17.21,24,2022-11-25
9003,894442606696791206973,67,38,1GB,2024-12-12,Suspended,6.79,24,2025-08-17
9004,894415714943874372235,64,910,5GB,2021-03-06,Active,3.71,60,2022-07-21
9005,894429923731022837845,66,421,Unlimited,2020-05-01,Active,5.08,12,2024-09-21
9006,894427276533913789794,4,176,5GB,2024-05-29,Active,17.77,60,2024-08-02
