cell_id,site_id,cell_name,cell_type,technology,frequency_band,frequency_mhz,bandwidth_mhz,sector,azimuth_degrees,electrical_tilt,mechanical_tilt,antenna_height_m,tx_power_dbm,max_throughput_mbps,max_connected_users,pci,tac,vendor,status
211,63,NR-LON-DAS-0063-B,NR,5G NR,n28,700,20,2,120,2,0,9,44,321,631,16,29988,Samsung,Active
212,63,NR-LON-DAS-0063-C,NR,5G NR,n258,26000,400,3,240,7,4,9,46,3390,394,62,44546,Samsung,Active
213,64,NR-LON-MAC-0064-A,NR,5G NR,n78,3500,100,1,0,3,5,31,44,1418,690,209,10839,Huawei,Active
214,64,NR-LON-MAC-0064-B,NR,5G NR,n258,26000,400,2,120,4,3,31,46,2174,212,403,22126,Huawei,Active
215,64,NR-LON-MAC-0064-C,NR,5G NR,n1,2100,20,3,240,8,0,31,46,590,527,297,90692,Huawei,Active
216,65,NR-BIR-DAS-0065-A,NR,5G NR,n77,3700,80,1,0,5,5,7,45,1122,733,306,28745,Nokia,Active
217,65,LTE-BIR-DAS-0065-A,LTE,4G LTE,B1,2100,15,1,0,6,4,7,45,224,409,397,37711,Nokia,Active
218,65,NR-BIR-DAS-0065-B,NR,5G NR,n28,700,20,2,180,3,2,7,40,332,446,143,22220,Nokia,Active
219,65,LTE-BIR-DAS-0065-B,LTE,4G LTE,B3,1800,20,2,180,2,0,7,46,117,464,437,83710,Nokia,Active
220,66,NR-BIR-SMA-0066-A,NR,5G NR,n78,3500,100,1,0,4,0,9,45,1119,304,360,40337,Samsung,Active
221,66,LTE-BIR-SMA-0066-A,LTE,4G LTE,B3,1800,20,1,0,5,4,9,45,180,259,1,50595,Samsung,Active
222,67,NR-BIR-DAS-0067-A,NR,5G NR,n28,700,20,1,0,6,2,8,43,530,439,0,85041,Nokia,Offline
223,68,NR-BIR-SMA-0068-A,NR,5G NR,n28,700,20,1,0,5,0,10,42,324,795,338,75972,Nokia,Active
224,68,LTE-BIR-SMA-0068-A,LTE,4G LTE,B7,2600,20,1,0,2,0,10,41,334,204,53,44429,Nokia,Active
225,69,NR-BIR-SMA-0069-A,NR,5G NR,n28,700,20,1,0,4,3,15,41,499,678,484,29984,Samsung,Active
226,69,NR-BIR-SMA-0069-B,NR,5G NR,n258,26000,400,2,180,6,2,15,46,2671,441,27,69636,Samsung,Active
227,70,NR-BIR-MAC-0070-A,NR,5G NR,n28,700,20,1,0,3,3,33,42,313,627,132,91033,Huawei,Active
228,70,NR-BIR-MAC-0070-B,NR,5G NR,n1,2100,20,2,120,2,4,33,41,568,860,126,89751,Huawei,Active
229,70,NR-BIR-MAC-0070-C,NR,5G NR,n78,3500,100,3,240,7,4,33,42,1034,501,45,34356,Huawei,Active
230,71,NR-BIR-SMA-0071-A,NR,5G NR,n258,26000,400,1,0,2,0,11,46,3973,353,197,12217,Huawei,Active
231,71,NR-BIR-SMA-0071-B,NR,5G NR,n77,3700,80,2,180,8,3,11,42,971,518,119,18567,Huawei,Active
232,72,NR-BIR-SMA-0072-A,NR,5G NR,n1,2100,20,1,0,5,3,7,41,323,756,44,99842,Ericsson,Active
233,72,NR-BIR-SMA-0072-B,NR,5G NR,n78,3500,100,2,180,6,4,7,43,883,313,329,53553,Ericsson,Active
234,73,NR-BIR-MAC-0073-A,NR,5G NR,n28,700,20,1,0,3,2,26,41,508,496,202,14908,Nokia,Active
235,73,NR-BIR-MAC-0073-B,NR,5G NR,n258,26000,400,2,120,2,0,26,42,3906,347,225,48088,Nokia,Active
236,73,NR-BIR-MAC-0073-C,NR,5G NR,n1,2100,20,3,240,6,2,26,44,504,875,193,93306,Nokia,Active
237,74,NR-BIR-MAC-0074-A,NR,5G NR,n1,2100,20,1,0,6,2,42,44,565,678,35,71249,Nokia,Active
238,74,NR-BIR-MAC-0074-B,NR,5G NR,n78,3500,100,2,120,5,0,42,40,1465,426,27,69768,Nokia,Active
239,74,NR-BIR-MAC-0074-C,NR,5G NR,n258,26000,400,3,240,5,3,42,46,2008,236,441,39087,Nokia,Active
240,75,NR-BIR-SMA-0075-A,NR,5G NR,n258,26000,400,1,0,4,4,14,41,2641,493,414,36475,Samsung,Active
241,75,NR-BIR-SMA-0075-B,NR,5G NR,n78,3500,100,2,120,2,0,14,40,1254,570,226,23974,Samsung,Active
242,75,NR-BIR-SMA-0075-C,NR,5G NR,n1,2100,20,3,240,2,2,14,44,516,453,12,32311,Samsung,Active
243,76,NR-BIR-SMA-0076-A,NR,5G NR,n78,3500,100,1,0,4,0,6,46,1074,446,182,53802,Ericsson,Active
244,77,NR-BIR-SMA-0077-A,NR,5G NR,n1,2100,20,1,0,4,1,14,41,516,858,119,97239,Huawei,Active
245,78,NR-BIR-MAC-0078-A,NR,5G NR,n1,2100,20,1,0,7,3,26,45,455,978,473,54884,Ericsson,Active
246,78,NR-BIR-MAC-0078-B,NR,5G NR,n28,700,20,2,120,6,0,26,43,382,634,397,99090,Ericsson,Active
247,78,NR-BIR-MAC-0078-C,NR,5G NR,n78,3500,100,3,240,3,2,26,41,1016,672,464,10165,Ericsson,Active
248,79,LTE-BIR-MAC-0079-A,LTE,4G LTE,B20,800,10,1,0,7,4,35,44,89,616,92,60426,Nokia,Active
249,79,LTE-BIR-MAC-0079-B,LTE,4G LTE,B7,2600,20,2,60,7,3,35,45,289,204,57,90402,Nokia,Active
250,79,LTE-BIR-MAC-0079-C,LTE,4G LTE,B7,2600,20,3,120,3,0,35,43,365,266,110,84439,Nokia,Active
251,79,LTE-BIR-MAC-0079-D,LTE,4G LTE,B1,2100,15,4,180,4,4,35,43,209,279,367,29953,Nokia,Active
252,79,LTE-BIR-MAC-0079-E,LTE,4G LTE,B3,1800,20,5,240,8,4,35,43,243,378,439,53197,Nokia,Active
253,79,LTE-BIR-MAC-0079-F,LTE,4G LTE,B3,1800,20,6,300,7,3,35,44,139,445,232,97003,Nokia,Active
254,80,NR-BIR-MAC-0080-A,NR,5G NR,n78,3500,100,1,0,2,1,45,42,1067,659,295,36313,Ericsson,Active
255,80,NR-BIR-MAC-0080-B,NR,5G NR,n78,3500,100,2,120,6,3,45,43,1293,769,479,14374,Ericsson,Active
256,80,NR-BIR-MAC-0080-C,NR,5G NR,n258,26000,400,3,240,4,4,45,45,2012,387,51,72611,Ericsson,Active
257,81,NR-BIR-SMA-0081-A,NR,5G NR,n77,3700,80,1,0,6,1,6,40,1127,536,450,25916,Huawei,Active
258,81,NR-BIR-SMA-0081-B,NR,5G NR,n258,26000,400,2,120,2,3,6,45,2279,373,415,86997,Huawei,Active
259,81,NR-BIR-SMA-0081-C,NR,5G NR,n1,2100,20,3,240,8,2,6,43,396,779,154,62513,Huawei,Active
260,82,NR-BIR-MAC-0082-A,NR,5G NR,n77,3700,80,1,0,7,4,29,43,1406,573,7,23320,Huawei,Active
261,82,NR-BIR-MAC-0082-B,NR,5G NR,n28,700,20,2,120,5,0,29,46,467,769,447,40248,Huawei,Active
262,82,NR-BIR-MAC-0082-C,NR,5G NR,n1,2100,20,3,240,7,1,29,43,421,656,356,22983,Huawei,Active
263,83,NR-BIR-SMA-0083-A,NR,5G NR,n1,2100,20,1,0,7,4,12,41,502,807,185,52225,Huawei,Active
264,83,LTE-BIR-SMA-0083-A,LTE,4G LTE,B3,1800,20,1,0,2,4,12,41,114,368,199,17024,Huawei,Active
265,84,NR-BIR-ROO-0084-A,NR,5G NR,n78,3500,100,1,0,2,0,29,45,849,641,394,17259,Huawei,Active
266,85,NR-BIR-MAC-0085-A,NR,5G NR,n78,3500,100,1,0,2,3,28,40,1134,517,433,86732,Huawei,Active
267,85,LTE-BIR-MAC-0085-A,LTE,4G LTE,B7,2600,20,1,0,4,2,28,46,249,293,382,91721,Huawei,Active
268,85,NR-BIR-MAC-0085-B,NR,5G NR,n1,2100,20,2,120,2,1,28,40,341,542,24,98157,Huawei,Active
269,85,LTE-BIR-MAC-0085-B,LTE,4G LTE,B3,1800,20,2,120,8,2,28,45,149,471,497,59213,Huawei,Active
270,85,NR-BIR-MAC-0085-C,NR,5G NR,n1,2100,20,3,240,8,3,28,43,326,974,65,35774,Huawei,Active
271,85,LTE-BIR-MAC-0085-C,LTE,4G LTE,B3,1800,20,3,240,4,5,28,42,118,231,270,26366,Huawei,Active
272,86,NR-BIR-ROO-0086-A,NR,5G NR,n258,26000,400,1,0,7,1,22,45,3384,438,211,57553,Nokia,Active
273,86,NR-BIR-ROO-0086-B,NR,5G NR,n28,700,20,2,180,6,1,22,41,514,471,36,79508,Nokia,Active
274,87,NR-BIR-SMA-0087-A,NR,5G NR,n1,2100,20,1,0,2,3,14,41,369,543,384,20696,Ericsson,Active
275,88,NR-BIR-MAC-0088-A,NR,5G NR,n1,2100,20,1,0,2,3,29,43,503,694,32,93633,Nokia,Active
276,88,NR-BIR-MAC-0088-B,NR,5G NR,n77,3700,80,2,120,3,3,29,42,829,379,391,25252,Nokia,Active
277,88,NR-BIR-MAC-0088-C,NR,5G NR,n258,26000,400,3,240,5,4,29,41,3244,322,162,92008,Nokia,Active
278,89,NR-BIR-ROO-0089-A,NR,5G NR,n1,2100,20,1,0,8,3,16,43,333,823,140,11959,Ericsson,Degraded
279,89,NR-BIR-ROO-0089-B,NR,5G NR,n77,3700,80,2,120,8,4,16,45,950,415,34,84916,Ericsson,Degraded
280,89,NR-BIR-ROO-0089-C,NR,5G NR,n77,3700,80,3,240,4,1,16,46,1474,391,460,79947,Ericsson,Degraded
281,90,NR-MAN-MAC-0090-A,NR,5G NR,n77,3700,80,1,0,5,3,40,40,1450,712,89,59877,Huawei,Active
282,90,NR-MAN-MAC-0090-B,NR,5G NR,n1,2100,20,2,120,6,2,40,44,423,872,433,91869,Huawei,Active
283,90,NR-MAN-MAC-0090-C,NR,5G NR,n1,2100,20,3,240,3,2,40,41,464,569,464,90596,Huawei,Active
284,91,NR-MAN-SMA-0091-A,NR,5G NR,n258,26000,400,1,0,4,2,10,45,3559,331,266,46493,Huawei,Active
285,91,NR-MAN-SMA-0091-B,NR,5G NR,n77,3700,80,2,120,8,5,10,45,1444,519,277,67017,Huawei,Active
286,91,NR-MAN-SMA-0091-C,NR,5G NR,n1,2100,20,3,240,2,2,10,46,357,518,497,39171,Huawei,Active
287,92,NR-MAN-ROO-0092-A,NR,5G NR,n77,3700,80,1,0,4,0,28,44,847,518,362,78123,Nokia,Active
288,92,LTE-MAN-ROO-0092-A,LTE,4G LTE,B20,800,10,1,0,5,3,28,40,91,587,430,53770,Nokia,Active
289,92,NR-MAN-ROO-0092-B,NR,5G NR,n28,700,20,2,180,8,5,28,43,478,457,357,31875,Nokia,Active
290,92,LTE-MAN-ROO-0092-B,LTE,4G LTE,B7,2600,20,2,180,6,0,28,41,335,272,472,56704,Nokia,Active
291,93,NR-MAN-SMA-0093-A,NR,5G NR,n1,2100,20,1,0,2,5,10,45,350,555,136,61140,Ericsson,Active
292,93,NR-MAN-SMA-0093-B,NR,5G NR,n77,3700,80,2,120,2,3,10,41,1279,386,453,62014,Ericsson,Active
293,93,NR-MAN-SMA-0093-C,NR,5G NR,n258,26000,400,3,240,3,1,10,41,3484,211,165,76678,Ericsson,Active
294,94,NR-MAN-DAS-0094-A,NR,5G NR,n28,700,20,1,0,8,0,8,41,337,948,318,51874,Ericsson,Maintenance
295,94,NR-MAN-DAS-0094-B,NR,5G NR,n28,700,20,2,180,5,1,8,45,590,901,233,84874,Ericsson,Maintenance
296,95,NR-MAN-SMA-0095-A,NR,5G NR,n77,3700,80,1,0,4,3,12,46,1416,725,296,51398,Ericsson,Active
297,96,NR-MAN-ROO-0096-A,NR,5G NR,n28,700,20,1,0,7,1,29,42,334,977,368,69171,Nokia,Active
298,96,LTE-MAN-ROO-0096-A,LTE,4G LTE,B1,2100,15,1,0,2,3,29,45,121,237,110,61316,Nokia,Active
299,96,NR-MAN-ROO-0096-B,NR,5G NR,n258,26000,400,2,180,7,4,29,43,2024,311,75,56549,Nokia,Active
300,96,LTE-MAN-ROO-0096-B,LTE,4G LTE,B7,2600,20,2,180,8,3,29,40,367,268,52,31012,Nokia,Active
301,97,NR-MAN-SMA-0097-A,NR,5G NR,n28,700,20,1,0,7,1,13,41,584,698,106,14014,Huawei,Active
302,97,NR-MAN-SMA-0097-B,NR,5G NR,n78,3500,100,2,180,4,3,13,41,1356,321,16,76606,Huawei,Active
303,98,LTE-MAN-DAS-0098-A,LTE,4G LTE,B3,1800,20,1,0,7,2,8,45,247,285,286,28260,Nokia,Active
304,98,LTE-MAN-DAS-0098-B,LTE,4G LTE,B7,2600,20,2,120,8,0,8,40,257,193,454,71827,Nokia,Active
305,98,LTE-MAN-DAS-0098-C,LTE,4G LTE,B3,1800,20,3,240,7,3,8,41,121,287,366,65936,Nokia,Active
306,99,NR-MAN-MAC-0099-A,NR,5G NR,n28,700,20,1,0,4,1,34,41,448,957,1,71857,Ericsson,Active
307,99,LTE-MAN-MAC-0099-A,LTE,4G LTE,B3,1800,20,1,0,6,3,34,46,101,232,11,82143,Ericsson,Active
308,99,NR-MAN-MAC-0099-B,NR,5G NR,n28,700,20,2,120,5,2,34,46,370,957,344,19090,Ericsson,Active
309,99,LTE-MAN-MAC-0099-B,LTE,4G LTE,B7,2600,20,2,120,5,4,34,45,374,191,220,37438,Ericsson,Active
310,99,NR-MAN-MAC-0099-C,NR,5G NR,n258,26000,400,3,240,3,4,34,45,2668,233,374,52891,Ericsson,Active
311,99,LTE-MAN-MAC-0099-C,LTE,4G LTE,B1,2100,15,3,240,7,5,34,40,184,246,9,57635,Ericsson,Active
312,100,NR-MAN-ROO-0100-A,NR,5G NR,n78,3500,100,1,0,2,4,16,42,833,562,352,80486,Nokia,Active
313,100,LTE-MAN-ROO-0100-A,LTE,4G LTE,B1,2100,15,1,0,5,1,16,41,132,265,353,16246,Nokia,Active
314,100,NR-MAN-ROO-0100-B,NR,5G NR,n78,3500,100,2,120,2,3,16,41,1014,514,66,41539,Nokia,Active
315,100,LTE-MAN-ROO-0100-B,LTE,4G LTE,B1,2100,15,2,120,7,5,16,44,109,278,118,10369,Nokia,Active
316,100,NR-MAN-ROO-0100-C,NR,5G NR,n77,3700,80,3,240,7,1,16,46,1485,439,327,45999,Nokia,Active
317,100,LTE-MAN-ROO-0100-C,LTE,4G LTE,B3,1800,20,3,240,8,1,16,44,216,369,58,66982,Nokia,Active
318,101,NR-MAN-SMA-0101-A,NR,5G NR,n1,2100,20,1,0,2,4,12,40,372,973,446,64466,Huawei,Active
319,101,NR-MAN-SMA-0101-B,NR,5G NR,n258,26000,400,2,180,5,3,12,44,2452,263,197,83158,Huawei,Active
320,102,NR-MAN-DAS-0102-A,NR,5G NR,n258,26000,400,1,0,2,1,4,41,3488,356,439,10188,Nokia,Active
321,103,NR-MAN-SMA-0103-A,NR,5G NR,n28,700,20,1,0,4,0,8,40,491,685,199,23053,Samsung,Active
322,103,LTE-MAN-SMA-0103-A,LTE,4G LTE,B7,2600,20,1,0,6,3,8,40,300,217,15,99885,Samsung,Active
323,104,NR-MAN-ROO-0104-A,NR,5G NR,n1,2100,20,1,0,8,5,30,42,447,697,282,13600,Nokia,Active
324,104,NR-MAN-ROO-0104-B,NR,5G NR,n78,3500,100,2,180,7,0,30,43,1137,673,208,49232,Nokia,Active
325,105,NR-MAN-MAC-0105-A,NR,5G NR,n77,3700,80,1,0,5,5,42,41,1394,784,264,10470,Nokia,Active
326,105,NR-MAN-MAC-0105-B,NR,5G NR,n1,2100,20,2,120,2,0,42,42,366,702,3,51661,Nokia,Active
327,105,NR-MAN-MAC-0105-C,NR,5G NR,n78,3500,100,3,240,8,3,42,44,1469,612,293,64486,Nokia,Active
328,106,NR-MAN-DAS-0106-A,NR,5G NR,n78,3500,100,1,0,4,1,8,45,999,362,169,58821,Ericsson,Active
329,106,NR-MAN-DAS-0106-B,NR,5G NR,n77,3700,80,2,180,3,1,8,45,1050,656,406,82440,Ericsson,Active
330,107,NR-MAN-SMA-0107-A,NR,5G NR,n78,3500,100,1,0,8,4,9,41,1132,557,503,69772,Nokia,Active
331,107,LTE-MAN-SMA-0107-A,LTE,4G LTE,B7,2600,20,1,0,3,2,9,42,362,227,378,17505,Nokia,Active
332,107,NR-MAN-SMA-0107-B,NR,5G NR,n28,700,20,2,120,3,2,9,45,554,814,445,98652,Nokia,Active
333,107,LTE-MAN-SMA-0107-B,LTE,4G LTE,B3,1800,20,2,120,8,0,9,40,193,223,59,53202,Nokia,Active
334,107,NR-MAN-SMA-0107-C,NR,5G NR,n77,3700,80,3,240,6,5,9,43,1132,463,427,33799,Nokia,Active
335,107,LTE-MAN-SMA-0107-C,LTE,4G LTE,B7,2600,20,3,240,6,4,9,41,314,289,205,15292,Nokia,Active
336,108,NR-MAN-MAC-0108-A,NR,5G NR,n77,3700,80,1,0,4,4,40,44,884,527,9,41189,Ericsson,Active
337,108,NR-MAN-MAC-0108-B,NR,5G NR,n78,3500,100,2,120,4,4,40,46,1060,765,259,10916,Ericsson,Active
338,108,NR-MAN-MAC-0108-C,NR,5G NR,n1,2100,20,3,240,8,4,40,43,541,520,34,50566,Ericsson,Active
339,109,NR-MAN-MAC-0109-A,NR,5G NR,n77,3700,80,1,0,3,2,40,45,982,611,168,48668,Nokia,Active
340,109,NR-MAN-MAC-0109-B,NR,5G NR,n28,700,20,2,60,4,5,40,46,392,446,180,83863,Nokia,Active
341,109,NR-MAN-MAC-0109-C,NR,5G NR,n258,26000,400,3,120,5,3,40,44,2907,364,310,21568,Nokia,Active
342,109,NR-MAN-MAC-0109-D,NR,5G NR,n78,3500,100,4,180,8,3,40,44,1496,396,408,81860,Nokia,Active
343,109,NR-MAN-MAC-0109-E,NR,5G NR,n77,3700,80,5,240,4,2,40,43,818,662,210,28716,Nokia,Active
344,109,NR-MAN-MAC-0109-F,NR,5G NR,n258,26000,400,6,300,4,5,40,40,3790,328,44,60994,Nokia,Active
345,110,NR-MAN-ROO-0110-A,NR,5G NR,n78,3500,100,1,0,8,2,23,44,1362,591,292,70916,Huawei,Active
346,110,LTE-MAN-ROO-0110-A,LTE,4G LTE,B20,800,10,1,0,4,5,23,41,146,355,92,25241,Huawei,Active
347,110,NR-MAN-ROO-0110-B,NR,5G NR,n77,3700,80,2,180,7,4,23,44,1006,494,397,59277,Huawei,Active
348,110,LTE-MAN-ROO-0110-B,LTE,4G LTE,B20,800,10,2,180,3,2,23,43,50,563,221,99228,Huawei,Active
349,111,NR-MAN-SMA-0111-A,NR,5G NR,n78,3500,100,1,0,6,5,13,44,933,643,454,77661,Ericsson,Active
350,111,LTE-MAN-SMA-0111-A,LTE,4G LTE,B3,1800,20,1,0,4,3,13,40,101,453,379,25313,Ericsson,Active
351,111,NR-MAN-SMA-0111-B,NR,5G NR,n77,3700,80,2,120,8,5,13,43,1385,609,295,87908,Ericsson,Active
352,111,LTE-MAN-SMA-0111-B,LTE,4G LTE,B3,1800,20,2,120,7,2,13,45,219,253,201,16375,Ericsson,Active
353,111,NR-MAN-SMA-0111-C,NR,5G NR,n77,3700,80,3,240,7,3,13,45,1016,566,276,78032,Ericsson,Active
354,111,LTE-MAN-SMA-0111-C,LTE,4G LTE,B1,2100,15,3,240,4,5,13,45,137,462,493,83507,Ericsson,Active
355,112,NR-MAN-SMA-0112-A,NR,5G NR,n1,2100,20,1,0,6,5,9,40,562,806,279,43843,Ericsson,Active
356,112,LTE-MAN-SMA-0112-A,LTE,4G LTE,B3,1800,20,1,0,5,5,9,41,247,439,26,84510,Ericsson,Active
357,112,NR-MAN-SMA-0112-B,NR,5G NR,n78,3500,100,2,120,5,1,9,43,1460,302,300,47298,Ericsson,Active
358,112,LTE-MAN-SMA-0112-B,LTE,4G LTE,B1,2100,15,2,120,5,5,9,45,170,360,337,43115,Ericsson,Active
359,112,NR-MAN-SMA-0112-C,NR,5G NR,n28,700,20,3,240,8,0,9,43,441,512,206,86222,Ericsson,Active
360,112,LTE-MAN-SMA-0112-C,LTE,4G LTE,B3,1800,20,3,240,5,5,9,46,209,269,474,55004,Ericsson,Active
361,113,NR-MAN-MAC-0113-A,NR,5G NR,n28,700,20,1,0,8,3,30,46,418,704,181,84454,Ericsson,Active
362,113,NR-MAN-MAC-0113-B,NR,5G NR,n78,3500,100,2,120,8,5,30,42,1200,315,127,54680,Ericsson,Active
363,113,NR-MAN-MAC-0113-C,NR,5G NR,n1,2100,20,3,240,6,4,30,42,563,614,488,92139,Ericsson,Active
364,114,NR-MAN-SMA-0114-A,NR,5G NR,n1,2100,20,1,0,8,4,7,45,327,873,400,85012,Ericsson,Offline
365,114,LTE-MAN-SMA-0114-A,LTE,4G LTE,B7,2600,20,1,0,8,2,7,43,293,279,259,39224,Ericsson,Offline
366,114,NR-MAN-SMA-0114-B,NR,5G NR,n258,26000,400,2,180,7,4,7,40,2675,413,193,72514,Ericsson,Offline
367,114,LTE-MAN-SMA-0114-B,LTE,4G LTE,B1,2100,15,2,180,7,0,7,43,155,356,430,37592,Ericsson,Offline
368,115,NR-LEE-ROO-0115-A,NR,5G NR,n78,3500,100,1,0,7,0,19,46,1253,633,351,71075,Nokia,Active
369,115,NR-LEE-ROO-0115-B,NR,5G NR,n258,26000,400,2,120,2,5,19,45,3960,398,440,35336,Nokia,Active
370,115,NR-LEE-ROO-0115-C,NR,5G NR,n28,700,20,3,240,5,4,19,44,313,402,111,60843,Nokia,Active
371,116,NR-LEE-SMA-0116-A,NR,5G NR,n1,2100,20,1,0,3,1,11,45,380,552,364,75673,Ericsson,Active
372,116,LTE-LEE-SMA-0116-A,LTE,4G LTE,B1,2100,15,1,0,3,1,11,43,172,206,297,87053,Ericsson,Active
373,116,NR-LEE-SMA-0116-B,NR,5G NR,n1,2100,20,2,180,6,2,11,45,474,533,392,15664,Ericsson,Active
374,116,LTE-LEE-SMA-0116-B,LTE,4G LTE,B3,1800,20,2,180,8,1,11,46,157,244,349,61457,Ericsson,Active
375,117,NR-LEE-SMA-0117-A,NR,5G NR,n28,700,20,1,0,5,1,9,42,400,562,355,97945,Nokia,Active
376,117,NR-LEE-SMA-0117-B,NR,5G NR,n28,700,20,2,120,6,3,9,41,360,691,134,87887,Nokia,Active
377,117,NR-LEE-SMA-0117-C,NR,5G NR,n78,3500,100,3,240,3,1,9,42,992,371,246,73871,Nokia,Active
378,118,NR-LEE-MAC-0118-A,NR,5G NR,n78,3500,100,1,0,8,4,29,42,1099,517,453,14375,Ericsson,Active
379,118,NR-LEE-MAC-0118-B,NR,5G NR,n1,2100,20,2,120,4,2,29,42,424,765,355,69176,Ericsson,Active
380,118,NR-LEE-MAC-0118-C,NR,5G NR,n78,3500,100,3,240,2,3,29,40,952,318,240,42961,Ericsson,Active
381,119,NR-LEE-SMA-0119-A,NR,5G NR,n78,3500,100,1,0,4,2,13,46,999,514,184,83872,Ericsson,Active
382,119,LTE-LEE-SMA-0119-A,LTE,4G LTE,B1,2100,15,1,0,2,1,13,40,220,400,282,83887,Ericsson,Active
383,119,NR-LEE-SMA-0119-B,NR,5G NR,n77,3700,80,2,120,2,5,13,41,1478,605,244,98735,Ericsson,Active
384,119,LTE-LEE-SMA-0119-B,LTE,4G LTE,B20,800,10,2,120,2,3,13,45,103,466,207,23548,Ericsson,Active
385,119,NR-LEE-SMA-0119-C,NR,5G NR,n77,3700,80,3,240,3,4,13,45,972,745,121,96011,Ericsson,Active
386,119,LTE-LEE-SMA-0119-C,LTE,4G LTE,B20,800,10,3,240,4,2,13,43,96,497,285,56229,Ericsson,Active
387,120,NR-LEE-MAC-0120-A,NR,5G NR,n77,3700,80,1,0,4,2,26,42,1487,302,165,54578,Nokia,Active
388,120,NR-LEE-MAC-0120-B,NR,5G NR,n1,2100,20,2,120,3,3,26,41,470,452,361,53624,Nokia,Active
389,120,NR-LEE-MAC-0120-C,NR,5G NR,n258,26000,400,3,240,5,3,26,46,2013,455,275,89392,Nokia,Active
390,121,NR-LEE-SMA-0121-A,NR,5G NR,n28,700,20,1,0,7,1,12,43,410,637,209,35124,Huawei,Active
391,121,NR-LEE-SMA-0121-B,NR,5G NR,n1,2100,20,2,180,7,3,12,40,331,669,14,78098,Huawei,Active
392,122,NR-LEE-ROO-0122-A,NR,5G NR,n77,3700,80,1,0,6,3,27,45,1050,504,338,28627,Ericsson,Active
393,122,LTE-LEE-ROO-0122-A,LTE,4G LTE,B7,2600,20,1,0,3,5,27,41,344,154,76,18135,Ericsson,Active
394,122,NR-LEE-ROO-0122-B,NR,5G NR,n1,2100,20,2,120,4,5,27,40,527,783,205,23655,Ericsson,Active
395,122,LTE-LEE-ROO-0122-B,LTE,4G LTE,B7,2600,20,2,120,5,5,27,43,397,159,12,18799,Ericsson,Active
396,122,NR-LEE-ROO-0122-C,NR,5G NR,n28,700,20,3,240,2,0,27,41,355,576,299,37365,Ericsson,Active
397,122,LTE-LEE-ROO-0122-C,LTE,4G LTE,B1,2100,15,3,240,5,3,27,44,179,216,243,31442,Ericsson,Active
398,123,NR-LEE-SMA-0123-A,NR,5G NR,n78,3500,100,1,0,7,0,6,44,1191,393,332,35380,Ericsson,Active
399,124,NR-LEE-SMA-0124-A,NR,5G NR,n77,3700,80,1,0,7,5,8,46,1036,601,429,19511,Nokia,Active
400,124,LTE-LEE-SMA-0124-A,LTE,4G LTE,B3,1800,20,1,0,8,5,8,44,247,393,75,24742,Nokia,Active
401,124,NR-LEE-SMA-0124-B,NR,5G NR,n78,3500,100,2,120,2,3,8,40,1145,414,81,32719,Nokia,Active
402,124,LTE-LEE-SMA-0124-B,LTE,4G LTE,B7,2600,20,2,120,6,1,8,41,210,164,261,40562,Nokia,Active
403,124,NR-LEE-SMA-0124-C,NR,5G NR,n258,26000,400,3,240,3,3,8,46,2910,343,27,51360,Nokia,Active
404,124,LTE-LEE-SMA-0124-C,LTE,4G LTE,B1,2100,15,3,240,5,5,8,44,243,365,274,68314,Nokia,Active
405,125,NR-LEE-DAS-0125-A,NR,5G NR,n77,3700,80,1,0,3,0,5,43,1360,777,99,29755,Ericsson,Active
406,125,NR-LEE-DAS-0125-B,NR,5G NR,n77,3700,80,2,180,8,5,5,45,1476,565,380,13380,Ericsson,Active
407,126,NR-LEE-SMA-0126-A,NR,5G NR,n78,3500,100,1,0,6,4,12,40,971,515,461,48159,Ericsson,Active
408,126,LTE-LEE-SMA-0126-A,LTE,4G LTE,B1,2100,15,1,0,4,4,12,44,206,414,165,28003,Ericsson,Active
409,126,NR-LEE-SMA-0126-B,NR,5G NR,n28,700,20,2,180,2,4,12,43,551,818,419,12549,Ericsson,Active
410,126,LTE-LEE-SMA-0126-B,LTE,4G LTE,B7,2600,20,2,180,3,5,12,45,267,262,131,54910,Ericsson,Active
411,127,NR-LEE-MAC-0127-A,NR,5G NR,n77,3700,80,1,0,3,3,37,44,1170,536,238,42847,Huawei,Active
412,127,NR-LEE-MAC-0127-B,NR,5G NR,n258,26000,400,2,120,6,2,37,40,3013,480,226,10472,Huawei,Active
413,127,NR-LEE-MAC-0127-C,NR,5G NR,n1,2100,20,3,240,4,3,37,43,439,826,234,16928,Huawei,Active
414,128,LTE-LEE-ROO-0128-A,LTE,4G LTE,B7,2600,20,1,0,6,4,21,44,222,186,310,69475,Nokia,Active
415,128,LTE-LEE-ROO-0128-B,LTE,4G LTE,B3,1800,20,2,120,3,3,21,44,239,356,31,88477,Nokia,Active
416,128,LTE-LEE-ROO-0128-C,LTE,4G LTE,B3,1800,20,3,240,5,5,21,45,231,275,36,94397,Nokia,Active
417,129,NR-LEE-SMA-0129-A,NR,5G NR,n258,26000,400,1,0,5,0,10,40,2526,261,174,35673,Huawei,Active
418,129,LTE-LEE-SMA-0129-A,LTE,4G LTE,B7,2600,20,1,0,5,0,10,42,219,282,198,62142,Huawei,Active
