opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP30003554,,ACC000173,Cooper Smith PLC - SD-WAN Deployment,Closed Lost,12448.37,0,2025-08-17,2025-05-20,Web,Renewal,216
OPP30003555,30003555,ACC000806,Hall Lewis International - Hybrid Cloud,Closed Won,210059.65,100,2025-12-10,2025-07-14,Web,Renewal,242
OPP30003556,30003556,ACC000021,Taylor Moore Solutions - UCaaS Project,Closed Won,54998.54,100,2025-09-20,2025-05-07,Campaign,Existing Customer - Replacement,
OPP30003557,,ACC000659,Hill Moore Services - Cloud Communications,Closed Lost,48138.19,0,2025-07-17,2025-04-12,Campaign,Existing Customer - Replacement,
OPP30003558,30003558,ACC000174,Evans Green Solutions - SD-WAN Deployment,Closed Won,67289.99,100,2025-12-31,2025-12-13,Partner Referral,New Customer,
OPP30003559,,ACC000096,University of Coventry - Hybrid Cloud,Closed Lost,116770.19,0,2025-07-20,2025-05-02,Phone Inquiry,New Customer,234
OPP30003560,30003560,ACC000970,Robinson Lee Services - SD-WAN Deployment,Closed Won,172429.11,100,2025-07-05,2025-04-14,Web,Renewal,
OPP30003561,,ACC000155,Moore Taylor Partners - Workforce Management,Closed Lost,90330.2,0,2025-06-06,2025-03-13,Partner Referral,Existing Customer - Replacement,480
OPP30003562,30003562,ACC000434,University Hospital NHS Trust - Cloud Communications,Closed Won,124233.57,100,2025-05-18,2025-04-18,Partner Referral,Renewal,
OPP30003563,,ACC000267,Davies Morris Services - Contact Centre Solution,Closed Lost,149448.56,0,2025-12-31,2025-10-24,Web,Existing Customer - Replacement,
OPP30003564,,ACC000715,Ward Connect Ltd - Hybrid Cloud,Closed Lost,62833.65,0,2025-11-15,2025-07-09,Campaign,New Customer,
OPP30003565,,ACC000899,Robinson Hill International - SD-WAN Deployment,Closed Lost,44834.79,0,2025-05-25,2025-01-14,Purchased List,Existing Customer - Upgrade,54
OPP30003566,30003566,ACC000593,Hall White UK - Mobile Enterprise,Closed Won,146590.83,100,2025-11-13,2025-07-10,Web,Existing Customer - Replacement,
OPP30003567,,ACC000181,Hall Moore Services - Workforce Management,Closed Lost,61164.49,0,2025-12-31,2025-10-07,Web,Renewal,
OPP30003568,30003568,ACC000786,Brown Hall International - UCaaS Project,Closed Won,152442.98,100,2025-12-31,2025-10-14,Partner Referral,Renewal,34
OPP30003569,,ACC000474,Lewis Networks Ltd - Mobile Enterprise,Closed Lost,65995.19,0,2025-04-10,2025-01-22,Purchased List,Existing Customer - Downgrade,
OPP30003570,30003570,ACC000933,Davies Ward and Co - Mobile Enterprise,Closed Won,32623.19,100,2025-10-08,2025-07-05,Campaign,New Customer,
OPP30003571,,ACC000658,Morris Martin Group - IoT Platform,Closed Lost,19812.95,0,2025-08-28,2025-07-23,Partner Referral,New Customer,
OPP30003572,30003572,ACC000015,Wilson Hall and Co - IoT Platform,Closed Won,66956.24,100,2025-09-09,2025-07-10,Purchased List,Renewal,253
OPP30003573,30003573,ACC000938,Harrison Williams Holdings - Hybrid Cloud,Closed Won,86818.36,100,2025-12-31,2025-12-28,Other,New Customer,
OPP30003574,30003574,ACC000334,Moore Patel Ltd - Mobile Enterprise,Closed Won,29672.18,100,2025-10-10,2025-06-24,Web,New Customer,337
OPP30003575,,ACC000687,Harris Hall Services - IoT Platform,Closed Lost,157526.4,0,2025-08-23,2025-05-22,Partner Referral,Existing Customer - Replacement,
OPP30003576,30003576,ACC000673,Williams Wilson UK - UCaaS Project,Closed Won,20234.44,100,2025-12-31,2025-09-11,Partner Referral,Existing Customer - Upgrade,311
OPP30003577,30003577,ACC000232,Smith Hughes Services - Secure Communications,Closed Won,21687.64,100,2025-11-01,2025-09-18,Partner Referral,Existing Customer - Upgrade,
OPP30003578,,ACC000188,County Hospital NHS Trust - Contact Centre Solution,Closed Lost,50066.24,0,2025-07-15,2025-04-17,Phone Inquiry,Renewal,
OPP30003579,30003579,ACC000939,Cardiff County Council - Secure Communications,Closed Won,34147.78,100,2025-12-24,2025-11-07,Other,Existing Customer - Downgrade,436
OPP30003580,30003580,ACC000791,Hall Martin Services - Cloud Communications,Closed Won,71197.92,100,2025-12-31,2025-12-19,Partner Referral,Existing Customer - Upgrade,
OPP30003581,,ACC000770,Harris Wright International - Contact Centre Solution,Closed Lost,139100.98,0,2025-08-09,2025-06-02,Phone Inquiry,New Customer,149
OPP30003582,30003582,ACC000938,Harrison Williams Holdings - SD-WAN Deployment,Closed Won,226521.52,100,2025-10-15,2025-09-09,Web,Existing Customer - Replacement,
OPP30003583,30003583,ACC000814,Davies Smith Holdings - 5G Business Solution,Closed Won,68217.25,100,2025-12-31,2025-11-28,Phone Inquiry,Existing Customer - Replacement,232
OPP30003584,,ACC000723,Moore Martin Partners - Secure Communications,Closed Lost,40393.1,0,2025-07-12,2025-02-28,Web,New Customer,
OPP30003585,,ACC000829,Wood Hughes Group - 5G Business Solution,Closed Lost,66808.66,0,2025-11-03,2025-08-29,Campaign,Renewal,
OPP30003586,,ACC000083,St Marys Hospital NHS Trust - Digital Transformation,Closed Lost,112995.96,0,2025-08-16,2025-05-26,Web,Existing Customer - Downgrade,45
OPP30003587,,ACC000713,White White Associates - IoT Platform,Closed Lost,38441.83,0,2025-12-31,2025-11-17,Web,Existing Customer - Downgrade,
OPP30003588,30003588,ACC000676,Clark Wilson and Co - UCaaS Project,Closed Won,166411.51,100,2025-05-28,2025-02-25,Phone Inquiry,New Customer,
OPP30003589,30003589,ACC000172,Lewis Wilson LLP - Contact Centre Solution,Closed Won,204692.9,100,2025-09-02,2025-04-09,Other,Existing Customer - Upgrade,
OPP30003590,,ACC000695,Morgan Thompson PLC - IoT Platform,Closed Lost,197171.59,0,2025-09-27,2025-08-14,Web,New Customer,
OPP30003591,,ACC000181,Hall Moore Services - Digital Transformation,Closed Lost,75217.47,0,2025-05-23,2025-03-21,Partner Referral,Existing Customer - Replacement,
OPP30003592,30003592,ACC000474,Lewis Networks Ltd - Workforce Management,Closed Won,74836.53,100,2025-10-28,2025-08-18,Campaign,Existing Customer - Replacement,
OPP30003593,30003593,ACC000845,Smith Wilson and Co - Cloud Communications,Closed Won,14561.07,100,2025-12-31,2025-10-31,Web,Existing Customer - Replacement,
OPP30003594,,ACC000365,Lewis Walker LLP - SIP Trunks,Closed Lost,219485.7,0,2025-10-19,2025-05-25,Phone Inquiry,New Customer,
OPP30003595,30003595,ACC000809,King Thompson PLC - IoT Platform,Closed Won,87317.86,100,2025-12-31,2025-09-14,Partner Referral,Existing Customer - Upgrade,
OPP30003596,30003596,ACC000932,Johnson Lewis Solutions - IoT Platform,Closed Won,75566.29,100,2025-12-31,2025-07-18,Purchased List,Existing Customer - Upgrade,109
OPP30003597,,ACC000258,Newcastle Borough Council - Secure Communications,Closed Lost,72982.03,0,2025-12-31,2025-09-30,Phone Inquiry,Existing Customer - Downgrade,
OPP30003598,30003598,ACC000779,Clarke IT Solutions Partners - Secure Communications,Closed Won,48369.29,100,2025-11-24,2025-08-20,Phone Inquiry,New Customer,237
OPP30003599,,ACC000028,Brown Brown International - Cloud Communications,Closed Lost,208972.95,0,2025-04-22,2025-01-16,Web,Renewal,
OPP30003600,,ACC000416,Thomas Robinson LLP - SIP Trunks,Closed Lost,84135.92,0,2025-10-19,2025-07-31,Partner Referral,Existing Customer - Upgrade,
OPP30003601,30003601,ACC000976,College of Liverpool - UCaaS Project,Closed Won,76099.01,100,2025-09-05,2025-04-17,Web,New Customer,476
OPP30003602,30003602,ACC000938,Harrison Williams Holdings - Secure Communications,Closed Won,134433.49,100,2025-11-17,2025-06-18,Partner Referral,Renewal,
OPP30003603,30003603,ACC000508,Taylor Davies UK - UCaaS Project,Closed Won,65413.68,100,2025-10-01,2025-04-12,Partner Referral,Existing Customer - Downgrade,147
OPP30003604,,ACC000188,County Hospital NHS Trust - Hybrid Cloud,Closed Lost,129356.51,0,2025-11-27,2025-06-28,Web,New Customer,
OPP30003605,,ACC000845,Smith Wilson and Co - Contact Centre Solution,Closed Lost,19029.39,0,2025-08-22,2025-05-09,Phone Inquiry,Existing Customer - Upgrade,
OPP30003606,,ACC000626,Smith Evans and Co - Contact Centre Solution,Closed Lost,105288.82,0,2025-07-06,2025-02-06,Phone Inquiry,Existing Customer - Replacement,
OPP30003607,,ACC000124,Wood Edwards Solutions - Contact Centre Solution,Closed Lost,206878.34,0,2025-11-17,2025-06-01,Other,New Customer,322
OPP30003608,30003608,ACC000004,Edwards Johnson Solutions - UCaaS Project,Closed Won,33525.24,100,2025-12-31,2025-12-19,Purchased List,Existing Customer - Upgrade,
OPP30003609,30003609,ACC000382,Davies Wood LLP - SD-WAN Deployment,Closed Won,59860.41,100,2025-10-02,2025-07-14,Web,Existing Customer - Upgrade,348
OPP30003610,30003610,ACC000908,Martin Turner Partners - Mobile Enterprise,Closed Won,226332.57,100,2025-10-08,2025-09-07,Web,Existing Customer - Upgrade,9
OPP30003611,,ACC000084,Robinson Robinson Partners - Contact Centre Solution,Closed Lost,82457.57,0,2025-12-31,2025-07-16,Web,Existing Customer - Replacement,382
OPP30003612,30003612,ACC000153,Hill Baker International - SD-WAN Deployment,Closed Won,190569.09,100,2025-06-23,2025-05-07,Phone Inquiry,Existing Customer - Upgrade,
OPP30003613,,ACC000139,Morgan Edwards Ltd - Contact Centre Solution,Proposal/Price Quote,163003.3,60,2025-12-31,2025-09-18,Partner Referral,New Customer,22
OPP30003614,,ACC000255,Wood White UK - Contact Centre Solution,Closed Lost,5552.05,0,2025-12-28,2025-11-08,Phone Inquiry,Existing Customer - Replacement,
OPP30003615,30003615,ACC000129,Moore Tech Ltd - 5G Business Solution,Closed Won,63154.1,100,2025-12-18,2025-07-15,Web,Renewal,76
OPP30003616,,ACC000816,Morgan Morgan LLP - Workforce Management,Closed Lost,161662.56,0,2025-12-31,2025-11-15,Web,Renewal,
OPP30003617,30003617,ACC000058,Turner Turner Associates - Hybrid Cloud,Closed Won,112126.15,100,2025-12-31,2025-09-24,Web,Existing Customer - Upgrade,
OPP30003618,30003618,ACC000481,Thompson Morris Solutions - Digital Transformation,Closed Won,55364.01,100,2025-10-21,2025-06-17,Campaign,New Customer,
OPP30003619,,ACC000012,Evans Johnson and Co - UCaaS Project,Closed Lost,134307.04,0,2025-03-10,2025-02-04,Web,Existing Customer - Replacement,
OPP30003620,,ACC000965,Edwards Johnson Holdings - Contact Centre Solution,Closed Lost,32379.82,0,2025-12-31,2025-11-23,Campaign,New Customer,154
OPP30003621,,ACC000781,White Hall International - Mobile Enterprise,Closed Lost,33105.65,0,2025-12-31,2025-12-06,Web,Existing Customer - Replacement,
OPP30003622,30003622,ACC000801,Hughes King Services - Hybrid Cloud,Closed Won,24194.63,100,2025-08-24,2025-04-05,Campaign,Existing Customer - Replacement,
OPP30003623,,ACC000068,Morgan Evans International - SIP Trunks,Closed Lost,28655.97,0,2025-12-31,2025-12-12,Web,Existing Customer - Replacement,249
OPP30003624,,ACC000216,Harrison Ward Group - Cloud Communications,Closed Lost,202179.29,0,2025-05-30,2025-01-25,Partner Referral,New Customer,
OPP30003625,30003625,ACC000049,Cooper Cooper and Co - UCaaS Project,Closed Won,19509.19,100,2025-09-23,2025-06-07,Web,Existing Customer - Upgrade,
OPP30003626,,ACC000684,Royal Hospital NHS Trust - Hybrid Cloud,Closed Lost,48918.6,0,2025-09-01,2025-07-08,Partner Referral,Existing Customer - Upgrade,46
OPP30003627,,ACC000343,Williams Thompson UK - Secure Communications,Closed Lost,49001.32,0,2025-12-23,2025-10-12,Phone Inquiry,Existing Customer - Replacement,176
OPP30003628,,ACC000951,Wright Taylor Services - Workforce Management,Closed Lost,19923.82,0,2025-12-31,2025-10-19,Purchased List,Existing Customer - Downgrade,
OPP30003629,30003629,ACC000409,Turner Baker Holdings - Workforce Management,Closed Won,38655.38,100,2025-10-24,2025-07-31,Web,Existing Customer - Upgrade,
OPP30003630,,ACC000674,Wilson Hughes and Co - 5G Business Solution,Closed Lost,36282.07,0,2025-12-31,2025-11-26,Phone Inquiry,Renewal,
OPP30003631,30003631,ACC000524,Jackson Wright Group - Digital Transformation,Closed Won,60477.47,100,2025-09-06,2025-06-06,Partner Referral,New Customer,
OPP30003632,,ACC000766,Davies Lewis Holdings - Contact Centre Solution,Closed Lost,35969.92,0,2025-03-29,2025-01-01,Phone Inquiry,Existing Customer - Replacement,
OPP30003633,,ACC000294,Walker Martin Services - SIP Trunks,Closed Lost,73935.17,0,2025-08-30,2025-05-31,Campaign,Existing Customer - Upgrade,
OPP30003634,,ACC000191,Evans Thomas PLC - UCaaS Project,Closed Lost,76559.88,0,2025-08-21,2025-03-06,Other,Renewal,351
OPP30003635,,ACC000565,Clark Williams LLP - Secure Communications,Closed Lost,65280.83,0,2025-09-04,2025-06-06,Web,Existing Customer - Replacement,
OPP30003636,,ACC000789,King Walker Ltd - Hybrid Cloud,Closed Lost,50611.21,0,2025-05-13,2025-02-10,Campaign,New Customer,498
OPP30003637,30003637,ACC000782,Lee Lewis Ltd - 5G Business Solution,Closed Won,161927.88,100,2025-09-06,2025-04-06,Campaign,Existing Customer - Upgrade,246
OPP30003638,,ACC000518,Moore Edwards Services - 5G Business Solution,Closed Lost,46350.5,0,2025-12-04,2025-06-23,Partner Referral,Existing Customer - Replacement,48
OPP30003639,,ACC000497,Smith Smith International - UCaaS Project,Closed Lost,152366.29,0,2025-09-12,2025-08-04,Web,Existing Customer - Upgrade,445
OPP30003640,,ACC000943,Hall Green Associates - Cloud Communications,Closed Lost,13488.58,0,2025-06-21,2025-03-25,Phone Inquiry,Existing Customer - Upgrade,
OPP30003641,,ACC000719,Green Martin Partners - SIP Trunks,Closed Lost,70544.36,0,2025-12-31,2025-12-29,Web,Renewal,87
OPP30003642,30003642,ACC000508,Taylor Davies UK - SIP Trunks,Closed Won,50849.18,100,2025-12-15,2025-10-13,Partner Referral,Renewal,
OPP30003643,30003643,ACC000281,Martin Morgan Group - UCaaS Project,Closed Won,21074.63,100,2025-12-31,2025-10-17,Partner Referral,Renewal,
OPP30003644,30003644,ACC000008,Lee White Group - Hybrid Cloud,Closed Won,71553.82,100,2025-11-02,2025-06-16,Partner Referral,New Customer,
OPP30003645,30003645,ACC000559,Walker Communications Group - Contact Centre Solution,Closed Won,12948.14,100,2025-12-31,2025-12-06,Partner Referral,Existing Customer - Upgrade,178
OPP30003646,30003646,ACC000274,Jackson Lewis Associates - SD-WAN Deployment,Closed Won,54390.06,100,2025-10-21,2025-08-12,Campaign,Existing Customer - Upgrade,
OPP30003647,,ACC000538,Clark Lee Partners - 5G Business Solution,Closed Lost,33281.83,0,2025-12-31,2025-11-09,Purchased List,New Customer,334
OPP30003648,30003648,ACC000364,Patel Wood International - Secure Communications,Closed Won,76438.55,100,2025-03-31,2025-02-01,Campaign,Renewal,
OPP30003649,30003649,ACC000754,Roberts Wilson Solutions - Secure Communications,Closed Won,58286.87,100,2025-06-20,2025-02-05,Purchased List,Existing Customer - Upgrade,53
OPP30003650,,ACC000278,Thomas Edwards Partners - Digital Transformation,Closed Lost,248005.86,0,2025-11-20,2025-09-17,Campaign,Existing Customer - Replacement,
OPP30003651,30003651,ACC000516,White Clarke Group - SIP Trunks,Closed Won,210906.7,100,2025-07-31,2025-03-27,Phone Inquiry,New Customer,
OPP30003652,,ACC000859,Patel Turner Associates - SD-WAN Deployment,Closed Lost,19930.55,0,2025-12-31,2025-10-17,Web,Renewal,
OPP30003653,,ACC000034,Wilson Thomas Partners - Workforce Management,Closed Lost,20709.98,0,2025-12-31,2025-11-16,Other,Existing Customer - Upgrade,
OPP30003654,,ACC000053,Clark Hill Ltd - Contact Centre Solution,Closed Lost,28824.28,0,2025-06-19,2025-02-16,Purchased List,New Customer,
OPP30003655,,ACC000406,Thompson Clarke Solutions - Hybrid Cloud,Closed Lost,51265.7,0,2025-08-06,2025-02-14,Web,New Customer,119
OPP30003656,,ACC000824,Edwards Baker and Co - Digital Transformation,Closed Lost,173987.5,0,2025-11-09,2025-07-19,Web,Existing Customer - Downgrade,
OPP30003657,30003657,ACC000095,Cooper Brown Solutions - UCaaS Project,Closed Won,131420.05,100,2025-12-31,2025-10-08,Purchased List,Existing Customer - Downgrade,
OPP30003658,30003658,ACC000599,Johnson Wright PLC - Workforce Management,Closed Won,28537.47,100,2025-12-31,2025-10-10,Phone Inquiry,Existing Customer - Downgrade,
OPP30003659,,ACC000605,Wilson Cooper Holdings - Cloud Communications,Closed Lost,60427.92,0,2025-10-21,2025-05-04,Partner Referral,New Customer,
OPP30003660,30003660,ACC000278,Thomas Edwards Partners - IoT Platform,Closed Won,229748.83,100,2025-09-24,2025-08-02,Purchased List,Existing Customer - Upgrade,
OPP30003661,,ACC000856,King Williams UK - IoT Platform,Closed Lost,125705.59,0,2025-12-31,2025-12-08,Purchased List,Existing Customer - Replacement,456
OPP30003662,,ACC000275,Thomas Davies Group - SD-WAN Deployment,Closed Lost,164938.73,0,2025-05-10,2025-01-06,Web,Existing Customer - Upgrade,
OPP30003663,30003663,ACC000859,Patel Turner Associates - Mobile Enterprise,Closed Won,30538.74,100,2025-12-13,2025-08-10,Purchased List,Existing Customer - Replacement,
OPP30003664,,ACC000115,University of Newcastle - UCaaS Project,Closed Lost,244698.43,0,2025-06-08,2025-03-12,Web,New Customer,
OPP30003665,30003665,ACC000888,Green Johnson Group - SD-WAN Deployment,Closed Won,147474.67,100,2025-09-09,2025-07-06,Partner Referral,Renewal,
OPP30003666,30003666,ACC000173,Cooper Smith PLC - Workforce Management,Closed Won,50599.99,100,2025-12-31,2025-11-26,Web,New Customer,
OPP30003667,30003667,ACC000134,Martin Lewis and Co - SIP Trunks,Closed Won,189184.46,100,2025-10-25,2025-05-18,Web,New Customer,
OPP30003668,,ACC000109,Jackson White Holdings - Workforce Management,Closed Lost,71698.49,0,2025-12-22,2025-10-13,Campaign,Existing Customer - Replacement,
OPP30003669,,ACC000434,University Hospital NHS Trust - 5G Business Solution,Closed Lost,107031.59,0,2025-12-31,2025-10-11,Phone Inquiry,Existing Customer - Upgrade,
OPP30003670,,ACC000322,Davies Wilson Group - 5G Business Solution,Closed Lost,38205.24,0,2025-12-31,2025-11-15,Web,Existing Customer - Replacement,
OPP30003671,30003671,ACC000283,Patel Communications Group - Contact Centre Solution,Closed Won,51231.96,100,2025-07-03,2025-03-18,Web,Existing Customer - Replacement,
OPP30003672,30003672,ACC000783,Jones Ward International - SIP Trunks,Closed Won,28245.27,100,2025-12-31,2025-12-25,Partner Referral,New Customer,
OPP30003673,30003673,ACC000001,University of Sheffield - SIP Trunks,Closed Won,125986.77,100,2025-07-31,2025-07-01,Partner Referral,Existing Customer - Downgrade,
OPP30003674,30003674,ACC000152,Wilson Johnson Partners - Hybrid Cloud,Closed Won,42195.13,100,2025-06-08,2025-05-09,Purchased List,Renewal,
OPP30003675,30003675,ACC000367,Walker Morgan Associates - Hybrid Cloud,Closed Won,44659.47,100,2025-11-25,2025-07-30,Purchased List,Existing Customer - Upgrade,85
OPP30003676,,ACC000792,Hughes Morgan Solutions - Hybrid Cloud,Closed Lost,230294.52,0,2025-03-15,2025-01-27,Web,New Customer,
OPP30003677,30003677,ACC000307,Thomas Robinson Solutions - 5G Business Solution,Closed Won,154571.1,100,2025-07-16,2025-06-01,Web,Existing Customer - Downgrade,
OPP30003678,30003678,ACC000172,Lewis Wilson LLP - Workforce Management,Closed Won,136611.12,100,2025-08-17,2025-04-06,Phone Inquiry,New Customer,
OPP30003679,,ACC000189,Wood IT Solutions Group - Mobile Enterprise,Closed Lost,62346.66,0,2025-12-31,2025-10-16,Web,Existing Customer - Replacement,
OPP30003680,,ACC000269,Lewis Jones Solutions - Hybrid Cloud,Closed Lost,14428.77,0,2025-12-01,2025-11-01,Phone Inquiry,Existing Customer - Replacement,
OPP30003681,30003681,ACC000431,White Ward Associates - Cloud Communications,Closed Won,65894.06,100,2025-04-30,2025-03-07,Web,New Customer,
OPP30003682,30003682,ACC000880,Jackson Ward LLP - SD-WAN Deployment,Closed Won,48980.5,100,2025-06-01,2025-01-24,Partner Referral,Existing Customer - Replacement,
OPP30003683,,ACC000241,Thomas Turner Associates - Workforce Management,Closed Lost,29066.34,0,2025-12-31,2025-08-17,Web,Renewal,
OPP30003684,,ACC000177,Patel Taylor UK - Hybrid Cloud,Closed Lost,21049.86,0,2025-07-16,2025-05-21,Partner Referral,Renewal,
OPP30003685,30003685,ACC000675,Harris Walker Associates - Digital Transformation,Closed Won,25396.02,100,2025-10-23,2025-06-06,Phone Inquiry,New Customer,
OPP30003686,,ACC000895,Green Roberts Ltd - Workforce Management,Closed Lost,39575.45,0,2025-12-19,2025-09-08,Web,Existing Customer - Upgrade,
OPP30003687,,ACC000337,White Turner LLP - SIP Trunks,Closed Lost,80788.39,0,2025-09-06,2025-07-14,Campaign,New Customer,203
OPP30003688,,ACC000364,Patel Wood International - 5G Business Solution,Closed Lost,48571.76,0,2025-12-31,2025-08-09,Partner Referral,New Customer,
OPP30003689,,ACC000342,Hall Communications Ltd - Contact Centre Solution,Closed Lost,63108.22,0,2025-12-31,2025-12-12,Other,Existing Customer - Replacement,
OPP30003690,,ACC000723,Moore Martin Partners - Secure Communications,Closed Lost,38257.91,0,2025-10-06,2025-04-11,Purchased List,New Customer,
OPP30003691,,ACC000749,Moore Connect Group - UCaaS Project,Closed Lost,33289.62,0,2025-12-31,2025-12-21,Partner Referral,New Customer,
OPP30003692,,ACC000302,Oxford County Council - Contact Centre Solution,Closed Lost,98805.14,0,2025-07-19,2025-02-14,Partner Referral,Existing Customer - Upgrade,
OPP30003693,,ACC000137,Baker Moore Solutions - IoT Platform,Closed Lost,101788.75,0,2025-12-31,2025-09-26,Campaign,Existing Customer - Upgrade,239
OPP30003694,,ACC000149,Lewis Roberts International - Contact Centre Solution,Closed Lost,92518.91,0,2025-07-08,2025-01-11,Web,Existing Customer - Upgrade,
OPP30003695,30003695,ACC000899,Robinson Hill International - Contact Centre Solution,Closed Won,60152.42,100,2025-11-12,2025-09-16,Web,Existing Customer - Downgrade,287
OPP30003696,,ACC000700,Oxford Borough Council - Contact Centre Solution,Closed Lost,64935.66,0,2025-06-28,2025-04-23,Partner Referral,Existing Customer - Upgrade,
OPP30003697,30003697,ACC000541,Smith King Associates - SD-WAN Deployment,Closed Won,141056.71,100,2025-12-31,2025-09-29,Web,New Customer,176
OPP30003698,,ACC000611,Clark Jackson LLP - Hybrid Cloud,Closed Lost,8403.99,0,2025-06-02,2025-04-18,Partner Referral,Existing Customer - Replacement,
OPP30003699,,ACC000759,Williams Moore International - UCaaS Project,Closed Lost,154334.42,0,2025-05-26,2025-03-03,Campaign,Existing Customer - Upgrade,308
OPP30003700,,ACC000709,Jackson Patel Group - SIP Trunks,Closed Lost,68866.21,0,2025-11-29,2025-08-08,Web,New Customer,
OPP30003701,30003701,ACC000256,Hughes Patel UK - UCaaS Project,Closed Won,7189.27,100,2025-05-24,2025-03-02,Phone Inquiry,New Customer,240
OPP30003702,,ACC000996,Taylor Turner UK - Digital Transformation,Closed Lost,191856.98,0,2025-05-29,2025-04-11,Phone Inquiry,Renewal,
OPP30003703,30003703,ACC000868,Martin Moore PLC - Secure Communications,Closed Won,19537.44,100,2025-10-11,2025-08-05,Phone Inquiry,Existing Customer - Replacement,
OPP30003704,30003704,ACC000007,Hill Patel Group - Contact Centre Solution,Closed Won,15983.48,100,2025-12-31,2025-08-11,Partner Referral,New Customer,
OPP30003705,30003705,ACC000764,Cooper Wilson Group - SD-WAN Deployment,Closed Won,42807.92,100,2025-12-31,2025-12-20,Phone Inquiry,Existing Customer - Downgrade,266
OPP30003706,30003706,ACC000557,Clarke Lewis LLP - Mobile Enterprise,Closed Won,124136.52,100,2025-10-10,2025-07-09,Campaign,Existing Customer - Upgrade,91
OPP30003707,,ACC000932,Johnson Lewis Solutions - IoT Platform,Closed Lost,167281.84,0,2025-11-21,2025-10-15,Phone Inquiry,New Customer,6
OPP30003708,,ACC000326,Lewis Telecom Partners - Workforce Management,Closed Lost,16375.18,0,2025-12-31,2025-12-04,Web,New Customer,
OPP30003709,30003709,ACC000274,Jackson Lewis Associates - Mobile Enterprise,Closed Won,60681.51,100,2025-11-23,2025-09-22,Partner Referral,New Customer,299
OPP30003710,,ACC000207,Harrison Clarke Ltd - SIP Trunks,Closed Lost,28148.34,0,2025-02-17,2025-01-01,Web,Existing Customer - Replacement,353
OPP30003711,30003711,ACC000094,Moore Communications Group - Hybrid Cloud,Closed Won,24863.44,100,2025-12-31,2025-07-28,Partner Referral,New Customer,
OPP30003712,,ACC000813,Turner Johnson Ltd - Mobile Enterprise,Closed Lost,45716.6,0,2025-06-10,2025-02-21,Web,New Customer,
OPP30003713,,ACC000885,Academy of Southampton - 5G Business Solution,Closed Lost,139878.79,0,2025-12-31,2025-11-24,Phone Inquiry,Existing Customer - Replacement,
OPP30003714,,ACC000594,Thompson Johnson Associates - SD-WAN Deployment,Closed Lost,5693.08,0,2025-11-03,2025-07-31,Partner Referral,New Customer,169
OPP30003715,,ACC000321,County Hospital NHS Trust - Workforce Management,Closed Lost,58466.79,0,2025-12-31,2025-12-03,Partner Referral,Existing Customer - Upgrade,
OPP30003716,,ACC000117,Taylor Johnson Solutions - SD-WAN Deployment,Closed Lost,67155.72,0,2025-10-25,2025-09-11,Web,New Customer,
OPP30003717,,ACC000742,Martin Turner Group - UCaaS Project,Closed Lost,85126.22,0,2025-03-19,2025-01-29,Phone Inquiry,New Customer,
OPP30003718,30003718,ACC000695,Morgan Thompson PLC - Secure Communications,Closed Won,167938.75,100,2025-12-09,2025-06-25,Partner Referral,Existing Customer - Replacement,
OPP30003719,,ACC000763,Roberts Lee Ltd - Contact Centre Solution,Closed Lost,81129.02,0,2025-12-31,2025-12-02,Web,Renewal,33
OPP30003720,30003720,ACC000991,Patel Jones LLP - Secure Communications,Closed Won,6804.28,100,2025-12-31,2025-11-03,Web,New Customer,
OPP30003721,30003721,ACC000795,Brown Davies Associates - IoT Platform,Closed Won,122148.1,100,2025-12-31,2025-12-10,Other,Existing Customer - Downgrade,203
OPP30003722,30003722,ACC000665,Baker Hughes Ltd - Secure Communications,Closed Won,39511.0,100,2025-06-27,2025-01-16,Web,Existing Customer - Downgrade,
OPP30003723,30003723,ACC000718,Patel Hill LLP - SIP Trunks,Closed Won,69033.91,100,2025-12-31,2025-11-16,Campaign,Renewal,
OPP30003724,,ACC000737,College of London - Digital Transformation,Closed Lost,104289.33,0,2025-12-31,2025-12-21,Web,Existing Customer - Downgrade,455
OPP30003725,30003725,ACC000269,Lewis Jones Solutions - SIP Trunks,Closed Won,62261.12,100,2025-09-21,2025-07-31,Web,Renewal,210
OPP30003726,30003726,ACC000773,Morris Jones Group - Workforce Management,Closed Won,77945.36,100,2025-12-31,2025-12-27,Web,Renewal,
OPP30003727,30003727,ACC000296,Walker Patel Associates - Workforce Management,Closed Won,75212.32,100,2025-12-31,2025-12-02,Purchased List,New Customer,
OPP30003728,30003728,ACC000977,Morris IT Solutions Ltd - Contact Centre Solution,Closed Won,39357.71,100,2025-12-28,2025-09-05,Other,Existing Customer - Upgrade,
OPP30003729,,ACC000381,Jackson Clark Services - SD-WAN Deployment,Closed Lost,83546.01,0,2025-05-27,2025-03-19,Partner Referral,New Customer,220
OPP30003730,30003730,ACC000510,Wilson King PLC - Contact Centre Solution,Closed Won,169833.55,100,2025-07-14,2025-04-27,Web,Existing Customer - Downgrade,
OPP30003731,30003731,ACC000783,Jones Ward International - UCaaS Project,Closed Won,13268.64,100,2025-08-18,2025-03-02,Web,Renewal,
OPP30003732,30003732,ACC000900,Smith Smith and Co - IoT Platform,Closed Won,46206.2,100,2025-12-31,2025-12-19,Web,Existing Customer - Upgrade,
