record_id,campaign_key,campaign_date,channel,impressions,clicks,conversions,spend,revenue_attributed
10006545,37,2025-04-03,TV,33227,851,79,3924.39,15057.72
10006546,35,2025-04-24,Social,26604,649,49,3908.96,7071.72
10006547,30,2025-04-11,PPC,64241,785,72,2237.14,10478.8
10006548,38,2025-04-12,Radio,83049,2874,233,1908.71,15558.47
10006549,35,2025-04-19,Direct Mail,53302,2162,185,2525.69,22549.07
10006550,43,2025-04-18,Direct Mail,3290,89,6,1571.16,665.58
10006551,33,2025-04-16,Radio,1601,62,5,645.04,692.94
10006552,59,2025-04-05,Radio,75342,2231,134,4315.86,12470.37
10006553,10,2025-04-01,TV,11275,368,22,1734.54,3415.44
10006554,51,2025-04-04,Display,89820,1701,146,573.06,16045.17
10006555,51,2025-04-14,Display,41484,1248,118,1131.47,14581.93
10006556,53,2025-04-12,Email,46475,1947,52,3313.1,7502.19
10006557,22,2025-04-24,TV,48913,2399,180,4150.73,28694.33
10006558,55,2025-04-08,Direct Mail,50727,1933,142,4683.92,20547.51
10006559,34,2025-04-22,Email,15780,432,17,2143.67,2464.75
10006560,55,2025-04-13,Display,70421,1671,37,2739.63,2508.3
10006561,5,2025-04-24,Email,22140,725,34,1738.02,2022.12
10006562,57,2025-04-24,Display,50325,2494,99,4207.7,7112.34
10006563,22,2025-04-02,Display,95591,3985,121,1236.73,16149.33
10006564,18,2025-04-11,Direct Mail,73254,2530,227,3381.5,29542.09
10006565,9,2025-04-02,Social,29915,1306,39,3817.52,3447.31
10006566,23,2025-04-12,PPC,14589,542,40,1731.32,2163.36
10006567,58,2025-04-06,Social,32519,666,17,1702.48,1128.32
10006568,9,2025-04-10,Email,45120,520,25,2878.12,3937.68
10006569,44,2025-04-05,Radio,98891,2102,56,2104.23,10689.95
10006570,21,2025-04-18,TV,34507,1109,32,3769.14,2464.43
10006571,27,2025-04-13,Radio,17220,817,27,227.17,2954.96
10006572,34,2025-04-26,TV,58566,2840,242,4333.19,46019.51
10006573,34,2025-04-30,PPC,47893,1681,99,944.71,19176.3
10006574,46,2025-04-20,Radio,95973,2094,149,4020.22,26468.14
10006575,15,2025-04-27,TV,10421,381,37,1139.03,6717.66
10006576,49,2025-04-12,Email,99309,4126,284,2679.08,21226.6
10006577,4,2025-04-22,Email,25518,1132,107,964.67,10163.89
10006578,32,2025-04-03,PPC,75789,3177,202,4248.18,30132.72
10006579,31,2025-04-02,TV,81972,964,90,2768.46,12468.35
10006580,19,2025-04-17,Display,78291,3529,93,706.21,6661.85
10006581,23,2025-04-12,Display,7273,108,8,4428.47,982.74
10006582,28,2025-04-13,Direct Mail,70609,3372,170,2438.1,18761.23
10006583,56,2025-04-19,Display,56502,632,16,1962.0,2355.09
10006584,37,2025-04-22,Radio,54587,1158,69,728.33,5208.06
10006585,24,2025-04-26,Direct Mail,78013,1599,106,3136.39,9645.24
10006586,23,2025-04-20,Email,16773,519,44,2122.28,8694.0
10006587,56,2025-04-04,Display,11554,305,12,3165.3,723.14
10006588,8,2025-04-03,Direct Mail,35643,513,42,4591.28,3731.23
10006589,23,2025-04-08,Display,51813,1578,63,2178.04,9425.75
10006590,17,2025-04-06,Social,63753,748,52,1715.43,6720.28
10006591,34,2025-04-08,Social,69496,1544,104,4326.34,12557.28
10006592,58,2025-04-26,PPC,44018,1076,48,258.97,2723.57
10006593,23,2025-04-22,TV,9196,357,29,1298.34,2483.45
10006594,11,2025-04-04,Display,3985,78,3,1448.94,338.72
10006595,29,2025-04-19,PPC,59510,1665,44,3392.65,6383.8
10006596,32,2025-04-18,Email,51184,685,43,2654.89,5806.92
10006597,11,2025-04-18,Email,36166,543,12,1936.62,695.24
10006598,22,2025-04-05,Direct Mail,96393,1532,103,2452.78,6969.22
10006599,16,2025-04-13,Direct Mail,7330,132,6,1449.64,412.65
10006600,10,2025-04-07,TV,86657,2811,250,1416.23,26353.74
10006601,15,2025-04-08,PPC,30356,1009,22,616.62,4195.06
10006602,43,2025-04-14,Display,45283,1393,83,4517.84,13935.28
10006603,59,2025-04-07,Radio,6315,97,9,3554.79,1323.82
10006604,55,2025-04-18,Direct Mail,17858,577,36,103.84,6570.89
10006605,45,2025-04-26,PPC,8406,273,9,267.07,1576.04
10006606,57,2025-04-12,PPC,42229,663,32,4665.84,2812.65
10006607,11,2025-04-23,TV,58413,1355,125,1969.69,12478.92
10006608,39,2025-04-06,PPC,79267,1142,24,429.04,2759.99
10006609,39,2025-04-22,Radio,37094,824,42,1395.87,3669.22
10006610,41,2025-04-09,Email,38158,1486,126,703.79,14571.89
10006611,19,2025-04-28,Email,25988,1128,111,1492.42,9131.82
10006612,27,2025-04-24,Email,32346,833,47,3513.89,9268.39
10006613,48,2025-04-13,Social,82250,3574,146,4608.2,10275.83
10006614,3,2025-04-11,Social,6176,97,9,1865.54,772.6
10006615,7,2025-04-04,TV,8608,387,22,593.21,2894.0
10006616,32,2025-04-11,Email,29548,1160,76,824.27,7876.33
10006617,24,2025-04-30,Radio,88589,1032,31,4311.11,3078.84
10006618,55,2025-04-18,PPC,90754,2994,247,818.83,35834.6
10006619,14,2025-04-20,TV,98455,3845,198,316.94,16695.75
10006620,14,2025-04-05,PPC,61332,2551,187,4694.73,33420.39
10006621,3,2025-04-08,Social,45833,1822,174,323.92,12629.61
10006622,59,2025-04-16,Social,67504,2171,179,2053.61,19999.28
10006623,41,2025-04-20,Radio,54676,659,44,976.23,2864.31
10006624,49,2025-04-02,PPC,39965,449,34,4089.88,2485.5
10006625,20,2025-04-13,TV,63863,1302,101,3537.06,18304.59
10006626,4,2025-04-10,Social,79697,3446,152,190.79,9700.46
10006627,30,2025-04-09,Direct Mail,42187,1051,58,3110.7,6941.19
10006628,45,2025-04-01,Social,48190,934,65,3259.69,7271.07
10006629,19,2025-04-10,TV,58525,1345,90,4495.01,5865.05
10006630,22,2025-04-27,Social,38817,1008,26,1921.83,2841.55
10006631,44,2025-04-06,Radio,9552,359,32,2410.88,3256.3
10006632,13,2025-04-20,PPC,5781,160,13,3411.21,1704.65
10006633,7,2025-04-01,Email,60521,1544,96,3250.69,18380.66
10006634,44,2025-04-24,Social,89184,3909,262,4411.2,19250.06
10006635,52,2025-04-27,PPC,19985,262,12,2403.85,2322.98
10006636,40,2025-04-26,Email,83075,2787,171,893.11,15211.6
10006637,31,2025-04-21,TV,51114,2014,189,601.41,18136.65
10006638,31,2025-04-14,TV,80645,3309,251,1965.72,29032.0
10006639,52,2025-04-02,Social,85904,3728,310,786.79,29203.38
10006640,6,2025-04-05,TV,12946,515,49,1720.01,7083.38
10006641,60,2025-04-07,Email,18076,298,17,2688.03,1336.87
10006642,27,2025-04-21,Email,32005,1297,82,3129.02,8273.56
10006643,25,2025-04-06,Radio,97645,3794,226,3332.82,43739.55
10006644,54,2025-04-25,TV,58236,1138,51,4172.76,5954.54
10006645,29,2025-04-13,Radio,26248,717,61,1454.25,5136.33
10006646,20,2025-04-21,Email,64935,1276,50,2966.23,2694.75
10006647,59,2025-04-28,PPC,22964,1125,97,2219.66,6096.2
10006648,21,2025-04-26,Social,79645,2668,215,1184.89,32771.0
10006649,59,2025-04-27,Display,55408,1670,48,4491.43,7349.02
10006650,2,2025-04-21,TV,88428,3811,191,1026.76,36057.54
10006651,26,2025-04-29,PPC,70654,2054,116,2019.14,16317.52
10006652,40,2025-04-29,Social,24380,681,56,1634.82,10458.64
10006653,39,2025-04-22,Email,80336,2499,225,1535.82,33178.32
10006654,46,2025-04-24,Radio,39996,1795,55,2591.95,6600.03
10006655,11,2025-04-25,Radio,34172,1378,58,95.71,10729.58
10006656,60,2025-04-10,Social,97915,2082,133,4492.82,17300.3
10006657,34,2025-04-21,Email,28515,1327,70,1530.93,10606.21
10006658,43,2025-04-26,TV,25235,1041,75,4549.58,11299.93
10006659,25,2025-04-24,Direct Mail,67475,698,21,3129.22,1180.19
10006660,21,2025-04-08,Radio,84245,3713,153,3198.58,27337.84
10006661,23,2025-04-28,TV,82662,3890,109,2905.67,19237.9
10006662,35,2025-04-30,Radio,66777,1257,110,2103.63,19537.86
10006663,46,2025-04-17,TV,89448,4361,394,184.03,40794.06
10006664,3,2025-04-03,Display,45902,1553,100,747.48,10490.56
10006665,60,2025-04-22,PPC,41901,1769,167,3869.69,30713.29
10006666,34,2025-04-20,Direct Mail,14769,722,67,2043.73,11784.59
10006667,31,2025-04-11,Display,14356,316,21,1853.06,1999.51
10006668,34,2025-04-17,TV,4015,105,2,4362.87,366.5
10006669,47,2025-04-29,Direct Mail,96602,4787,375,370.64,25126.43
10006670,2,2025-04-04,TV,64875,1335,35,2019.42,3885.09
10006671,13,2025-04-11,Direct Mail,21635,216,15,1929.88,1663.85
10006672,35,2025-04-13,Display,65662,3248,179,1375.96,16682.76
10006673,21,2025-04-03,PPC,20102,798,48,2313.0,9205.04
10006674,60,2025-04-22,Display,46906,2104,193,2976.1,33815.72
10006675,46,2025-04-24,Direct Mail,33770,1615,51,1546.76,7136.93
10006676,12,2025-04-16,Radio,1104,25,2,969.89,339.6
10006677,29,2025-04-23,Direct Mail,39283,496,18,4577.74,2213.74
10006678,16,2025-04-10,Direct Mail,4490,141,3,1965.7,434.52
10006679,46,2025-04-16,Email,90761,3804,372,4410.91,47137.02
10006680,39,2025-04-13,Email,87807,2443,188,1832.15,18414.58
10006681,12,2025-04-26,Display,93472,4258,188,1123.79,26709.49
10006682,35,2025-04-07,Direct Mail,65647,974,43,4001.74,7192.28
10006683,34,2025-04-28,Radio,72953,1774,50,1293.85,5326.39
10006684,28,2025-04-11,TV,1939,65,3,720.19,264.66
10006685,4,2025-04-12,Email,9231,190,10,4278.64,1455.53
10006686,23,2025-04-02,TV,51424,1605,43,4461.25,7396.11
10006687,52,2025-04-21,Social,61409,2513,192,3398.43,23814.18
10006688,15,2025-04-19,Direct Mail,59736,1317,58,4684.95,9557.61
10006689,59,2025-04-04,TV,98284,1023,68,3211.69,4654.8
10006690,46,2025-04-26,Email,76174,1904,56,2450.04,4273.53
10006691,23,2025-04-29,Email,27335,904,39,4433.97,6796.91
10006692,19,2025-04-24,Email,19476,745,53,4688.3,8489.74
10006693,17,2025-04-05,Display,20981,1048,53,547.34,8931.39
10006694,13,2025-04-20,Radio,23961,832,36,2456.87,1972.57
10006695,48,2025-04-07,Radio,56043,2373,207,2221.89,33686.2
10006696,19,2025-04-29,PPC,43649,979,56,3147.19,9040.57
10006697,22,2025-04-02,Radio,84810,1051,38,3458.43,5055.92
10006698,42,2025-04-24,Display,95001,1259,53,2256.98,8483.17
10006699,60,2025-04-21,Display,60573,862,19,468.14,2920.15
10006700,31,2025-04-19,Display,96335,1653,118,3590.38,12559.74
10006701,28,2025-04-13,Radio,74266,913,58,4005.32,6636.17
10006702,13,2025-04-17,Social,31050,602,25,408.95,4091.74
10006703,54,2025-04-06,Direct Mail,58013,2481,77,1429.97,10267.36
10006704,25,2025-04-23,Display,58215,710,17,3578.62,951.91
10006705,5,2025-04-03,Direct Mail,98753,2128,67,331.12,8186.37
10006706,39,2025-04-23,PPC,51673,1792,67,2635.73,7902.76
10006707,26,2025-04-19,Radio,60020,1442,140,650.06,24359.68
10006708,19,2025-04-08,PPC,14844,739,28,264.22,4648.27
10006709,27,2025-04-25,Email,58162,1876,142,297.26,22463.67
10006710,12,2025-04-30,Direct Mail,18463,402,11,2048.24,738.44
10006711,60,2025-04-11,TV,84076,3569,298,3656.98,32483.54
10006712,59,2025-04-09,Email,15284,260,19,2137.83,2983.53
10006713,24,2025-04-21,PPC,3781,83,8,1961.16,1580.14
10006714,45,2025-04-07,Direct Mail,77917,1805,127,2554.0,8147.94
10006715,24,2025-04-20,TV,28069,677,60,607.56,7232.86
10006716,53,2025-04-10,TV,47027,896,33,3692.5,5463.47
10006717,7,2025-04-05,Social,63531,1040,69,3712.24,13467.84
10006718,60,2025-04-18,Direct Mail,6419,293,24,1088.01,3684.67
10006719,57,2025-04-05,PPC,29463,1035,83,2569.42,10643.14
10006720,57,2025-04-05,Radio,83604,3427,104,676.85,8610.12
10006721,40,2025-04-11,Social,8546,134,12,1056.23,2159.66
10006722,15,2025-04-10,TV,21495,388,34,4519.07,1727.79
10006723,29,2025-04-09,Display,1379,62,1,3444.87,90.15
10006724,19,2025-04-30,TV,33462,1221,98,1196.9,15566.4
10006725,8,2025-04-25,Social,15687,666,15,3017.22,1648.9
10006726,16,2025-04-12,Social,83893,3982,353,3557.74,37532.07
10006727,53,2025-04-29,PPC,84537,1941,48,3752.74,4725.81
10006728,42,2025-04-24,Radio,2083,33,1,3163.52,67.73
10006729,8,2025-04-25,Direct Mail,2323,31,0,1975.57,0.0
10006730,53,2025-04-16,Social,28175,1398,111,1025.9,6926.86
10006731,15,2025-04-29,Email,69250,3331,198,2612.56,10276.24
10006732,45,2025-04-09,Social,56106,2258,140,2916.26,15154.05
10006733,45,2025-04-26,TV,41770,1127,72,3184.03,4834.39
10006734,53,2025-04-27,Email,79816,3038,184,1929.96,10049.81
10006735,42,2025-04-24,Display,32029,707,58,1991.49,7064.18
10006736,21,2025-04-11,TV,92245,4568,140,2308.77,11923.03
10006737,39,2025-04-23,Social,88882,1746,164,1575.97,18222.64
10006738,22,2025-04-22,Radio,49679,1825,127,2636.63,23072.05
10006739,31,2025-04-17,PPC,24614,647,55,3150.89,5318.82
10006740,5,2025-04-02,Radio,59454,2375,207,3352.03,24680.54
10006741,21,2025-04-06,Radio,77822,2102,115,3421.43,11960.08
10006742,46,2025-04-03,Direct Mail,68568,3130,216,4006.05,16783.84
10006743,20,2025-04-15,Social,2961,128,6,713.26,1017.67
10006744,41,2025-04-26,TV,69857,2756,215,2273.17,19996.31
10006745,44,2025-04-16,Radio,35066,1509,94,4742.92,15374.22
10006746,2,2025-04-15,Direct Mail,4410,44,1,2599.19,57.48
10006747,36,2025-04-14,Email,38136,815,52,2555.3,9905.29
10006748,49,2025-04-29,Direct Mail,36216,547,49,3386.05,4270.11
10006749,34,2025-04-20,Radio,8530,92,8,2358.06,930.47
10006750,58,2025-04-15,PPC,23276,478,36,2573.4,2809.64
10006751,20,2025-04-17,Direct Mail,27245,1078,62,3127.59,10024.22
10006752,59,2025-04-10,Email,97644,3648,197,4096.23,12188.63
10006753,29,2025-04-20,PPC,49626,798,58,1447.74,6937.58
10006754,52,2025-04-26,Display,87301,3697,347,686.14,34240.06
10006755,60,2025-04-29,Radio,17432,318,15,3117.62,2479.06
10006756,43,2025-04-04,Direct Mail,48873,1981,107,2305.52,5625.8
10006757,32,2025-04-23,PPC,34582,1447,44,2463.54,8072.82
10006758,8,2025-04-22,TV,26970,631,47,3289.39,2610.31
10006759,34,2025-04-07,Display,28619,816,48,866.86,5679.57
10006760,32,2025-04-08,Social,57256,1229,103,155.29,8458.94
10006761,51,2025-04-19,Email,57827,1469,142,304.01,14087.0
10006762,41,2025-04-02,PPC,17259,257,22,762.01,2072.28
10006763,16,2025-04-29,Email,60234,2380,203,595.92,18457.58
10006764,49,2025-04-29,Display,19567,492,44,2339.07,6571.29
10006765,59,2025-04-11,Email,97768,3919,263,4385.84,48461.94
10006766,15,2025-04-23,Social,78123,2348,79,4230.38,9937.74
10006767,35,2025-04-14,Direct Mail,1409,18,0,600.76,0.0
10006768,60,2025-04-20,TV,29988,710,39,3346.54,7019.13
10006769,42,2025-04-04,TV,51996,2034,50,1105.45,6143.45
10006770,16,2025-04-19,Email,65202,704,39,2071.71,2819.51
10006771,53,2025-04-26,PPC,46213,2101,107,4699.15,19786.66
10006772,24,2025-04-25,PPC,60170,901,39,1053.84,1957.24
10006773,22,2025-04-20,Display,53687,2146,113,896.27,18565.34
10006774,39,2025-04-11,Social,48009,1726,130,1421.35,19831.98
10006775,54,2025-04-21,PPC,55796,699,57,1301.48,4967.7
10006776,39,2025-04-20,PPC,84652,3038,149,574.42,11216.17
10006777,9,2025-04-20,Radio,4020,178,3,230.71,580.65
10006778,29,2025-04-29,TV,24910,1066,51,1429.26,9880.43
10006779,31,2025-04-19,Social,7329,157,8,1242.73,878.4
10006780,50,2025-04-08,Direct Mail,54302,1424,48,3039.82,3432.89
10006781,36,2025-04-02,Display,63810,2603,193,2251.31,24620.07
10006782,6,2025-04-20,Radio,76572,1644,157,1142.58,15541.79
10006783,54,2025-04-23,Display,6070,251,14,4298.29,2226.5
10006784,4,2025-04-11,Email,92993,2132,95,4483.47,17544.34
10006785,39,2025-04-25,Email,14402,484,14,1933.14,1138.95
10006786,6,2025-04-07,TV,7956,298,10,1698.32,742.42
10006787,44,2025-04-11,Email,12437,480,41,1677.7,3852.27
10006788,6,2025-04-13,Email,45624,2080,63,2328.81,5557.78
10006789,12,2025-04-08,Radio,78164,1280,40,4308.28,4334.04
10006790,49,2025-04-18,Social,99893,4753,355,3064.11,19693.09
10006791,53,2025-04-17,Email,11576,494,35,4034.88,6414.35
10006792,8,2025-04-15,PPC,71254,3278,165,2399.23,11373.18
10006793,17,2025-04-07,Radio,34869,597,54,3702.47,10659.42
10006794,55,2025-04-21,PPC,6493,172,7,3091.08,1337.26
10006795,47,2025-04-23,TV,23754,647,44,1462.82,5755.37
10006796,52,2025-04-30,Email,6518,264,13,2040.21,2091.61
10006797,58,2025-04-02,TV,71735,2790,210,1332.83,29702.83
10006798,50,2025-04-17,Radio,28427,1362,127,2339.47,7989.83
10006799,42,2025-04-27,TV,76767,3280,283,4298.88,52516.97
10006800,50,2025-04-17,TV,64169,981,63,1478.09,10370.91
10006801,22,2025-04-18,Email,81118,3185,268,3710.84,35267.05
10006802,4,2025-04-27,Radio,6607,219,17,2893.18,1045.04
10006803,40,2025-04-08,Direct Mail,82817,2646,191,222.83,34718.32
10006804,45,2025-04-16,Display,87051,3995,389,2852.23,26975.5
10006805,59,2025-04-10,PPC,12110,486,26,1573.09,4559.46
10006806,38,2025-04-01,Direct Mail,23978,665,21,4654.09,2772.04
10006807,21,2025-04-02,PPC,95987,3192,226,206.53,11489.41
10006808,27,2025-04-28,Radio,48874,1269,75,1109.97,5499.7
10006809,57,2025-04-05,Email,51199,1944,96,3278.63,6639.75
10006810,39,2025-04-24,Direct Mail,78162,1763,133,249.72,10562.09
10006811,53,2025-04-01,Email,25938,841,27,1947.33,1379.1
10006812,28,2025-04-17,Email,9082,105,7,1701.26,464.02
10006813,44,2025-04-13,Email,36683,806,63,3320.49,4276.4
10006814,17,2025-04-15,Radio,37431,719,61,2360.36,9271.09
10006815,2,2025-04-24,Email,60815,2510,237,1714.94,32487.16
10006816,30,2025-04-11,Display,17578,435,37,1243.26,7307.91
10006817,48,2025-04-08,Radio,42468,1993,43,259.6,7296.22
10006818,11,2025-04-19,TV,84354,2417,227,2287.76,38998.15
10006819,32,2025-04-01,Radio,13280,549,26,2767.31,2146.37
10006820,29,2025-04-04,Radio,75358,3392,134,3955.7,7157.28
10006821,34,2025-04-07,PPC,5501,233,20,1286.68,3752.33
10006822,11,2025-04-07,TV,12823,443,34,2128.93,1858.53
10006823,56,2025-04-27,Direct Mail,14890,628,53,547.06,10392.9
10006824,19,2025-04-30,PPC,91163,4497,447,2647.88,48694.02
10006825,39,2025-04-03,Radio,38587,1553,50,1243.57,7488.32
10006826,8,2025-04-12,TV,19792,620,42,2546.89,2631.65
10006827,53,2025-04-30,Direct Mail,73746,2203,105,4096.72,7274.88
10006828,37,2025-04-04,Social,99132,4140,128,414.29,15353.36
10006829,11,2025-04-05,Social,23601,732,24,3423.65,3832.7
10006830,20,2025-04-12,TV,53675,714,17,3598.14,1508.64
10006831,13,2025-04-04,Display,76174,2103,94,508.21,14281.57
10006832,30,2025-04-01,PPC,42971,1968,180,1654.94,17522.57
10006833,33,2025-04-18,Direct Mail,73278,1778,46,3556.15,6895.78
10006834,33,2025-04-29,Radio,58796,783,19,3967.7,3720.72
10006835,29,2025-04-30,Direct Mail,10065,256,25,1281.61,1297.17
10006836,36,2025-04-18,Direct Mail,32387,325,11,2616.32,1357.29
10006837,10,2025-04-14,Display,49599,2069,170,4653.86,24495.29
10006838,21,2025-04-07,PPC,6308,64,2,2444.11,233.69
10006839,31,2025-04-08,TV,77515,3403,147,1451.68,13680.13
10006840,2,2025-04-19,Email,97420,1884,158,4191.17,28001.66
10006841,51,2025-04-26,Social,35109,1400,51,1436.31,2820.06
10006842,7,2025-04-21,Social,26958,273,9,3786.89,1399.66
10006843,8,2025-04-13,TV,50225,1006,26,763.13,1509.75
10006844,30,2025-04-14,TV,64994,2702,183,1479.04,13541.91
10006845,46,2025-04-10,TV,54091,946,87,2676.39,10226.78
10006846,1,2025-04-20,TV,75532,2392,176,540.8,11541.33
10006847,24,2025-04-26,Email,24616,862,47,3568.51,5617.76
10006848,26,2025-04-28,Direct Mail,99988,3120,161,3329.0,25761.44
10006849,26,2025-04-13,Social,55521,2231,73,3757.58,8118.96
10006850,34,2025-04-29,Social,71239,1559,146,2748.82,19857.23
10006851,39,2025-04-04,Email,48343,725,52,2583.7,7535.49
10006852,7,2025-04-14,TV,21273,921,81,3246.4,7594.34
10006853,5,2025-04-02,Direct Mail,61017,973,92,3106.63,7184.54
10006854,47,2025-04-13,PPC,78573,962,25,3789.34,1304.05
10006855,47,2025-04-06,Social,37167,1344,63,771.64,10933.73
10006856,49,2025-04-28,Social,27456,601,54,3356.82,4167.29
10006857,28,2025-04-13,Direct Mail,80119,3065,98,3435.61,13022.13
10006858,8,2025-04-25,Direct Mail,43281,674,63,1909.82,9561.89
10006859,2,2025-04-25,Social,14040,681,56,1720.04,4574.43
10006860,44,2025-04-24,TV,57996,2521,89,1273.17,13343.58
10006861,12,2025-04-13,TV,23648,818,37,3430.66,3185.13
10006862,40,2025-04-14,Display,18111,216,6,3992.83,350.47
10006863,10,2025-04-16,Display,26004,1072,27,245.42,4248.11
10006864,46,2025-04-05,Direct Mail,40200,1885,92,131.23,12631.36
10006865,36,2025-04-23,Direct Mail,84028,1936,188,3265.59,28628.7
10006866,37,2025-04-25,PPC,12941,593,26,2360.68,3316.37
10006867,11,2025-04-21,Radio,28117,409,35,1434.79,2340.66
10006868,53,2025-04-21,Social,58787,955,61,691.83,7128.45
10006869,31,2025-04-25,Social,83138,1772,165,4490.19,14578.82
10006870,52,2025-04-05,TV,96752,3025,172,3242.46,17783.32
10006871,46,2025-04-17,Email,28020,430,21,1940.46,1975.57
10006872,50,2025-04-07,Email,85762,1664,65,4740.93,10676.7
10006873,35,2025-04-24,Radio,43989,1476,106,1704.14,10978.79
10006874,23,2025-04-24,Social,37751,403,35,1163.41,3089.12
10006875,31,2025-04-01,Radio,58009,888,80,3361.59,11278.07
10006876,27,2025-04-09,Email,3006,109,2,589.7,170.08
10006877,57,2025-04-18,Direct Mail,29454,465,29,1146.28,3413.83
10006878,4,2025-04-17,PPC,19838,604,21,3838.09,3531.35
10006879,23,2025-04-05,Direct Mail,10524,135,10,2538.94,992.36
10006880,48,2025-04-03,Direct Mail,18781,538,25,1075.73,2277.19
10006881,28,2025-04-07,PPC,60119,2983,164,497.28,29438.4
10006882,35,2025-04-19,PPC,98341,4344,272,4746.59,52902.47
10006883,7,2025-04-14,Social,35548,362,9,834.4,1519.84
10006884,31,2025-04-08,Social,38930,1615,153,386.43,12931.4
10006885,20,2025-04-10,Radio,20691,627,26,2699.99,3407.05
10006886,56,2025-04-29,Radio,39684,1361,101,2185.09,10834.7
10006887,6,2025-04-05,TV,61563,2077,76,4294.97,10260.21
10006888,36,2025-04-18,Direct Mail,38009,1659,121,567.47,15061.72
10006889,1,2025-04-01,Radio,44805,1668,33,3709.18,5579.66
10006890,14,2025-04-05,Email,84143,2739,64,2866.42,3362.02
10006891,28,2025-04-22,Social,39244,1716,141,1896.92,17352.18
10006892,9,2025-04-10,Email,28415,746,45,2777.71,7237.05
10006893,22,2025-04-02,TV,50277,2160,138,206.05,17806.49
10006894,28,2025-04-17,PPC,87801,3500,307,132.38,16297.52
10006895,21,2025-04-22,Email,20104,963,19,2779.55,1128.96
10006896,33,2025-04-24,Display,19397,604,12,1780.14,1903.75
10006897,2,2025-04-19,TV,32353,1087,39,4676.5,4110.26
10006898,22,2025-04-12,Radio,86243,3753,256,3872.49,25048.31
10006899,3,2025-04-25,Direct Mail,36954,1153,65,4460.27,7604.67
10006900,43,2025-04-16,Direct Mail,31504,1444,78,131.14,6409.54
10006901,34,2025-04-25,PPC,26508,388,19,2775.89,2189.92
10006902,10,2025-04-30,PPC,18136,567,27,3669.08,1702.72
10006903,41,2025-04-13,Direct Mail,33614,474,10,2471.52,1895.21
10006904,30,2025-04-08,Direct Mail,1762,26,1,858.86,143.72
10006905,3,2025-04-03,Radio,54200,1008,65,1655.83,11303.17
10006906,29,2025-04-25,Radio,6564,275,12,1801.2,1352.4
10006907,46,2025-04-30,PPC,49806,1187,74,3698.42,6241.09
10006908,24,2025-04-09,Social,86072,3856,270,3811.84,45698.99
10006909,59,2025-04-25,Social,95157,3690,198,2898.58,26176.63
10006910,45,2025-04-21,Social,78502,2307,115,4040.24,9346.39
10006911,56,2025-04-24,Social,91554,1066,93,4083.9,5750.62
10006912,51,2025-04-19,TV,36014,1295,43,3256.75,8108.54
10006913,16,2025-04-22,PPC,9804,172,3,431.35,475.76
10006914,26,2025-04-05,Radio,52064,1498,143,2136.88,12812.72
10006915,31,2025-04-08,TV,40228,457,19,2479.03,1554.32
10006916,4,2025-04-04,Social,27278,857,69,1932.32,8954.92
10006917,41,2025-04-08,Social,40472,727,46,760.66,5901.21
10006918,5,2025-04-17,Social,74581,2773,133,266.83,14286.29
10006919,28,2025-04-22,Email,71165,3034,145,4213.76,8962.15
10006920,58,2025-04-18,Email,51359,2278,180,836.69,18958.63
10006921,55,2025-04-29,Direct Mail,45102,1843,118,2921.34,16342.34
10006922,3,2025-04-10,TV,14727,679,47,4656.21,7099.23
10006923,45,2025-04-25,Direct Mail,62618,2843,142,250.65,15596.25
10006924,15,2025-04-09,Direct Mail,32603,1485,43,3174.05,6937.75
10006925,2,2025-04-13,Display,66516,1073,85,3310.7,13996.45
10006926,46,2025-04-05,Email,97120,4757,208,3981.73,33642.49
10006927,56,2025-04-17,Display,30916,1325,40,3580.73,3942.3
10006928,4,2025-04-03,Direct Mail,37218,1039,36,4249.88,5745.99
10006929,16,2025-04-04,TV,30438,1179,87,118.78,8875.31
10006930,57,2025-04-28,Display,50873,801,34,2173.48,4146.86
10006931,23,2025-04-23,TV,49363,1225,83,1386.5,6906.59
10006932,8,2025-04-22,Direct Mail,24381,705,26,4316.4,3989.63
10006933,11,2025-04-08,TV,46693,1279,55,405.1,9531.24
10006934,17,2025-04-04,TV,76215,3098,301,3958.91,28358.02
10006935,43,2025-04-26,Radio,22053,387,22,3115.91,3345.31
10006936,36,2025-04-08,PPC,86934,4002,205,4580.45,16203.0
10006937,50,2025-04-23,Radio,4523,180,6,3395.96,691.37
10006938,56,2025-04-28,TV,79534,3227,263,3999.8,36136.44
10006939,13,2025-04-01,PPC,26309,1251,67,2801.38,6439.73
10006940,31,2025-04-08,TV,13187,655,61,3155.82,4795.96
10006941,31,2025-04-07,TV,23849,979,56,4696.63,10261.5
10006942,47,2025-04-22,PPC,79512,2801,273,2661.87,35150.91
10006943,20,2025-04-25,Direct Mail,23897,1167,59,4619.18,4324.0
10006944,7,2025-04-01,Email,64105,2583,160,4725.48,19911.48
10006945,34,2025-04-25,Radio,75784,2327,50,4138.5,5146.21
10006946,57,2025-04-17,PPC,7071,178,3,2954.74,351.19
10006947,35,2025-04-12,Social,12573,437,32,2095.15,5322.98
10006948,27,2025-04-22,Radio,80697,2222,175,4484.17,29990.61
10006949,23,2025-04-11,Social,94603,4008,314,4662.76,35007.05
10006950,20,2025-04-09,Email,28137,1316,100,621.78,5067.38
10006951,12,2025-04-08,Radio,44233,1188,84,2915.42,6437.78
10006952,36,2025-04-05,Radio,45822,818,16,1826.65,2662.69
