complaint_id,customer_key,complaint_date,complaint_type,status,resolution_days,compensation_amount,ofcom_escalated
10015821,68,2025-04-16,Service,Closed,7.0,0.0,False
10015822,923,2025-04-18,Network,Under Investigation,4.0,0.0,False
10015823,618,2025-04-29,Billing,Open,,0.0,False
10015824,974,2025-04-18,Customer Service,Open,5.0,77.82,False
10015825,581,2025-04-03,Service,Under Investigation,20.0,0.0,False
10015826,357,2025-04-04,Other,Resolved,13.0,0.0,False
10015827,400,2025-04-01,Contract,Closed,,0.0,False
10015828,972,2025-04-03,Billing,Under Investigation,,0.0,False
10015829,787,2025-04-01,Network,Under Investigation,8.0,0.0,False
10015830,837,2025-04-18,Service,Resolved,20.0,29.76,False
10015831,742,2025-04-22,Contract,Under Investigation,12.0,0.0,False
10015832,358,2025-04-21,Service,Under Investigation,5.0,0.0,False
10015833,910,2025-04-09,Billing,Closed,2.0,0.0,False
10015834,200,2025-04-09,Network,Resolved,5.0,93.3,False
10015835,962,2025-04-12,Other,Open,19.0,30.51,False
10015836,879,2025-04-28,Billing,Closed,17.0,0.0,False
10015837,918,2025-04-15,Billing,Open,,0.0,False
10015838,865,2025-04-10,Billing,Closed,4.0,0.0,False
10015839,97,2025-04-05,Billing,Resolved,,98.97,False
10015840,77,2025-04-13,Billing,Resolved,11.0,0.0,False
10015841,156,2025-04-03,Service,Open,,0.0,False
10015842,593,2025-04-02,Other,Under Investigation,,0.0,False
10015843,795,2025-04-16,Network,Closed,7.0,98.37,False
10015844,69,2025-04-23,Billing,Closed,24.0,75.25,False
10015845,817,2025-04-25,Network,Closed,11.0,83.47,False
10015846,196,2025-04-22,Contract,Open,18.0,0.0,False
10015847,619,2025-04-17,Service,Under Investigation,7.0,22.53,False
10015848,644,2025-04-22,Network,Resolved,,0.0,False
10015849,920,2025-04-22,Other,Closed,,0.0,False
10015850,81,2025-04-10,Other,Closed,,0.0,False
10015851,68,2025-04-22,Customer Service,Closed,,0.0,False
10015852,173,2025-04-02,Billing,Closed,18.0,0.0,False
10015853,684,2025-04-17,Other,Under Investigation,20.0,13.27,False
10015854,946,2025-04-10,Other,Under Investigation,23.0,0.0,False
10015855,383,2025-04-30,Other,Under Investigation,,0.0,False
10015856,560,2025-04-21,Contract,Under Investigation,,0.0,False
10015857,374,2025-04-03,Other,Resolved,,0.0,False
10015858,145,2025-04-14,Billing,Closed,2.0,0.0,False
10015859,456,2025-04-24,Customer Service,Under Investigation,3.0,0.0,False
10015860,598,2025-04-23,Billing,Resolved,29.0,82.68,False
10015861,859,2025-04-23,Customer Service,Resolved,,95.55,False
10015862,689,2025-04-14,Customer Service,Resolved,,0.0,False
10015863,863,2025-04-15,Other,Open,1.0,0.0,False
10015864,566,2025-04-20,Other,Resolved,2.0,0.0,False
10015865,684,2025-04-30,Billing,Under Investigation,,86.99,False
10015866,798,2025-04-11,Contract,Resolved,29.0,0.0,False
10015867,540,2025-04-23,Contract,Under Investigation,,0.0,False
10015868,539,2025-04-19,Network,Under Investigation,14.0,25.0,False
10015869,396,2025-04-12,Customer Service,Closed,10.0,0.0,False
10015870,390,2025-04-21,Other,Open,30.0,0.0,False
10015871,200,2025-04-05,Service,Under Investigation,10.0,58.86,False
10015872,306,2025-04-26,Billing,Open,,0.0,False
10015873,756,2025-04-09,Contract,Under Investigation,1.0,0.0,False
10015874,813,2025-04-30,Contract,Open,18.0,0.0,False
10015875,353,2025-04-05,Network,Closed,,95.6,False
10015876,650,2025-04-16,Service,Closed,16.0,0.0,False
10015877,860,2025-04-06,Customer Service,Closed,26.0,0.0,False
10015878,828,2025-04-20,Customer Service,Under Investigation,,30.21,False
10015879,909,2025-04-16,Customer Service,Resolved,4.0,0.0,False
10015880,646,2025-04-10,Billing,Open,10.0,0.0,False
10015881,685,2025-04-22,Contract,Under Investigation,,80.04,False
10015882,590,2025-04-18,Contract,Under Investigation,,0.0,False
10015883,800,2025-04-03,Customer Service,Closed,,0.0,False
10015884,990,2025-04-15,Network,Open,,0.0,False
10015885,475,2025-04-20,Service,Closed,22.0,91.19,False
10015886,118,2025-04-21,Customer Service,Resolved,27.0,0.0,False
10015887,814,2025-04-12,Network,Open,,0.0,False
10015888,137,2025-04-22,Network,Closed,11.0,0.0,False
10015889,257,2025-04-17,Network,Closed,,0.0,True
10015890,306,2025-04-07,Billing,Closed,1.0,0.0,False
10015891,765,2025-04-03,Other,Closed,29.0,0.0,False
10015892,263,2025-04-19,Customer Service,Resolved,,38.22,False
10015893,315,2025-04-01,Network,Under Investigation,12.0,0.0,False
10015894,562,2025-04-19,Contract,Resolved,8.0,0.0,False
10015895,390,2025-04-02,Service,Open,,0.0,False
10015896,288,2025-04-23,Contract,Under Investigation,,0.0,False
10015897,831,2025-04-20,Customer Service,Under Investigation,24.0,42.13,False
10015898,816,2025-04-15,Billing,Resolved,7.0,0.0,True
10015899,112,2025-04-05,Other,Resolved,,0.0,False
10015900,623,2025-04-06,Contract,Under Investigation,24.0,0.0,False
10015901,996,2025-04-22,Customer Service,Open,6.0,0.0,False
10015902,598,2025-04-24,Billing,Under Investigation,14.0,0.0,False
10015903,872,2025-04-15,Service,Closed,16.0,83.62,False
10015904,610,2025-04-10,Network,Open,,0.0,False
10015905,27,2025-04-01,Other,Under Investigation,,0.0,False
10015906,783,2025-04-16,Service,Under Investigation,8.0,0.0,False
10015907,457,2025-04-26,Network,Resolved,19.0,0.0,False
10015908,881,2025-04-20,Contract,Resolved,2.0,0.0,False
10015909,572,2025-04-12,Billing,Resolved,8.0,0.0,False
10015910,476,2025-04-14,Customer Service,Resolved,,46.34,False
10015911,279,2025-04-20,Service,Resolved,3.0,0.0,False
10015912,178,2025-04-20,Customer Service,Open,8.0,0.0,False
10015913,891,2025-04-11,Network,Resolved,9.0,0.0,False
10015914,414,2025-04-17,Billing,Resolved,12.0,0.0,False
10015915,946,2025-04-28,Contract,Under Investigation,30.0,0.0,False
10015916,45,2025-04-06,Network,Closed,25.0,0.0,False
10015917,807,2025-04-02,Contract,Open,,0.0,False
10015918,568,2025-04-29,Customer Service,Open,12.0,0.0,False
10015919,553,2025-04-26,Contract,Open,,0.0,False
10015920,284,2025-04-11,Contract,Under Investigation,17.0,0.0,False
10015921,693,2025-04-01,Customer Service,Open,7.0,0.0,False
10015922,158,2025-04-12,Network,Closed,19.0,0.0,False
10015923,635,2025-04-01,Network,Open,4.0,0.0,False
10015924,507,2025-04-16,Other,Under Investigation,19.0,0.0,False
10015925,859,2025-04-26,Billing,Resolved,,71.1,False
10015926,116,2025-04-16,Network,Closed,26.0,46.42,False
10015927,633,2025-04-05,Billing,Resolved,11.0,0.0,False
10015928,988,2025-04-01,Contract,Closed,24.0,0.0,False
10015929,816,2025-04-27,Service,Open,4.0,0.0,False
10015930,388,2025-04-19,Contract,Under Investigation,7.0,0.0,False
10015931,715,2025-04-22,Customer Service,Under Investigation,14.0,0.0,False
10015932,785,2025-04-11,Billing,Open,12.0,0.0,False
10015933,306,2025-04-25,Billing,Under Investigation,24.0,0.0,False
10015934,218,2025-04-16,Contract,Open,,67.87,False
10015935,637,2025-04-10,Contract,Under Investigation,,0.0,False
10015936,930,2025-04-14,Billing,Open,,0.0,False
10015937,327,2025-04-18,Network,Closed,3.0,0.0,False
10015938,520,2025-04-26,Other,Resolved,1.0,0.0,False
10015939,811,2025-04-02,Billing,Closed,27.0,0.0,False
10015940,42,2025-04-14,Contract,Resolved,24.0,0.0,False
10015941,856,2025-04-10,Service,Closed,17.0,0.0,False
10015942,742,2025-04-15,Contract,Open,,0.0,False
10015943,965,2025-04-18,Other,Resolved,19.0,0.0,False
10015944,947,2025-04-27,Service,Resolved,,0.0,False
10015945,718,2025-04-09,Service,Closed,,0.0,False
10015946,414,2025-04-13,Billing,Resolved,24.0,0.0,False
10015947,148,2025-04-11,Billing,Closed,,0.0,False
10015948,9,2025-04-25,Billing,Closed,23.0,38.98,False
10015949,244,2025-04-19,Other,Resolved,30.0,79.97,False
10015950,400,2025-04-18,Service,Under Investigation,,0.0,False
10015951,217,2025-04-24,Network,Open,9.0,0.0,False
10015952,490,2025-04-04,Other,Closed,21.0,0.0,False
10015953,979,2025-04-17,Network,Open,7.0,0.0,False
10015954,224,2025-04-05,Contract,Under Investigation,20.0,0.0,False
10015955,713,2025-04-22,Other,Closed,,0.0,False
10015956,14,2025-04-03,Service,Closed,23.0,0.0,False
10015957,77,2025-04-25,Other,Closed,29.0,0.0,False
10015958,420,2025-04-28,Service,Open,30.0,0.0,False
10015959,481,2025-04-16,Service,Under Investigation,,0.0,False
10015960,734,2025-04-20,Customer Service,Under Investigation,20.0,12.35,False
10015961,759,2025-04-05,Contract,Resolved,27.0,0.0,False
10015962,778,2025-04-22,Billing,Open,13.0,0.0,False
10015963,474,2025-04-12,Other,Under Investigation,,0.0,False
10015964,933,2025-04-29,Billing,Under Investigation,3.0,0.0,False
10015965,56,2025-04-21,Customer Service,Under Investigation,12.0,0.0,False
10015966,683,2025-04-16,Customer Service,Open,30.0,0.0,False
10015967,891,2025-04-21,Billing,Resolved,,0.0,False
10015968,815,2025-04-24,Customer Service,Open,,0.0,False
10015969,981,2025-04-04,Service,Resolved,3.0,0.0,False
10015970,27,2025-04-22,Billing,Resolved,,0.0,False
10015971,836,2025-04-03,Service,Closed,4.0,0.0,False
10015972,184,2025-04-15,Billing,Open,26.0,0.0,False
10015973,736,2025-04-19,Contract,Under Investigation,14.0,0.0,False
10015974,858,2025-04-04,Other,Under Investigation,12.0,0.0,False
10015975,95,2025-04-18,Contract,Resolved,3.0,0.0,False
10015976,465,2025-04-23,Other,Open,,0.0,False
10015977,667,2025-04-10,Billing,Resolved,18.0,0.0,False
10015978,683,2025-04-05,Network,Open,25.0,0.0,False
10015979,806,2025-04-28,Service,Under Investigation,,0.0,False
10015980,45,2025-04-20,Network,Under Investigation,19.0,0.0,False
10015981,247,2025-04-24,Other,Resolved,,32.69,False
10015982,394,2025-04-14,Other,Resolved,5.0,0.0,False
10015983,88,2025-04-21,Service,Open,,0.0,False
10015984,687,2025-04-30,Customer Service,Open,27.0,31.35,False
10015985,637,2025-04-26,Other,Under Investigation,14.0,0.0,False
10015986,199,2025-04-09,Customer Service,Open,13.0,56.7,False
10015987,149,2025-04-06,Contract,Under Investigation,27.0,0.0,False
10015988,188,2025-04-03,Other,Under Investigation,6.0,0.0,False
10015989,786,2025-04-29,Network,Open,28.0,0.0,False
10015990,421,2025-04-15,Service,Resolved,10.0,0.0,False
10015991,992,2025-04-16,Customer Service,Open,,0.0,False
10015992,179,2025-04-14,Billing,Closed,,37.22,False
10015993,514,2025-04-09,Network,Open,,0.0,False
10015994,225,2025-04-10,Customer Service,Open,16.0,0.0,False
10015995,584,2025-04-04,Other,Resolved,4.0,0.0,False
10015996,812,2025-04-02,Other,Under Investigation,3.0,0.0,False
10015997,364,2025-04-04,Billing,Under Investigation,18.0,0.0,False
10015998,932,2025-04-20,Customer Service,Open,14.0,0.0,True
10015999,667,2025-04-23,Service,Closed,23.0,0.0,True
10016000,718,2025-04-18,Customer Service,Resolved,,0.0,False
10016001,948,2025-04-13,Customer Service,Open,3.0,0.0,False
10016002,18,2025-04-04,Billing,Resolved,1.0,18.6,False
10016003,6,2025-04-23,Other,Open,11.0,0.0,False
10016004,872,2025-04-24,Other,Closed,24.0,0.0,False
10016005,844,2025-04-28,Billing,Closed,,0.0,False
10016006,86,2025-04-03,Other,Under Investigation,,0.0,False
10016007,276,2025-04-16,Other,Closed,,0.0,False
10016008,837,2025-04-23,Service,Open,25.0,0.0,False
10016009,426,2025-04-02,Network,Open,25.0,0.0,False
10016010,777,2025-04-14,Contract,Under Investigation,1.0,0.0,False
10016011,157,2025-04-13,Other,Open,,0.0,False
10016012,350,2025-04-26,Network,Resolved,3.0,99.37,False
10016013,715,2025-04-24,Network,Under Investigation,29.0,0.0,False
10016014,411,2025-04-07,Service,Under Investigation,3.0,0.0,False
10016015,773,2025-04-20,Network,Under Investigation,14.0,0.0,False
10016016,75,2025-04-02,Service,Closed,18.0,0.0,False
10016017,916,2025-04-14,Service,Open,9.0,0.0,False
10016018,999,2025-04-22,Customer Service,Closed,,0.0,False
10016019,705,2025-04-25,Customer Service,Resolved,20.0,63.69,False
10016020,119,2025-04-21,Other,Under Investigation,30.0,0.0,False
10016021,747,2025-04-21,Customer Service,Resolved,18.0,0.0,False
10016022,228,2025-04-28,Other,Under Investigation,16.0,0.0,False
10016023,151,2025-04-12,Network,Closed,11.0,0.0,False
10016024,340,2025-04-22,Service,Under Investigation,28.0,0.0,False
10016025,205,2025-04-06,Billing,Resolved,15.0,82.1,False
10016026,826,2025-04-27,Service,Closed,11.0,0.0,False
10016027,747,2025-04-19,Other,Closed,14.0,0.0,False
10016028,282,2025-04-14,Service,Open,1.0,0.0,False
10016029,452,2025-04-02,Other,Resolved,,71.97,False
10016030,773,2025-04-20,Other,Under Investigation,28.0,0.0,False
10016031,972,2025-04-08,Network,Resolved,18.0,0.0,False
10016032,646,2025-04-06,Network,Closed,2.0,0.0,False
10016033,264,2025-04-30,Customer Service,Under Investigation,,0.0,False
10016034,941,2025-04-17,Other,Under Investigation,27.0,0.0,False
10016035,929,2025-04-20,Contract,Open,3.0,57.91,False
10016036,682,2025-04-19,Network,Closed,,41.06,False
10016037,281,2025-04-25,Other,Resolved,28.0,0.0,False
10016038,920,2025-04-13,Contract,Under Investigation,24.0,0.0,False
10016039,44,2025-04-21,Network,Under Investigation,9.0,20.33,False
10016040,972,2025-04-30,Service,Resolved,22.0,0.0,False
10016041,438,2025-04-20,Service,Resolved,1.0,0.0,False
10016042,162,2025-04-28,Other,Open,2.0,0.0,False
10016043,217,2025-04-18,Billing,Under Investigation,7.0,0.0,False
10016044,665,2025-04-15,Contract,Open,10.0,0.0,True
10016045,896,2025-04-07,Contract,Under Investigation,7.0,0.0,False
10016046,303,2025-04-02,Network,Open,,0.0,False
10016047,185,2025-04-05,Other,Open,15.0,0.0,False
10016048,111,2025-04-26,Service,Closed,8.0,0.0,False
10016049,686,2025-04-25,Service,Resolved,11.0,0.0,False
10016050,442,2025-04-14,Other,Open,29.0,73.98,False
10016051,233,2025-04-26,Billing,Under Investigation,9.0,0.0,False
10016052,896,2025-04-02,Service,Closed,2.0,0.0,False
10016053,185,2025-04-28,Contract,Open,3.0,0.0,False
10016054,609,2025-04-04,Billing,Open,17.0,0.0,False
10016055,247,2025-04-27,Network,Resolved,30.0,0.0,False
10016056,526,2025-04-22,Service,Closed,25.0,53.55,False
10016057,447,2025-04-10,Network,Under Investigation,5.0,0.0,False
10016058,450,2025-04-15,Network,Resolved,12.0,0.0,False
10016059,668,2025-04-24,Contract,Under Investigation,22.0,0.0,False
10016060,889,2025-04-17,Other,Under Investigation,9.0,0.0,True
10016061,212,2025-04-06,Contract,Closed,16.0,0.0,False
10016062,745,2025-04-25,Customer Service,Under Investigation,,0.0,False
10016063,696,2025-04-25,Other,Under Investigation,,70.56,False
10016064,814,2025-04-12,Network,Open,,0.0,False
10016065,640,2025-04-04,Customer Service,Resolved,19.0,0.0,True
10016066,821,2025-04-24,Billing,Open,30.0,0.0,False
10016067,736,2025-04-13,Other,Under Investigation,1.0,96.05,False
10016068,882,2025-04-17,Contract,Closed,,0.0,False
10016069,11,2025-04-26,Service,Under Investigation,10.0,32.97,False
10016070,646,2025-04-10,Network,Resolved,26.0,0.0,False
10016071,581,2025-04-05,Customer Service,Open,8.0,0.0,False
10016072,252,2025-04-28,Other,Closed,,0.0,False
10016073,547,2025-04-26,Service,Closed,29.0,15.02,False
10016074,512,2025-04-29,Network,Open,21.0,48.51,False
10016075,255,2025-04-19,Billing,Under Investigation,17.0,0.0,False
10016076,724,2025-04-01,Network,Under Investigation,7.0,0.0,False
10016077,831,2025-04-20,Other,Closed,4.0,38.71,False
10016078,873,2025-04-14,Billing,Under Investigation,17.0,0.0,False
10016079,384,2025-04-01,Other,Under Investigation,20.0,0.0,False
10016080,810,2025-04-08,Network,Under Investigation,,0.0,False
10016081,448,2025-04-13,Contract,Open,29.0,0.0,False
10016082,900,2025-04-20,Contract,Open,17.0,0.0,False
10016083,33,2025-04-08,Network,Under Investigation,,0.0,False
10016084,919,2025-04-13,Billing,Closed,,0.0,False
10016085,554,2025-04-04,Network,Closed,8.0,0.0,False
10016086,813,2025-04-12,Billing,Closed,17.0,0.0,False
10016087,238,2025-04-13,Network,Under Investigation,7.0,43.56,False
10016088,593,2025-04-26,Other,Open,13.0,0.0,False
10016089,955,2025-04-13,Network,Resolved,2.0,0.0,False
10016090,298,2025-04-14,Contract,Closed,28.0,45.15,False
10016091,647,2025-04-10,Contract,Under Investigation,30.0,0.0,False
10016092,307,2025-04-26,Billing,Under Investigation,15.0,74.66,False
10016093,169,2025-04-10,Billing,Open,14.0,0.0,True
10016094,722,2025-04-26,Billing,Resolved,,0.0,False
10016095,277,2025-04-07,Other,Resolved,,0.0,False
10016096,216,2025-04-15,Network,Under Investigation,,10.49,False
10016097,763,2025-04-06,Billing,Resolved,10.0,63.18,False
10016098,260,2025-04-29,Billing,Open,,0.0,False
10016099,906,2025-04-02,Service,Under Investigation,,0.0,False
10016100,822,2025-04-11,Other,Open,2.0,0.0,False
10016101,677,2025-04-07,Other,Resolved,4.0,0.0,False
10016102,162,2025-04-16,Service,Open,,20.79,False
10016103,40,2025-04-29,Contract,Resolved,20.0,89.87,False
10016104,972,2025-04-08,Network,Open,3.0,0.0,False
10016105,696,2025-04-06,Billing,Under Investigation,29.0,0.0,False
10016106,40,2025-04-26,Billing,Under Investigation,22.0,92.43,False
10016107,742,2025-04-25,Service,Open,,0.0,False
10016108,956,2025-04-07,Other,Under Investigation,,0.0,False
10016109,844,2025-04-29,Billing,Closed,14.0,0.0,False
10016110,740,2025-04-02,Billing,Closed,6.0,0.0,False
10016111,524,2025-04-16,Contract,Under Investigation,17.0,0.0,False
10016112,695,2025-04-07,Billing,Open,,0.0,False
10016113,992,2025-04-06,Billing,Open,,0.0,False
10016114,832,2025-04-23,Network,Closed,9.0,0.0,False
10016115,649,2025-04-06,Network,Closed,23.0,0.0,False
10016116,383,2025-04-11,Other,Resolved,,0.0,False
10016117,768,2025-04-23,Contract,Closed,29.0,0.0,False
10016118,27,2025-04-02,Customer Service,Closed,,34.59,False
10016119,74,2025-04-29,Customer Service,Under Investigation,1.0,0.0,False
10016120,856,2025-04-28,Customer Service,Under Investigation,30.0,94.35,False
10016121,758,2025-04-30,Service,Open,3.0,0.0,False
10016122,208,2025-04-01,Service,Closed,15.0,0.0,False
10016123,366,2025-04-17,Service,Under Investigation,18.0,0.0,False
10016124,328,2025-04-03,Network,Resolved,17.0,0.0,False
10016125,714,2025-04-05,Service,Under Investigation,,0.0,False
10016126,207,2025-04-26,Customer Service,Under Investigation,14.0,0.0,False
10016127,935,2025-04-19,Contract,Resolved,,68.46,False
10016128,199,2025-04-09,Customer Service,Open,10.0,0.0,False
10016129,271,2025-04-28,Other,Under Investigation,,0.0,False
10016130,733,2025-04-27,Billing,Under Investigation,11.0,13.38,False
10016131,445,2025-04-03,Billing,Open,10.0,0.0,False
10016132,505,2025-04-18,Billing,Under Investigation,6.0,0.0,False
10016133,294,2025-04-06,Customer Service,Open,6.0,0.0,False
10016134,174,2025-04-15,Network,Under Investigation,20.0,0.0,False
10016135,763,2025-04-27,Service,Under Investigation,5.0,0.0,False
10016136,284,2025-04-17,Other,Open,,0.0,True
10016137,795,2025-04-27,Other,Closed,6.0,0.0,False
10016138,223,2025-04-26,Customer Service,Under Investigation,,0.0,False
10016139,881,2025-04-17,Billing,Resolved,15.0,0.0,False
10016140,191,2025-04-10,Customer Service,Under Investigation,20.0,80.85,False
10016141,955,2025-04-14,Contract,Under Investigation,13.0,0.0,False
10016142,443,2025-04-14,Network,Closed,2.0,0.0,False
10016143,308,2025-04-01,Network,Closed,15.0,0.0,False
10016144,502,2025-04-01,Contract,Resolved,,0.0,False
10016145,568,2025-04-08,Network,Open,27.0,0.0,False
10016146,682,2025-04-16,Network,Open,,0.0,False
10016147,273,2025-04-02,Customer Service,Open,,0.0,False
10016148,463,2025-04-07,Other,Under Investigation,11.0,0.0,False
10016149,588,2025-04-16,Contract,Closed,29.0,0.0,False
10016150,653,2025-04-05,Billing,Resolved,2.0,0.0,False
10016151,835,2025-04-16,Billing,Open,,12.87,False
10016152,814,2025-04-02,Customer Service,Under Investigation,,0.0,False
10016153,814,2025-04-28,Contract,Under Investigation,,57.6,False
10016154,76,2025-04-18,Billing,Resolved,17.0,0.0,False
10016155,843,2025-04-15,Service,Resolved,,0.0,False
10016156,860,2025-04-05,Network,Resolved,,0.0,False
10016157,641,2025-04-27,Other,Open,3.0,0.0,False
10016158,20,2025-04-30,Service,Open,23.0,0.0,False
10016159,836,2025-04-03,Billing,Under Investigation,,0.0,False
10016160,356,2025-04-20,Service,Resolved,24.0,0.0,False
10016161,273,2025-04-03,Contract,Open,,0.0,True
10016162,627,2025-04-23,Other,Under Investigation,7.0,33.92,False
10016163,67,2025-04-09,Other,Under Investigation,20.0,31.3,False
10016164,164,2025-04-01,Other,Under Investigation,,0.0,False
10016165,518,2025-04-27,Other,Under Investigation,,0.0,False
10016166,992,2025-04-08,Customer Service,Under Investigation,,0.0,False
10016167,322,2025-04-12,Customer Service,Under Investigation,21.0,0.0,False
10016168,684,2025-04-29,Network,Closed,14.0,0.0,False
10016169,642,2025-04-11,Network,Resolved,19.0,0.0,False
10016170,520,2025-04-08,Contract,Resolved,21.0,0.0,False
10016171,609,2025-04-08,Billing,Under Investigation,15.0,0.0,False
10016172,338,2025-04-17,Billing,Resolved,4.0,0.0,False
10016173,542,2025-04-22,Service,Resolved,23.0,42.74,False
10016174,94,2025-04-11,Network,Under Investigation,24.0,56.05,False
10016175,861,2025-04-14,Other,Resolved,,0.0,False
10016176,69,2025-04-05,Contract,Resolved,,0.0,False
10016177,881,2025-04-16,Billing,Open,5.0,0.0,False
10016178,416,2025-04-25,Service,Resolved,,0.0,False
10016179,264,2025-04-08,Service,Open,29.0,0.0,False
10016180,116,2025-04-23,Network,Resolved,,0.0,False
10016181,397,2025-04-19,Network,Resolved,,0.0,False
10016182,184,2025-04-09,Billing,Resolved,26.0,0.0,False
10016183,276,2025-04-24,Other,Open,21.0,0.0,False
10016184,15,2025-04-26,Service,Under Investigation,12.0,0.0,False
10016185,544,2025-04-18,Other,Open,11.0,0.0,False
10016186,56,2025-04-09,Network,Open,,0.0,False
10016187,560,2025-04-05,Billing,Under Investigation,17.0,50.96,False
10016188,315,2025-04-27,Billing,Resolved,3.0,0.0,False
10016189,285,2025-04-08,Network,Closed,15.0,0.0,False
10016190,386,2025-04-29,Network,Resolved,26.0,0.0,False
10016191,563,2025-04-22,Contract,Closed,27.0,0.0,False
10016192,906,2025-04-20,Service,Open,29.0,15.25,False
10016193,827,2025-04-10,Service,Closed,18.0,0.0,False
10016194,50,2025-04-12,Customer Service,Under Investigation,23.0,0.0,False
10016195,663,2025-04-08,Service,Under Investigation,29.0,0.0,False
10016196,508,2025-04-24,Billing,Resolved,,0.0,False
10016197,509,2025-04-26,Customer Service,Closed,,0.0,False
10016198,922,2025-04-29,Network,Closed,,84.32,False
10016199,650,2025-04-07,Billing,Under Investigation,1.0,0.0,False
10016200,124,2025-04-01,Other,Closed,16.0,0.0,False
10016201,23,2025-04-20,Network,Under Investigation,11.0,0.0,False
10016202,560,2025-04-27,Service,Resolved,12.0,19.12,False
10016203,21,2025-04-06,Other,Under Investigation,14.0,0.0,False
10016204,568,2025-04-19,Contract,Closed,11.0,0.0,False
10016205,506,2025-04-16,Service,Closed,13.0,0.0,False
10016206,243,2025-04-09,Service,Open,10.0,0.0,False
10016207,875,2025-04-01,Service,Resolved,,22.1,False
10016208,165,2025-04-12,Service,Resolved,29.0,0.0,False
10016209,345,2025-04-15,Billing,Closed,,0.0,False
10016210,453,2025-04-11,Contract,Open,29.0,0.0,False
10016211,601,2025-04-12,Customer Service,Under Investigation,2.0,0.0,False
10016212,937,2025-04-26,Contract,Resolved,23.0,0.0,False
10016213,687,2025-04-12,Network,Under Investigation,12.0,0.0,False
10016214,948,2025-04-04,Other,Under Investigation,15.0,81.36,False
10016215,212,2025-04-20,Network,Open,,42.52,False
10016216,533,2025-04-11,Billing,Open,,0.0,False
10016217,402,2025-04-28,Billing,Open,,0.0,True
10016218,298,2025-04-09,Customer Service,Resolved,5.0,0.0,False
10016219,922,2025-04-01,Other,Resolved,,55.57,False
10016220,441,2025-04-12,Network,Resolved,13.0,0.0,False
10016221,852,2025-04-27,Contract,Under Investigation,23.0,0.0,False
10016222,544,2025-04-07,Network,Under Investigation,,65.96,False
10016223,32,2025-04-18,Customer Service,Under Investigation,16.0,0.0,False
10016224,930,2025-04-08,Billing,Open,20.0,0.0,False
10016225,152,2025-04-04,Billing,Open,,0.0,False
10016226,332,2025-04-28,Contract,Resolved,26.0,0.0,False
10016227,192,2025-04-15,Customer Service,Resolved,17.0,0.0,False
10016228,244,2025-04-26,Customer Service,Closed,,0.0,False
10016229,166,2025-04-27,Billing,Resolved,26.0,0.0,False
10016230,168,2025-04-20,Other,Resolved,11.0,80.45,False
10016231,897,2025-04-25,Other,Resolved,6.0,0.0,False
10016232,460,2025-04-06,Customer Service,Open,7.0,0.0,False
10016233,729,2025-04-07,Network,Open,24.0,0.0,False
10016234,599,2025-04-02,Contract,Closed,,0.0,False
10016235,60,2025-04-21,Service,Open,25.0,62.94,False
10016236,15,2025-04-21,Other,Under Investigation,19.0,0.0,False
10016237,723,2025-04-15,Billing,Under Investigation,29.0,0.0,False
10016238,124,2025-04-23,Contract,Open,8.0,57.03,False
10016239,849,2025-04-21,Contract,Resolved,,0.0,False
10016240,84,2025-04-07,Network,Under Investigation,8.0,0.0,False
10016241,1000,2025-04-09,Customer Service,Open,24.0,60.58,False
10016242,721,2025-04-07,Network,Resolved,29.0,0.0,False
10016243,310,2025-04-15,Billing,Under Investigation,20.0,85.58,False
10016244,234,2025-04-12,Billing,Resolved,10.0,0.0,False
10016245,696,2025-04-29,Network,Under Investigation,23.0,0.0,False
10016246,840,2025-04-19,Service,Under Investigation,20.0,0.0,False
10016247,723,2025-04-24,Billing,Under Investigation,17.0,0.0,False
10016248,369,2025-04-03,Billing,Resolved,3.0,48.6,False
10016249,495,2025-04-19,Service,Resolved,9.0,0.0,False
10016250,292,2025-04-24,Service,Resolved,19.0,0.0,False
10016251,522,2025-04-04,Other,Closed,10.0,0.0,False
10016252,852,2025-04-12,Network,Closed,,0.0,False
10016253,613,2025-04-12,Other,Closed,28.0,60.51,False
10016254,208,2025-04-02,Contract,Resolved,5.0,0.0,False
10016255,129,2025-04-11,Billing,Closed,,0.0,True
10016256,780,2025-04-17,Network,Closed,18.0,80.13,False
10016257,334,2025-04-23,Billing,Open,22.0,0.0,False
10016258,892,2025-04-23,Service,Resolved,20.0,0.0,False
10016259,39,2025-04-10,Other,Resolved,27.0,37.69,False
10016260,728,2025-04-03,Service,Open,23.0,69.28,False
10016261,598,2025-04-30,Network,Resolved,9.0,0.0,False
10016262,868,2025-04-16,Contract,Resolved,8.0,0.0,False
10016263,63,2025-04-10,Billing,Closed,,0.0,False
10016264,622,2025-04-30,Other,Closed,,0.0,False
10016265,29,2025-04-02,Billing,Open,,0.0,False
10016266,611,2025-04-22,Billing,Closed,26.0,83.68,False
10016267,280,2025-04-13,Network,Under Investigation,12.0,62.31,False
10016268,992,2025-04-09,Customer Service,Open,19.0,0.0,False
10016269,113,2025-04-14,Contract,Under Investigation,21.0,0.0,False
10016270,14,2025-04-05,Billing,Resolved,5.0,0.0,False
10016271,441,2025-04-09,Billing,Open,15.0,0.0,False
10016272,359,2025-04-05,Contract,Resolved,21.0,33.96,False
10016273,594,2025-04-09,Customer Service,Under Investigation,30.0,66.38,False
