complaint_id,customer_key,complaint_date,complaint_type,status,resolution_days,compensation_amount,ofcom_escalated
20010842,694,2024-03-16,Billing,Under Investigation,27.0,96.68,False
20010843,47,2024-03-16,Customer Service,Open,12.0,87.29,False
20010844,856,2024-03-14,Network,Closed,28.0,0.0,False
20010845,89,2024-03-20,Service,Under Investigation,,69.82,False
20010846,171,2024-03-28,Billing,Open,26.0,0.0,False
20010847,132,2024-03-03,Billing,Under Investigation,7.0,0.0,False
20010848,55,2024-03-15,Service,Open,26.0,93.94,False
20010849,406,2024-03-08,Network,Closed,11.0,0.0,False
20010850,965,2024-03-12,Contract,Open,16.0,0.0,False
20010851,636,2024-03-11,Network,Closed,14.0,0.0,False
20010852,763,2024-03-19,Other,Closed,30.0,0.0,False
20010853,396,2024-03-04,Service,Under Investigation,7.0,0.0,False
20010854,498,2024-03-06,Contract,Under Investigation,18.0,0.0,False
20010855,450,2024-03-04,Contract,Resolved,27.0,0.0,False
20010856,941,2024-03-04,Billing,Closed,,0.0,False
20010857,624,2024-03-28,Billing,Open,22.0,0.0,False
20010858,352,2024-03-05,Billing,Resolved,29.0,0.0,False
20010859,635,2024-03-23,Customer Service,Closed,29.0,0.0,False
20010860,369,2024-03-01,Other,Open,17.0,0.0,False
20010861,818,2024-03-19,Other,Closed,14.0,0.0,False
20010862,720,2024-03-03,Contract,Resolved,,0.0,False
20010863,164,2024-03-31,Customer Service,Open,,0.0,False
20010864,419,2024-03-13,Contract,Closed,10.0,80.94,False
20010865,647,2024-03-27,Service,Resolved,5.0,56.6,False
20010866,207,2024-03-23,Service,Under Investigation,25.0,0.0,False
20010867,103,2024-03-03,Service,Under Investigation,6.0,0.0,False
20010868,833,2024-03-30,Customer Service,Open,12.0,0.0,False
20010869,166,2024-03-10,Customer Service,Under Investigation,,0.0,False
20010870,352,2024-03-19,Service,Under Investigation,5.0,0.0,False
20010871,682,2024-03-28,Billing,Resolved,,0.0,False
20010872,84,2024-03-06,Contract,Open,30.0,0.0,False
20010873,43,2024-03-28,Contract,Closed,13.0,26.33,False
20010874,328,2024-03-31,Billing,Under Investigation,12.0,0.0,False
20010875,327,2024-03-27,Billing,Open,16.0,0.0,False
20010876,644,2024-03-21,Service,Open,,0.0,False
20010877,560,2024-03-12,Network,Resolved,6.0,0.0,False
20010878,283,2024-03-03,Customer Service,Open,,0.0,False
20010879,829,2024-03-18,Customer Service,Under Investigation,2.0,0.0,False
20010880,246,2024-03-09,Contract,Closed,19.0,0.0,False
20010881,128,2024-03-02,Service,Resolved,16.0,0.0,False
20010882,360,2024-03-20,Service,Under Investigation,6.0,0.0,False
20010883,797,2024-03-11,Network,Under Investigation,26.0,0.0,False
20010884,176,2024-03-28,Service,Open,25.0,0.0,False
20010885,995,2024-03-17,Contract,Under Investigation,17.0,0.0,False
20010886,261,2024-03-17,Network,Resolved,13.0,0.0,False
20010887,443,2024-03-25,Customer Service,Closed,16.0,0.0,False
20010888,118,2024-03-11,Service,Open,,0.0,False
20010889,421,2024-03-24,Other,Under Investigation,,0.0,False
20010890,142,2024-03-26,Billing,Under Investigation,13.0,0.0,False
20010891,831,2024-03-02,Network,Resolved,7.0,80.61,False
20010892,913,2024-03-28,Network,Open,23.0,0.0,False
20010893,355,2024-03-01,Network,Open,,0.0,False
20010894,629,2024-03-15,Network,Resolved,,0.0,False
20010895,923,2024-03-17,Service,Open,14.0,0.0,False
20010896,367,2024-03-20,Billing,Open,,0.0,False
20010897,186,2024-03-20,Contract,Under Investigation,,0.0,False
20010898,929,2024-03-04,Other,Resolved,,0.0,False
20010899,132,2024-03-11,Billing,Under Investigation,10.0,0.0,False
20010900,252,2024-03-23,Customer Service,Under Investigation,,0.0,False
20010901,824,2024-03-17,Network,Open,20.0,0.0,False
20010902,838,2024-03-13,Service,Open,30.0,61.82,False
20010903,447,2024-03-13,Network,Under Investigation,,0.0,False
20010904,659,2024-03-04,Customer Service,Under Investigation,,23.22,False
20010905,652,2024-03-21,Billing,Resolved,20.0,0.0,False
20010906,89,2024-03-22,Other,Open,,0.0,False
20010907,753,2024-03-01,Customer Service,Under Investigation,,0.0,False
20010908,230,2024-03-08,Customer Service,Resolved,20.0,0.0,False
20010909,654,2024-03-19,Billing,Open,,13.83,False
20010910,986,2024-03-17,Other,Under Investigation,,0.0,False
20010911,937,2024-03-19,Other,Under Investigation,,0.0,False
20010912,905,2024-03-23,Contract,Closed,8.0,0.0,False
20010913,730,2024-03-08,Billing,Resolved,10.0,0.0,False
20010914,305,2024-03-17,Network,Under Investigation,11.0,0.0,False
20010915,735,2024-03-24,Customer Service,Resolved,15.0,0.0,False
20010916,670,2024-03-08,Contract,Closed,28.0,73.1,False
20010917,155,2024-03-04,Contract,Resolved,,0.0,False
20010918,460,2024-03-31,Network,Closed,28.0,0.0,False
20010919,334,2024-03-06,Billing,Open,22.0,73.6,False
20010920,575,2024-03-09,Contract,Open,23.0,97.12,False
20010921,489,2024-03-10,Customer Service,Open,8.0,72.34,False
20010922,307,2024-03-12,Network,Under Investigation,14.0,0.0,False
20010923,382,2024-03-08,Contract,Open,,21.43,False
20010924,120,2024-03-19,Billing,Under Investigation,24.0,0.0,False
20010925,820,2024-03-15,Billing,Resolved,,0.0,False
20010926,750,2024-03-07,Other,Closed,2.0,0.0,False
20010927,407,2024-03-30,Network,Open,19.0,0.0,False
20010928,823,2024-03-05,Billing,Resolved,28.0,0.0,False
20010929,891,2024-03-01,Network,Under Investigation,3.0,0.0,False
20010930,481,2024-03-19,Other,Open,17.0,0.0,False
20010931,564,2024-03-25,Other,Closed,9.0,0.0,False
20010932,572,2024-03-03,Billing,Open,,0.0,False
20010933,799,2024-03-06,Service,Resolved,19.0,0.0,False
20010934,555,2024-03-30,Billing,Resolved,12.0,0.0,False
20010935,899,2024-03-31,Service,Resolved,1.0,89.58,False
20010936,541,2024-03-11,Network,Open,,0.0,False
20010937,762,2024-03-22,Other,Resolved,20.0,33.13,False
20010938,60,2024-03-05,Billing,Under Investigation,20.0,0.0,False
20010939,690,2024-03-20,Billing,Closed,,0.0,False
20010940,95,2024-03-31,Contract,Closed,5.0,0.0,False
20010941,555,2024-03-11,Service,Resolved,,0.0,False
20010942,863,2024-03-07,Service,Under Investigation,24.0,0.0,False
20010943,598,2024-03-28,Network,Resolved,,0.0,False
20010944,54,2024-03-19,Billing,Open,,0.0,False
20010945,71,2024-03-03,Other,Under Investigation,20.0,0.0,False
20010946,379,2024-03-27,Other,Resolved,17.0,0.0,False
20010947,609,2024-03-15,Other,Closed,13.0,0.0,True
20010948,607,2024-03-17,Customer Service,Open,20.0,0.0,False
20010949,155,2024-03-14,Contract,Under Investigation,21.0,74.97,False
20010950,788,2024-03-07,Network,Closed,3.0,0.0,False
20010951,468,2024-03-24,Contract,Open,8.0,0.0,False
20010952,31,2024-03-30,Service,Under Investigation,21.0,50.93,False
20010953,776,2024-03-13,Network,Resolved,7.0,21.19,False
20010954,268,2024-03-06,Network,Under Investigation,,0.0,False
20010955,425,2024-03-16,Service,Closed,13.0,0.0,False
20010956,975,2024-03-28,Other,Under Investigation,12.0,0.0,False
20010957,244,2024-03-04,Billing,Under Investigation,4.0,0.0,False
20010958,151,2024-03-11,Other,Open,,0.0,False
20010959,29,2024-03-09,Service,Open,24.0,0.0,False
20010960,418,2024-03-09,Network,Open,2.0,0.0,False
20010961,384,2024-03-11,Other,Under Investigation,,0.0,False
20010962,271,2024-03-26,Service,Under Investigation,,0.0,False
20010963,411,2024-03-06,Service,Resolved,26.0,0.0,False
20010964,52,2024-03-02,Customer Service,Under Investigation,21.0,0.0,False
20010965,212,2024-03-02,Network,Closed,19.0,0.0,False
20010966,767,2024-03-31,Network,Closed,,0.0,False
20010967,582,2024-03-30,Contract,Closed,18.0,0.0,False
20010968,480,2024-03-21,Other,Resolved,,0.0,False
20010969,675,2024-03-08,Network,Open,28.0,0.0,False
20010970,575,2024-03-14,Network,Closed,3.0,0.0,False
20010971,146,2024-03-31,Billing,Open,16.0,0.0,False
20010972,30,2024-03-30,Other,Under Investigation,8.0,0.0,False
20010973,194,2024-03-18,Other,Closed,30.0,0.0,False
20010974,643,2024-03-08,Billing,Resolved,,0.0,False
20010975,983,2024-03-17,Contract,Closed,,57.86,False
20010976,244,2024-03-07,Billing,Open,22.0,0.0,False
20010977,514,2024-03-22,Contract,Open,29.0,65.95,False
20010978,214,2024-03-11,Contract,Closed,2.0,19.07,False
20010979,660,2024-03-07,Network,Resolved,2.0,0.0,True
20010980,821,2024-03-19,Network,Resolved,,0.0,False
20010981,830,2024-03-27,Customer Service,Resolved,,0.0,False
20010982,561,2024-03-12,Billing,Under Investigation,1.0,0.0,False
20010983,672,2024-03-18,Service,Open,,0.0,False
20010984,934,2024-03-18,Contract,Under Investigation,2.0,0.0,False
20010985,140,2024-03-31,Contract,Under Investigation,18.0,0.0,False
20010986,178,2024-03-17,Other,Resolved,18.0,0.0,False
20010987,594,2024-03-13,Other,Closed,14.0,42.1,False
20010988,430,2024-03-16,Billing,Under Investigation,7.0,0.0,False
20010989,90,2024-03-29,Contract,Under Investigation,20.0,0.0,False
20010990,737,2024-03-05,Customer Service,Closed,1.0,0.0,False
20010991,302,2024-03-23,Network,Closed,21.0,0.0,False
20010992,896,2024-03-29,Network,Resolved,20.0,40.27,False
20010993,822,2024-03-22,Contract,Open,4.0,0.0,False
20010994,435,2024-03-08,Contract,Closed,,0.0,False
20010995,909,2024-03-28,Service,Under Investigation,23.0,0.0,False
20010996,677,2024-03-25,Billing,Resolved,18.0,0.0,False
20010997,885,2024-03-22,Service,Under Investigation,29.0,94.36,False
20010998,485,2024-03-02,Contract,Closed,11.0,0.0,False
20010999,945,2024-03-21,Service,Open,26.0,27.38,False
20011000,642,2024-03-25,Network,Closed,9.0,0.0,False
20011001,827,2024-03-01,Customer Service,Resolved,19.0,0.0,False
20011002,590,2024-03-07,Other,Resolved,20.0,0.0,False
20011003,969,2024-03-15,Billing,Open,23.0,0.0,False
20011004,247,2024-03-02,Contract,Closed,26.0,62.39,False
20011005,942,2024-03-30,Customer Service,Resolved,27.0,0.0,False
20011006,241,2024-03-07,Service,Closed,25.0,0.0,False
20011007,201,2024-03-12,Network,Resolved,30.0,0.0,False
20011008,227,2024-03-01,Customer Service,Under Investigation,22.0,0.0,False
20011009,416,2024-03-16,Contract,Resolved,,0.0,False
20011010,894,2024-03-14,Contract,Open,23.0,0.0,False
20011011,224,2024-03-30,Service,Resolved,,64.86,False
20011012,862,2024-03-03,Customer Service,Closed,28.0,0.0,True
20011013,53,2024-03-20,Customer Service,Under Investigation,,0.0,False
20011014,926,2024-03-19,Contract,Resolved,9.0,0.0,False
20011015,267,2024-03-20,Service,Under Investigation,20.0,0.0,False
20011016,965,2024-03-23,Billing,Open,17.0,0.0,False
20011017,236,2024-03-23,Network,Closed,,0.0,False
20011018,459,2024-03-16,Customer Service,Resolved,24.0,0.0,False
20011019,92,2024-03-16,Contract,Under Investigation,14.0,0.0,False
20011020,842,2024-03-09,Service,Open,28.0,0.0,False
20011021,293,2024-03-27,Customer Service,Under Investigation,16.0,0.0,False
20011022,840,2024-03-14,Billing,Closed,16.0,0.0,False
20011023,534,2024-03-06,Customer Service,Open,5.0,0.0,False
20011024,230,2024-03-20,Customer Service,Under Investigation,,0.0,False
20011025,781,2024-03-09,Billing,Under Investigation,,0.0,False
20011026,783,2024-03-04,Other,Resolved,26.0,0.0,True
20011027,18,2024-03-28,Contract,Open,,0.0,False
20011028,991,2024-03-14,Billing,Resolved,8.0,0.0,False
20011029,708,2024-03-30,Customer Service,Open,17.0,0.0,False
20011030,108,2024-03-06,Other,Open,,89.92,False
20011031,342,2024-03-25,Network,Open,23.0,0.0,False
20011032,606,2024-03-15,Network,Open,13.0,0.0,False
20011033,85,2024-03-05,Customer Service,Open,,0.0,False
20011034,839,2024-03-22,Service,Open,21.0,0.0,False
20011035,195,2024-03-25,Network,Open,11.0,0.0,False
20011036,852,2024-03-02,Billing,Resolved,10.0,27.55,False
20011037,407,2024-03-08,Billing,Closed,30.0,0.0,False
20011038,378,2024-03-14,Contract,Open,3.0,0.0,False
20011039,699,2024-03-05,Network,Closed,,0.0,False
20011040,465,2024-03-18,Billing,Under Investigation,,0.0,False
20011041,988,2024-03-30,Billing,Under Investigation,11.0,0.0,False
20011042,866,2024-03-15,Customer Service,Resolved,,0.0,False
20011043,146,2024-03-06,Other,Closed,,0.0,False
20011044,377,2024-03-05,Customer Service,Under Investigation,29.0,0.0,False
20011045,790,2024-03-11,Other,Closed,24.0,0.0,False
20011046,61,2024-03-04,Billing,Open,28.0,0.0,False
20011047,515,2024-03-23,Other,Closed,,0.0,False
20011048,379,2024-03-20,Other,Open,,31.1,False
20011049,19,2024-03-28,Contract,Resolved,29.0,12.07,False
20011050,768,2024-03-17,Billing,Under Investigation,,0.0,False
20011051,202,2024-03-26,Other,Closed,17.0,33.15,False
20011052,817,2024-03-27,Service,Resolved,23.0,87.36,False
20011053,259,2024-03-22,Customer Service,Resolved,4.0,30.03,False
20011054,965,2024-03-25,Customer Service,Open,6.0,0.0,False
20011055,884,2024-03-26,Service,Under Investigation,20.0,80.69,False
20011056,88,2024-03-02,Other,Open,,75.66,False
20011057,540,2024-03-15,Other,Under Investigation,,87.65,False
20011058,951,2024-03-27,Other,Under Investigation,16.0,28.15,False
20011059,618,2024-03-07,Service,Closed,6.0,0.0,True
20011060,887,2024-03-04,Network,Resolved,1.0,0.0,False
20011061,583,2024-03-30,Customer Service,Under Investigation,,0.0,False
20011062,749,2024-03-31,Customer Service,Under Investigation,,66.63,False
20011063,52,2024-03-28,Service,Closed,1.0,0.0,False
20011064,498,2024-03-31,Customer Service,Under Investigation,,0.0,False
20011065,933,2024-03-14,Billing,Under Investigation,,24.36,False
20011066,726,2024-03-28,Billing,Under Investigation,,0.0,False
20011067,153,2024-03-06,Billing,Under Investigation,,0.0,False
20011068,690,2024-03-23,Service,Under Investigation,19.0,0.0,False
20011069,131,2024-03-21,Network,Under Investigation,,0.0,False
20011070,31,2024-03-17,Service,Under Investigation,26.0,0.0,False
20011071,295,2024-03-12,Customer Service,Under Investigation,16.0,0.0,False
20011072,211,2024-03-13,Other,Resolved,,0.0,False
20011073,519,2024-03-09,Service,Resolved,15.0,0.0,False
20011074,691,2024-03-28,Network,Resolved,18.0,0.0,False
20011075,27,2024-03-08,Service,Under Investigation,15.0,72.76,True
20011076,808,2024-03-25,Billing,Closed,29.0,0.0,False
20011077,240,2024-03-26,Network,Under Investigation,9.0,0.0,False
20011078,730,2024-03-16,Customer Service,Under Investigation,12.0,0.0,False
20011079,150,2024-03-15,Other,Closed,16.0,0.0,False
20011080,354,2024-03-07,Billing,Resolved,30.0,0.0,False
20011081,278,2024-03-12,Service,Open,,0.0,False
20011082,350,2024-03-05,Network,Closed,24.0,56.18,False
20011083,401,2024-03-01,Other,Open,12.0,90.43,False
20011084,403,2024-03-27,Contract,Closed,27.0,0.0,False
20011085,1000,2024-03-29,Other,Open,17.0,0.0,False
20011086,784,2024-03-08,Network,Under Investigation,19.0,0.0,False
20011087,318,2024-03-12,Billing,Under Investigation,14.0,0.0,False
20011088,131,2024-03-16,Network,Under Investigation,,0.0,True
20011089,87,2024-03-19,Customer Service,Under Investigation,8.0,0.0,False
20011090,298,2024-03-04,Billing,Under Investigation,2.0,0.0,False
20011091,681,2024-03-08,Network,Under Investigation,,64.87,False
20011092,494,2024-03-10,Billing,Resolved,7.0,0.0,False
20011093,152,2024-03-18,Contract,Closed,,0.0,False
20011094,77,2024-03-22,Network,Resolved,,0.0,False
20011095,954,2024-03-01,Contract,Open,,0.0,False
20011096,59,2024-03-08,Service,Resolved,,0.0,False
20011097,899,2024-03-12,Service,Open,,0.0,False
20011098,856,2024-03-11,Billing,Under Investigation,8.0,0.0,False
20011099,768,2024-03-22,Network,Open,7.0,0.0,False
20011100,672,2024-03-03,Network,Under Investigation,,0.0,False
20011101,31,2024-03-14,Service,Under Investigation,28.0,0.0,True
20011102,578,2024-03-03,Customer Service,Closed,8.0,0.0,False
20011103,581,2024-03-23,Service,Resolved,,33.22,False
20011104,131,2024-03-02,Contract,Under Investigation,17.0,0.0,False
20011105,91,2024-03-18,Network,Resolved,12.0,0.0,False
20011106,620,2024-03-16,Billing,Open,8.0,0.0,False
20011107,458,2024-03-22,Customer Service,Closed,5.0,38.68,False
20011108,282,2024-03-14,Network,Open,,0.0,False
20011109,228,2024-03-19,Billing,Resolved,,0.0,False
20011110,868,2024-03-12,Network,Open,3.0,65.32,False
20011111,776,2024-03-05,Service,Closed,24.0,0.0,False
20011112,207,2024-03-31,Contract,Open,23.0,0.0,False
20011113,246,2024-03-30,Billing,Closed,,0.0,False
20011114,646,2024-03-11,Billing,Under Investigation,29.0,80.51,False
20011115,694,2024-03-28,Contract,Resolved,25.0,0.0,False
20011116,18,2024-03-11,Other,Open,7.0,87.79,False
20011117,735,2024-03-13,Contract,Closed,4.0,86.61,False
20011118,178,2024-03-12,Billing,Resolved,,0.0,False
20011119,644,2024-03-05,Billing,Closed,,0.0,False
20011120,210,2024-03-27,Customer Service,Under Investigation,15.0,0.0,False
20011121,628,2024-03-26,Billing,Open,20.0,0.0,False
20011122,598,2024-03-25,Contract,Under Investigation,29.0,0.0,False
20011123,256,2024-03-05,Contract,Under Investigation,,0.0,False
20011124,88,2024-03-04,Customer Service,Closed,10.0,16.22,False
20011125,522,2024-03-31,Service,Under Investigation,15.0,0.0,False
20011126,480,2024-03-17,Billing,Under Investigation,,0.0,False
20011127,577,2024-03-28,Network,Resolved,10.0,0.0,True
20011128,666,2024-03-12,Customer Service,Resolved,12.0,0.0,False
20011129,139,2024-03-16,Customer Service,Resolved,30.0,0.0,False
20011130,461,2024-03-07,Customer Service,Open,18.0,25.57,False
20011131,234,2024-03-18,Billing,Open,14.0,0.0,False
20011132,4,2024-03-04,Service,Open,24.0,0.0,False
20011133,527,2024-03-07,Network,Resolved,,0.0,False
20011134,270,2024-03-08,Network,Open,5.0,0.0,False
20011135,630,2024-03-07,Contract,Closed,17.0,0.0,False
20011136,207,2024-03-17,Service,Closed,21.0,0.0,False
20011137,329,2024-03-12,Network,Under Investigation,,0.0,False
20011138,854,2024-03-20,Contract,Open,,0.0,False
20011139,662,2024-03-12,Billing,Resolved,20.0,70.25,False
20011140,23,2024-03-23,Other,Resolved,,0.0,False
20011141,254,2024-03-27,Service,Open,8.0,79.48,False
20011142,762,2024-03-27,Customer Service,Closed,,0.0,False
20011143,266,2024-03-16,Service,Closed,,0.0,False
20011144,415,2024-03-23,Network,Open,,0.0,False
20011145,154,2024-03-19,Contract,Closed,9.0,0.0,False
20011146,236,2024-03-12,Contract,Open,29.0,56.05,False
20011147,344,2024-03-06,Other,Resolved,10.0,0.0,False
20011148,774,2024-03-15,Service,Open,4.0,0.0,False
20011149,799,2024-03-22,Contract,Under Investigation,26.0,0.0,False
20011150,118,2024-03-11,Network,Resolved,11.0,0.0,False
20011151,352,2024-03-23,Service,Open,,0.0,False
20011152,228,2024-03-27,Customer Service,Resolved,8.0,0.0,False
20011153,980,2024-03-02,Other,Open,,0.0,False
20011154,256,2024-03-09,Customer Service,Resolved,6.0,0.0,False
20011155,941,2024-03-01,Billing,Open,12.0,44.86,False
20011156,341,2024-03-25,Customer Service,Closed,27.0,84.68,False
20011157,527,2024-03-14,Network,Closed,4.0,0.0,False
20011158,75,2024-03-29,Other,Resolved,2.0,0.0,False
20011159,676,2024-03-04,Other,Open,,0.0,False
20011160,924,2024-03-28,Network,Open,28.0,0.0,False
20011161,506,2024-03-15,Network,Resolved,13.0,0.0,False
20011162,479,2024-03-04,Network,Resolved,15.0,0.0,False
20011163,83,2024-03-31,Other,Open,27.0,0.0,False
20011164,564,2024-03-19,Other,Resolved,,0.0,False
20011165,406,2024-03-28,Customer Service,Open,30.0,0.0,False
20011166,400,2024-03-05,Network,Under Investigation,30.0,0.0,False
20011167,103,2024-03-14,Network,Closed,1.0,0.0,False
20011168,825,2024-03-20,Other,Under Investigation,12.0,0.0,False
20011169,583,2024-03-21,Network,Under Investigation,,0.0,False
20011170,258,2024-03-09,Contract,Under Investigation,,26.32,False
20011171,820,2024-03-08,Contract,Open,18.0,82.25,False
20011172,179,2024-03-03,Other,Closed,21.0,0.0,False
20011173,189,2024-03-17,Service,Closed,,0.0,False
20011174,985,2024-03-09,Network,Open,,0.0,False
20011175,857,2024-03-25,Service,Resolved,6.0,53.76,False
20011176,170,2024-03-04,Contract,Closed,10.0,10.47,False
20011177,186,2024-03-09,Billing,Open,23.0,55.29,False
20011178,283,2024-03-20,Network,Open,,0.0,False
20011179,737,2024-03-21,Network,Open,7.0,0.0,False
20011180,45,2024-03-21,Billing,Under Investigation,3.0,0.0,False
20011181,579,2024-03-06,Contract,Closed,2.0,97.02,False
20011182,458,2024-03-26,Service,Resolved,17.0,0.0,False
20011183,314,2024-03-16,Service,Closed,,0.0,False
20011184,913,2024-03-26,Billing,Open,17.0,0.0,False
20011185,272,2024-03-11,Network,Resolved,,0.0,False
20011186,307,2024-03-28,Other,Resolved,7.0,0.0,False
20011187,585,2024-03-05,Other,Closed,,28.49,False
20011188,33,2024-03-23,Network,Open,,0.0,False
20011189,841,2024-03-11,Network,Under Investigation,4.0,0.0,False
20011190,481,2024-03-25,Billing,Under Investigation,29.0,0.0,False
20011191,783,2024-03-22,Customer Service,Resolved,,0.0,False
20011192,17,2024-03-11,Contract,Resolved,,0.0,False
20011193,974,2024-03-15,Other,Resolved,,0.0,False
20011194,841,2024-03-15,Service,Under Investigation,7.0,0.0,False
20011195,236,2024-03-07,Billing,Closed,,0.0,False
20011196,635,2024-03-17,Service,Resolved,2.0,60.5,False
20011197,471,2024-03-27,Contract,Closed,22.0,0.0,False
20011198,266,2024-03-09,Other,Open,14.0,0.0,False
20011199,770,2024-03-22,Other,Under Investigation,12.0,0.0,False
20011200,483,2024-03-07,Customer Service,Resolved,19.0,0.0,False
20011201,640,2024-03-21,Billing,Closed,5.0,70.5,False
20011202,835,2024-03-31,Service,Under Investigation,2.0,0.0,False
20011203,571,2024-03-11,Service,Resolved,20.0,56.54,False
20011204,911,2024-03-03,Other,Closed,28.0,0.0,False
20011205,512,2024-03-12,Billing,Under Investigation,13.0,44.86,False
20011206,670,2024-03-01,Customer Service,Resolved,8.0,0.0,False
20011207,562,2024-03-28,Customer Service,Under Investigation,14.0,27.74,False
20011208,673,2024-03-15,Network,Open,5.0,0.0,False
20011209,197,2024-03-21,Service,Closed,,0.0,False
20011210,116,2024-03-22,Service,Closed,26.0,0.0,False
20011211,737,2024-03-01,Customer Service,Closed,30.0,62.9,False
20011212,848,2024-03-01,Network,Under Investigation,3.0,0.0,False
20011213,696,2024-03-12,Other,Closed,29.0,0.0,False
20011214,199,2024-03-12,Other,Under Investigation,17.0,11.06,False
20011215,912,2024-03-28,Service,Resolved,28.0,73.69,False
20011216,427,2024-03-02,Other,Closed,14.0,0.0,False
20011217,68,2024-03-03,Other,Closed,20.0,0.0,False
20011218,787,2024-03-26,Customer Service,Resolved,,0.0,False
20011219,926,2024-03-31,Customer Service,Closed,15.0,0.0,False
20011220,181,2024-03-04,Service,Under Investigation,27.0,0.0,False
20011221,149,2024-03-20,Network,Closed,25.0,0.0,False
20011222,768,2024-03-19,Network,Closed,30.0,0.0,False
20011223,407,2024-03-25,Service,Closed,3.0,65.17,False
20011224,552,2024-03-10,Other,Open,14.0,0.0,False
20011225,982,2024-03-12,Billing,Under Investigation,9.0,0.0,False
20011226,644,2024-03-24,Network,Resolved,,90.92,False
20011227,370,2024-03-03,Billing,Closed,26.0,0.0,False
20011228,205,2024-03-28,Billing,Resolved,24.0,0.0,False
20011229,735,2024-03-25,Customer Service,Closed,,0.0,False
20011230,985,2024-03-22,Service,Resolved,26.0,0.0,False
20011231,607,2024-03-27,Service,Resolved,,0.0,False
20011232,271,2024-03-20,Customer Service,Open,25.0,0.0,False
20011233,873,2024-03-01,Customer Service,Open,13.0,0.0,False
20011234,476,2024-03-08,Service,Resolved,,53.73,False
20011235,399,2024-03-01,Service,Resolved,1.0,0.0,False
20011236,148,2024-03-19,Service,Closed,,0.0,False
20011237,723,2024-03-09,Billing,Resolved,,0.0,False
20011238,495,2024-03-30,Network,Under Investigation,,0.0,False
20011239,887,2024-03-09,Customer Service,Closed,12.0,0.0,False
20011240,202,2024-03-07,Network,Closed,5.0,59.95,False
20011241,310,2024-03-18,Contract,Open,,0.0,False
20011242,91,2024-03-10,Service,Under Investigation,17.0,67.91,False
20011243,369,2024-03-07,Billing,Under Investigation,,0.0,False
20011244,504,2024-03-04,Other,Under Investigation,22.0,0.0,False
20011245,630,2024-03-10,Network,Closed,27.0,0.0,False
20011246,504,2024-03-19,Service,Resolved,26.0,0.0,False
20011247,941,2024-03-12,Network,Resolved,4.0,0.0,False
20011248,923,2024-03-17,Customer Service,Under Investigation,18.0,0.0,False
20011249,4,2024-03-01,Network,Under Investigation,,0.0,False
20011250,729,2024-03-06,Billing,Resolved,17.0,0.0,False
20011251,734,2024-03-08,Other,Closed,7.0,0.0,False
20011252,121,2024-03-11,Contract,Closed,19.0,0.0,False
20011253,919,2024-03-03,Network,Closed,18.0,0.0,False
20011254,765,2024-03-09,Service,Closed,,0.0,False
20011255,215,2024-03-17,Customer Service,Under Investigation,6.0,0.0,False
20011256,125,2024-03-06,Service,Closed,14.0,0.0,False
20011257,790,2024-03-05,Contract,Closed,29.0,0.0,False
20011258,918,2024-03-14,Network,Open,23.0,0.0,False
20011259,732,2024-03-03,Other,Closed,,0.0,False
20011260,882,2024-03-15,Network,Resolved,5.0,0.0,False
20011261,50,2024-03-06,Service,Open,7.0,0.0,False
20011262,236,2024-03-16,Contract,Resolved,14.0,0.0,False
20011263,287,2024-03-03,Billing,Closed,,0.0,False
20011264,310,2024-03-01,Customer Service,Under Investigation,24.0,0.0,False
20011265,332,2024-03-15,Contract,Open,14.0,0.0,False
20011266,472,2024-03-04,Network,Open,13.0,0.0,False
20011267,132,2024-03-06,Billing,Open,28.0,0.0,False
20011268,134,2024-03-26,Service,Closed,6.0,0.0,False
20011269,191,2024-03-16,Network,Closed,,0.0,False
20011270,600,2024-03-31,Other,Closed,,0.0,False
20011271,522,2024-03-02,Other,Open,15.0,0.0,False
20011272,145,2024-03-09,Network,Under Investigation,11.0,0.0,False
20011273,331,2024-03-07,Contract,Closed,1.0,0.0,False
20011274,25,2024-03-19,Customer Service,Under Investigation,,39.27,False
20011275,431,2024-03-07,Contract,Resolved,29.0,0.0,False
20011276,152,2024-03-16,Contract,Open,18.0,0.0,False
20011277,349,2024-03-10,Other,Under Investigation,,0.0,False
20011278,105,2024-03-02,Billing,Under Investigation,,0.0,False
20011279,586,2024-03-25,Customer Service,Open,26.0,0.0,False
20011280,101,2024-03-07,Customer Service,Resolved,26.0,0.0,False
20011281,317,2024-03-06,Contract,Open,,0.0,False
20011282,166,2024-03-20,Contract,Open,,0.0,False
20011283,810,2024-03-30,Billing,Open,17.0,0.0,False
20011284,493,2024-03-16,Service,Closed,23.0,0.0,False
20011285,121,2024-03-14,Customer Service,Open,21.0,0.0,False
20011286,993,2024-03-28,Customer Service,Closed,11.0,0.0,False
20011287,228,2024-03-30,Other,Closed,19.0,0.0,False
20011288,660,2024-03-03,Billing,Under Investigation,4.0,0.0,False
20011289,786,2024-03-17,Billing,Under Investigation,26.0,0.0,True
20011290,487,2024-03-30,Network,Closed,27.0,0.0,False
20011291,942,2024-03-30,Network,Closed,15.0,0.0,False
20011292,754,2024-03-30,Other,Under Investigation,14.0,0.0,False
20011293,500,2024-03-01,Customer Service,Open,11.0,0.0,False
20011294,89,2024-03-04,Other,Closed,5.0,0.0,False
20011295,375,2024-03-24,Contract,Resolved,3.0,0.0,False
